Tree,MC,Timestamp,Port5_VPD,Port5_Temp,Port5_Atmos_pressure,Port5_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET5,MC1,2023-06-02T18:30:00Z,0.54,21.9,87.53,0.794,87.54,0.58,22,0.781,0,0,448,0,0,448,0,0
ET5,MC1,2023-06-02T18:45:00Z,0.56,21.8,87.56,0.784,87.56,0.6,21.8,0.771,0,0,448,0,0,448,0,0
ET5,MC1,2023-06-02T19:00:00Z,0.63,21.8,87.57,0.758,87.58,0.67,21.9,0.746,0,0,448,0,0,448,0,0
ET5,MC1,2023-06-02T19:15:00Z,0.56,21.6,87.6,0.782,87.6,0.58,21.5,0.772,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T19:30:00Z,0.47,20.9,87.61,0.81,87.61,0.5,20.9,0.798,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T19:45:00Z,0.55,21.3,87.6,0.782,87.6,0.59,21.4,0.769,0,0,448,0,0,448,0,0
ET5,MC1,2023-06-02T20:00:00Z,0.61,21.8,87.6,0.765,87.6,0.63,21.8,0.757,0,0,448,0,0,448,0,0
ET5,MC1,2023-06-02T20:15:00Z,0.55,21.5,87.6,0.787,87.61,0.58,21.5,0.776,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T20:30:00Z,0.43,21.2,87.6,0.83,87.6,0.46,21.2,0.817,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T20:45:00Z,0.41,21.2,87.62,0.838,87.62,0.45,21.2,0.822,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T21:00:00Z,0.37,21,87.62,0.85,87.62,0.41,21.1,0.835,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T21:15:00Z,0.38,21,87.63,0.849,87.63,0.41,21,0.834,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T21:30:00Z,0.38,20.9,87.64,0.845,87.65,0.42,21,0.831,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T21:45:00Z,0.35,20.8,87.65,0.857,87.65,0.39,20.8,0.841,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-02T22:00:00Z,0.36,20.9,87.64,0.853,87.64,0.4,20.9,0.838,0,0,450,0,0,450,0,0
ET5,MC1,2023-06-02T22:15:00Z,0.26,20.5,87.64,0.892,87.64,0.3,20.5,0.874,0,0,450,0,7,450,11,0
ET5,MC1,2023-06-02T22:30:00Z,0.3,20.6,87.64,0.875,87.64,0.34,20.6,0.858,0,0,450,0,1,450,7,0
ET5,MC1,2023-06-02T22:45:00Z,0.27,20.4,87.65,0.889,87.65,0.31,20.4,0.87,0,0,450,0,8,450,14,0
ET5,MC1,2023-06-02T23:00:00Z,0.29,20.4,87.64,0.88,87.64,0.33,20.4,0.86,0,0,450,0,9,450,11,0
ET5,MC1,2023-06-02T23:15:00Z,0.32,20.4,87.62,0.865,87.62,0.37,20.5,0.848,0,0,450,0,0,450,1,0
ET5,MC1,2023-06-02T23:30:00Z,0.28,20.2,87.6,0.883,87.6,0.32,20.2,0.864,0,0,450,0,9,450,15,0
ET5,MC1,2023-06-02T23:45:00Z,0.33,20.5,87.6,0.862,87.6,0.38,20.6,0.844,0,0,450,0,0,450,1,0
ET5,MC1,2023-06-03T00:00:00Z,0.29,20.3,87.59,0.878,87.59,0.34,20.4,0.86,0,0,450,0,1,450,12,0
ET5,MC1,2023-06-03T00:15:00Z,0.27,20.2,87.58,0.888,87.58,0.31,20.2,0.87,0,0,450,0,10,450,14,0
ET5,MC1,2023-06-03T00:30:00Z,0.26,20.1,87.56,0.889,87.56,0.31,20.1,0.87,0,0,450,0,13,450,15,0
ET5,MC1,2023-06-03T00:45:00Z,0.3,20.3,87.55,0.874,87.55,0.34,20.3,0.857,0,0,450,0,9,450,13,0
ET5,MC1,2023-06-03T01:00:00Z,0.36,20.5,87.54,0.852,87.54,0.39,20.5,0.837,0,0,449,0,0,449,2,0
ET5,MC1,2023-06-03T01:15:00Z,0.37,20.5,87.53,0.846,87.52,0.4,20.5,0.833,0,0,450,0,0,450,0,0
ET5,MC1,2023-06-03T01:30:00Z,0.39,20.6,87.52,0.84,87.52,0.42,20.6,0.827,0,0,450,0,0,450,0,0
ET5,MC1,2023-06-03T01:45:00Z,0.36,20.4,87.52,0.848,87.52,0.39,20.4,0.835,0,0,450,0,0,450,1,0
ET5,MC1,2023-06-03T02:00:00Z,0.33,20.2,87.51,0.86,87.51,0.36,20.1,0.846,0,0,450,0,0,450,2,0
ET5,MC1,2023-06-03T02:15:00Z,0.3,19.9,87.48,0.873,87.49,0.33,19.9,0.859,0,0,450,0,4,450,14,0
ET5,MC1,2023-06-03T02:30:00Z,0.31,20.2,87.48,0.867,87.48,0.35,20.2,0.852,0,0,450,0,3,450,7,0
ET5,MC1,2023-06-03T02:45:00Z,0.33,20.4,87.47,0.865,87.47,0.36,20.4,0.849,0,0,450,0,2,450,8,0
ET5,MC1,2023-06-03T03:00:00Z,0.36,20.6,87.47,0.85,87.47,0.39,20.5,0.838,0,0,450,0,2,450,5,0
ET5,MC1,2023-06-03T03:15:00Z,0.33,20.4,87.48,0.861,87.48,0.37,20.4,0.845,0,0,450,0,2,450,5,0
ET5,MC1,2023-06-03T03:30:00Z,0.38,20.7,87.48,0.845,87.48,0.41,20.7,0.832,0,0,450,0,0,450,1,0
ET5,MC1,2023-06-03T03:45:00Z,0.38,20.8,87.47,0.844,87.47,0.42,20.8,0.83,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-03T04:00:00Z,0.43,21,87.47,0.829,87.47,0.46,21,0.817,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-03T04:15:00Z,0.4,20.8,87.48,0.839,87.48,0.42,20.8,0.827,0,0,449,0,0,450,0,0
ET5,MC1,2023-06-03T04:30:00Z,0.39,20.8,87.47,0.842,87.47,0.42,20.8,0.828,0,0,449,0,0,450,0,0
ET5,MC1,2023-06-03T04:45:00Z,0.37,20.7,87.47,0.847,87.47,0.41,20.7,0.833,0,0,450,0,0,450,0,0
ET5,MC1,2023-06-03T05:00:00Z,0.4,20.9,87.47,0.838,87.47,0.44,20.9,0.823,0,0,449,0,0,450,0,0
ET5,MC1,2023-06-03T05:15:00Z,0.41,21,87.48,0.835,87.48,0.44,20.9,0.822,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-03T05:30:00Z,0.43,21,87.48,0.828,87.48,0.46,21,0.816,5.3,5.3,449,0,0,449,0,0
ET5,MC1,2023-06-03T05:45:00Z,0.44,21.2,87.49,0.824,87.49,0.47,21.1,0.814,46.5,31.7,449,0,0,449,0,0
ET5,MC1,2023-06-03T06:00:00Z,0.43,21.3,87.5,0.829,87.5,0.44,21.1,0.823,99.8,42.5,449,0,0,449,0,0
ET5,MC1,2023-06-03T06:15:00Z,0.42,21.3,87.52,0.834,87.52,0.45,21.2,0.821,40.6,73.8,448,0,0,449,0,0
ET5,MC1,2023-06-03T06:30:00Z,0.42,21.4,87.53,0.835,87.53,0.45,21.4,0.823,46.7,87.9,449,0,0,449,0,0
ET5,MC1,2023-06-03T06:45:00Z,0.44,21.7,87.54,0.832,87.54,0.46,21.6,0.821,54,202.9,449,0,0,449,0,0
ET5,MC1,2023-06-03T07:00:00Z,0.5,22.3,87.55,0.815,87.55,0.5,22,0.812,77.3,157.8,449,0,0,449,0,0
ET5,MC1,2023-06-03T07:15:00Z,0.54,22.7,87.55,0.802,87.56,0.52,22.2,0.805,78.2,63.7,449,0,0,448,0,0
ET5,MC1,2023-06-03T07:30:00Z,0.62,23.2,87.57,0.783,87.58,0.57,22.6,0.791,70.5,126.2,448,0,0,445,0,0
ET5,MC1,2023-06-03T07:45:00Z,0.65,23.6,87.59,0.776,87.59,0.63,23.3,0.779,76.2,156.2,446,0,0,444,0,0
ET5,MC1,2023-06-03T08:00:00Z,0.61,23.4,87.6,0.787,87.6,0.67,23.7,0.77,81.1,375.2,443,0,0,446,0,0
ET5,MC1,2023-06-03T08:15:00Z,0.67,23.9,87.6,0.774,87.61,0.77,24.4,0.749,305.1,530.5,442,0,0,442,0,0
ET5,MC1,2023-06-03T08:30:00Z,0.76,24.2,87.62,0.747,87.62,0.83,24.5,0.73,397.5,583,442,0,0,442,0,0
ET5,MC1,2023-06-03T08:45:00Z,0.79,24.7,87.61,0.747,87.62,0.79,24.5,0.742,398.3,650,444,0,0,443,0,0
ET5,MC1,2023-06-03T09:00:00Z,0.76,24.3,87.63,0.75,87.63,0.73,24,0.754,423.3,714.7,446,0,0,444,0,0
ET5,MC1,2023-06-03T09:15:00Z,0.78,24.8,87.63,0.752,87.63,0.75,24.4,0.754,236.2,745.4,447,0,0,443,0,0
ET5,MC1,2023-06-03T09:30:00Z,0.75,24.4,87.65,0.755,87.65,0.7,24,0.763,670.2,770.9,446,0,0,443,0,0
ET5,MC1,2023-06-03T09:45:00Z,0.73,24.5,87.64,0.764,87.65,0.7,24.1,0.768,762.8,589.2,444,0,0,444,0,0
ET5,MC1,2023-06-03T10:00:00Z,0.79,25,87.64,0.752,87.65,0.75,24.6,0.759,930.9,320.3,442,0,0,443,0,0
ET5,MC1,2023-06-03T10:15:00Z,0.71,24.4,87.64,0.768,87.64,0.72,24.3,0.764,956.5,249.6,443,0,0,446,0,0
ET5,MC1,2023-06-03T10:30:00Z,0.65,24.4,87.64,0.787,87.65,0.67,24.4,0.779,395.9,250.1,445,0,0,445,0,0
ET5,MC1,2023-06-03T10:45:00Z,0.62,24.3,87.65,0.798,87.65,0.63,24.2,0.792,454.8,222.8,446,0,0,446,0,0
ET5,MC1,2023-06-03T11:00:00Z,0.55,24,87.64,0.815,87.64,0.59,24,0.803,855.5,212.6,446,0,0,446,0,0
ET5,MC1,2023-06-03T11:15:00Z,0.5,23.6,87.63,0.827,87.64,0.54,23.6,0.815,225.2,232.4,447,0,0,447,0,0
ET5,MC1,2023-06-03T11:30:00Z,0.48,23.7,87.62,0.836,87.63,0.52,23.6,0.822,527.5,230.9,447,0,0,447,0,0
ET5,MC1,2023-06-03T11:45:00Z,0.51,24.1,87.61,0.831,87.61,0.55,24.1,0.817,224.3,216.8,446,0,0,446,0,0
ET5,MC1,2023-06-03T12:00:00Z,0.51,24.3,87.6,0.831,87.6,0.56,24.4,0.815,212.4,241.3,447,0,0,446,0,0
ET5,MC1,2023-06-03T12:15:00Z,0.56,24.6,87.59,0.819,87.6,0.58,24.5,0.81,237.5,265.5,447,0,0,447,0,0
ET5,MC1,2023-06-03T12:30:00Z,0.52,24.4,87.58,0.83,87.58,0.56,24.3,0.817,239.1,264.6,447,0,0,446,0,0
ET5,MC1,2023-06-03T12:45:00Z,0.54,24.2,87.56,0.823,87.56,0.57,24.2,0.811,230.7,260,447,0,0,447,0,0
ET5,MC1,2023-06-03T13:00:00Z,0.48,23.8,87.55,0.838,87.55,0.52,23.9,0.823,336.7,236.8,447,0,0,447,0,0
ET5,MC1,2023-06-03T13:15:00Z,0.44,23.7,87.53,0.848,87.53,0.49,23.7,0.832,410,254,448,0,0,447,0,0
ET5,MC1,2023-06-03T13:30:00Z,0.5,24.4,87.52,0.835,87.52,0.53,24.3,0.824,618.7,583,447,0,0,447,0,0
ET5,MC1,2023-06-03T13:45:00Z,0.51,24,87.5,0.828,87.51,0.54,23.9,0.818,822.7,318.6,447,0,0,447,0,0
ET5,MC1,2023-06-03T14:00:00Z,0.55,24.6,87.49,0.821,87.49,0.59,24.6,0.809,560.3,220.6,447,0,0,446,0,0
ET5,MC1,2023-06-03T14:15:00Z,0.51,24.3,87.47,0.833,87.47,0.53,24.1,0.824,231.4,209.1,447,0,0,447,0,0
ET5,MC1,2023-06-03T14:30:00Z,0.54,24.4,87.48,0.824,87.48,0.55,24.2,0.816,275.6,274.8,447,0,0,446,0,0
ET5,MC1,2023-06-03T14:45:00Z,0.63,25,87.5,0.802,87.5,0.61,24.7,0.803,209.8,232,448,0,0,447,0,0
ET5,MC1,2023-06-03T15:00:00Z,0.47,23.8,87.48,0.84,87.48,0.49,23.6,0.831,376.8,281.6,448,0,0,447,0,0
ET5,MC1,2023-06-03T15:15:00Z,0.54,24.3,87.46,0.824,87.46,0.57,24.3,0.813,364,230,448,0,0,447,0,0
ET5,MC1,2023-06-03T15:30:00Z,0.48,23.7,87.45,0.836,87.45,0.52,23.7,0.822,275.4,235.5,448,0,0,447,0,0
ET5,MC1,2023-06-03T15:45:00Z,0.43,23.4,87.45,0.852,87.45,0.46,23.4,0.84,173.8,182.7,448,0,0,448,0,0
ET5,MC1,2023-06-03T16:00:00Z,0.3,22.4,87.46,0.888,87.46,0.35,22.4,0.87,224.3,245.5,449,0,0,451,4,0
ET5,MC1,2023-06-03T16:15:00Z,0.29,22.4,87.44,0.894,87.44,0.34,22.4,0.875,176.1,202.3,449,0,0,449,1,0
ET5,MC1,2023-06-03T16:30:00Z,0.28,22,87.45,0.895,87.45,0.33,22.1,0.876,79.1,84.6,449,0,0,449,0,0
ET5,MC1,2023-06-03T16:45:00Z,0.3,21.9,87.46,0.886,87.46,0.35,21.9,0.867,69.2,75.3,449,0,0,449,0,0
ET5,MC1,2023-06-03T17:00:00Z,0.29,21.8,87.46,0.887,87.46,0.35,21.9,0.867,60.1,63.7,449,0,0,449,0,0
ET5,MC1,2023-06-03T17:15:00Z,0.26,21.6,87.49,0.901,87.49,0.31,21.7,0.88,45.6,47.8,449,0,0,449,0,0
ET5,MC1,2023-06-03T17:30:00Z,0.21,21.4,87.51,0.916,87.51,0.27,21.4,0.895,26.7,28.4,450,0,6,450,8,0
ET5,MC1,2023-06-03T17:45:00Z,0.18,21.3,87.51,0.927,87.51,0.25,21.4,0.901,31.9,33.9,450,0,15,450,15,0
ET5,MC1,2023-06-03T18:00:00Z,0.2,21.3,87.51,0.922,87.51,0.26,21.3,0.896,16.3,17,450,0,12,450,15,0
ET5,MC1,2023-06-03T18:15:00Z,0.18,21.1,87.55,0.926,87.55,0.25,21.2,0.902,0.4,0.4,450,0,15,452,15,0
ET5,MC1,2023-06-03T18:30:00Z,0.19,21.1,87.56,0.925,87.56,0.25,21.2,0.901,0,0,450,0,15,450,15,0
ET5,MC1,2023-06-03T18:45:00Z,0.19,21,87.57,0.925,87.57,0.25,21,0.901,0,0,450,0,15,450,15,0
ET5,MC1,2023-06-03T19:00:00Z,0.19,20.9,87.59,0.924,87.59,0.25,21,0.899,0,0,450,0,15,450,15,0
ET5,MC1,2023-06-03T19:15:00Z,0.17,20.8,87.6,0.932,87.59,0.23,20.8,0.907,0,0,450,0,15,451,15,0
ET5,MC1,2023-06-03T19:30:00Z,0.19,20.9,87.62,0.923,87.62,0.25,20.9,0.898,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-03T19:45:00Z,0.13,20.4,87.64,0.947,87.63,0.19,20.4,0.919,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-03T20:00:00Z,0.15,20.5,87.64,0.938,87.64,0.21,20.5,0.911,0,0,451,0,15,452,15,0
ET5,MC1,2023-06-03T20:15:00Z,0.1,20.1,87.66,0.956,87.65,0.17,20.2,0.927,0,0,452,0,15,453,15,0
ET5,MC1,2023-06-03T20:30:00Z,0.11,20.3,87.66,0.953,87.66,0.18,20.3,0.926,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-03T20:45:00Z,0.15,20.5,87.68,0.937,87.68,0.21,20.6,0.912,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-03T21:00:00Z,0.12,20.2,87.72,0.948,87.72,0.19,20.3,0.919,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-03T21:15:00Z,0.08,20.1,87.75,0.966,87.74,0.15,20.1,0.936,0,0,451,0,15,452,15,0
ET5,MC1,2023-06-03T21:30:00Z,0.1,20.2,87.75,0.958,87.75,0.17,20.2,0.929,0,0,451,0,15,452,15,0
ET5,MC1,2023-06-03T21:45:00Z,0.1,20.1,87.75,0.957,87.75,0.16,20.1,0.93,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-03T22:00:00Z,0.13,20.2,87.75,0.945,87.75,0.19,20.2,0.919,0,0,450,0,15,451,15,0
ET5,MC1,2023-06-03T22:15:00Z,0.31,21,87.73,0.877,87.73,0.35,21,0.859,0,0,450,0,15,450,15,0
ET5,MC1,2023-06-03T22:30:00Z,0.38,21.4,87.71,0.852,87.71,0.42,21.4,0.836,0,0,450,0,4,450,4,0
ET5,MC1,2023-06-03T22:45:00Z,0.42,21.4,87.69,0.836,87.69,0.45,21.4,0.822,0,0,449,0,0,450,1,0
ET5,MC1,2023-06-03T23:00:00Z,0.48,21.6,87.69,0.814,87.69,0.51,21.6,0.802,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-03T23:15:00Z,0.33,20.5,87.69,0.863,87.69,0.37,20.5,0.848,0,0,450,0,0,450,5,0
ET5,MC1,2023-06-03T23:30:00Z,0.32,20.3,87.68,0.866,87.68,0.36,20.4,0.849,0,0,450,0,0,450,8,0
ET5,MC1,2023-06-03T23:45:00Z,0.29,20.1,87.67,0.877,87.66,0.33,20.1,0.858,0,0,450,0,10,450,14,0
ET5,MC1,2023-06-04T00:00:00Z,0.3,20.5,87.66,0.874,87.66,0.35,20.5,0.854,0,0,450,0,1,450,10,0
ET5,MC1,2023-06-04T00:15:00Z,0.34,20.9,87.64,0.863,87.64,0.37,20.9,0.848,0,0,450,0,1,450,4,0
ET5,MC1,2023-06-04T00:30:00Z,0.32,20.7,87.63,0.869,87.63,0.36,20.7,0.854,0,0,450,0,2,450,10,0
ET5,MC1,2023-06-04T00:45:00Z,0.29,20.3,87.62,0.877,87.62,0.33,20.4,0.86,0,0,450,0,8,450,15,0
ET5,MC1,2023-06-04T01:00:00Z,0.29,20.1,87.61,0.876,87.61,0.34,20.2,0.857,0,0,450,0,11,450,15,0
ET5,MC1,2023-06-04T01:15:00Z,0.37,20.6,87.56,0.848,87.56,0.4,20.6,0.834,0,0,449,0,1,450,6,0
ET5,MC1,2023-06-04T01:30:00Z,0.38,20.7,87.54,0.844,87.53,0.41,20.6,0.831,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-04T01:45:00Z,0.42,20.7,87.51,0.828,87.52,0.44,20.6,0.817,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-04T02:00:00Z,0.51,21.1,87.5,0.798,87.5,0.53,21.1,0.788,0,0,449,0,0,449,0,0
ET5,MC1,2023-06-04T02:15:00Z,0.44,21,87.5,0.823,87.5,0.46,20.9,0.813,0,0,449,0,0,450,0,0
ET5,MC1,2023-06-04T02:30:00Z,0.32,20.2,87.5,0.867,87.5,0.35,20.2,0.85,0,0,450,0,0,450,4,0
ET5,MC1,2023-06-04T02:45:00Z,0.29,20.1,87.5,0.878,87.5,0.33,20.1,0.859,0,0,450,0,9,450,14,0
ET5,MC1,2023-06-04T03:00:00Z,0.25,19.9,87.51,0.894,87.51,0.29,19.8,0.875,0,0,450,0,15,451,15,0
ET5,MC1,2023-06-04T03:15:00Z,0.21,19.5,87.51,0.908,87.51,0.26,19.6,0.885,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T03:30:00Z,0.11,18.8,87.53,0.95,87.53,0.18,19,0.919,0,0,451,0,15,452,15,0
ET5,MC1,2023-06-04T03:45:00Z,0.09,19,87.55,0.957,87.55,0.15,19,0.93,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T04:00:00Z,0.08,19.3,87.56,0.962,87.56,0.14,19.3,0.936,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T04:15:00Z,0.12,19.8,87.56,0.947,87.56,0.18,19.8,0.92,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T04:30:00Z,0.13,19.8,87.56,0.944,87.56,0.19,19.8,0.919,0,0,451,0,15,452,15,0
ET5,MC1,2023-06-04T04:45:00Z,0.11,19.4,87.57,0.953,87.57,0.17,19.5,0.925,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T05:00:00Z,0.13,19.6,87.57,0.941,87.57,0.19,19.6,0.916,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T05:15:00Z,0.19,19.8,87.57,0.917,87.57,0.24,19.8,0.896,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-04T05:30:00Z,0.21,19.8,87.58,0.909,87.58,0.26,19.8,0.888,5.7,6,450,0,15,451,15,0
ET5,MC1,2023-06-04T05:45:00Z,0.31,20.6,87.59,0.87,87.6,0.35,20.5,0.856,41.2,27.5,450,0,12,450,14,0
ET5,MC1,2023-06-04T06:00:00Z,0.28,20.3,87.6,0.881,87.6,0.28,19.9,0.879,93.6,40.5,449,0,6,450,15,0
ET5,MC1,2023-06-04T06:15:00Z,0.28,20.4,87.61,0.883,87.61,0.31,20.2,0.871,46.9,75.4,448,0,0,450,15,0
ET5,MC1,2023-06-04T06:30:00Z,0.32,21,87.63,0.871,87.63,0.35,20.8,0.86,52,82.2,449,0,0,450,0,0
ET5,MC1,2023-06-04T06:45:00Z,0.4,21.7,87.64,0.846,87.65,0.43,21.6,0.835,58.6,194.3,449,0,0,449,0,0
ET5,MC1,2023-06-04T07:00:00Z,0.58,23,87.65,0.793,87.65,0.5,22.1,0.81,102,188.2,448,0,0,448,0,0
ET5,MC1,2023-06-04T07:15:00Z,0.71,24.2,87.65,0.765,87.66,0.53,22.6,0.807,152.7,69.9,448,0,0,448,0,0
ET5,MC1,2023-06-04T07:30:00Z,0.66,23.6,87.67,0.773,87.68,0.56,22.8,0.798,79.1,84.6,448,0,0,446,0,0
ET5,MC1,2023-06-04T07:45:00Z,0.74,24.6,87.67,0.761,87.67,0.63,23.6,0.785,80.9,117.9,447,0,0,443,0,0
ET5,MC1,2023-06-04T08:00:00Z,0.74,24.2,87.68,0.754,87.68,0.69,23.8,0.766,84.2,380.1,444,0,0,446,0,0
ET5,MC1,2023-06-04T08:15:00Z,0.62,23.6,87.68,0.786,87.68,0.69,24,0.767,199,522.4,443,0,0,443,0,0
ET5,MC1,2023-06-04T08:30:00Z,0.73,24.6,87.68,0.765,87.68,0.74,24.6,0.759,313.1,575,442,0,0,442,0,0
ET5,MC1,2023-06-04T08:45:00Z,0.73,24.7,87.69,0.765,87.69,0.73,24.5,0.762,280.7,643.4,442,0,0,442,0,0
ET5,MC1,2023-06-04T09:00:00Z,0.67,24.8,87.69,0.786,87.7,0.64,24.4,0.789,368.6,715.6,446,0,0,442,0,0
ET5,MC1,2023-06-04T09:15:00Z,0.62,25,87.7,0.804,87.7,0.57,24.3,0.814,224.9,642.7,446,0,0,441,0,0
ET5,MC1,2023-06-04T09:30:00Z,0.59,24.6,87.71,0.81,87.71,0.54,24.1,0.819,182.7,209.3,447,0,0,446,0,0
ET5,MC1,2023-06-04T09:45:00Z,0.41,23.7,87.71,0.861,87.71,0.45,23.7,0.847,144.5,158.2,448,0,0,447,0,0
ET5,MC1,2023-06-04T10:00:00Z,0.31,23.4,87.7,0.892,87.71,0.35,23.3,0.876,474.1,358.9,445,0,0,446,0,0
ET5,MC1,2023-06-04T10:15:00Z,0.39,24,87.69,0.871,87.69,0.44,24.2,0.853,480.7,306.3,447,0,0,447,0,0
ET5,MC1,2023-06-04T10:30:00Z,0.38,23.8,87.69,0.872,87.7,0.44,23.9,0.851,668.3,361.1,446,0,0,447,0,0
ET5,MC1,2023-06-04T10:45:00Z,0.35,23.6,87.7,0.88,87.7,0.4,23.6,0.861,160,151.6,448,0,0,447,0,0
ET5,MC1,2023-06-04T11:00:00Z,0.26,22.8,87.72,0.905,87.72,0.31,22.8,0.887,166.8,169.2,448,0,0,447,0,0
ET5,MC1,2023-06-04T11:15:00Z,0.28,23.1,87.72,0.901,87.72,0.33,23.1,0.884,168.1,171.8,449,0,0,448,0,0
ET5,MC1,2023-06-04T11:30:00Z,0.36,24.2,87.7,0.88,87.71,0.39,24,0.869,485,302.3,447,0,0,446,0,0
ET5,MC1,2023-06-04T11:45:00Z,0.43,24,87.69,0.856,87.69,0.5,24.3,0.836,253.1,264,448,0,0,447,0,0
ET5,MC1,2023-06-04T12:00:00Z,0.29,23.3,87.69,0.9,87.69,0.37,23.5,0.872,211.7,224.5,448,0,0,448,0,0
ET5,MC1,2023-06-04T12:15:00Z,0.34,23.3,87.68,0.882,87.68,0.4,23.3,0.861,229.2,249.6,448,0,0,448,0,0
ET5,MC1,2023-06-04T12:30:00Z,0.42,23.2,87.65,0.852,87.66,0.44,23,0.842,200.7,240.4,448,0,0,447,0,0
ET5,MC1,2023-06-04T12:45:00Z,0.51,23.4,87.64,0.824,87.64,0.52,23.2,0.816,229.6,247.4,448,0,0,447,0,0
ET5,MC1,2023-06-04T13:00:00Z,0.61,24.5,87.61,0.802,87.61,0.62,24.3,0.796,507,265.1,446,0,0,446,0,0
ET5,MC1,2023-06-04T13:15:00Z,0.83,26,87.59,0.752,87.59,0.81,25.8,0.754,534.9,308.3,447,0,0,445,0,0
ET5,MC1,2023-06-04T13:30:00Z,0.75,25.3,87.57,0.767,87.58,0.77,25.3,0.761,277.8,287.7,447,0,0,446,0,0
ET5,MC1,2023-06-04T13:45:00Z,0.66,24.8,87.56,0.79,87.56,0.7,24.9,0.776,153.8,176,447,0,0,447,0,0
ET5,MC1,2023-06-04T14:00:00Z,0.51,24.3,87.56,0.831,87.56,0.55,24.2,0.819,111.7,123.4,448,0,0,447,0,0
ET5,MC1,2023-06-04T14:15:00Z,0.34,22.6,87.56,0.876,87.56,0.37,22.5,0.863,24.5,25.6,865,13,13,845,14,13
ET5,MC1,2023-06-04T14:30:00Z,0.17,20,87.62,0.927,87.62,0.21,20,0.908,8.8,9.3,763,15,15,878,15,15
ET5,MC1,2023-06-04T14:45:00Z,0.1,19.9,87.61,0.957,87.61,0.15,19.8,0.936,11,11.7,671,15,15,667,15,15
ET5,MC1,2023-06-04T15:00:00Z,0.09,19.5,87.62,0.962,87.62,0.14,19.4,0.939,12.3,13.5,603,15,15,650,15,15
ET5,MC1,2023-06-04T15:15:00Z,0.02,18.9,87.56,0.992,87.55,0.08,18.9,0.962,28,30.2,640,15,15,600,15,15
ET5,MC1,2023-06-04T15:30:00Z,0.01,19.1,87.51,0.997,87.51,0.07,19.1,0.97,146.1,134.2,546,15,15,521,15,15
ET5,MC1,2023-06-04T15:45:00Z,0.04,20.6,87.54,0.985,87.55,0.09,20.4,0.963,273,261.8,507,15,15,478,15,15
ET5,MC1,2023-06-04T16:00:00Z,0.1,20.6,87.54,0.96,87.53,0.14,20.4,0.942,103.1,112.2,501,15,15,478,15,15
ET5,MC1,2023-06-04T16:15:00Z,0.34,21.5,87.57,0.866,87.57,0.35,21.3,0.861,36.3,37.4,485,15,15,467,15,15
ET5,MC1,2023-06-04T16:30:00Z,0.32,21.4,87.58,0.872,87.57,0.35,21.3,0.862,27.5,30,478,15,15,463,15,15
ET5,MC1,2023-06-04T16:45:00Z,0.28,21.1,87.59,0.888,87.59,0.32,21,0.873,18.9,20.1,468,15,15,459,15,8
ET5,MC1,2023-06-04T17:00:00Z,0.3,21,87.6,0.879,87.6,0.33,21,0.865,12.6,13.4,453,9,15,455,15,2
ET5,MC1,2023-06-04T17:15:00Z,0.54,21.8,87.61,0.792,87.61,0.54,21.6,0.79,2,3.5,449,0,2,449,6,0
ET5,MC1,2023-06-04T17:30:00Z,0.44,21.2,87.59,0.824,87.59,0.46,21.1,0.817,0,1.8,450,0,0,449,0,0
ET5,MC1,2023-06-04T17:45:00Z,0.32,20.8,87.62,0.871,87.62,0.35,20.8,0.858,0,0,450,0,1,449,0,0
ET5,MC1,2023-06-04T18:00:00Z,0.32,21,87.64,0.871,87.64,0.35,21,0.858,0,0,469,2,9,453,8,0
