Tree,MC,Timestamp,Port5_VPD,Port5_Temp,Port5_Atmos_pressure,Port5_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET5,MC1,2023-08-24T14:15:00Z,0.16,20.6,87.66,0.933,87.66,0.2,20.5,0.917,152,161.3,454,0,15,453,15,0
ET5,MC1,2023-08-24T14:30:00Z,0.19,20.5,87.65,0.921,87.65,0.23,20.5,0.905,111,122.1,454,0,15,453,15,0
ET5,MC1,2023-08-24T14:45:00Z,0.16,20.3,87.65,0.933,87.65,0.2,20.3,0.916,107.7,117.7,454,0,15,453,15,0
ET5,MC1,2023-08-24T15:00:00Z,0.16,20.3,87.64,0.934,87.64,0.2,20.3,0.917,105.1,115.2,454,0,15,453,15,0
ET5,MC1,2023-08-24T15:15:00Z,0.12,20.1,87.64,0.947,87.64,0.17,20.1,0.928,85.3,92.5,454,0,15,454,15,0
ET5,MC1,2023-08-24T15:30:00Z,0.13,20,87.61,0.943,87.62,0.17,19.9,0.926,74,80.9,454,0,15,454,15,0
ET5,MC1,2023-08-24T15:45:00Z,0.15,20,87.61,0.936,87.62,0.19,20,0.92,69.4,78.2,454,0,15,453,15,0
ET5,MC1,2023-08-24T16:00:00Z,0.16,20.1,87.62,0.931,87.62,0.2,20.1,0.915,56.2,63.7,454,0,15,454,15,0
ET5,MC1,2023-08-24T16:15:00Z,0.14,20.1,87.62,0.942,87.62,0.18,20,0.925,34.4,37.7,454,0,15,454,15,0
ET5,MC1,2023-08-24T16:30:00Z,0.14,20.1,87.64,0.94,87.64,0.18,20,0.924,28.6,31.1,454,0,15,454,15,0
ET5,MC1,2023-08-24T16:45:00Z,0.13,19.9,87.67,0.945,87.67,0.17,19.9,0.927,21.4,22.7,454,0,15,454,15,0
ET5,MC1,2023-08-24T17:00:00Z,0.14,20,87.67,0.941,87.68,0.18,20,0.922,17.2,18.3,454,0,15,454,15,1
ET5,MC1,2023-08-24T17:15:00Z,0.13,20,87.68,0.943,87.68,0.17,19.9,0.925,13.9,14.5,454,0,15,454,15,0
ET5,MC1,2023-08-24T17:30:00Z,0.11,19.8,87.69,0.951,87.69,0.16,19.8,0.933,10.6,11.4,455,2,15,455,15,10
ET5,MC1,2023-08-24T17:45:00Z,0.11,19.8,87.69,0.953,87.7,0.15,19.7,0.934,3.3,3.7,455,0,15,455,15,0
ET5,MC1,2023-08-24T18:00:00Z,0.12,19.7,87.7,0.948,87.7,0.16,19.7,0.93,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-24T18:15:00Z,0.09,19.5,87.69,0.958,87.69,0.14,19.5,0.938,0,0,457,0,15,460,15,0
ET5,MC1,2023-08-24T18:30:00Z,0.06,19.2,87.68,0.973,87.68,0.11,19.2,0.949,0,0,455,0,15,455,15,4
ET5,MC1,2023-08-24T18:45:00Z,0.09,19.2,87.66,0.958,87.66,0.14,19.3,0.937,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-24T19:00:00Z,0.13,19.4,87.67,0.943,87.67,0.17,19.4,0.923,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-24T19:15:00Z,0.09,19.1,87.69,0.96,87.69,0.14,19.1,0.939,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-24T19:30:00Z,0.13,19.2,87.68,0.943,87.69,0.18,19.3,0.922,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-24T19:45:00Z,0.17,19.2,87.68,0.924,87.69,0.21,19.2,0.906,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-24T20:00:00Z,0.15,18.9,87.69,0.93,87.69,0.19,18.9,0.913,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-24T20:15:00Z,0.18,19,87.71,0.92,87.72,0.21,19,0.904,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T20:30:00Z,0.2,19.1,87.74,0.909,87.75,0.23,19.2,0.894,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T20:45:00Z,0.21,19.2,87.76,0.906,87.76,0.24,19.2,0.891,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-24T21:00:00Z,0.21,19.2,87.77,0.905,87.78,0.25,19.2,0.889,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T21:15:00Z,0.21,19.2,87.79,0.906,87.79,0.25,19.3,0.888,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T21:30:00Z,0.19,19.1,87.79,0.913,87.8,0.24,19.2,0.894,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-24T21:45:00Z,0.19,19.2,87.78,0.913,87.79,0.23,19.2,0.896,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T22:00:00Z,0.2,19.2,87.78,0.908,87.79,0.24,19.3,0.891,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T22:15:00Z,0.24,19.5,87.77,0.894,87.78,0.27,19.5,0.88,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T22:30:00Z,0.22,19.4,87.77,0.9,87.78,0.26,19.4,0.885,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T22:45:00Z,0.21,19.2,87.76,0.907,87.77,0.25,19.2,0.89,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T23:00:00Z,0.2,19.1,87.77,0.908,87.77,0.24,19.2,0.892,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-24T23:15:00Z,0.3,19.9,87.78,0.871,87.79,0.34,20,0.855,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-24T23:30:00Z,0.34,20.2,87.77,0.854,87.78,0.38,20.2,0.84,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-24T23:45:00Z,0.36,20.3,87.76,0.85,87.77,0.38,20.2,0.839,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T00:00:00Z,0.37,20.3,87.75,0.845,87.75,0.39,20.3,0.837,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T00:15:00Z,0.39,20.5,87.73,0.837,87.74,0.42,20.5,0.826,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T00:30:00Z,0.34,20.1,87.72,0.856,87.72,0.36,20.2,0.845,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T00:45:00Z,0.37,20.4,87.7,0.847,87.71,0.39,20.4,0.838,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T01:00:00Z,0.31,20,87.7,0.868,87.7,0.33,19.8,0.859,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T01:15:00Z,0.29,19.7,87.69,0.876,87.7,0.31,19.7,0.864,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T01:30:00Z,0.3,19.8,87.68,0.871,87.69,0.34,19.9,0.853,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T01:45:00Z,0.27,19.6,87.67,0.882,87.68,0.31,19.7,0.865,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T02:00:00Z,0.24,19.4,87.65,0.892,87.66,0.28,19.4,0.876,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T02:15:00Z,0.23,19.2,87.65,0.898,87.66,0.26,19.2,0.884,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T02:30:00Z,0.26,19.5,87.64,0.884,87.65,0.28,19.4,0.875,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T02:45:00Z,0.23,19.1,87.66,0.898,87.66,0.25,19.1,0.885,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T03:00:00Z,0.25,19.4,87.65,0.887,87.66,0.29,19.5,0.87,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T03:15:00Z,0.22,19.1,87.65,0.899,87.66,0.25,19.1,0.885,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T03:30:00Z,0.22,19.2,87.65,0.899,87.65,0.27,19.4,0.878,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T03:45:00Z,0.29,19.7,87.64,0.872,87.65,0.33,19.7,0.856,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T04:00:00Z,0.31,19.8,87.64,0.865,87.65,0.34,19.8,0.852,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T04:15:00Z,0.31,19.7,87.65,0.864,87.65,0.34,19.8,0.852,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T04:30:00Z,0.33,19.9,87.62,0.856,87.63,0.37,19.9,0.842,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T04:45:00Z,0.28,19.4,87.62,0.874,87.62,0.31,19.4,0.862,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T05:00:00Z,0.28,19.4,87.64,0.877,87.64,0.31,19.4,0.863,0,0,452,0,15,452,15,0
ET5,MC1,2023-08-25T05:15:00Z,0.34,19.9,87.64,0.855,87.65,0.34,19.7,0.85,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T05:30:00Z,0.25,19,87.65,0.888,87.66,0.26,19,0.879,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T05:45:00Z,0.25,19,87.67,0.888,87.68,0.26,19,0.879,5.3,5.5,453,0,15,453,15,0
ET5,MC1,2023-08-25T06:00:00Z,0.22,18.9,87.7,0.899,87.7,0.25,19,0.884,19.6,23.4,452,0,15,452,15,0
ET5,MC1,2023-08-25T06:15:00Z,0.24,19.3,87.7,0.895,87.71,0.27,19.3,0.881,41.2,64.3,452,0,15,451,15,0
ET5,MC1,2023-08-25T06:30:00Z,0.25,19.6,87.71,0.891,87.72,0.28,19.6,0.878,55.8,104.7,451,0,15,449,11,0
ET5,MC1,2023-08-25T06:45:00Z,0.3,20.8,87.72,0.879,87.73,0.37,21,0.851,142.8,140.8,451,0,15,446,0,0
ET5,MC1,2023-08-25T07:00:00Z,0.45,21.8,87.73,0.829,87.74,0.45,21.6,0.826,256,187.7,451,0,15,445,0,0
ET5,MC1,2023-08-25T07:15:00Z,0.38,21.2,87.75,0.848,87.76,0.42,21.4,0.835,331.8,251,450,0,15,445,0,0
ET5,MC1,2023-08-25T07:30:00Z,0.32,21,87.78,0.87,87.79,0.35,21,0.86,385.6,302.3,446,0,2,444,0,0
ET5,MC1,2023-08-25T07:45:00Z,0.34,21.5,87.79,0.869,87.81,0.34,21.2,0.863,243.9,334.2,445,0,0,443,0,0
ET5,MC1,2023-08-25T08:00:00Z,0.44,22.7,87.81,0.842,87.82,0.36,21.8,0.861,147.8,160,448,0,0,445,0,0
ET5,MC1,2023-08-25T08:15:00Z,0.4,22.4,87.83,0.851,87.84,0.38,22,0.857,154.5,357.4,447,0,0,447,0,0
ET5,MC1,2023-08-25T08:30:00Z,0.41,22.7,87.84,0.85,87.85,0.39,22.2,0.853,298.6,433,446,0,0,443,0,0
ET5,MC1,2023-08-25T08:45:00Z,0.38,22.4,87.84,0.859,87.85,0.4,22.4,0.851,110.8,239.1,450,0,0,446,0,0
ET5,MC1,2023-08-25T09:00:00Z,0.39,22.8,87.85,0.859,87.86,0.41,22.7,0.851,554.3,341.5,447,0,0,445,0,0
ET5,MC1,2023-08-25T09:15:00Z,0.39,22.9,87.86,0.86,87.87,0.44,23,0.845,429.6,399.4,447,0,0,446,0,0
ET5,MC1,2023-08-25T09:30:00Z,0.33,22.3,87.89,0.878,87.89,0.38,22.5,0.858,234.6,248.3,449,0,0,447,0,0
ET5,MC1,2023-08-25T09:45:00Z,0.34,22.6,87.89,0.875,87.9,0.38,22.6,0.861,392.4,519.7,448,0,0,446,0,0
ET5,MC1,2023-08-25T10:00:00Z,0.3,22.3,87.89,0.887,87.9,0.35,22.4,0.87,279.4,340.8,449,0,2,447,0,0
ET5,MC1,2023-08-25T10:15:00Z,0.31,22.5,87.89,0.885,87.9,0.38,22.7,0.864,329.4,414.7,449,0,0,448,0,0
ET5,MC1,2023-08-25T10:30:00Z,0.28,22.4,87.89,0.895,87.9,0.33,22.5,0.878,220.6,229.1,450,0,7,448,0,0
ET5,MC1,2023-08-25T10:45:00Z,0.23,22.1,87.89,0.912,87.9,0.29,22.3,0.891,255.1,264.8,450,0,15,449,0,0
ET5,MC1,2023-08-25T11:00:00Z,0.2,22,87.88,0.923,87.89,0.27,22.1,0.9,181.6,194.6,451,0,15,450,0,0
ET5,MC1,2023-08-25T11:15:00Z,0.25,22.3,87.87,0.907,87.88,0.28,22.2,0.894,178.3,200.9,451,0,15,449,0,0
ET5,MC1,2023-08-25T11:30:00Z,0.3,22.5,87.86,0.891,87.87,0.33,22.5,0.878,285.1,302.1,450,0,10,449,0,0
ET5,MC1,2023-08-25T11:45:00Z,0.25,22.6,87.85,0.91,87.85,0.3,22.6,0.89,251.6,283.3,450,0,12,448,0,0
ET5,MC1,2023-08-25T12:00:00Z,0.3,23.3,87.83,0.894,87.83,0.34,23.3,0.88,328.1,696.2,449,0,1,446,0,0
ET5,MC1,2023-08-25T12:15:00Z,0.3,23,87.81,0.892,87.81,0.37,23.2,0.871,207.1,230.7,450,0,6,449,0,0
ET5,MC1,2023-08-25T12:30:00Z,0.2,22.4,87.79,0.924,87.79,0.27,22.5,0.9,150.3,163.1,451,0,15,450,13,0
ET5,MC1,2023-08-25T12:45:00Z,0.17,22.2,87.76,0.937,87.77,0.24,22.4,0.912,174.5,228.9,451,0,15,450,12,0
ET5,MC1,2023-08-25T13:00:00Z,0.17,22.4,87.74,0.938,87.75,0.23,22.5,0.916,167,190.8,451,0,15,450,11,0
ET5,MC1,2023-08-25T13:15:00Z,0.21,23.2,87.73,0.927,87.73,0.24,23,0.913,209.5,422.6,450,0,15,448,6,0
ET5,MC1,2023-08-25T13:30:00Z,0.31,24,87.72,0.896,87.72,0.31,23.6,0.894,136.2,188.6,452,0,15,450,5,0
ET5,MC1,2023-08-25T13:45:00Z,0.18,22.6,87.7,0.932,87.7,0.21,22.4,0.923,163.3,193.2,451,0,15,450,14,0
ET5,MC1,2023-08-25T14:00:00Z,0.23,22.8,87.67,0.918,87.68,0.26,22.7,0.905,270.4,131.1,451,0,15,450,11,0
ET5,MC1,2023-08-25T14:15:00Z,0.36,24.5,87.65,0.882,87.66,0.35,24.1,0.882,556.1,390,450,0,8,448,0,0
ET5,MC1,2023-08-25T14:30:00Z,0.36,23.8,87.66,0.877,87.67,0.4,23.9,0.865,239.9,318.2,451,0,12,450,0,0
ET5,MC1,2023-08-25T14:45:00Z,0.28,23.3,87.66,0.901,87.66,0.34,23.3,0.882,112.6,119.9,465,1,15,470,6,2
ET5,MC1,2023-08-25T15:00:00Z,0.25,23.1,87.66,0.912,87.67,0.29,23,0.896,77.5,92.8,472,7,15,551,15,13
ET5,MC1,2023-08-25T15:15:00Z,0.1,22.2,87.65,0.963,87.65,0.17,22.3,0.937,47.6,50.9,566,15,15,631,15,15
ET5,MC1,2023-08-25T15:30:00Z,0.02,21.5,87.65,0.993,87.65,0.1,21.6,0.963,73.8,82.8,571,15,15,592,15,15
ET5,MC1,2023-08-25T15:45:00Z,0,21.4,87.65,1.001,87.65,0.06,21.5,0.976,50.5,52.7,652,15,15,639,15,15
ET5,MC1,2023-08-25T16:00:00Z,0,21.1,87.64,1,87.65,0.05,21,0.981,21.2,22.2,610,15,15,612,15,15
ET5,MC1,2023-08-25T16:15:00Z,0.01,20.9,87.65,0.996,87.65,0.06,20.9,0.975,27.3,28.9,585,15,15,583,15,15
ET5,MC1,2023-08-25T16:30:00Z,0.03,20.9,87.67,0.99,87.68,0.08,20.9,0.966,27.5,31.5,569,15,15,563,15,15
ET5,MC1,2023-08-25T16:45:00Z,0.01,20.7,87.71,0.997,87.71,0.07,20.8,0.97,12.5,13.5,564,15,15,567,15,15
ET5,MC1,2023-08-25T17:00:00Z,0,20.6,87.71,0.999,87.71,0.07,20.7,0.973,8.6,9.5,544,15,15,519,15,15
ET5,MC1,2023-08-25T17:15:00Z,0.02,20.6,87.68,0.993,87.69,0.09,20.7,0.963,10.1,11,533,15,15,491,15,15
ET5,MC1,2023-08-25T17:30:00Z,0.1,21,87.65,0.958,87.65,0.16,21.1,0.934,10.1,11.2,510,15,15,455,15,11
ET5,MC1,2023-08-25T17:45:00Z,0.12,21.1,87.66,0.953,87.66,0.17,21.2,0.932,6,6.8,462,15,15,454,15,0
ET5,MC1,2023-08-25T18:00:00Z,0.17,21.4,87.66,0.933,87.66,0.22,21.4,0.913,0,0,454,0,15,453,15,0
ET5,MC1,2023-08-25T18:15:00Z,0.16,21.3,87.68,0.937,87.68,0.21,21.3,0.918,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T18:30:00Z,0.08,20.7,87.69,0.966,87.69,0.14,20.8,0.944,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T18:45:00Z,0.07,20.5,87.7,0.972,87.7,0.12,20.5,0.95,0,0,455,0,15,454,15,0
ET5,MC1,2023-08-25T19:00:00Z,0.1,20.6,87.72,0.96,87.72,0.14,20.6,0.941,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-25T19:15:00Z,0.09,20.5,87.73,0.961,87.73,0.15,20.6,0.939,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-25T19:30:00Z,0.11,20.6,87.73,0.955,87.73,0.16,20.7,0.933,0,0,455,0,15,454,15,0
ET5,MC1,2023-08-25T19:45:00Z,0.12,20.6,87.75,0.949,87.75,0.17,20.7,0.929,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-25T20:00:00Z,0.18,21,87.76,0.928,87.76,0.22,21,0.911,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-25T20:15:00Z,0.18,20.7,87.76,0.928,87.77,0.22,20.8,0.909,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-25T20:30:00Z,0.18,20.4,87.77,0.925,87.77,0.21,20.3,0.91,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T20:45:00Z,0.13,19.9,87.78,0.946,87.79,0.17,20,0.927,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-25T21:00:00Z,0.17,20.2,87.8,0.927,87.81,0.22,20.3,0.905,0,0,453,0,15,453,15,0
ET5,MC1,2023-08-25T21:15:00Z,0.16,20.3,87.81,0.934,87.81,0.21,20.4,0.913,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-25T21:30:00Z,0.14,20.4,87.83,0.944,87.83,0.18,20.5,0.925,0,0,454,0,15,454,15,0
ET5,MC1,2023-08-25T21:45:00Z,0.12,20.4,87.83,0.952,87.83,0.16,20.4,0.931,0,0,455,0,15,455,15,0
ET5,MC1,2023-08-25T22:00:00Z,0.1,20.3,87.83,0.957,87.84,0.16,20.4,0.935,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T22:15:00Z,0.09,20.4,87.83,0.964,87.83,0.14,20.5,0.942,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T22:30:00Z,0.07,20.4,87.83,0.969,87.83,0.13,20.5,0.944,0,0,456,0,15,457,15,0
ET5,MC1,2023-08-25T22:45:00Z,0.05,20.3,87.83,0.979,87.83,0.11,20.4,0.953,0,0,456,0,15,457,15,0
ET5,MC1,2023-08-25T23:00:00Z,0.05,20.1,87.82,0.98,87.83,0.11,20.2,0.954,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T23:15:00Z,0.03,20.1,87.82,0.987,87.82,0.09,20.2,0.961,0,0,456,0,15,456,15,0
ET5,MC1,2023-08-25T23:30:00Z,0.05,20.4,87.81,0.979,87.82,0.12,20.5,0.952,0,0,457,0,15,457,15,0
ET5,MC1,2023-08-25T23:45:00Z,0.05,20.3,87.82,0.978,87.83,0.11,20.3,0.953,0,0,457,0,15,457,15,0
ET5,MC1,2023-08-26T00:00:00Z,0.02,20.2,87.81,0.99,87.81,0.08,20.2,0.966,0,0,458,0,15,458,15,0
ET5,MC1,2023-08-26T00:15:00Z,0,20.2,87.79,1,87.8,0.05,20.2,0.979,0,0,458,0,15,458,15,0
ET5,MC1,2023-08-26T00:30:00Z,0,20.2,87.78,0.999,87.78,0.04,20.2,0.984,0,0,458,0,15,458,15,0
ET5,MC1,2023-08-26T00:45:00Z,0,20.2,87.75,0.999,87.75,0.04,20.1,0.984,0,0,459,0,15,459,15,0
ET5,MC1,2023-08-26T01:00:00Z,0,20.1,87.72,0.999,87.72,0.03,20.1,0.986,0,0,461,6,15,464,15,11
ET5,MC1,2023-08-26T01:15:00Z,0,20,87.7,0.999,87.7,0.03,20,0.987,0,0,462,15,15,468,15,15
ET5,MC1,2023-08-26T01:30:00Z,0,19.9,87.67,1,87.68,0.03,20,0.989,0,0,460,15,15,462,15,15
ET5,MC1,2023-08-26T01:45:00Z,0,20,87.66,1,87.66,0.02,20,0.99,0,0,462,15,15,463,15,15
ET5,MC1,2023-08-26T02:00:00Z,0,20,87.65,0.999,87.65,0.02,20,0.993,0,0,461,15,15,462,15,15
ET5,MC1,2023-08-26T02:15:00Z,0,20,87.65,1,87.65,0.01,20,0.995,0,0,460,15,15,461,15,15
ET5,MC1,2023-08-26T02:30:00Z,0,20,87.64,0.999,87.64,0.01,20,0.996,0,0,462,15,15,464,15,15
ET5,MC1,2023-08-26T02:45:00Z,0,19.9,87.63,1,87.63,0.01,20,0.998,0,0,523,15,15,552,15,15
ET5,MC1,2023-08-26T03:00:00Z,0,19.9,87.62,1,87.62,0,19.9,0.999,0,0,522,15,15,550,15,15
ET5,MC1,2023-08-26T03:15:00Z,0,19.8,87.63,1.001,87.63,0,19.9,1,0,0,524,15,15,555,15,15
ET5,MC1,2023-08-26T03:30:00Z,0,19.8,87.61,1.001,87.61,0,19.8,1,0,0,500,15,15,533,15,15
ET5,MC1,2023-08-26T03:45:00Z,0,19.8,87.62,1,87.62,0,19.8,1,0,0,474,15,15,506,15,15
ET5,MC1,2023-08-26T04:00:00Z,0,19.9,87.62,1,87.63,0,19.9,1,0,0,471,15,15,501,15,15
ET5,MC1,2023-08-26T04:15:00Z,0,19.9,87.63,0.999,87.64,0,20,0.999,0,0,468,15,15,510,15,15
ET5,MC1,2023-08-26T04:30:00Z,0,19.9,87.65,1,87.65,0,20,1,0,0,474,15,15,533,15,15
ET5,MC1,2023-08-26T04:45:00Z,0,20,87.65,0.999,87.65,0,20,1,0,0,513,15,15,566,15,15
ET5,MC1,2023-08-26T05:00:00Z,0,20,87.66,1,87.66,0,20,1,0,0,655,15,15,754,15,15
ET5,MC1,2023-08-26T05:15:00Z,0,19.9,87.67,1,87.67,0.01,20,0.998,0,0,634,15,15,623,15,15
ET5,MC1,2023-08-26T05:30:00Z,0,19.9,87.67,0.999,87.67,0,20,1,0,0,639,15,15,843,15,15
ET5,MC1,2023-08-26T05:45:00Z,0,19.9,87.69,1,87.69,0,19.9,1,0,0,620,15,15,696,15,15
ET5,MC1,2023-08-26T06:00:00Z,0,20,87.7,0.999,87.7,0,19.9,1.001,4.4,5.3,641,15,15,725,15,15
ET5,MC1,2023-08-26T06:15:00Z,0,20,87.71,1,87.71,0,20,1,15,15.9,689,15,15,810,15,15
ET5,MC1,2023-08-26T06:30:00Z,0,20.1,87.71,0.999,87.71,0,20.1,1,24.2,25.8,655,15,15,646,15,15
ET5,MC1,2023-08-26T06:45:00Z,0,20.2,87.73,1,87.73,0,20.2,0.999,58.2,61.5,598,15,15,610,15,15
ET5,MC1,2023-08-26T07:00:00Z,0,20.1,87.75,1,87.75,0,20.2,0.999,34.6,36.8,566,15,15,595,15,15
ET5,MC1,2023-08-26T07:15:00Z,0,20.2,87.76,0.999,87.76,0,20.3,0.999,52,55.7,610,15,15,611,15,15
ET5,MC1,2023-08-26T07:30:00Z,0,20.4,87.77,1,87.77,0,20.4,0.999,61,63.9,586,15,15,572,15,15
ET5,MC1,2023-08-26T07:45:00Z,0,21.1,87.78,1,87.78,0,20.8,1,199.4,210.4,541,15,15,501,15,15
ET5,MC1,2023-08-26T08:00:00Z,0,21,87.79,0.999,87.79,0,20.9,1,192.6,238,522,15,15,481,15,15
ET5,MC1,2023-08-26T08:15:00Z,0,21.6,87.8,1,87.8,0,21.2,0.999,162.4,179.8,516,15,15,455,15,10
ET5,MC1,2023-08-26T08:30:00Z,0,21.3,87.8,1,87.8,0,21,0.999,169.9,178.5,502,15,15,453,15,0
ET5,MC1,2023-08-26T08:45:00Z,0.01,21.3,87.81,0.994,87.81,0.02,21,0.99,134.9,142.3,467,15,15,459,15,0
ET5,MC1,2023-08-26T09:00:00Z,0.01,21.2,87.82,0.997,87.82,0.04,21.1,0.983,136.4,144.7,537,15,15,548,15,14
ET5,MC1,2023-08-26T09:15:00Z,0,21.1,87.81,1,87.81,0.04,21,0.984,236.4,251.4,606,15,15,539,15,15
ET5,MC1,2023-08-26T09:30:00Z,0.02,21.8,87.8,0.992,87.81,0.05,21.5,0.979,700.9,667.4,552,15,15,452,15,13
ET5,MC1,2023-08-26T09:45:00Z,0.14,22.5,87.8,0.948,87.8,0.14,22.1,0.947,496.9,722.9,451,13,15,448,2,0
ET5,MC1,2023-08-26T10:00:00Z,0.25,24,87.79,0.917,87.79,0.18,22.8,0.936,177.6,471.1,451,0,15,446,0,0
ET5,MC1,2023-08-26T10:15:00Z,0.3,23.9,87.78,0.9,87.79,0.26,23.4,0.909,537.4,641.8,451,0,15,447,0,0
ET5,MC1,2023-08-26T10:30:00Z,0.27,24.2,87.78,0.911,87.78,0.28,24,0.905,556.3,499.7,449,0,3,447,0,0
ET5,MC1,2023-08-26T10:45:00Z,0.27,23.6,87.77,0.907,87.77,0.3,23.6,0.895,726.6,246.1,448,0,4,448,0,0
ET5,MC1,2023-08-26T11:00:00Z,0.34,24.9,87.76,0.892,87.76,0.34,24.6,0.892,908.6,310.2,447,0,0,448,0,0
ET5,MC1,2023-08-26T11:15:00Z,0.41,25,87.74,0.869,87.75,0.39,24.6,0.872,471.7,381.6,449,0,0,447,0,0
ET5,MC1,2023-08-26T11:30:00Z,0.33,24.6,87.73,0.894,87.73,0.33,24.2,0.89,354.3,383.1,450,0,5,448,0,0
ET5,MC1,2023-08-26T11:45:00Z,0.37,24.7,87.7,0.88,87.71,0.34,24.2,0.887,778.6,816.3,449,0,5,446,0,0
ET5,MC1,2023-08-26T12:00:00Z,0.33,24.3,87.69,0.893,87.7,0.32,24.1,0.891,185.3,202.7,450,0,11,449,0,0
ET5,MC1,2023-08-26T12:15:00Z,0.26,24,87.68,0.913,87.68,0.27,23.7,0.907,199.6,306,451,0,15,449,0,0
ET5,MC1,2023-08-26T12:30:00Z,0.3,24.4,87.65,0.901,87.66,0.27,23.7,0.909,255.8,520.6,451,0,15,448,0,0
ET5,MC1,2023-08-26T12:45:00Z,0.25,23.7,87.64,0.913,87.64,0.28,23.5,0.905,194.1,210.9,451,0,15,449,0,0
ET5,MC1,2023-08-26T13:00:00Z,0.21,23.7,87.61,0.928,87.61,0.23,23.5,0.919,188.4,223.4,451,0,15,448,1,0
ET5,MC1,2023-08-26T13:15:00Z,0.35,24.9,87.58,0.89,87.58,0.32,24.3,0.896,249.4,517.5,450,0,11,447,0,0
ET5,MC1,2023-08-26T13:30:00Z,0.37,24.5,87.57,0.88,87.57,0.36,24.2,0.879,184,203.2,451,0,13,449,0,0
ET5,MC1,2023-08-26T13:45:00Z,0.31,24.2,87.55,0.898,87.56,0.3,23.8,0.899,182.4,193.4,451,0,15,450,0,0
ET5,MC1,2023-08-26T14:00:00Z,0.24,23.5,87.53,0.916,87.53,0.26,23.2,0.909,100.5,105.7,588,7,15,608,15,7
ET5,MC1,2023-08-26T14:15:00Z,0.14,22.7,87.52,0.951,87.52,0.16,22.5,0.941,70.3,72,606,15,15,553,15,15
ET5,MC1,2023-08-26T14:30:00Z,0.1,22.4,87.52,0.963,87.52,0.14,22.2,0.947,41.4,43.6,580,15,15,554,15,15
