Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_RH,Port5_Temp,Port5_VPD,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count,Port2_Temp,Port2_RH,Port2_VPD,Port2_Atmos_pressure
TV1,MC1,2023-06-09T09:00:00Z,85.75,0.956,20.6,0.11,85.79,0.968,0.08,20.5,113.9,0,15,454,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-09T09:15:00Z,85.74,0.944,21,0.14,85.78,0.968,0.08,20.7,133.7,0,15,454,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-09T09:30:00Z,85.75,0.944,21,0.14,85.79,0.969,0.08,20.6,100.2,0,15,456,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-09T09:45:00Z,85.74,0.951,21.1,0.12,85.78,0.977,0.05,20.5,188.8,0,15,455,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-09T10:00:00Z,85.73,0.929,21.5,0.18,85.78,0.975,0.06,20.7,187.1,0,15,454,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-09T10:15:00Z,85.72,0.903,22.1,0.26,85.77,0.949,0.13,21.3,236.6,0,15,454,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-09T10:30:00Z,85.74,0.919,21.8,0.21,85.78,0.954,0.12,21.1,77.8,0,15,456,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-09T10:45:00Z,85.74,0.951,20.7,0.12,85.78,0.973,0.06,20.4,127.1,0,15,455,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-09T11:00:00Z,85.73,0.956,20.7,0.11,85.78,0.977,0.05,20.5,87.3,0,15,457,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-09T11:15:00Z,85.73,0.967,20.4,0.08,85.78,0.985,0.04,20.2,64.3,0,15,457,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-09T11:30:00Z,85.73,0.971,20.4,0.07,85.77,0.99,0.02,20.2,46.7,0,15,457,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-09T11:45:00Z,85.72,0.97,20.5,0.07,85.76,0.989,0.03,20.3,56.8,12,15,504,15,15,644,NA,NA,NA,NA
TV1,MC1,2023-06-09T12:00:00Z,85.7,0.966,20.6,0.08,85.74,0.988,0.03,20.2,55.7,15,15,499,15,15,486,NA,NA,NA,NA
TV1,MC1,2023-06-09T12:15:00Z,85.69,0.967,20.6,0.08,85.73,0.994,0.01,20.2,29.5,15,15,605,15,15,567,NA,NA,NA,NA
TV1,MC1,2023-06-09T12:30:00Z,85.68,0.979,20.2,0.05,85.72,1,0,19.9,20.5,15,15,723,15,15,786,NA,NA,NA,NA
TV1,MC1,2023-06-09T12:45:00Z,85.68,0.99,19.7,0.02,85.72,0.999,0,19.6,6,15,15,828,15,15,1026,NA,NA,NA,NA
TV1,MC1,2023-06-09T13:00:00Z,85.66,1,19.2,0,85.7,1,0,19.3,4.2,15,15,636,15,15,577,NA,NA,NA,NA
TV1,MC1,2023-06-09T13:15:00Z,85.64,1,19.2,0,85.68,1,0,19.2,5.9,15,15,596,15,15,523,NA,NA,NA,NA
TV1,MC1,2023-06-09T13:30:00Z,85.61,1.001,19.3,0,85.65,1.001,0,19.3,20.9,15,15,577,15,15,511,NA,NA,NA,NA
TV1,MC1,2023-06-09T13:45:00Z,85.61,1,19.2,0,85.65,1,0,19.3,11.2,15,15,594,15,15,630,NA,NA,NA,NA
TV1,MC1,2023-06-09T14:00:00Z,85.61,1.001,19,0,85.65,0.999,0,19.1,6.4,15,15,711,15,15,887,NA,NA,NA,NA
TV1,MC1,2023-06-09T14:15:00Z,85.61,1,18.5,0,85.65,1,0,18.6,8.8,15,15,647,15,15,670,NA,NA,NA,NA
TV1,MC1,2023-06-09T14:30:00Z,85.59,1.001,18.4,0,85.63,1,0,18.5,11.5,15,15,619,15,15,687,NA,NA,NA,NA
TV1,MC1,2023-06-09T14:45:00Z,85.55,1,18.5,0,85.59,0.999,0,18.6,22,15,15,619,15,15,571,NA,NA,NA,NA
TV1,MC1,2023-06-09T15:00:00Z,85.54,0.999,18.7,0,85.58,1,0,18.7,33,15,15,604,15,15,498,NA,NA,NA,NA
TV1,MC1,2023-06-09T15:15:00Z,85.58,0.999,18.8,0,85.62,1,0,18.8,36.1,15,15,588,15,15,475,NA,NA,NA,NA
TV1,MC1,2023-06-09T15:30:00Z,85.6,1,18.8,0,85.65,1.001,0,18.8,27.1,15,15,576,15,15,473,NA,NA,NA,NA
TV1,MC1,2023-06-09T15:45:00Z,85.59,0.999,18.8,0,85.63,1,0,18.8,26.9,15,15,573,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-09T16:00:00Z,85.58,1,18.8,0,85.62,1.001,0,18.8,22.7,15,15,570,15,15,471,NA,NA,NA,NA
TV1,MC1,2023-06-09T16:15:00Z,85.59,0.999,18.7,0,85.63,1.001,0,18.8,1.8,15,15,666,15,15,659,NA,NA,NA,NA
TV1,MC1,2023-06-09T16:30:00Z,85.6,1,18.4,0,85.64,0.999,0,18.5,10.1,15,15,605,15,15,515,NA,NA,NA,NA
TV1,MC1,2023-06-09T16:45:00Z,85.62,1,18.3,0,85.66,1.001,0,18.4,4,15,15,596,15,15,505,NA,NA,NA,NA
TV1,MC1,2023-06-09T17:00:00Z,85.62,1.001,17.9,0,85.67,1.001,0,18,0,15,15,588,15,15,504,NA,NA,NA,NA
TV1,MC1,2023-06-09T17:15:00Z,85.6,1.001,17.6,0,85.64,1,0,17.8,9.3,15,15,584,15,15,512,NA,NA,NA,NA
TV1,MC1,2023-06-09T17:30:00Z,85.6,1,17,0,85.64,1,0,17.3,8.8,15,15,570,15,15,486,NA,NA,NA,NA
TV1,MC1,2023-06-09T17:45:00Z,85.6,1.001,16.6,0,85.64,0.999,0,17,3.7,15,15,572,15,15,486,NA,NA,NA,NA
TV1,MC1,2023-06-09T18:00:00Z,85.62,1.001,16.4,0,85.66,1,0,16.6,0,15,15,557,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-09T18:15:00Z,85.62,1,16.8,0,85.66,1.001,0,16.9,0,15,15,548,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-09T18:30:00Z,85.63,0.994,17.1,0.01,85.67,1.001,0,17,0,15,15,549,15,15,471,NA,NA,NA,NA
TV1,MC1,2023-06-09T18:45:00Z,85.62,0.987,17.2,0.03,85.66,1,0,17,0,15,15,552,15,15,479,NA,NA,NA,NA
TV1,MC1,2023-06-09T19:00:00Z,85.65,0.994,17,0.01,85.69,1,0,17,0,15,15,553,15,15,498,NA,NA,NA,NA
TV1,MC1,2023-06-09T19:15:00Z,85.67,1,16.9,0,85.71,1.001,0,16.9,0,15,15,554,15,15,516,NA,NA,NA,NA
TV1,MC1,2023-06-09T19:30:00Z,85.69,0.999,16.8,0,85.73,1,0,16.8,0,15,15,554,15,15,533,NA,NA,NA,NA
TV1,MC1,2023-06-09T19:45:00Z,85.69,1.001,16.7,0,85.73,1,0,16.8,0,15,15,553,15,15,554,NA,NA,NA,NA
TV1,MC1,2023-06-09T20:00:00Z,85.71,0.999,16.6,0,85.75,1,0,16.6,0,15,15,552,15,15,575,NA,NA,NA,NA
TV1,MC1,2023-06-09T20:15:00Z,85.71,1,16.4,0,85.76,1,0,16.4,0,15,15,552,15,15,598,NA,NA,NA,NA
TV1,MC1,2023-06-09T20:30:00Z,85.72,1,16.2,0,85.76,1,0,16.3,0,15,15,552,15,15,622,NA,NA,NA,NA
TV1,MC1,2023-06-09T20:45:00Z,85.74,0.999,16.1,0,85.78,1,0,16.3,0,15,15,552,15,15,647,NA,NA,NA,NA
TV1,MC1,2023-06-09T21:00:00Z,85.75,1,16.2,0,85.79,1.001,0,16.2,0,15,15,552,15,15,669,NA,NA,NA,NA
TV1,MC1,2023-06-09T21:15:00Z,85.76,1,16.4,0,85.8,1,0,16.3,0,15,15,552,15,15,689,NA,NA,NA,NA
TV1,MC1,2023-06-09T21:30:00Z,85.75,1.001,16.5,0,85.79,1,0,16.4,0,15,15,552,15,15,709,NA,NA,NA,NA
TV1,MC1,2023-06-09T21:45:00Z,85.76,1.001,16.6,0,85.8,1,0,16.6,0,15,15,550,15,15,714,NA,NA,NA,NA
TV1,MC1,2023-06-09T22:00:00Z,85.77,1,16.6,0,85.82,1,0,16.6,0,15,15,552,15,15,711,NA,NA,NA,NA
TV1,MC1,2023-06-09T22:15:00Z,85.78,1,16.5,0,85.82,1,0,16.5,0,15,15,553,15,15,685,NA,NA,NA,NA
TV1,MC1,2023-06-09T22:30:00Z,85.77,1,16.5,0,85.81,1,0,16.5,0,15,15,552,15,15,679,NA,NA,NA,NA
TV1,MC1,2023-06-09T22:45:00Z,85.76,1,16.7,0,85.8,1.001,0,16.6,0,15,15,551,15,15,662,NA,NA,NA,NA
TV1,MC1,2023-06-10T00:00:00Z,85.67,0.999,17.1,0,85.71,1.001,0,16.9,0,15,15,554,15,15,684,NA,NA,NA,NA
TV1,MC1,2023-06-10T00:15:00Z,85.66,1.001,17.2,0,85.7,1,0,16.9,0,15,15,552,15,15,676,NA,NA,NA,NA
TV1,MC1,2023-06-10T00:30:00Z,85.64,0.998,17.6,0,85.69,1,0,17.3,0,15,15,549,15,15,660,NA,NA,NA,NA
TV1,MC1,2023-06-10T00:45:00Z,85.62,0.988,17.7,0.02,85.66,0.999,0,17.3,0,15,15,549,15,15,657,NA,NA,NA,NA
TV1,MC1,2023-06-10T01:00:00Z,85.6,0.988,17.6,0.02,85.64,0.999,0,17.2,0,15,15,548,15,15,664,NA,NA,NA,NA
TV1,MC1,2023-06-10T01:15:00Z,85.57,0.983,17.6,0.03,85.62,0.999,0,17.2,0,15,15,540,15,15,638,NA,NA,NA,NA
TV1,MC1,2023-06-10T01:30:00Z,85.54,0.96,17.9,0.08,85.58,1,0,17.5,0,15,15,536,15,15,595,NA,NA,NA,NA
TV1,MC1,2023-06-10T01:45:00Z,85.52,0.939,18.1,0.13,85.56,0.986,0.03,17.6,0,15,15,527,15,15,557,NA,NA,NA,NA
TV1,MC1,2023-06-10T02:00:00Z,85.51,0.943,18,0.12,85.55,0.976,0.05,17.7,0,15,15,514,15,15,532,NA,NA,NA,NA
TV1,MC1,2023-06-10T02:15:00Z,85.5,0.954,17.7,0.09,85.54,0.977,0.05,17.6,0,15,15,496,15,15,516,NA,NA,NA,NA
TV1,MC1,2023-06-10T02:30:00Z,85.49,0.958,17.6,0.08,85.54,0.981,0.04,17.5,0,15,15,489,15,15,517,NA,NA,NA,NA
TV1,MC1,2023-06-10T02:45:00Z,85.5,0.967,17.3,0.07,85.54,0.989,0.02,17.2,0,15,15,490,15,15,537,NA,NA,NA,NA
TV1,MC1,2023-06-10T03:00:00Z,85.5,0.98,16.8,0.04,85.54,1,0,16.8,0,15,15,492,15,15,560,NA,NA,NA,NA
TV1,MC1,2023-06-10T03:15:00Z,85.5,0.993,16.4,0.01,85.54,0.999,0,16.5,0,15,15,490,15,15,586,NA,NA,NA,NA
TV1,MC1,2023-06-10T03:30:00Z,85.5,1,16.2,0,85.54,1,0,16.3,0,15,15,491,15,15,612,NA,NA,NA,NA
TV1,MC1,2023-06-10T03:45:00Z,85.52,1.001,16.4,0,85.56,1.001,0,16.2,0,15,15,489,15,15,638,NA,NA,NA,NA
TV1,MC1,2023-06-10T04:00:00Z,85.52,1,16.2,0,85.56,1,0,16.2,0,15,15,490,15,15,670,NA,NA,NA,NA
TV1,MC1,2023-06-10T04:15:00Z,85.53,1,16,0,85.57,1,0,16.1,0,15,15,493,15,15,710,NA,NA,NA,NA
TV1,MC1,2023-06-10T04:30:00Z,85.54,1,16,0,85.58,0.999,0,16.1,0,15,15,496,15,15,770,NA,NA,NA,NA
TV1,MC1,2023-06-10T04:45:00Z,85.55,0.999,15.9,0,85.59,1,0,16,0,15,15,498,15,15,822,NA,NA,NA,NA
TV1,MC1,2023-06-10T05:00:00Z,85.55,0.999,16,0,85.6,1,0,16,0,15,15,500,15,15,865,NA,NA,NA,NA
TV1,MC1,2023-06-10T05:15:00Z,85.56,1,16,0,85.61,1,0,16.1,0,15,15,501,15,15,858,NA,NA,NA,NA
TV1,MC1,2023-06-10T05:30:00Z,85.57,0.999,16.1,0,85.62,1,0,16.1,1.1,15,15,502,15,15,824,NA,NA,NA,NA
TV1,MC1,2023-06-10T05:45:00Z,85.58,1,16.3,0,85.62,0.999,0,16.3,7.5,15,15,502,15,15,746,NA,NA,NA,NA
TV1,MC1,2023-06-10T06:00:00Z,85.59,1.001,16.4,0,85.63,0.999,0,16.4,15,15,15,491,15,15,761,NA,NA,NA,NA
TV1,MC1,2023-06-10T06:15:00Z,85.59,1.001,16.6,0,85.63,1,0,16.6,21.4,15,15,476,15,15,725,NA,NA,NA,NA
TV1,MC1,2023-06-10T06:30:00Z,85.61,1.001,17.3,0,85.65,1,0,17,105.3,12,15,457,15,15,678,NA,NA,NA,NA
TV1,MC1,2023-06-10T06:45:00Z,85.62,1,18.3,0,85.67,1,0,18,214.4,0,15,450,15,15,652,NA,NA,NA,NA
TV1,MC1,2023-06-10T07:00:00Z,85.64,1.001,19,0,85.68,1.001,0,19.2,286.6,0,2,447,15,15,618,NA,NA,NA,NA
TV1,MC1,2023-06-10T07:15:00Z,85.66,0.967,19.1,0.07,85.69,0.947,0.12,20.1,319.2,0,0,448,15,15,562,NA,NA,NA,NA
TV1,MC1,2023-06-10T07:30:00Z,85.66,0.954,19.4,0.1,85.7,0.931,0.16,20,244.1,0,0,447,15,15,522,NA,NA,NA,NA
TV1,MC1,2023-06-10T07:45:00Z,85.67,0.933,20.5,0.16,85.71,0.907,0.23,20.8,155.8,0,1,448,15,15,485,NA,NA,NA,NA
TV1,MC1,2023-06-10T08:00:00Z,85.68,0.904,21.3,0.24,85.73,0.916,0.21,20.8,138.8,0,4,448,15,15,466,NA,NA,NA,NA
TV1,MC1,2023-06-10T08:15:00Z,85.69,0.864,21.8,0.35,85.73,0.904,0.23,20.7,124.9,0,12,452,15,15,460,NA,NA,NA,NA
TV1,MC1,2023-06-10T08:30:00Z,85.7,0.867,22.1,0.36,85.75,0.916,0.2,20.7,136,0,15,452,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-10T08:45:00Z,85.7,0.852,22.4,0.4,85.76,0.912,0.21,20.6,111.1,0,15,453,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-10T09:00:00Z,85.73,0.858,21.7,0.37,85.78,0.912,0.22,20.7,201.8,0,15,453,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-10T09:15:00Z,85.74,0.885,21.4,0.29,85.79,0.933,0.16,20.4,155.6,0,15,453,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-10T09:30:00Z,85.74,0.875,21.4,0.32,85.79,0.921,0.19,20.4,105.1,0,15,454,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-10T09:45:00Z,85.75,0.894,21.2,0.27,85.79,0.929,0.17,20.3,142.8,0,15,453,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-10T10:00:00Z,85.74,0.876,21.9,0.33,85.78,0.923,0.19,21,119.9,0,15,454,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-10T10:15:00Z,85.73,0.905,21,0.24,85.78,0.94,0.14,20.5,59.3,0,15,456,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-10T10:30:00Z,85.73,0.934,20.5,0.16,85.77,0.957,0.1,20.2,40.1,9,15,720,15,10,883,NA,NA,NA,NA
TV1,MC1,2023-06-10T10:45:00Z,85.71,0.963,20.1,0.09,85.75,0.98,0.05,20,87.7,15,15,612,15,15,544,NA,NA,NA,NA
TV1,MC1,2023-06-10T11:00:00Z,85.68,0.96,20.7,0.1,85.73,0.986,0.03,19.8,345.9,15,15,502,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-10T11:15:00Z,85.67,0.9,21.5,0.26,85.71,0.971,0.07,20.4,82.9,15,15,481,15,15,465,NA,NA,NA,NA
TV1,MC1,2023-06-10T11:30:00Z,85.66,0.924,21,0.19,85.7,0.973,0.06,20.4,58.8,15,15,491,15,15,541,NA,NA,NA,NA
TV1,MC1,2023-06-10T11:45:00Z,85.66,0.951,20.7,0.12,85.71,0.981,0.04,20.2,86.6,15,15,601,15,15,476,NA,NA,NA,NA
TV1,MC1,2023-06-10T12:00:00Z,85.66,0.949,20.6,0.12,85.7,0.981,0.05,20.2,93.4,15,15,536,15,15,468,NA,NA,NA,NA
TV1,MC1,2023-06-10T12:15:00Z,85.65,0.962,20.4,0.09,85.69,0.988,0.03,20.1,47.2,15,15,512,15,15,467,NA,NA,NA,NA
TV1,MC1,2023-06-10T12:30:00Z,85.62,0.976,20.1,0.06,85.66,0.997,0.01,19.9,50.5,15,15,520,15,15,512,NA,NA,NA,NA
TV1,MC1,2023-06-10T12:45:00Z,85.59,0.982,20.3,0.04,85.63,1,0,19.9,102.5,15,15,755,15,15,674,NA,NA,NA,NA
TV1,MC1,2023-06-10T13:00:00Z,85.56,0.983,20.6,0.04,85.61,1,0,20.1,171.9,15,15,700,15,15,688,NA,NA,NA,NA
TV1,MC1,2023-06-10T13:15:00Z,85.53,0.983,20.4,0.04,85.58,1,0,20,86.2,15,15,660,15,15,742,NA,NA,NA,NA
TV1,MC1,2023-06-10T13:30:00Z,85.52,0.989,20.2,0.03,85.57,1,0,19.9,63.7,15,15,677,15,15,578,NA,NA,NA,NA
TV1,MC1,2023-06-10T13:45:00Z,85.53,0.986,20,0.03,85.57,0.999,0,19.6,66.7,15,15,592,15,15,477,NA,NA,NA,NA
TV1,MC1,2023-06-10T14:00:00Z,85.52,0.977,20,0.05,85.57,0.999,0,19.6,99.2,15,15,554,15,15,462,NA,NA,NA,NA
TV1,MC1,2023-06-10T14:15:00Z,85.52,0.966,20.2,0.08,85.56,1,0,19.6,29.7,15,15,557,15,15,542,NA,NA,NA,NA
TV1,MC1,2023-06-10T14:30:00Z,85.53,0.979,19.6,0.05,85.57,1.001,0,19.3,14.3,15,15,689,15,15,741,NA,NA,NA,NA
TV1,MC1,2023-06-10T14:45:00Z,85.51,0.991,19,0.02,85.55,1.001,0,18.9,10.3,15,15,701,15,15,770,NA,NA,NA,NA
TV1,MC1,2023-06-10T15:00:00Z,85.5,0.998,18.6,0,85.54,1,0,18.7,6.2,15,15,741,15,15,908,NA,NA,NA,NA
TV1,MC1,2023-06-10T15:15:00Z,85.53,1,18.5,0,85.57,1,0,18.6,3.3,15,15,715,15,15,625,NA,NA,NA,NA
TV1,MC1,2023-06-10T15:30:00Z,85.55,1.001,18.1,0,85.59,1,0,18.2,0,15,15,679,15,15,670,NA,NA,NA,NA
TV1,MC1,2023-06-10T15:45:00Z,85.53,1,18.1,0,85.57,1,0,18.2,0,15,15,704,15,15,630,NA,NA,NA,NA
TV1,MC1,2023-06-10T16:00:00Z,85.53,1,18.2,0,85.57,1,0,18.3,0,15,15,687,15,15,592,NA,NA,NA,NA
TV1,MC1,2023-06-10T16:15:00Z,85.55,1,18.1,0,85.59,1,0,18.2,0,15,15,713,15,15,621,NA,NA,NA,NA
TV1,MC1,2023-06-10T16:30:00Z,85.56,0.999,17.8,0,85.61,1,0,17.9,0,15,15,660,15,15,560,NA,NA,NA,NA
TV1,MC1,2023-06-10T16:45:00Z,85.59,1,17.7,0,85.63,1.001,0,17.7,0,15,15,644,15,15,559,NA,NA,NA,NA
TV1,MC1,2023-06-10T17:00:00Z,85.6,1,17.6,0,85.64,1,0,17.7,1.6,15,15,693,15,15,544,NA,NA,NA,NA
TV1,MC1,2023-06-10T17:15:00Z,85.61,1.001,17.7,0,85.65,0.999,0,17.8,0,15,15,654,15,15,556,NA,NA,NA,NA
TV1,MC1,2023-06-10T17:30:00Z,85.62,1,17.8,0,85.66,1.001,0,17.8,0,15,15,675,15,15,553,NA,NA,NA,NA
TV1,MC1,2023-06-10T17:45:00Z,85.63,1.001,17.5,0,85.67,1,0,17.7,0,15,15,608,15,15,555,NA,NA,NA,NA
TV1,MC1,2023-06-10T18:00:00Z,85.63,1,17.4,0,85.67,0.999,0,17.5,0,15,15,638,15,15,569,NA,NA,NA,NA
TV1,MC1,2023-06-10T18:15:00Z,85.64,1,17.2,0,85.68,1,0,17.4,0,15,15,663,15,15,613,NA,NA,NA,NA
TV1,MC1,2023-06-10T18:30:00Z,85.64,1.001,17.1,0,85.68,1,0,17.3,0,15,15,650,15,15,573,NA,NA,NA,NA
TV1,MC1,2023-06-10T18:45:00Z,85.64,1,17,0,85.68,1,0,17.3,0,15,15,629,15,15,530,NA,NA,NA,NA
TV1,MC1,2023-06-10T19:00:00Z,85.65,1.001,16.9,0,85.7,0.997,0.01,17.4,0,15,15,589,15,15,504,NA,NA,NA,NA
TV1,MC1,2023-06-10T19:15:00Z,85.67,1,17,0,85.71,0.999,0,17.3,0,15,15,572,15,15,490,NA,NA,NA,NA
TV1,MC1,2023-06-10T19:30:00Z,85.7,1,17,0,85.74,0.988,0.02,17.4,0,15,15,556,15,15,476,NA,NA,NA,NA
TV1,MC1,2023-06-10T19:45:00Z,85.72,0.997,17.1,0.01,85.76,0.984,0.03,17.3,0,15,15,555,15,15,475,NA,NA,NA,NA
TV1,MC1,2023-06-10T20:00:00Z,85.73,0.989,17.1,0.02,85.77,0.99,0.02,17.2,0,15,15,552,15,15,476,NA,NA,NA,NA
TV1,MC1,2023-06-10T20:15:00Z,85.73,0.983,17.3,0.03,85.77,0.991,0.02,17.3,0,15,15,538,15,15,473,NA,NA,NA,NA
TV1,MC1,2023-06-10T20:30:00Z,85.73,0.978,17.5,0.04,85.77,0.981,0.04,17.6,0,15,15,524,15,15,472,NA,NA,NA,NA
TV1,MC1,2023-06-10T20:45:00Z,85.73,0.984,17.8,0.03,85.77,0.988,0.03,17.9,0,15,15,496,15,15,472,NA,NA,NA,NA
TV1,MC1,2023-06-10T21:00:00Z,85.72,0.986,17.9,0.03,85.76,0.986,0.03,18.1,0,15,15,471,15,15,471,NA,NA,NA,NA
TV1,MC1,2023-06-10T21:15:00Z,85.71,0.984,17.8,0.03,85.76,0.984,0.03,18,0,15,15,462,15,15,469,NA,NA,NA,NA
TV1,MC1,2023-06-10T21:30:00Z,85.72,0.971,18,0.06,85.76,0.969,0.06,18.2,0,15,15,461,15,15,468,NA,NA,NA,NA
TV1,MC1,2023-06-10T21:45:00Z,85.73,0.973,17.8,0.05,85.77,0.971,0.06,18,0,15,15,467,15,15,469,NA,NA,NA,NA
TV1,MC1,2023-06-10T22:00:00Z,85.72,0.983,17.4,0.03,85.76,0.993,0.01,17.4,0,15,15,468,15,15,468,NA,NA,NA,NA
TV1,MC1,2023-06-10T22:15:00Z,85.7,0.989,17.2,0.02,85.74,1,0,17.2,0,15,15,469,15,15,478,NA,NA,NA,NA
TV1,MC1,2023-06-10T22:30:00Z,85.68,0.994,17.1,0.01,85.72,1,0,17,0,15,15,469,15,15,477,NA,NA,NA,NA
TV1,MC1,2023-06-10T22:45:00Z,85.67,0.997,16.9,0.01,85.71,0.999,0,17,0,15,15,471,15,15,480,NA,NA,NA,NA
TV1,MC1,2023-06-10T23:00:00Z,85.65,0.998,16.9,0,85.69,1,0,16.8,0,15,15,471,15,15,477,NA,NA,NA,NA
TV1,MC1,2023-06-10T23:15:00Z,85.64,0.998,16.8,0,85.68,0.999,0,16.8,0,15,15,469,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-10T23:30:00Z,85.63,0.996,16.8,0.01,85.67,0.999,0,16.8,0,15,15,469,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-10T23:45:00Z,85.62,0.996,16.7,0.01,85.66,1,0,16.7,0,15,15,471,15,15,468,NA,NA,NA,NA
TV1,MC1,2023-06-11T00:00:00Z,85.61,0.998,16.6,0,85.66,0.999,0,16.6,0,15,15,470,15,15,462,NA,NA,NA,NA
TV1,MC1,2023-06-11T00:15:00Z,85.61,0.999,16.6,0,85.66,0.999,0,16.6,0,15,15,470,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-11T00:30:00Z,85.61,1.001,16.6,0,85.65,1,0,16.7,0,15,15,469,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-11T00:45:00Z,85.6,1,16.7,0,85.64,1,0,16.7,0,15,15,469,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-11T01:00:00Z,85.59,1,16.8,0,85.63,0.999,0,16.7,0,15,15,469,15,15,463,NA,NA,NA,NA
TV1,MC1,2023-06-11T01:15:00Z,85.57,1,16.9,0,85.61,1,0,16.8,0,15,15,468,15,15,463,NA,NA,NA,NA
TV1,MC1,2023-06-11T01:30:00Z,85.55,1,17.1,0,85.6,1.001,0,17,0,15,15,468,15,15,474,NA,NA,NA,NA
TV1,MC1,2023-06-11T01:45:00Z,85.55,1,17.1,0,85.59,1.001,0,17.1,0,15,15,470,15,15,473,NA,NA,NA,NA
TV1,MC1,2023-06-11T02:00:00Z,85.54,1,17.2,0,85.58,1,0,17.2,0,15,15,471,15,14,460,NA,NA,NA,NA
TV1,MC1,2023-06-11T02:15:00Z,85.53,0.995,17.3,0.01,85.58,1,0,17.1,0,15,15,470,15,11,460,NA,NA,NA,NA
TV1,MC1,2023-06-11T02:30:00Z,85.53,0.991,17.2,0.02,85.58,1.001,0,17,0,15,15,467,15,4,460,NA,NA,NA,NA
TV1,MC1,2023-06-11T02:45:00Z,85.55,0.986,17.2,0.03,85.59,1,0,17,0,15,15,468,15,13,462,NA,NA,NA,NA
TV1,MC1,2023-06-11T03:00:00Z,85.55,0.99,17,0.02,85.6,0.999,0,17,0,15,15,469,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-11T03:15:00Z,85.55,0.993,16.9,0.01,85.59,1.001,0,16.8,0,15,15,470,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-11T03:30:00Z,85.55,0.997,16.8,0.01,85.59,1.001,0,16.8,0,15,15,470,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-11T03:45:00Z,85.55,1,16.7,0,85.59,1,0,16.7,0,15,15,471,15,15,472,NA,NA,NA,NA
TV1,MC1,2023-06-11T04:00:00Z,85.56,1,16.6,0,85.6,1,0,16.7,0,15,15,472,15,15,479,NA,NA,NA,NA
TV1,MC1,2023-06-11T04:15:00Z,85.56,1,16.6,0,85.6,1,0,16.6,0,15,15,474,15,15,487,NA,NA,NA,NA
TV1,MC1,2023-06-11T04:30:00Z,85.55,1,16.5,0,85.6,0.999,0,16.5,0,15,15,475,15,15,509,NA,NA,NA,NA
TV1,MC1,2023-06-11T04:45:00Z,85.56,1,16.5,0,85.6,1,0,16.5,0,15,15,475,15,15,522,NA,NA,NA,NA
TV1,MC1,2023-06-11T05:00:00Z,85.55,1,16.6,0,85.6,1.001,0,16.6,0,15,15,474,15,15,523,NA,NA,NA,NA
TV1,MC1,2023-06-11T05:15:00Z,85.57,1,16.7,0,85.61,1,0,16.6,0,15,15,474,15,15,531,NA,NA,NA,NA
TV1,MC1,2023-06-11T05:30:00Z,85.58,1,16.6,0,85.62,1.001,0,16.6,0.7,15,15,474,15,15,543,NA,NA,NA,NA
TV1,MC1,2023-06-11T05:45:00Z,85.58,1.001,16.6,0,85.63,1.001,0,16.6,9.5,15,15,471,15,15,552,NA,NA,NA,NA
TV1,MC1,2023-06-11T06:00:00Z,85.59,1,16.8,0,85.63,1.001,0,16.7,17.4,15,15,468,15,15,557,NA,NA,NA,NA
TV1,MC1,2023-06-11T06:15:00Z,85.61,1,17,0,85.65,1,0,16.9,36.8,15,15,462,15,15,559,NA,NA,NA,NA
