Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_RH,Port5_Temp,Port5_VPD,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count
ET4,MC1,2023-12-31T05:15:00Z,88.25,0.847,18,0.31,88.21,0.859,0.29,18,0,0,15,452,15,0,456
ET4,MC1,2023-12-31T05:30:00Z,88.26,0.823,18.1,0.37,88.22,0.838,0.34,18.2,0,0,15,451,15,0,455
ET4,MC1,2023-12-31T05:45:00Z,88.26,0.777,18.5,0.48,88.22,0.794,0.44,18.5,0,0,15,451,15,0,455
ET4,MC1,2023-12-31T06:00:00Z,88.27,0.794,18.4,0.43,88.23,0.808,0.41,18.4,0,0,15,451,15,0,456
ET4,MC1,2023-12-31T06:15:00Z,88.29,0.868,17.8,0.27,88.25,0.877,0.25,18,0,0,15,453,15,0,457
ET4,MC1,2023-12-31T06:30:00Z,88.29,0.915,17.7,0.17,88.26,0.923,0.16,17.8,5.7,0,15,453,15,0,457
ET4,MC1,2023-12-31T06:45:00Z,88.31,0.923,17.7,0.16,88.28,0.933,0.14,17.8,10.6,0,15,453,15,0,457
ET4,MC1,2023-12-31T07:00:00Z,88.33,0.913,17.7,0.18,88.29,0.924,0.16,17.8,13.7,0,15,453,15,0,457
ET4,MC1,2023-12-31T07:15:00Z,88.33,0.928,17.6,0.15,88.3,0.935,0.13,17.7,11.4,0,15,453,15,0,457
ET4,MC1,2023-12-31T07:30:00Z,88.35,0.943,17.7,0.11,88.32,0.951,0.1,17.8,19.8,0,15,454,15,0,457
ET4,MC1,2023-12-31T07:45:00Z,88.37,0.943,17.9,0.12,88.33,0.955,0.09,18,25.8,0,15,454,15,0,457
ET4,MC1,2023-12-31T08:00:00Z,88.38,0.954,17.8,0.09,88.34,0.964,0.07,17.9,17.4,0,15,454,15,0,458
ET4,MC1,2023-12-31T08:15:00Z,88.4,0.958,17.8,0.09,88.36,0.968,0.07,17.9,15,0,15,454,15,0,458
ET4,MC1,2023-12-31T08:30:00Z,88.41,0.962,17.9,0.08,88.37,0.971,0.06,18,19,6,15,470,15,6,585
ET4,MC1,2023-12-31T08:45:00Z,88.41,0.976,17.7,0.05,88.38,0.98,0.04,17.9,19,7,15,455,15,15,484
ET4,MC1,2023-12-31T09:00:00Z,88.42,0.982,17.7,0.04,88.39,0.987,0.03,17.9,30.2,8,15,552,15,15,572
ET4,MC1,2023-12-31T09:15:00Z,88.43,0.988,17.7,0.02,88.4,0.995,0.01,17.8,38.1,15,15,561,15,15,648
ET4,MC1,2023-12-31T09:30:00Z,88.43,0.994,17.5,0.01,88.39,0.999,0,17.6,29.8,15,15,528,15,15,531
ET4,MC1,2023-12-31T09:45:00Z,88.43,0.998,17.3,0,88.39,1,0,17.4,22.2,15,15,670,15,15,698
ET4,MC1,2023-12-31T10:00:00Z,88.41,1,17.3,0,88.38,1,0,17.5,30.8,15,15,583,15,15,529
ET4,MC1,2023-12-31T10:15:00Z,88.41,1.001,17.4,0,88.37,0.999,0,17.5,41.9,15,15,547,15,15,500
ET4,MC1,2023-12-31T10:30:00Z,88.4,1,17.5,0,88.36,1.001,0,17.5,24.2,15,15,527,15,15,490
ET4,MC1,2023-12-31T10:45:00Z,88.39,1,17.6,0,88.35,1,0,17.6,31.5,15,15,518,15,15,490
ET4,MC1,2023-12-31T11:00:00Z,88.38,0.999,17.4,0,88.35,1,0,17.5,26.6,15,15,525,15,15,528
ET4,MC1,2023-12-31T11:15:00Z,88.36,1.001,17.4,0,88.33,1,0,17.5,26,15,15,520,15,15,497
ET4,MC1,2023-12-31T11:30:00Z,88.34,1,17.3,0,88.3,0.998,0,17.4,29.5,15,15,521,15,15,504
ET4,MC1,2023-12-31T11:45:00Z,88.33,1,17.2,0,88.29,1,0,17.3,39,15,15,520,15,15,502
ET4,MC1,2023-12-31T12:00:00Z,88.29,1,17.3,0,88.25,1.001,0,17.4,47.2,15,15,514,15,15,466
ET4,MC1,2023-12-31T12:15:00Z,88.27,1.001,17.5,0,88.23,1,0,17.6,31.9,15,15,557,15,15,636
ET4,MC1,2023-12-31T12:30:00Z,88.24,1,17.6,0,88.21,0.999,0,17.8,36.3,15,15,555,15,15,597
ET4,MC1,2023-12-31T12:45:00Z,88.22,1.001,17.7,0,88.19,1,0,17.8,60.8,15,15,553,15,15,587
ET4,MC1,2023-12-31T13:00:00Z,88.2,1.001,17.7,0,88.17,0.999,0,17.9,31.5,15,15,609,15,15,649
ET4,MC1,2023-12-31T13:15:00Z,88.18,1,17.8,0,88.15,1,0,17.9,46.5,15,15,681,15,15,830
ET4,MC1,2023-12-31T13:30:00Z,88.17,1,17.8,0,88.13,0.999,0,18.1,38.1,15,15,719,15,15,755
ET4,MC1,2023-12-31T13:45:00Z,88.16,1,17.6,0,88.13,1.001,0,17.8,48.9,15,15,719,15,15,844
ET4,MC1,2023-12-31T14:00:00Z,88.15,1.001,17.5,0,88.11,0.999,0,17.7,51.3,15,15,702,15,15,693
ET4,MC1,2023-12-31T14:15:00Z,88.14,1,17.5,0,88.1,0.999,0,17.7,55.1,15,15,744,15,15,829
ET4,MC1,2023-12-31T14:30:00Z,88.13,1,17.6,0,88.1,1,0,17.7,53.6,15,15,708,15,15,728
ET4,MC1,2023-12-31T14:45:00Z,88.13,1,17.6,0,88.1,1,0,17.8,54.7,15,15,742,15,15,794
ET4,MC1,2023-12-31T15:00:00Z,88.13,1,17.6,0,88.1,0.999,0,17.8,60.8,15,15,711,15,15,837
ET4,MC1,2023-12-31T15:15:00Z,88.13,1.001,17.6,0,88.1,1,0,17.8,51.3,15,15,779,15,15,686
ET4,MC1,2023-12-31T15:30:00Z,88.13,0.999,17.6,0,88.09,1,0,17.7,43.4,15,15,700,15,15,802
ET4,MC1,2023-12-31T15:45:00Z,88.14,1.001,17.4,0,88.1,0.999,0,17.6,33.7,15,15,729,15,15,746
ET4,MC1,2023-12-31T16:00:00Z,88.15,1,17.4,0,88.11,1,0,17.5,22.3,15,15,745,15,15,743
ET4,MC1,2023-12-31T16:15:00Z,88.15,1,17.4,0,88.12,0.999,0,17.5,12.3,15,15,692,15,15,659
ET4,MC1,2023-12-31T16:30:00Z,88.16,1.001,17.4,0,88.12,1.001,0,17.5,8.4,15,15,699,15,15,878
ET4,MC1,2023-12-31T16:45:00Z,88.17,1,17.5,0,88.13,1,0,17.5,7.1,15,15,708,15,15,864
ET4,MC1,2023-12-31T17:00:00Z,88.18,1.001,17.4,0,88.15,1,0,17.5,0.9,15,15,725,15,15,741
ET4,MC1,2023-12-31T17:15:00Z,88.2,1,17.4,0,88.16,0.999,0,17.5,0,15,15,749,15,15,788
ET4,MC1,2023-12-31T17:30:00Z,88.21,1,17.4,0,88.17,1,0,17.5,0,15,15,680,15,15,828
ET4,MC1,2023-12-31T17:45:00Z,88.22,1,17.3,0,88.18,0.999,0,17.4,0,15,15,703,15,15,654
ET4,MC1,2023-12-31T18:00:00Z,88.23,0.999,17.4,0,88.19,1,0,17.4,0,15,15,666,15,15,790
ET4,MC1,2023-12-31T18:15:00Z,88.23,1.001,17.4,0,88.19,1,0,17.5,0,15,15,692,15,15,614
ET4,MC1,2023-12-31T18:30:00Z,88.25,1.001,17.4,0,88.2,0.999,0,17.5,0,15,15,733,15,15,671
ET4,MC1,2023-12-31T18:45:00Z,88.25,1,17.4,0,88.21,1,0,17.5,0,15,15,694,15,15,814
ET4,MC1,2023-12-31T19:00:00Z,88.27,1,17.4,0,88.22,1,0,17.5,0,15,15,698,15,15,710
ET4,MC1,2023-12-31T19:15:00Z,88.29,0.999,17.5,0,88.25,1.001,0,17.5,0,15,15,698,15,15,672
ET4,MC1,2023-12-31T19:30:00Z,88.3,1,17.3,0,88.26,0.999,0,17.4,0,15,15,681,15,15,646
ET4,MC1,2023-12-31T19:45:00Z,88.31,1,17.2,0,88.27,0.999,0,17.3,0,15,15,662,15,15,656
ET4,MC1,2023-12-31T20:00:00Z,88.32,1,17.1,0,88.28,0.999,0,17.2,0,15,15,711,15,15,641
ET4,MC1,2023-12-31T20:15:00Z,88.33,1,17.1,0,88.29,1,0,17.2,0,15,15,697,15,15,737
ET4,MC1,2023-12-31T20:30:00Z,88.33,1,17.1,0,88.29,1,0,17.1,0,15,15,677,15,15,815
ET4,MC1,2023-12-31T20:45:00Z,88.34,1,17,0,88.3,1,0,17.1,0,15,15,681,15,15,593
ET4,MC1,2023-12-31T21:00:00Z,88.34,1.001,17,0,88.3,1,0,17.1,0,15,15,734,15,15,643
ET4,MC1,2023-12-31T21:15:00Z,88.35,1,17,0,88.3,1.001,0,17,0,15,15,665,15,15,744
ET4,MC1,2023-12-31T21:30:00Z,88.35,0.999,16.9,0,88.31,1,0,17,0,15,15,663,15,15,688
ET4,MC1,2023-12-31T21:45:00Z,88.33,1,16.9,0,88.29,1,0,17,0,15,15,672,15,15,688
ET4,MC1,2023-12-31T22:00:00Z,88.31,1,16.9,0,88.27,0.999,0,17,0,15,15,640,15,15,737
ET4,MC1,2023-12-31T22:15:00Z,88.29,0.999,16.9,0,88.25,0.999,0,17,0,15,15,712,15,15,700
ET4,MC1,2023-12-31T22:30:00Z,88.29,1,16.9,0,88.24,1,0,17,0,15,15,699,15,15,765
ET4,MC1,2023-12-31T22:45:00Z,88.28,1,16.9,0,88.24,1,0,17,0,15,15,678,15,15,820
ET4,MC1,2023-12-31T23:00:00Z,88.27,0.999,16.9,0,88.23,1,0,17,0,15,15,695,15,15,750
ET4,MC1,2023-12-31T23:15:00Z,88.26,1.001,16.9,0,88.22,1,0,17,0,15,15,722,15,15,858
ET4,MC1,2023-12-31T23:30:00Z,88.26,1,16.8,0,88.22,1,0,16.9,0,15,15,697,15,15,734
ET4,MC1,2023-12-31T23:45:00Z,88.26,1,16.8,0,88.21,1.001,0,16.8,0,15,15,696,15,15,755
ET4,MC1,2024-01-01T00:00:00Z,88.25,0.999,16.7,0,88.2,1,0,16.7,0,15,15,678,15,15,683
ET4,MC1,2024-01-01T00:15:00Z,88.22,1,16.7,0,88.18,1.001,0,16.7,0,15,15,633,15,15,658
ET4,MC1,2024-01-01T00:30:00Z,88.22,1,16.7,0,88.18,1.001,0,16.7,0,15,15,668,15,15,682
ET4,MC1,2024-01-01T00:45:00Z,88.22,0.999,16.6,0,88.18,1,0,16.7,0,15,15,697,15,15,847
ET4,MC1,2024-01-01T01:00:00Z,88.2,1,16.6,0,88.16,1,0,16.7,0,15,15,688,15,15,734
ET4,MC1,2024-01-01T01:15:00Z,88.19,1,16.6,0,88.15,1.001,0,16.6,0,15,15,668,15,15,849
ET4,MC1,2024-01-01T01:30:00Z,88.18,1.001,16.5,0,88.14,1,0,16.6,0,15,15,672,15,15,847
ET4,MC1,2024-01-01T01:45:00Z,88.17,0.999,16.5,0,88.13,1.001,0,16.5,0,15,15,674,15,15,643
ET4,MC1,2024-01-01T02:00:00Z,88.16,1,16.5,0,88.11,1.001,0,16.6,0,15,15,686,15,15,671
ET4,MC1,2024-01-01T02:15:00Z,88.14,1,16.5,0,88.1,1.001,0,16.5,0,15,15,690,15,15,723
ET4,MC1,2024-01-01T02:30:00Z,88.13,1,16.4,0,88.09,1.001,0,16.5,0,15,15,680,15,15,834
ET4,MC1,2024-01-01T02:45:00Z,88.13,1,16.4,0,88.08,1.001,0,16.5,0,15,15,642,15,15,720
ET4,MC1,2024-01-01T03:00:00Z,88.12,1,16.5,0,88.08,1,0,16.5,0,15,15,666,15,15,745
ET4,MC1,2024-01-01T03:15:00Z,88.12,1,16.5,0,88.08,1.001,0,16.5,0,15,15,708,15,15,794
ET4,MC1,2024-01-01T03:30:00Z,88.12,1,16.5,0,88.08,1,0,16.6,0,15,15,656,15,15,793
ET4,MC1,2024-01-01T03:45:00Z,88.13,1,16.5,0,88.09,1.001,0,16.6,0,15,15,687,15,15,702
ET4,MC1,2024-01-01T04:00:00Z,88.14,1,16.5,0,88.1,1,0,16.6,0,15,15,676,15,15,698
ET4,MC1,2024-01-01T04:15:00Z,88.14,1.001,16.6,0,88.1,1.001,0,16.6,0,15,15,672,15,15,815
ET4,MC1,2024-01-01T04:30:00Z,88.14,1.001,16.6,0,88.1,1.001,0,16.6,0,15,15,636,15,15,743
ET4,MC1,2024-01-01T04:45:00Z,88.15,0.999,16.6,0,88.11,1.001,0,16.7,0,15,15,670,15,15,820
ET4,MC1,2024-01-01T05:00:00Z,88.16,1,16.7,0,88.12,1,0,16.7,0,15,15,658,15,15,685
ET4,MC1,2024-01-01T05:15:00Z,88.16,1,16.7,0,88.12,1.001,0,16.8,0,15,15,672,15,15,728
ET4,MC1,2024-01-01T05:30:00Z,88.17,1,16.7,0,88.12,1.001,0,16.8,0,15,15,668,15,15,674
ET4,MC1,2024-01-01T05:45:00Z,88.18,1,16.7,0,88.14,1.001,0,16.8,0,15,15,638,15,15,687
ET4,MC1,2024-01-01T06:00:00Z,88.19,1,16.7,0,88.15,0.999,0,16.8,0,15,15,590,15,15,578
ET4,MC1,2024-01-01T06:15:00Z,88.2,1,16.7,0,88.16,1,0,16.8,0,15,15,576,15,15,603
ET4,MC1,2024-01-01T06:30:00Z,88.22,1,16.7,0,88.18,1,0,16.8,0,15,15,586,15,15,681
ET4,MC1,2024-01-01T06:45:00Z,88.23,0.999,16.8,0,88.19,1,0,16.8,0.4,15,15,608,15,15,632
ET4,MC1,2024-01-01T07:00:00Z,88.24,0.999,16.8,0,88.2,1,0,16.9,3.1,15,15,614,15,15,667
ET4,MC1,2024-01-01T07:15:00Z,88.26,1,16.8,0,88.22,1,0,16.9,7.5,15,15,584,15,15,576
ET4,MC1,2024-01-01T07:30:00Z,88.27,1.001,16.8,0,88.23,1,0,16.9,5.9,15,15,578,15,15,628
ET4,MC1,2024-01-01T07:45:00Z,88.29,0.999,16.9,0,88.25,1,0,17,11.5,15,15,604,15,15,648
ET4,MC1,2024-01-01T08:00:00Z,88.3,1,17.1,0,88.26,1,0,17.2,21.8,15,15,602,15,15,676
ET4,MC1,2024-01-01T08:15:00Z,88.31,1,17.2,0,88.27,0.998,0,17.2,19.6,15,15,700,15,15,738
ET4,MC1,2024-01-01T08:30:00Z,88.31,0.999,17.2,0,88.27,1,0,17.3,22.2,15,15,629,15,15,649
ET4,MC1,2024-01-01T08:45:00Z,88.32,1,17.3,0,88.27,1,0,17.4,21.4,15,15,630,15,15,586
ET4,MC1,2024-01-01T09:00:00Z,88.32,1,17.4,0,88.28,1,0,17.4,26.9,15,15,645,15,15,610
ET4,MC1,2024-01-01T09:15:00Z,88.3,1.001,17.5,0,88.26,1.001,0,17.6,45.8,15,15,594,15,15,574
ET4,MC1,2024-01-01T09:30:00Z,88.3,1.001,17.6,0,88.26,1,0,17.7,45.8,15,15,581,15,15,593
ET4,MC1,2024-01-01T09:45:00Z,88.31,1,17.6,0,88.27,0.999,0,17.7,43.6,15,15,593,15,15,591
ET4,MC1,2024-01-01T10:00:00Z,88.32,1,17.6,0,88.28,0.999,0,17.7,50.7,15,15,591,15,15,576
ET4,MC1,2024-01-01T10:15:00Z,88.32,1,17.6,0,88.28,0.999,0,17.8,40.5,15,15,576,15,15,609
ET4,MC1,2024-01-01T10:30:00Z,88.3,1.001,17.7,0,88.26,0.999,0,17.8,58.2,15,15,609,15,15,603
ET4,MC1,2024-01-01T10:45:00Z,88.28,1,17.8,0,88.24,1,0,17.9,64.1,15,15,560,15,15,579
ET4,MC1,2024-01-01T11:00:00Z,88.27,0.999,17.9,0,88.23,0.999,0,18,63.4,15,15,547,15,15,527
ET4,MC1,2024-01-01T11:15:00Z,88.26,1,17.8,0,88.22,1,0,18,55.5,15,15,516,15,15,506
ET4,MC1,2024-01-01T11:30:00Z,88.26,1,17.9,0,88.22,1,0,18,58,15,15,495,15,15,492
ET4,MC1,2024-01-01T11:45:00Z,88.24,0.999,18,0,88.21,0.999,0,17.9,50,15,15,489,15,15,479
ET4,MC1,2024-01-01T12:00:00Z,88.23,0.999,18,0,88.19,1,0,18,38.1,15,15,488,15,15,516
ET4,MC1,2024-01-01T12:15:00Z,88.22,1,18,0,88.18,1,0,18,42.1,15,15,521,15,15,808
ET4,MC1,2024-01-01T12:30:00Z,88.19,0.999,18.2,0,88.15,1,0,18.2,81.3,15,15,523,15,15,621
ET4,MC1,2024-01-01T12:45:00Z,88.17,0.999,18.3,0,88.13,0.999,0,18.3,76.9,15,15,514,15,15,556
ET4,MC1,2024-01-01T13:00:00Z,88.16,1,18.3,0,88.12,1,0,18.3,74.9,15,15,496,15,15,539
ET4,MC1,2024-01-01T13:15:00Z,88.14,0.999,18,0,88.1,1.001,0,18,48.3,15,15,556,15,15,647
ET4,MC1,2024-01-01T13:30:00Z,88.12,0.998,18,0,88.08,0.999,0,18,71,15,15,524,15,15,504
ET4,MC1,2024-01-01T13:45:00Z,88.11,0.998,18.1,0,88.07,1,0,18.1,65.2,15,15,510,15,15,495
ET4,MC1,2024-01-01T14:00:00Z,88.09,1,18.4,0,88.05,1.001,0,18.2,61,15,15,488,15,15,480
ET4,MC1,2024-01-01T14:15:00Z,88.07,0.999,18.3,0,88.03,1.001,0,18.2,37.5,15,15,511,15,15,643
ET4,MC1,2024-01-01T14:30:00Z,88.06,0.999,18.1,0,88.02,1,0,18.2,37.2,15,15,529,15,15,836
ET4,MC1,2024-01-01T14:45:00Z,88.06,0.999,18.2,0,88.02,1,0,18.1,83.7,15,15,535,15,15,526
ET4,MC1,2024-01-01T15:00:00Z,88.06,1,18.6,0,88.02,1,0,18.2,98.9,15,15,500,15,15,507
ET4,MC1,2024-01-01T15:15:00Z,88.05,1.001,18.5,0,88.01,1,0,18.3,67.4,15,15,484,15,15,488
ET4,MC1,2024-01-01T15:30:00Z,88.04,0.993,18.4,0.02,88,1.001,0,18.1,50.7,15,15,476,15,15,469
ET4,MC1,2024-01-01T15:45:00Z,88.05,0.996,17.9,0.01,88.02,0.999,0,17.9,30.4,15,15,472,15,15,463
ET4,MC1,2024-01-01T16:00:00Z,88.05,1,17.7,0,88.01,1,0,17.7,24.4,15,15,472,15,15,469
ET4,MC1,2024-01-01T16:15:00Z,88.05,1,17.7,0,88.02,0.999,0,17.8,20.3,15,15,466,15,15,463
ET4,MC1,2024-01-01T16:30:00Z,88.06,1.001,17.6,0,88.02,1,0,17.6,18.5,12,15,459,15,15,461
ET4,MC1,2024-01-01T16:45:00Z,88.08,0.991,17.4,0.02,88.04,0.999,0,17.5,14.1,0,15,458,15,15,460
ET4,MC1,2024-01-01T17:00:00Z,88.08,0.967,17.6,0.07,88.04,0.998,0,17.4,8.6,0,15,457,15,15,461
ET4,MC1,2024-01-01T17:15:00Z,88.1,0.966,17.6,0.07,88.06,0.991,0.02,17.5,4.4,0,15,457,15,15,461
ET4,MC1,2024-01-01T17:30:00Z,88.12,0.975,17.5,0.05,88.08,0.994,0.01,17.5,0,0,15,457,15,15,462
ET4,MC1,2024-01-01T17:45:00Z,88.11,0.971,17.5,0.06,88.07,0.991,0.02,17.4,0,0,15,457,15,15,461
ET4,MC1,2024-01-01T18:00:00Z,88.12,0.964,17.5,0.07,88.08,0.983,0.03,17.4,0,0,15,457,15,15,461
ET4,MC1,2024-01-01T18:15:00Z,88.14,0.952,17.6,0.1,88.1,0.971,0.06,17.6,0,0,15,457,15,15,462
ET4,MC1,2024-01-01T18:30:00Z,88.16,0.965,17.6,0.07,88.13,0.985,0.03,17.5,0,0,15,457,15,15,461
ET4,MC1,2024-01-01T18:45:00Z,88.18,0.974,17.6,0.05,88.14,0.989,0.02,17.6,0,0,15,457,15,15,462
ET4,MC1,2024-01-01T19:00:00Z,88.18,0.98,17.6,0.04,88.14,0.995,0.01,17.6,0,0,15,458,15,15,462
ET4,MC1,2024-01-01T19:15:00Z,88.18,0.991,17.5,0.02,88.15,1,0,17.5,0,0,15,459,15,15,463
ET4,MC1,2024-01-01T19:30:00Z,88.18,1,17.4,0,88.15,0.999,0,17.4,0,0,15,459,15,15,463
ET4,MC1,2024-01-01T19:45:00Z,88.2,1.001,17.4,0,88.16,1,0,17.4,0,6,15,461,15,15,477
ET4,MC1,2024-01-01T20:00:00Z,88.22,0.999,17.4,0,88.18,0.999,0,17.4,0,6,15,460,15,15,464
ET4,MC1,2024-01-01T20:15:00Z,88.23,1,17.4,0,88.19,1,0,17.4,0,9,15,466,15,15,479
ET4,MC1,2024-01-01T20:30:00Z,88.23,1,17.3,0,88.2,1,0,17.5,0,15,15,500,15,15,610
ET4,MC1,2024-01-01T20:45:00Z,88.25,1,17.4,0,88.21,1,0,17.4,0,15,15,499,15,15,564
ET4,MC1,2024-01-01T21:00:00Z,88.25,1,17.3,0,88.21,0.999,0,17.4,0,15,15,488,15,15,532
ET4,MC1,2024-01-01T21:15:00Z,88.25,1.001,17.4,0,88.21,0.998,0,17.4,0,15,15,495,15,15,591
ET4,MC1,2024-01-01T21:30:00Z,88.25,1,17.4,0,88.21,1.001,0,17.4,0,15,15,515,15,15,615
ET4,MC1,2024-01-01T21:45:00Z,88.22,1,17.3,0,88.18,1,0,17.4,0,15,15,600,15,15,711
ET4,MC1,2024-01-01T22:00:00Z,88.21,1,17.3,0,88.17,0.999,0,17.4,0,15,15,663,15,15,661
ET4,MC1,2024-01-01T22:15:00Z,88.19,1,17.3,0,88.16,0.999,0,17.3,0,15,15,651,15,15,722
ET4,MC1,2024-01-01T22:30:00Z,88.18,0.999,17.3,0,88.15,1,0,17.3,0,15,15,620,15,15,631
ET4,MC1,2024-01-01T22:45:00Z,88.18,1,17.3,0,88.14,0.999,0,17.4,0,15,15,606,15,15,593
ET4,MC1,2024-01-01T23:00:00Z,88.16,1,17.4,0,88.12,1,0,17.4,0,15,15,594,15,15,572
ET4,MC1,2024-01-01T23:15:00Z,88.14,1,17.2,0,88.1,0.999,0,17.3,0,15,15,567,15,15,556
ET4,MC1,2024-01-01T23:30:00Z,88.13,1,17.3,0,88.09,1,0,17.3,0,15,15,552,15,15,537
ET4,MC1,2024-01-01T23:45:00Z,88.13,0.999,17.3,0,88.09,0.999,0,17.2,0,15,15,537,15,15,523
ET4,MC1,2024-01-02T00:00:00Z,88.12,1.001,17.4,0,88.08,0.999,0,17.3,0,15,15,530,15,15,520
ET4,MC1,2024-01-02T00:15:00Z,88.1,1,17.4,0,88.06,1,0,17.4,0,15,15,526,15,15,516
ET4,MC1,2024-01-02T00:30:00Z,88.05,0.993,17.4,0.01,88.02,1,0,17.3,0,15,15,509,15,15,506
ET4,MC1,2024-01-02T00:45:00Z,88.04,0.944,17.7,0.11,88,0.97,0.06,17.6,0,15,15,496,15,15,493
ET4,MC1,2024-01-02T01:00:00Z,88.05,0.951,17.8,0.1,88.02,0.974,0.05,17.6,0,15,15,484,15,15,482
ET4,MC1,2024-01-02T01:15:00Z,88.03,0.972,17.6,0.06,87.99,0.988,0.02,17.5,0,15,15,502,15,15,517
ET4,MC1,2024-01-02T01:30:00Z,88.01,0.995,17.2,0.01,87.97,1,0,17.3,0,15,15,510,15,15,525
ET4,MC1,2024-01-02T01:45:00Z,88.01,1,17.3,0,87.97,1,0,17.3,0,15,15,511,15,15,722
ET4,MC1,2024-01-02T02:00:00Z,88,1,17.2,0,87.96,1,0,17.2,0,15,15,565,15,15,583
ET4,MC1,2024-01-02T02:15:00Z,88,1,17.1,0,87.96,1,0,17.2,0,15,15,551,15,15,537
ET4,MC1,2024-01-02T02:30:00Z,88,1.001,17.1,0,87.96,1,0,17.1,0,15,15,528,15,15,516
ET4,MC1,2024-01-02T02:45:00Z,88,0.997,17.1,0.01,87.96,1,0,17,0,15,15,506,15,15,503
ET4,MC1,2024-01-02T03:00:00Z,88,0.993,17.1,0.01,87.96,1,0,17,0,15,15,488,15,15,497
ET4,MC1,2024-01-02T03:15:00Z,88,0.996,17,0.01,87.97,1.001,0,17,0,15,15,468,15,15,490
ET4,MC1,2024-01-02T03:30:00Z,88,0.987,17.1,0.03,87.97,0.999,0,17.1,0,15,15,461,15,15,484
ET4,MC1,2024-01-02T03:45:00Z,88.01,0.985,17,0.03,87.97,0.999,0,17,0,2,15,458,15,15,475
ET4,MC1,2024-01-02T04:00:00Z,88.02,0.987,17,0.03,87.98,1,0,17,0,0,15,458,15,15,471
ET4,MC1,2024-01-02T04:15:00Z,88.02,0.977,17,0.04,87.99,0.995,0.01,16.9,0,0,15,457,15,15,463
ET4,MC1,2024-01-02T04:30:00Z,88.04,0.969,16.9,0.06,88,0.986,0.03,16.9,0,0,15,457,15,15,462
ET4,MC1,2024-01-02T04:45:00Z,88.06,0.965,16.8,0.07,88.02,0.982,0.03,16.8,0,0,15,457,15,15,461
ET4,MC1,2024-01-02T05:00:00Z,88.08,0.962,16.8,0.07,88.04,0.982,0.03,16.8,0,0,15,457,15,15,461
ET4,MC1,2024-01-02T05:15:00Z,88.09,0.965,16.9,0.07,88.05,0.983,0.03,16.8,0,0,15,457,15,15,461
ET4,MC1,2024-01-02T05:30:00Z,88.11,0.969,16.9,0.06,88.08,0.986,0.03,16.8,0,0,15,457,15,15,461
ET4,MC1,2024-01-02T05:45:00Z,88.13,0.971,16.9,0.06,88.09,0.987,0.02,16.9,0,0,15,457,15,15,462
ET4,MC1,2024-01-02T06:00:00Z,88.15,0.962,16.8,0.07,88.11,0.981,0.04,16.8,0,0,15,457,15,15,461
ET4,MC1,2024-01-02T06:15:00Z,88.16,0.956,16.9,0.08,88.13,0.975,0.05,16.8,0,0,15,457,15,15,460
ET4,MC1,2024-01-02T06:30:00Z,88.19,0.954,16.9,0.09,88.15,0.974,0.05,16.8,3.3,0,15,456,15,15,460
ET4,MC1,2024-01-02T06:45:00Z,88.19,0.947,17,0.1,88.16,0.969,0.06,16.9,7.5,0,15,456,15,15,460
ET4,MC1,2024-01-02T07:00:00Z,88.21,0.954,16.9,0.09,88.18,0.974,0.05,16.9,9.2,0,15,457,15,15,461
ET4,MC1,2024-01-02T07:15:00Z,88.23,0.95,17,0.1,88.19,0.97,0.06,16.9,13.4,0,15,456,15,15,460
ET4,MC1,2024-01-02T07:30:00Z,88.25,0.957,17,0.08,88.21,0.976,0.05,17,19.2,0,15,457,15,15,460
ET4,MC1,2024-01-02T07:45:00Z,88.26,0.956,17.3,0.09,88.22,0.979,0.04,17.1,29.5,0,15,456,15,14,460
ET4,MC1,2024-01-02T08:00:00Z,88.27,0.945,17.6,0.11,88.24,0.973,0.05,17.3,40.8,0,15,456,15,2,459
ET4,MC1,2024-01-02T08:15:00Z,88.28,0.946,17.6,0.11,88.24,0.971,0.06,17.4,39.4,0,15,456,15,0,459
ET4,MC1,2024-01-02T08:30:00Z,88.28,0.957,17.6,0.09,88.25,0.978,0.04,17.4,44.7,0,15,456,15,0,459
ET4,MC1,2024-01-02T08:45:00Z,88.28,0.936,18,0.13,88.25,0.966,0.07,17.7,64.1,0,15,456,15,0,459
ET4,MC1,2024-01-02T09:00:00Z,88.28,0.927,18.3,0.15,88.25,0.957,0.09,18,144.7,0,15,455,15,0,458
ET4,MC1,2024-01-02T09:15:00Z,88.28,0.911,18.6,0.19,88.25,0.946,0.11,18.2,98.1,0,15,455,15,0,458
ET4,MC1,2024-01-02T09:30:00Z,88.27,0.904,18.8,0.21,88.24,0.936,0.14,18.5,109.3,0,15,453,15,0,457
ET4,MC1,2024-01-02T09:45:00Z,88.27,0.899,18.9,0.22,88.24,0.93,0.15,18.6,86.6,0,15,453,15,0,456
ET4,MC1,2024-01-02T10:00:00Z,88.26,0.899,19,0.22,88.23,0.933,0.14,18.6,68.7,0,15,454,15,0,456
ET4,MC1,2024-01-02T10:15:00Z,88.26,0.897,18.9,0.23,88.22,0.925,0.16,18.7,73.2,0,15,454,15,0,457
