Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
ET8,MC3,2023-06-28T20:00:00Z,87.67,20,0.04,0.985,19.8,0.09,87.72,0.961,0,0,456,0,15,0,15,455
ET8,MC3,2023-06-28T20:15:00Z,87.69,20,0.06,0.974,19.8,0.11,87.73,0.951,0,0,456,0,15,0,15,455
ET8,MC3,2023-06-28T20:30:00Z,87.69,20,0.07,0.972,19.8,0.12,87.74,0.949,0,0,456,0,15,0,15,454
ET8,MC3,2023-06-28T20:45:00Z,87.7,20,0.08,0.967,19.8,0.13,87.74,0.945,0,0,456,0,15,0,15,454
ET8,MC3,2023-06-28T21:00:00Z,87.71,19.8,0.08,0.966,19.7,0.14,87.75,0.941,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T21:15:00Z,87.72,19.8,0.09,0.96,19.7,0.14,87.76,0.937,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T21:30:00Z,87.72,19.8,0.1,0.956,19.7,0.15,87.76,0.934,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T21:45:00Z,87.73,19.8,0.11,0.954,19.7,0.16,87.77,0.931,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T22:00:00Z,87.74,19.8,0.12,0.949,19.6,0.16,87.78,0.931,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T22:15:00Z,87.76,19.8,0.12,0.946,19.6,0.16,87.8,0.928,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T22:30:00Z,87.77,19.7,0.12,0.947,19.5,0.16,87.81,0.928,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T22:45:00Z,87.77,19.7,0.13,0.945,19.5,0.17,87.81,0.927,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T23:00:00Z,87.76,19.7,0.12,0.947,19.5,0.16,87.8,0.929,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T23:15:00Z,87.75,19.7,0.09,0.96,19.5,0.14,87.79,0.939,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-28T23:30:00Z,87.74,19.6,0.07,0.971,19.5,0.12,87.78,0.948,0,0,455,0,15,0,15,455
ET8,MC3,2023-06-28T23:45:00Z,87.73,19.6,0.05,0.978,19.3,0.1,87.78,0.956,0,0,456,0,15,0,15,455
ET8,MC3,2023-06-29T00:00:00Z,87.72,19.5,0.04,0.982,19.3,0.1,87.76,0.957,0,0,456,0,15,0,15,455
ET8,MC3,2023-06-29T00:15:00Z,87.7,19.6,0.06,0.974,19.4,0.11,87.75,0.951,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T00:30:00Z,87.69,19.6,0.07,0.969,19.4,0.12,87.74,0.947,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T00:45:00Z,87.69,19.6,0.08,0.964,19.4,0.13,87.74,0.943,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T01:00:00Z,87.67,19.5,0.08,0.965,19.4,0.13,87.71,0.942,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T01:15:00Z,87.65,19.5,0.09,0.962,19.3,0.13,87.69,0.941,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T01:30:00Z,87.62,19.4,0.08,0.964,19.3,0.13,87.66,0.941,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T01:45:00Z,87.61,19.4,0.07,0.968,19.2,0.12,87.65,0.946,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T02:00:00Z,87.6,19.4,0.08,0.965,19.2,0.13,87.65,0.943,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T02:15:00Z,87.59,19.4,0.09,0.96,19.2,0.14,87.63,0.939,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T02:30:00Z,87.57,19.4,0.09,0.958,19.2,0.14,87.61,0.938,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T02:45:00Z,87.56,19.4,0.1,0.954,19.2,0.15,87.6,0.933,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T03:00:00Z,87.57,19.4,0.11,0.952,19.2,0.15,87.61,0.932,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T03:15:00Z,87.58,19.5,0.12,0.947,19.3,0.16,87.62,0.929,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T03:30:00Z,87.59,19.5,0.11,0.95,19.2,0.16,87.63,0.93,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T03:45:00Z,87.59,19.4,0.1,0.956,19.2,0.15,87.63,0.934,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T04:00:00Z,87.6,19.4,0.09,0.958,19.3,0.14,87.64,0.936,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T04:15:00Z,87.6,19.5,0.11,0.951,19.3,0.15,87.64,0.932,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T04:30:00Z,87.61,19.4,0.1,0.954,19.2,0.15,87.65,0.933,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T04:45:00Z,87.62,19.4,0.12,0.949,19.3,0.16,87.66,0.929,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T05:00:00Z,87.64,19.5,0.12,0.947,19.3,0.16,87.69,0.928,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T05:15:00Z,87.66,19.4,0.1,0.956,19.2,0.15,87.7,0.934,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T05:30:00Z,87.68,19.5,0.11,0.951,19.3,0.15,87.72,0.932,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T05:45:00Z,87.72,19.4,0.1,0.957,19.3,0.14,87.76,0.937,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-29T06:00:00Z,87.75,19.4,0.08,0.964,19.2,0.13,87.79,0.941,2.2,5.5,455,0,15,0,15,454
ET8,MC3,2023-06-29T06:15:00Z,87.77,19.4,0.08,0.963,19.2,0.13,87.81,0.94,9.7,15,455,0,15,0,15,454
ET8,MC3,2023-06-29T06:30:00Z,87.78,19.4,0.09,0.959,19.3,0.14,87.82,0.937,11.7,17.6,455,0,15,0,15,454
ET8,MC3,2023-06-29T06:45:00Z,87.79,19.4,0.09,0.959,19.3,0.14,87.84,0.936,11.7,17,455,0,15,0,15,454
ET8,MC3,2023-06-29T07:00:00Z,87.8,19.4,0.09,0.959,19.3,0.14,87.85,0.937,11.9,19.2,455,0,15,0,15,454
ET8,MC3,2023-06-29T07:15:00Z,87.82,19.5,0.1,0.955,19.3,0.15,87.86,0.934,9.5,14.1,455,0,15,0,15,454
ET8,MC3,2023-06-29T07:30:00Z,87.83,19.5,0.1,0.955,19.4,0.15,87.87,0.933,16.8,25.6,455,0,15,0,15,454
ET8,MC3,2023-06-29T07:45:00Z,87.85,19.6,0.12,0.948,19.5,0.17,87.9,0.927,23.4,36.3,455,0,15,0,15,454
ET8,MC3,2023-06-29T08:00:00Z,87.87,19.8,0.14,0.938,19.7,0.19,87.91,0.917,24.4,42.1,455,0,15,0,15,454
ET8,MC3,2023-06-29T08:15:00Z,87.88,19.8,0.14,0.94,19.8,0.19,87.92,0.917,30.4,79.5,455,0,15,0,15,454
ET8,MC3,2023-06-29T08:30:00Z,87.88,20,0.15,0.936,20,0.21,87.93,0.912,35.9,74.3,455,0,15,0,15,454
ET8,MC3,2023-06-29T08:45:00Z,87.88,20.1,0.15,0.936,20.2,0.21,87.92,0.911,59.3,248.8,455,0,15,0,15,453
ET8,MC3,2023-06-29T09:00:00Z,87.87,20.4,0.18,0.926,20.6,0.25,87.91,0.895,68.5,155.5,454,0,15,0,15,453
ET8,MC3,2023-06-29T09:15:00Z,87.86,20.4,0.17,0.927,20.7,0.26,87.9,0.893,155.8,93.8,454,0,15,0,15,453
ET8,MC3,2023-06-29T09:30:00Z,87.86,20.6,0.18,0.925,20.9,0.27,87.9,0.889,64.6,85.3,454,0,15,0,15,453
ET8,MC3,2023-06-29T09:45:00Z,87.85,20.7,0.2,0.92,20.9,0.27,87.89,0.891,46.1,77.8,454,0,15,0,15,453
ET8,MC3,2023-06-29T10:00:00Z,87.84,21,0.22,0.911,21.1,0.29,87.88,0.886,57.1,103.1,455,0,15,0,15,453
ET8,MC3,2023-06-29T10:15:00Z,87.83,21,0.2,0.92,21.2,0.29,87.87,0.887,60.2,116.6,454,0,15,0,15,453
ET8,MC3,2023-06-29T10:30:00Z,87.81,21.2,0.22,0.914,21.3,0.29,87.86,0.886,64.1,91.6,454,0,15,0,15,453
ET8,MC3,2023-06-29T10:45:00Z,87.81,21,0.16,0.934,21,0.23,87.85,0.909,43.2,62.8,455,0,15,0,15,453
ET8,MC3,2023-06-29T11:00:00Z,87.79,21.3,0.18,0.928,21.3,0.25,87.83,0.901,63.7,137.5,454,0,15,0,15,453
ET8,MC3,2023-06-29T11:15:00Z,87.78,21.5,0.25,0.901,21.7,0.33,87.82,0.873,64.3,90.5,454,0,15,0,15,453
ET8,MC3,2023-06-29T11:30:00Z,87.76,21.4,0.19,0.924,21.7,0.28,87.8,0.891,64.6,86.2,454,0,15,0,15,453
ET8,MC3,2023-06-29T11:45:00Z,87.75,21.5,0.16,0.936,21.7,0.25,87.8,0.903,63.2,80,455,0,15,0,15,453
ET8,MC3,2023-06-29T12:00:00Z,87.75,21.6,0.15,0.943,21.7,0.23,87.78,0.91,71.8,91.6,455,0,15,0,15,453
ET8,MC3,2023-06-29T12:15:00Z,87.73,21.7,0.18,0.931,22.2,0.29,87.77,0.89,70.5,150.9,454,0,15,0,15,453
ET8,MC3,2023-06-29T12:30:00Z,87.73,22,0.25,0.904,22.5,0.38,87.77,0.862,63.5,75.3,454,0,15,0,15,453
ET8,MC3,2023-06-29T12:45:00Z,87.72,22.1,0.25,0.906,22.2,0.33,87.76,0.878,63.5,73.4,454,0,15,0,15,453
ET8,MC3,2023-06-29T13:00:00Z,87.7,22.1,0.24,0.909,22.1,0.31,87.75,0.883,96.1,81.5,454,0,15,0,15,453
ET8,MC3,2023-06-29T13:15:00Z,87.71,21.5,0.17,0.934,21.4,0.23,87.75,0.91,31.7,45.6,455,0,15,0,15,454
ET8,MC3,2023-06-29T13:30:00Z,87.7,21.2,0.13,0.948,21.2,0.2,87.74,0.922,35.2,50.5,455,0,15,0,15,454
ET8,MC3,2023-06-29T13:45:00Z,87.68,21.4,0.15,0.94,21.4,0.23,87.73,0.911,89,77.1,454,0,15,0,15,453
ET8,MC3,2023-06-29T14:00:00Z,87.67,21.5,0.15,0.94,21.6,0.23,87.71,0.912,99.6,83.9,455,0,15,0,15,454
ET8,MC3,2023-06-29T14:15:00Z,87.64,21.5,0.15,0.943,21.5,0.21,87.69,0.918,49.3,62.6,455,0,15,0,15,454
ET8,MC3,2023-06-29T14:30:00Z,87.63,21.7,0.15,0.942,21.7,0.22,87.67,0.913,52,63.7,455,0,15,0,15,453
ET8,MC3,2023-06-29T14:45:00Z,87.62,21.6,0.18,0.929,21.6,0.25,87.66,0.902,37.2,46.9,455,0,15,0,15,453
ET8,MC3,2023-06-29T15:00:00Z,87.61,21.4,0.17,0.933,21.3,0.23,87.65,0.91,23.3,30.4,455,0,15,0,15,454
ET8,MC3,2023-06-29T15:15:00Z,87.61,21.2,0.13,0.948,21.2,0.19,87.65,0.923,25.1,28.2,455,0,15,0,15,454
ET8,MC3,2023-06-29T15:30:00Z,87.6,21.3,0.12,0.951,21.2,0.19,87.65,0.923,22.9,33.9,455,0,15,0,15,454
ET8,MC3,2023-06-29T15:45:00Z,87.6,21.3,0.11,0.955,21.2,0.17,87.64,0.931,20.3,27.6,455,0,15,0,15,454
ET8,MC3,2023-06-29T16:00:00Z,87.59,21.2,0.1,0.961,21.2,0.17,87.63,0.933,18.3,24.7,455,0,15,0,15,454
ET8,MC3,2023-06-29T16:15:00Z,87.58,21.2,0.09,0.965,21.1,0.16,87.63,0.937,15.6,22.9,455,0,15,0,15,454
ET8,MC3,2023-06-29T16:30:00Z,87.59,21.1,0.08,0.966,21,0.15,87.63,0.939,9.5,13,455,0,15,0,15,454
ET8,MC3,2023-06-29T16:45:00Z,87.6,21,0.07,0.973,20.9,0.14,87.65,0.945,6.2,9.3,455,0,15,0,15,454
ET8,MC3,2023-06-29T17:00:00Z,87.61,20.9,0.06,0.977,20.8,0.12,87.66,0.95,6,9.5,455,0,15,0,15,455
ET8,MC3,2023-06-29T17:15:00Z,87.61,20.9,0.05,0.98,20.8,0.11,87.66,0.954,0.5,1.8,457,2,15,8,15,458
ET8,MC3,2023-06-29T17:30:00Z,87.63,20.7,0.02,0.994,20.5,0.06,87.67,0.973,0,0,541,11,15,13,15,693
ET8,MC3,2023-06-29T17:45:00Z,87.63,20.6,0,0.999,20.4,0.03,87.68,0.987,0,0,584,15,15,15,15,678
ET8,MC3,2023-06-29T18:00:00Z,87.64,20.4,0,1,20.2,0.01,87.69,0.997,0,0,621,15,15,15,15,666
ET8,MC3,2023-06-29T18:15:00Z,87.65,20.4,0,0.999,20.2,0,87.69,1,0,0,637,15,15,15,15,775
ET8,MC3,2023-06-29T18:30:00Z,87.66,20.4,0,1,20.2,0,87.7,1,0,0,600,15,15,15,15,747
ET8,MC3,2023-06-29T18:45:00Z,87.68,20.4,0,1.001,20.2,0,87.72,0.999,0,0,620,15,15,15,15,677
ET8,MC3,2023-06-29T19:00:00Z,87.7,20.2,0,1,20.1,0,87.75,0.999,0,0,586,15,15,15,15,865
ET8,MC3,2023-06-29T19:15:00Z,87.71,20,0,1.001,19.8,0,87.76,1,0,0,632,15,15,15,15,659
ET8,MC3,2023-06-29T19:30:00Z,87.72,19.9,0,1,19.8,0,87.77,1,0,0,684,15,15,15,15,758
ET8,MC3,2023-06-29T19:45:00Z,87.73,19.8,0,1,19.7,0,87.78,1,0,0,561,15,15,15,15,648
ET8,MC3,2023-06-29T20:00:00Z,87.74,19.8,0,1,19.6,0,87.79,1.001,0,0,568,15,15,15,15,604
ET8,MC3,2023-06-29T20:15:00Z,87.76,19.7,0,1,19.6,0,87.81,1,0,0,600,15,15,15,15,598
ET8,MC3,2023-06-29T20:30:00Z,87.77,19.7,0,1,19.5,0,87.82,1,0,0,561,15,15,15,15,597
ET8,MC3,2023-06-29T20:45:00Z,87.78,19.6,0,1,19.5,0,87.83,0.999,0,0,554,15,15,15,15,585
ET8,MC3,2023-06-29T21:00:00Z,87.79,19.5,0,1,19.3,0,87.83,0.999,0,0,555,15,15,15,15,577
ET8,MC3,2023-06-29T21:15:00Z,87.8,19.4,0,1,19.2,0,87.84,1,0,0,546,15,15,15,15,546
ET8,MC3,2023-06-29T21:30:00Z,87.8,19.4,0,1,19.1,0,87.84,1.002,0,0,535,15,15,15,15,519
ET8,MC3,2023-06-29T21:45:00Z,87.82,19.3,0,1,19,0,87.86,1.001,0,0,535,15,15,15,15,496
ET8,MC3,2023-06-29T22:00:00Z,87.82,19.4,0,1,19.1,0,87.87,1,0,0,553,15,15,15,15,511
ET8,MC3,2023-06-29T22:15:00Z,87.82,19.5,0,1,19.2,0,87.87,1,0,0,568,15,15,15,15,528
ET8,MC3,2023-06-29T22:30:00Z,87.83,19.6,0,1,19.4,0,87.88,1,0,0,566,15,15,15,15,546
ET8,MC3,2023-06-29T22:45:00Z,87.83,19.5,0,1.001,19.3,0,87.88,0.999,0,0,558,15,15,15,15,561
ET8,MC3,2023-06-29T23:00:00Z,87.81,19.4,0,1,19.2,0,87.86,0.999,0,0,560,15,15,15,15,547
ET8,MC3,2023-06-29T23:15:00Z,87.79,19.4,0,1,19.2,0,87.84,1,0,0,595,15,15,15,15,638
ET8,MC3,2023-06-29T23:30:00Z,87.77,19.6,0,1,19.4,0,87.82,0.999,0,0,590,15,15,15,15,596
ET8,MC3,2023-06-29T23:45:00Z,87.76,19.6,0,1,19.4,0,87.81,0.999,0,0,575,15,15,15,15,645
ET8,MC3,2023-06-30T00:00:00Z,87.75,19.5,0,1,19.2,0,87.79,0.999,0,0,559,15,15,15,15,541
ET8,MC3,2023-06-30T00:15:00Z,87.74,19.4,0,1,19.2,0,87.79,1,0,0,546,15,15,15,15,514
ET8,MC3,2023-06-30T00:30:00Z,87.76,19.4,0,1,19.1,0,87.8,1.001,0,0,538,15,15,15,15,488
ET8,MC3,2023-06-30T00:45:00Z,87.74,19.4,0,1,19,0,87.79,1,0,0,521,15,15,15,15,481
ET8,MC3,2023-06-30T01:00:00Z,87.72,19.4,0,1,19,0,87.77,1,0,0,531,15,15,15,15,492
ET8,MC3,2023-06-30T01:15:00Z,87.69,19.4,0,1,19,0,87.74,1.001,0,0,515,15,15,15,15,486
ET8,MC3,2023-06-30T01:30:00Z,87.68,19.5,0,1,19.1,0,87.73,1,0,0,500,15,15,15,15,477
ET8,MC3,2023-06-30T01:45:00Z,87.67,19.6,0,1,19.2,0,87.72,1.001,0,0,481,15,15,15,15,472
ET8,MC3,2023-06-30T02:00:00Z,87.66,19.7,0,0.999,19.1,0,87.71,1,0,0,482,15,15,15,15,462
ET8,MC3,2023-06-30T02:15:00Z,87.66,19.8,0.04,0.983,19.2,0,87.7,1,0,0,473,15,15,3,15,456
ET8,MC3,2023-06-30T02:30:00Z,87.66,19.8,0.04,0.982,19.2,0,87.7,0.999,0,0,470,15,15,0,15,456
ET8,MC3,2023-06-30T02:45:00Z,87.67,19.6,0.02,0.99,19.1,0.01,87.71,0.994,0,0,478,15,15,7,15,465
ET8,MC3,2023-06-30T03:00:00Z,87.69,19.4,0,1,19.1,0,87.74,0.998,0,0,507,15,15,15,15,541
ET8,MC3,2023-06-30T03:15:00Z,87.69,19.4,0,0.999,19.1,0,87.74,1,0,0,530,15,15,15,15,584
ET8,MC3,2023-06-30T03:30:00Z,87.71,19.3,0,1,19,0,87.76,1,0,0,580,15,15,15,15,627
ET8,MC3,2023-06-30T03:45:00Z,87.69,19.4,0,1,19.1,0,87.74,1,0,0,565,15,15,15,15,590
ET8,MC3,2023-06-30T04:00:00Z,87.72,19.5,0,0.999,19.1,0,87.76,1,0,0,555,15,15,15,15,522
ET8,MC3,2023-06-30T04:15:00Z,87.7,19.5,0,1,19.1,0,87.75,1.001,0,0,538,15,15,15,15,501
ET8,MC3,2023-06-30T04:30:00Z,87.66,19.9,0.05,0.978,19.1,0.01,87.71,0.995,0,0,496,15,15,15,15,473
ET8,MC3,2023-06-30T04:45:00Z,87.66,19.9,0.12,0.947,19.1,0.06,87.71,0.971,0,0,471,15,15,15,15,467
ET8,MC3,2023-06-30T05:00:00Z,87.67,19.6,0.07,0.968,19,0.06,87.71,0.972,0,0,459,12,15,15,15,464
ET8,MC3,2023-06-30T05:15:00Z,87.66,19.4,0.04,0.984,19,0.04,87.71,0.981,0,0,459,0,15,15,15,463
ET8,MC3,2023-06-30T05:30:00Z,87.67,19.3,0.01,0.995,19,0.03,87.71,0.986,0,0,459,0,15,15,15,461
ET8,MC3,2023-06-30T05:45:00Z,87.69,19.4,0,1,19,0.02,87.74,0.992,0,0,459,0,15,7,15,458
ET8,MC3,2023-06-30T06:00:00Z,87.73,19.5,0,0.999,19.2,0.02,87.78,0.991,0,0,458,0,15,0,15,456
ET8,MC3,2023-06-30T06:15:00Z,87.75,19.6,0.01,0.998,19.3,0.02,87.79,0.989,0.5,4,459,0,15,0,15,456
ET8,MC3,2023-06-30T06:30:00Z,87.77,19.5,0,0.999,19.2,0.02,87.82,0.992,2.6,5.1,461,13,15,0,15,457
ET8,MC3,2023-06-30T06:45:00Z,87.77,19.5,0,1,19.2,0.01,87.82,0.997,7.1,10.4,459,8,15,0,15,456
ET8,MC3,2023-06-30T07:00:00Z,87.78,19.7,0.01,0.995,19.3,0.03,87.83,0.988,12.1,17.8,458,0,15,0,15,456
ET8,MC3,2023-06-30T07:15:00Z,87.77,19.8,0.05,0.977,19.4,0.07,87.82,0.971,17,27.1,457,0,15,0,15,456
ET8,MC3,2023-06-30T07:30:00Z,87.78,19.9,0.07,0.968,19.6,0.1,87.82,0.958,24.9,37.9,457,0,15,0,15,455
ET8,MC3,2023-06-30T07:45:00Z,87.78,20,0.08,0.967,19.7,0.1,87.83,0.957,27.3,41.6,457,0,15,0,15,455
ET8,MC3,2023-06-30T08:00:00Z,87.79,19.9,0.05,0.981,19.7,0.08,87.83,0.964,28.7,43.4,457,0,15,0,15,456
ET8,MC3,2023-06-30T08:15:00Z,87.8,20,0.06,0.975,19.8,0.1,87.85,0.957,27.6,40.6,457,0,15,0,15,455
ET8,MC3,2023-06-30T08:30:00Z,87.82,19.9,0.05,0.98,19.8,0.09,87.87,0.96,20.9,30.8,458,0,15,0,15,456
ET8,MC3,2023-06-30T08:45:00Z,87.83,19.9,0.04,0.982,19.8,0.09,87.87,0.962,27.3,39.9,460,1,15,0,15,459
ET8,MC3,2023-06-30T09:00:00Z,87.81,19.9,0.03,0.987,19.8,0.08,87.85,0.964,34.2,51.1,463,13,15,0,15,456
ET8,MC3,2023-06-30T09:15:00Z,87.79,19.9,0.04,0.983,19.8,0.09,87.83,0.962,47.4,73.4,456,3,15,0,15,455
ET8,MC3,2023-06-30T09:30:00Z,87.77,20.3,0.1,0.96,20.2,0.14,87.82,0.942,71.2,95.6,456,0,15,0,15,455
ET8,MC3,2023-06-30T09:45:00Z,87.77,20.4,0.11,0.955,20.3,0.15,87.81,0.935,48.9,74.9,456,0,15,0,15,455
ET8,MC3,2023-06-30T10:00:00Z,87.79,20.2,0.07,0.969,20.2,0.13,87.83,0.946,38.3,57.9,457,0,15,0,15,455
ET8,MC3,2023-06-30T10:15:00Z,87.8,20.3,0.06,0.974,20.2,0.12,87.84,0.95,39.2,61.5,457,0,15,0,15,455
ET8,MC3,2023-06-30T10:30:00Z,87.8,20.3,0.07,0.972,20.3,0.12,87.84,0.95,39.4,58.4,457,0,15,0,15,455
ET8,MC3,2023-06-30T10:45:00Z,87.79,20.4,0.07,0.971,20.4,0.13,87.84,0.947,42.7,61.7,457,0,15,0,15,456
ET8,MC3,2023-06-30T11:00:00Z,87.79,20.4,0.05,0.979,20.4,0.11,87.83,0.954,53.3,78,459,11,15,6,15,455
ET8,MC3,2023-06-30T11:15:00Z,87.78,20.3,0.03,0.987,20.3,0.1,87.82,0.96,48.5,71.2,464,8,15,3,15,459
ET8,MC3,2023-06-30T11:30:00Z,87.75,20.4,0.04,0.982,20.4,0.11,87.79,0.955,69,102,456,2,15,0,15,455
ET8,MC3,2023-06-30T11:45:00Z,87.75,20.4,0.05,0.979,20.5,0.12,87.8,0.949,58.2,85.3,456,0,15,0,15,455
ET8,MC3,2023-06-30T12:00:00Z,87.74,20.5,0.06,0.976,20.6,0.13,87.79,0.945,65.9,95.4,456,0,15,0,15,455
ET8,MC3,2023-06-30T12:15:00Z,87.74,20.6,0.07,0.971,20.6,0.14,87.78,0.941,58.2,84.6,456,0,15,0,15,455
ET8,MC3,2023-06-30T12:30:00Z,87.73,20.7,0.1,0.961,20.7,0.16,87.77,0.936,49.6,69.2,456,0,15,0,15,455
ET8,MC3,2023-06-30T12:45:00Z,87.72,20.8,0.1,0.96,20.7,0.16,87.77,0.935,57.7,86.1,455,0,15,0,15,455
ET8,MC3,2023-06-30T13:00:00Z,87.7,21,0.14,0.944,21,0.2,87.74,0.922,65.4,94.3,455,0,15,0,15,455
ET8,MC3,2023-06-30T13:15:00Z,87.69,21.1,0.13,0.948,21.1,0.2,87.73,0.922,74,96.7,455,0,15,0,15,455
ET8,MC3,2023-06-30T13:30:00Z,87.67,21.2,0.11,0.954,21.3,0.19,87.72,0.926,73.2,91.6,456,0,15,0,15,455
ET8,MC3,2023-06-30T13:45:00Z,87.65,21.1,0.09,0.966,21.3,0.17,87.7,0.933,95.9,94.7,456,0,15,0,15,455
ET8,MC3,2023-06-30T14:00:00Z,87.65,21,0.07,0.974,21.2,0.15,87.69,0.94,66.7,85,456,0,15,0,15,455
ET8,MC3,2023-06-30T14:15:00Z,87.64,21.2,0.09,0.962,21.3,0.17,87.68,0.932,62.4,82.4,456,0,15,0,15,455
ET8,MC3,2023-06-30T14:30:00Z,87.64,21.1,0.08,0.969,21.2,0.16,87.69,0.938,46,64.5,456,0,15,0,15,455
ET8,MC3,2023-06-30T14:45:00Z,87.64,21,0.07,0.971,21.1,0.15,87.68,0.941,47.4,68.8,457,0,15,0,15,455
ET8,MC3,2023-06-30T15:00:00Z,87.64,21,0.06,0.974,21.1,0.14,87.68,0.944,46.3,60.2,457,0,15,0,15,456
ET8,MC3,2023-06-30T15:15:00Z,87.63,20.9,0.04,0.984,21,0.12,87.67,0.953,41.2,57.1,457,0,15,0,15,456
ET8,MC3,2023-06-30T15:30:00Z,87.62,20.9,0.02,0.993,20.9,0.09,87.67,0.964,19.6,28.7,464,10,15,8,15,464
ET8,MC3,2023-06-30T15:45:00Z,87.63,20.8,0,1,20.7,0.05,87.68,0.979,14.5,21.4,463,15,15,15,15,461
ET8,MC3,2023-06-30T16:00:00Z,87.63,20.6,0,1,20.5,0.03,87.67,0.988,10.8,15.6,467,15,15,10,15,529
ET8,MC3,2023-06-30T16:15:00Z,87.63,20.4,0,0.999,20.3,0.02,87.68,0.994,11.5,16.7,467,15,15,15,15,552
ET8,MC3,2023-06-30T16:30:00Z,87.62,20.1,0,1,20,0.01,87.67,0.997,10.8,15.2,468,15,15,15,15,654
ET8,MC3,2023-06-30T16:45:00Z,87.63,20,0,1.001,19.9,0,87.67,0.999,7.1,10.3,469,15,15,15,15,642
ET8,MC3,2023-06-30T17:00:00Z,87.64,20,0,1,19.9,0,87.68,0.999,7.5,10.8,465,15,15,15,15,613
ET8,MC3,2023-06-30T17:15:00Z,87.65,20,0,1.001,19.9,0,87.69,0.999,7.3,10.8,469,15,15,15,15,591
ET8,MC3,2023-06-30T17:30:00Z,87.66,20,0,1,19.9,0,87.71,1,2,4.9,518,15,15,15,15,661
ET8,MC3,2023-06-30T17:45:00Z,87.67,20.1,0,1.001,20,0,87.72,0.999,0,0,548,15,15,15,15,558
ET8,MC3,2023-06-30T18:00:00Z,87.66,20.1,0,1.001,19.9,0,87.71,0.999,0,0,542,15,15,15,15,572
ET8,MC3,2023-06-30T18:15:00Z,87.71,20,0,0.999,19.8,0,87.76,1,0,0,563,15,15,15,15,657
ET8,MC3,2023-06-30T18:30:00Z,87.75,20,0,1.001,19.8,0,87.8,0.999,0,0,614,15,15,15,15,631
ET8,MC3,2023-06-30T18:45:00Z,87.74,19.9,0,1.001,19.7,0,87.79,0.999,0,0,595,15,15,15,15,598
ET8,MC3,2023-06-30T19:00:00Z,87.76,19.9,0,1.001,19.7,0,87.8,1,0,0,552,15,15,15,15,608
ET8,MC3,2023-06-30T19:15:00Z,87.78,19.9,0,1.001,19.7,0,87.84,1,0,0,579,15,15,15,15,598
ET8,MC3,2023-06-30T19:30:00Z,87.84,20,0,1.001,19.8,0,87.89,1,0,0,680,15,15,15,15,878
ET8,MC3,2023-06-30T19:45:00Z,87.88,20,0,1.001,19.8,0,87.93,0.999,0,0,656,15,15,15,15,673
ET8,MC3,2023-06-30T20:00:00Z,87.89,20,0,0.999,19.8,0,87.94,1,0,0,569,15,15,15,15,663
ET8,MC3,2023-06-30T20:15:00Z,87.9,19.8,0,1.001,19.7,0,87.95,0.999,0,0,550,15,15,15,15,695
ET8,MC3,2023-06-30T20:30:00Z,87.92,19.8,0,0.999,19.6,0,87.97,1,0,0,650,15,15,15,15,692
ET8,MC3,2023-06-30T20:45:00Z,87.96,19.3,0,1,19.2,0,88.01,1,0,0,621,15,15,15,15,700
