Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
ET8,MC3,2023-06-30T21:00:00Z,87.91,19.2,0,1,18.8,0,87.97,1.001,0,0,593,15,15,15,15,635
ET8,MC3,2023-06-30T21:15:00Z,87.9,19.9,0,1,19.1,0,87.96,1,0,0,566,15,15,15,15,556
ET8,MC3,2023-06-30T21:30:00Z,87.88,20.2,0.03,0.988,19.2,0,87.94,1,0,0,551,15,15,15,15,534
ET8,MC3,2023-06-30T21:45:00Z,87.92,19.9,0.03,0.986,19.2,0,87.97,1,0,0,552,15,15,15,15,519
ET8,MC3,2023-06-30T22:00:00Z,87.91,20.1,0.01,0.996,19.4,0,87.96,0.999,0,0,629,15,15,15,15,703
ET8,MC3,2023-06-30T22:15:00Z,87.91,20.2,0.02,0.991,19.5,0,87.96,1.001,0,0,629,15,15,15,15,729
ET8,MC3,2023-06-30T22:30:00Z,87.95,20.1,0.01,0.998,19.5,0,88,1,0,0,596,15,15,15,15,638
ET8,MC3,2023-06-30T22:45:00Z,87.94,19.8,0,1,19.4,0,87.99,1.001,0,0,611,15,15,15,15,624
ET8,MC3,2023-06-30T23:00:00Z,87.93,19.8,0,1.001,19.5,0,87.98,1.001,0,0,572,15,15,15,15,611
ET8,MC3,2023-06-30T23:15:00Z,87.91,19.8,0,1.001,19.5,0,87.96,1,0,0,587,15,15,15,15,640
ET8,MC3,2023-06-30T23:30:00Z,87.9,19.8,0,1,19.6,0,87.94,1,0,0,575,15,15,15,15,657
ET8,MC3,2023-06-30T23:45:00Z,87.86,19.9,0,0.999,19.6,0,87.91,1,0,0,561,15,15,15,15,635
ET8,MC3,2023-07-01T00:00:00Z,87.83,19.9,0,1.001,19.6,0,87.88,1,0,0,560,15,15,15,15,594
ET8,MC3,2023-07-01T00:15:00Z,87.83,19.8,0,1,19.6,0,87.88,1,0,0,564,15,15,15,15,567
ET8,MC3,2023-07-01T00:30:00Z,87.81,19.8,0,1,19.5,0,87.87,1.001,0,0,579,15,15,15,15,634
ET8,MC3,2023-07-01T00:45:00Z,87.8,19.6,0,1,19.4,0,87.85,1.001,0,0,564,15,15,15,15,569
ET8,MC3,2023-07-01T01:00:00Z,87.81,19.2,0,1,19,0,87.86,1,0,0,559,15,15,15,15,570
ET8,MC3,2023-07-01T01:15:00Z,87.83,19.1,0,1,18.9,0,87.88,1.001,0,0,544,15,15,15,15,516
ET8,MC3,2023-07-01T01:30:00Z,87.82,19.2,0,1,18.7,0,87.87,1,0,0,523,15,15,15,15,481
ET8,MC3,2023-07-01T01:45:00Z,87.81,19.5,0,1,18.7,0,87.86,1.001,0,0,511,15,15,15,15,471
ET8,MC3,2023-07-01T02:00:00Z,87.78,19.5,0.01,0.995,18.8,0,87.83,1,0,0,498,15,15,15,15,465
ET8,MC3,2023-07-01T02:15:00Z,87.79,19.4,0.03,0.988,18.7,0,87.84,1.002,0,0,498,15,15,11,15,466
ET8,MC3,2023-07-01T02:30:00Z,87.77,19.3,0.01,0.995,18.7,0,87.82,1.001,0,0,538,15,15,15,15,500
ET8,MC3,2023-07-01T02:45:00Z,87.76,19.3,0,1,18.8,0,87.81,1,0,0,537,15,15,15,15,524
ET8,MC3,2023-07-01T03:00:00Z,87.74,19.1,0,1,18.7,0,87.79,1,0,0,552,15,15,15,15,514
ET8,MC3,2023-07-01T03:15:00Z,87.73,19.2,0,1,18.8,0,87.78,1,0,0,555,15,15,15,15,550
ET8,MC3,2023-07-01T03:30:00Z,87.73,19.2,0,1.001,18.9,0,87.78,1,0,0,584,15,15,15,15,633
ET8,MC3,2023-07-01T03:45:00Z,87.74,19.1,0,1.001,18.7,0,87.79,1,0,0,578,15,15,15,15,619
ET8,MC3,2023-07-01T04:00:00Z,87.74,19.1,0,1,18.6,0,87.79,1,0,0,592,15,15,15,15,638
ET8,MC3,2023-07-01T04:15:00Z,87.73,19.2,0,1,18.7,0,87.78,1,0,0,554,15,15,15,15,607
ET8,MC3,2023-07-01T04:30:00Z,87.72,19.3,0,1,18.6,0,87.77,1.001,0,0,536,15,15,15,15,568
ET8,MC3,2023-07-01T04:45:00Z,87.7,19.2,0,1.001,18.8,0,87.75,1.001,0,0,533,15,15,15,15,563
ET8,MC3,2023-07-01T05:00:00Z,87.7,19.2,0,1.001,18.9,0,87.75,1,0,0,535,15,15,15,15,534
ET8,MC3,2023-07-01T05:15:00Z,87.73,19.1,0,0.999,18.9,0,87.78,1,0,0,546,15,15,15,15,561
ET8,MC3,2023-07-01T05:30:00Z,87.75,19.1,0,1.001,18.9,0,87.8,1,0,0,549,15,15,15,15,562
ET8,MC3,2023-07-01T05:45:00Z,87.77,18.9,0,0.999,18.7,0,87.82,1.001,0,0,568,15,15,15,15,633
ET8,MC3,2023-07-01T06:00:00Z,87.77,18.6,0,1,18.4,0,87.82,0.999,0,0,563,15,15,15,15,567
ET8,MC3,2023-07-01T06:15:00Z,87.77,18.6,0,1,18.4,0,87.82,0.998,0.4,2,574,15,15,15,15,577
ET8,MC3,2023-07-01T06:30:00Z,87.76,18.7,0,1.001,18.6,0,87.81,1,7,10.6,556,15,15,15,15,591
ET8,MC3,2023-07-01T06:45:00Z,87.76,18.9,0,1,18.6,0,87.81,0.999,10.6,15.7,551,15,15,15,15,587
ET8,MC3,2023-07-01T07:00:00Z,87.75,19,0,1,18.8,0,87.8,1,26.2,44.5,529,15,15,15,15,539
ET8,MC3,2023-07-01T07:15:00Z,87.76,19.3,0,1.001,19,0,87.81,1,30.2,59,499,15,15,15,15,483
ET8,MC3,2023-07-01T07:30:00Z,87.78,19.8,0,1,19.2,0,87.83,1,29.5,48.7,475,15,15,15,15,469
ET8,MC3,2023-07-01T07:45:00Z,87.78,20.3,0.03,0.986,19.7,0,87.83,1,32.8,50.7,468,15,15,15,15,467
ET8,MC3,2023-07-01T08:00:00Z,87.79,20.4,0.04,0.982,20,0.02,87.85,0.993,37.9,61.3,468,15,15,15,15,472
ET8,MC3,2023-07-01T08:15:00Z,87.82,20.1,0.03,0.986,19.8,0.05,87.87,0.978,37.2,78.4,466,15,15,11,15,457
ET8,MC3,2023-07-01T08:30:00Z,87.8,20.2,0.03,0.986,19.9,0.07,87.85,0.972,46.7,102.9,464,15,15,0,15,456
ET8,MC3,2023-07-01T08:45:00Z,87.79,20.7,0.08,0.965,20.4,0.11,87.84,0.954,84.8,191,463,12,15,0,15,455
ET8,MC3,2023-07-01T09:00:00Z,87.81,20.4,0.11,0.953,20.3,0.13,87.85,0.945,52.6,71.2,460,15,15,0,15,455
ET8,MC3,2023-07-01T09:15:00Z,87.81,20.6,0.09,0.962,20.2,0.08,87.85,0.965,76.9,85.5,458,3,15,0,15,455
ET8,MC3,2023-07-01T09:30:00Z,87.82,21,0.14,0.944,21,0.15,87.86,0.938,142.8,125.8,461,2,15,0,15,454
ET8,MC3,2023-07-01T09:45:00Z,87.85,21,0.13,0.946,21.2,0.18,87.9,0.928,62.1,100.2,457,3,15,0,15,455
ET8,MC3,2023-07-01T10:00:00Z,87.88,20.8,0.08,0.967,20.8,0.13,87.93,0.947,50.2,76.2,458,0,15,0,15,455
ET8,MC3,2023-07-01T10:15:00Z,87.9,20.4,0.05,0.98,20.3,0.09,87.95,0.961,34.2,56.8,458,0,15,4,15,456
ET8,MC3,2023-07-01T10:30:00Z,87.91,20.2,0.03,0.987,20,0.07,87.96,0.968,28,42.3,461,3,15,9,15,494
ET8,MC3,2023-07-01T10:45:00Z,87.91,20,0.01,0.997,19.8,0.04,87.96,0.981,35.2,54.4,461,15,15,15,15,502
ET8,MC3,2023-07-01T11:00:00Z,87.9,19.8,0,1,19.8,0.05,87.95,0.979,25.6,39.6,463,15,15,15,15,491
ET8,MC3,2023-07-01T11:15:00Z,87.9,19.7,0,1,19.7,0.05,87.95,0.976,53.3,80,462,15,15,15,15,484
ET8,MC3,2023-07-01T11:30:00Z,87.89,20.1,0,0.999,20.2,0.07,87.94,0.969,72.5,108.9,457,3,15,8,15,455
ET8,MC3,2023-07-01T11:45:00Z,87.88,20.4,0.04,0.982,20.8,0.13,87.93,0.946,62.8,89.4,456,0,15,0,15,455
ET8,MC3,2023-07-01T12:00:00Z,87.87,20.6,0.11,0.955,20.8,0.18,87.91,0.927,67.4,91.4,456,0,15,0,15,455
ET8,MC3,2023-07-01T12:15:00Z,87.83,21,0.13,0.946,21.3,0.2,87.88,0.92,86.1,149.6,454,0,15,0,15,454
ET8,MC3,2023-07-01T12:30:00Z,87.81,21.6,0.18,0.93,22.1,0.28,87.85,0.896,88.4,111.5,454,0,15,0,15,454
ET8,MC3,2023-07-01T12:45:00Z,87.8,21.6,0.19,0.925,21.9,0.27,87.85,0.897,64.5,90.1,455,0,15,0,15,454
ET8,MC3,2023-07-01T13:00:00Z,87.82,21.6,0.17,0.936,21.7,0.23,87.86,0.912,33.7,51.6,455,0,15,0,15,454
ET8,MC3,2023-07-01T13:15:00Z,87.78,21.2,0.15,0.939,21.4,0.22,87.82,0.914,45.4,66.3,455,0,15,0,15,454
ET8,MC3,2023-07-01T13:30:00Z,87.74,21.3,0.15,0.941,21.3,0.2,87.79,0.92,40.5,63.2,455,0,15,0,15,454
ET8,MC3,2023-07-01T13:45:00Z,87.76,21.4,0.15,0.941,21.4,0.2,87.81,0.921,26.4,38.5,456,0,15,0,15,454
ET8,MC3,2023-07-01T14:00:00Z,87.77,21.3,0.12,0.955,21.2,0.16,87.82,0.937,14.5,19.4,457,0,15,0,15,455
ET8,MC3,2023-07-01T14:15:00Z,87.78,21,0.08,0.967,20.8,0.12,87.83,0.95,0.4,2,459,0,15,0,15,457
ET8,MC3,2023-07-01T14:30:00Z,87.8,20.1,0.02,0.991,19.8,0.05,87.85,0.978,0,0,479,14,15,14,15,560
ET8,MC3,2023-07-01T14:45:00Z,87.83,19,0,1,18.9,0.04,87.88,0.981,0,0,676,15,15,15,15,740
ET8,MC3,2023-07-01T15:00:00Z,87.84,18.5,0,1,18.3,0.02,87.89,0.988,0,0,573,15,15,15,15,661
ET8,MC3,2023-07-01T15:15:00Z,87.84,18.2,0,1,18,0.01,87.89,0.997,0,0,634,15,15,15,15,804
ET8,MC3,2023-07-01T15:30:00Z,87.81,18.1,0,1,17.9,0,87.86,1,0,0,573,15,15,15,15,673
ET8,MC3,2023-07-01T15:45:00Z,87.78,18.3,0,1.001,17.9,0,87.83,0.999,0,0,594,15,15,15,15,652
ET8,MC3,2023-07-01T16:00:00Z,87.79,18.5,0,1,18.1,0,87.84,1.001,0,0,580,15,15,15,15,675
ET8,MC3,2023-07-01T16:15:00Z,87.81,18.6,0,0.999,18.2,0,87.86,1.001,0,0,596,15,15,15,15,694
ET8,MC3,2023-07-01T16:30:00Z,87.82,18.6,0,1,18.3,0,87.87,1,0,0,610,15,15,15,15,706
ET8,MC3,2023-07-01T16:45:00Z,87.82,18.6,0,1,18.3,0,87.87,1,0,0,607,15,15,15,15,783
ET8,MC3,2023-07-01T17:00:00Z,87.83,18.8,0,1,18.4,0,87.88,0.999,0,0,599,15,15,15,15,673
ET8,MC3,2023-07-01T17:15:00Z,87.85,18.8,0,1,18.5,0,87.9,1.001,0,0,682,15,15,15,15,777
ET8,MC3,2023-07-01T17:30:00Z,87.86,18.8,0,0.999,18.4,0,87.91,1,0,0,623,15,15,15,15,696
ET8,MC3,2023-07-01T17:45:00Z,87.86,18.9,0,1,18.3,0,87.91,1,0,0,575,15,15,15,15,666
ET8,MC3,2023-07-01T18:00:00Z,87.87,19.1,0.02,0.992,18.2,0,87.92,1,0,0,582,15,15,15,15,595
ET8,MC3,2023-07-01T18:15:00Z,87.88,19.1,0.04,0.984,18.2,0,87.93,1,0,0,559,15,15,15,15,625
ET8,MC3,2023-07-01T18:30:00Z,87.89,19.1,0.02,0.991,18.3,0,87.95,0.999,0,0,548,15,15,15,15,637
ET8,MC3,2023-07-01T18:45:00Z,87.9,19.1,0.01,0.996,18.4,0,87.96,1,0,0,542,15,15,15,15,607
ET8,MC3,2023-07-01T19:00:00Z,87.93,19.1,0.01,0.995,18.4,0,87.98,0.999,0,0,537,15,15,15,15,522
ET8,MC3,2023-07-01T19:15:00Z,87.95,19.2,0.02,0.992,18.5,0,88,0.999,0,0,537,15,15,15,15,496
ET8,MC3,2023-07-01T19:30:00Z,87.95,19.2,0.02,0.99,18.5,0,88,1,0,0,526,15,15,15,15,510
ET8,MC3,2023-07-01T19:45:00Z,87.95,19.3,0.02,0.992,18.6,0,88,0.999,0,0,525,15,15,15,15,526
ET8,MC3,2023-07-01T20:00:00Z,87.96,19,0,0.999,18.6,0,88.01,1,0,0,528,15,15,15,15,522
ET8,MC3,2023-07-01T20:15:00Z,87.96,19,0,1,18.5,0,88.01,0.999,0,0,538,15,15,15,15,560
ET8,MC3,2023-07-01T20:30:00Z,87.96,19.1,0,1.001,18.6,0,88.01,1,0,0,533,15,15,15,15,564
ET8,MC3,2023-07-01T20:45:00Z,87.95,19.1,0,0.999,18.6,0,88,0.999,0,0,524,15,15,15,15,543
ET8,MC3,2023-07-01T21:00:00Z,87.93,19.2,0,1,18.6,0,87.98,1.001,0,0,504,15,15,15,15,542
ET8,MC3,2023-07-01T21:15:00Z,87.91,19.7,0.04,0.981,18.6,0,87.96,1,0,0,469,15,15,15,15,494
ET8,MC3,2023-07-01T21:30:00Z,87.9,19.8,0.2,0.915,18.4,0.02,87.96,0.988,0,0,459,9,15,15,15,474
ET8,MC3,2023-07-01T21:45:00Z,87.89,19.7,0.28,0.878,18.2,0.11,87.94,0.947,0,0,456,0,15,15,15,463
ET8,MC3,2023-07-01T22:00:00Z,87.88,19.3,0.24,0.893,18,0.11,87.93,0.944,0,0,456,0,15,13,15,457
ET8,MC3,2023-07-01T22:15:00Z,87.87,19,0.22,0.902,17.8,0.11,87.92,0.946,0,0,456,0,15,0,15,455
ET8,MC3,2023-07-01T22:30:00Z,87.86,19.7,0.37,0.84,18.3,0.22,87.91,0.898,0,0,453,0,15,0,15,453
ET8,MC3,2023-07-01T22:45:00Z,87.84,20.2,0.49,0.794,18.9,0.33,87.89,0.846,0,0,452,0,15,0,15,453
ET8,MC3,2023-07-01T23:00:00Z,87.83,20.3,0.53,0.777,19.5,0.45,87.87,0.8,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-01T23:15:00Z,87.81,20.6,0.61,0.748,20,0.55,87.86,0.766,0,0,451,0,15,0,15,452
ET8,MC3,2023-07-01T23:30:00Z,87.8,21,0.68,0.725,20.1,0.56,87.85,0.763,0,0,451,0,15,0,15,452
ET8,MC3,2023-07-01T23:45:00Z,87.79,21.1,0.7,0.718,20.2,0.57,87.84,0.759,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T00:00:00Z,87.78,21,0.7,0.717,20.2,0.57,87.83,0.759,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T00:15:00Z,87.77,21.8,0.82,0.684,20.6,0.63,87.81,0.74,0,0,450,0,15,0,15,451
ET8,MC3,2023-07-02T00:30:00Z,87.76,21.8,0.82,0.688,20.8,0.63,87.8,0.742,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T00:45:00Z,87.78,21.1,0.66,0.736,20.2,0.53,87.82,0.775,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T01:00:00Z,87.79,20.4,0.54,0.775,19.8,0.46,87.83,0.801,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T01:15:00Z,87.8,20.2,0.5,0.787,19.4,0.41,87.84,0.819,0,0,453,0,15,0,15,452
ET8,MC3,2023-07-02T01:30:00Z,87.8,20,0.48,0.794,19.2,0.39,87.84,0.825,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T01:45:00Z,87.78,19.8,0.46,0.801,19.2,0.38,87.82,0.829,0,0,458,2,15,0,15,452
ET8,MC3,2023-07-02T02:00:00Z,87.75,19.7,0.44,0.807,18.9,0.35,87.79,0.839,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T02:15:00Z,87.72,20.3,0.55,0.768,19.3,0.43,87.76,0.81,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T02:30:00Z,87.72,20.6,0.62,0.746,19.8,0.51,87.76,0.779,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T02:45:00Z,87.72,20.6,0.62,0.744,20,0.57,87.76,0.756,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T03:00:00Z,87.72,20.1,0.54,0.769,19.9,0.53,87.76,0.774,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T03:15:00Z,87.73,19.4,0.44,0.802,19.1,0.43,87.77,0.808,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T03:30:00Z,87.73,19.6,0.48,0.788,18.8,0.41,87.77,0.81,0,0,451,0,15,0,15,452
ET8,MC3,2023-07-02T03:45:00Z,87.73,20.4,0.6,0.75,19.4,0.48,87.77,0.785,0,0,451,0,15,0,15,451
ET8,MC3,2023-07-02T04:00:00Z,87.74,20.4,0.57,0.76,19.6,0.48,87.78,0.789,0,0,451,0,15,0,15,452
ET8,MC3,2023-07-02T04:15:00Z,87.74,19.7,0.48,0.791,19.2,0.42,87.78,0.812,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T04:30:00Z,87.75,19.4,0.43,0.808,18.7,0.38,87.79,0.824,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T04:45:00Z,87.77,19.4,0.42,0.813,18.8,0.37,87.81,0.83,0,0,452,0,15,0,15,452
ET8,MC3,2023-07-02T05:00:00Z,87.78,18.8,0.34,0.846,18.3,0.3,87.82,0.859,0,0,454,0,15,0,15,453
ET8,MC3,2023-07-02T05:15:00Z,87.8,18.3,0.24,0.887,17.8,0.19,87.84,0.905,0,0,456,0,15,0,15,454
ET8,MC3,2023-07-02T05:30:00Z,87.79,18.1,0.16,0.922,17.6,0.14,87.83,0.932,0,0,455,0,15,0,15,454
ET8,MC3,2023-07-02T05:45:00Z,87.81,17.8,0.14,0.933,17.4,0.13,87.85,0.933,0,0.4,455,0,15,0,15,454
ET8,MC3,2023-07-02T06:00:00Z,87.82,17.8,0.12,0.941,17.3,0.12,87.86,0.942,7,12.8,455,0,15,0,15,454
ET8,MC3,2023-07-02T06:15:00Z,87.83,18,0.09,0.958,17.5,0.09,87.88,0.955,4.2,10.6,456,0,15,0,15,454
ET8,MC3,2023-07-02T06:30:00Z,87.84,18,0.07,0.965,17.7,0.09,87.88,0.955,8.6,19.4,455,0,15,0,15,454
ET8,MC3,2023-07-02T06:45:00Z,87.85,18.3,0.1,0.952,17.9,0.13,87.89,0.938,10.3,19.4,455,0,15,0,15,454
ET8,MC3,2023-07-02T07:00:00Z,87.87,18.6,0.15,0.931,18.2,0.15,87.91,0.926,13.2,27.3,454,0,15,0,15,453
ET8,MC3,2023-07-02T07:15:00Z,87.88,19.2,0.18,0.918,18.8,0.18,87.92,0.917,20.1,35.9,454,0,15,0,15,453
ET8,MC3,2023-07-02T07:30:00Z,87.88,19.4,0.21,0.905,19.2,0.23,87.92,0.898,29.7,44.5,454,0,15,0,15,453
ET8,MC3,2023-07-02T07:45:00Z,87.9,19.5,0.19,0.915,19.4,0.22,87.94,0.902,30.6,45.6,454,0,15,0,15,453
ET8,MC3,2023-07-02T08:00:00Z,87.92,19.5,0.16,0.93,19.5,0.2,87.96,0.91,31.7,51.6,454,0,15,0,15,453
ET8,MC3,2023-07-02T08:15:00Z,87.94,19.7,0.15,0.936,19.8,0.19,87.98,0.916,35.9,57.7,454,0,15,0,15,454
ET8,MC3,2023-07-02T08:30:00Z,87.95,19.7,0.13,0.945,19.9,0.19,87.99,0.917,47.4,73.6,454,0,15,0,15,453
ET8,MC3,2023-07-02T08:45:00Z,87.96,19.8,0.15,0.937,20.2,0.22,88,0.906,45.6,65,454,0,15,0,15,453
ET8,MC3,2023-07-02T09:00:00Z,87.97,20,0.16,0.929,20.3,0.24,88.01,0.899,51.8,74.3,453,0,15,0,15,453
ET8,MC3,2023-07-02T09:15:00Z,87.98,20.2,0.21,0.912,20.5,0.28,88.02,0.884,76.9,88.8,453,0,15,0,15,453
ET8,MC3,2023-07-02T09:30:00Z,87.99,20.4,0.23,0.906,20.7,0.29,88.04,0.88,50.7,79.5,453,0,15,0,15,453
ET8,MC3,2023-07-02T09:45:00Z,87.98,20.6,0.24,0.903,20.8,0.29,88.03,0.882,39.4,63.5,453,0,15,0,15,453
ET8,MC3,2023-07-02T10:00:00Z,87.98,20.8,0.26,0.895,21,0.3,88.03,0.878,41.6,61.3,453,0,15,0,15,453
ET8,MC3,2023-07-02T10:15:00Z,87.99,21,0.24,0.904,21.1,0.28,88.04,0.887,45,62.4,454,0,15,0,15,453
ET8,MC3,2023-07-02T10:30:00Z,88,21.1,0.17,0.933,21.1,0.22,88.04,0.913,51.3,76.9,454,0,15,0,15,453
ET8,MC3,2023-07-02T10:45:00Z,88,21,0.17,0.931,21.1,0.25,88.04,0.902,49.6,70.9,454,0,15,0,15,453
ET8,MC3,2023-07-02T11:00:00Z,88,20.9,0.16,0.935,21.1,0.23,88.04,0.907,32.8,48,454,0,15,0,15,454
ET8,MC3,2023-07-02T11:15:00Z,87.99,20.7,0.13,0.946,20.9,0.21,88.03,0.915,39.6,59.5,454,0,15,0,15,454
ET8,MC3,2023-07-02T11:30:00Z,87.98,20.9,0.12,0.952,20.9,0.18,88.02,0.926,43.2,64.6,454,0,15,0,15,454
ET8,MC3,2023-07-02T11:45:00Z,87.96,21,0.11,0.956,21.2,0.19,88.01,0.924,41.6,66.3,454,0,15,0,15,453
ET8,MC3,2023-07-02T12:00:00Z,87.94,21.3,0.14,0.945,21.5,0.23,87.98,0.909,91.7,117.9,454,0,15,0,15,453
ET8,MC3,2023-07-02T12:15:00Z,87.9,22,0.2,0.923,22.4,0.32,87.94,0.884,68.1,90.5,454,0,15,0,15,453
ET8,MC3,2023-07-02T12:30:00Z,87.91,21.2,0.16,0.936,21.4,0.24,87.96,0.907,31.3,48,455,0,15,0,15,454
ET8,MC3,2023-07-02T12:45:00Z,87.91,20.7,0.13,0.949,20.7,0.19,87.95,0.923,35.3,54.9,455,0,15,0,15,458
ET8,MC3,2023-07-02T13:00:00Z,87.89,20.7,0.11,0.954,20.7,0.17,87.93,0.929,54.4,65.2,455,0,15,1,15,454
ET8,MC3,2023-07-02T13:15:00Z,87.88,20.8,0.11,0.956,20.8,0.17,87.93,0.931,23.8,35.3,455,0,15,0,15,454
ET8,MC3,2023-07-02T13:30:00Z,87.86,20.8,0.12,0.953,20.8,0.18,87.9,0.927,24.4,33.5,455,0,15,0,15,454
ET8,MC3,2023-07-02T13:45:00Z,87.84,20.8,0.1,0.959,20.8,0.16,87.88,0.935,19.4,27.8,456,0,15,0,15,454
ET8,MC3,2023-07-02T14:00:00Z,87.84,20.6,0.09,0.962,20.5,0.15,87.88,0.94,16.7,25.1,456,0,15,0,15,454
ET8,MC3,2023-07-02T14:15:00Z,87.82,20.6,0.08,0.968,20.5,0.13,87.87,0.948,15.2,23.3,461,1,15,0,15,457
ET8,MC3,2023-07-02T14:30:00Z,87.82,20.6,0.07,0.973,20.5,0.12,87.86,0.951,10.1,15,500,15,15,0,15,456
ET8,MC3,2023-07-02T14:45:00Z,87.8,20.5,0.06,0.977,20.3,0.09,87.85,0.962,11,17.6,518,15,15,0,15,457
ET8,MC3,2023-07-02T15:00:00Z,87.78,20.5,0.04,0.982,20.2,0.08,87.83,0.966,16.8,24.7,592,15,15,14,15,571
ET8,MC3,2023-07-02T15:15:00Z,87.76,20.4,0.03,0.989,20.2,0.06,87.81,0.974,17,24.4,537,15,15,15,15,563
ET8,MC3,2023-07-02T15:30:00Z,87.77,20.4,0.02,0.993,20.2,0.06,87.82,0.974,24.5,34.2,514,15,15,15,15,547
ET8,MC3,2023-07-02T15:45:00Z,87.77,20.5,0.02,0.993,20.4,0.06,87.82,0.974,30.2,43.2,498,15,15,15,15,519
ET8,MC3,2023-07-02T16:00:00Z,87.77,20.5,0.05,0.981,20.5,0.11,87.82,0.956,29.3,38.6,478,15,15,15,15,487
ET8,MC3,2023-07-02T16:15:00Z,87.77,20.9,0.05,0.978,20.8,0.11,87.81,0.955,73.8,51.6,470,15,15,15,15,473
ET8,MC3,2023-07-02T16:30:00Z,87.77,21,0.06,0.975,21.2,0.15,87.82,0.942,79.5,53.1,467,15,15,10,15,456
ET8,MC3,2023-07-02T16:45:00Z,87.78,21,0.08,0.967,21,0.15,87.83,0.938,19.4,26.4,494,15,15,0,15,455
ET8,MC3,2023-07-02T17:00:00Z,87.79,20.9,0.07,0.973,20.7,0.11,87.83,0.955,10.1,13.7,502,15,15,0,15,456
ET8,MC3,2023-07-02T17:15:00Z,87.79,20.8,0.05,0.981,20.6,0.08,87.84,0.965,0.9,5.9,531,15,15,5,15,506
ET8,MC3,2023-07-02T17:30:00Z,87.8,20.6,0.03,0.987,20.4,0.07,87.84,0.972,0.9,2.4,535,15,15,15,15,499
ET8,MC3,2023-07-02T17:45:00Z,87.83,20,0.02,0.992,20,0.07,87.88,0.969,0,0,517,15,15,15,15,485
ET8,MC3,2023-07-02T18:00:00Z,87.85,19.7,0.03,0.988,19.6,0.08,87.9,0.966,0,0,566,15,15,15,15,476
ET8,MC3,2023-07-02T18:15:00Z,87.87,19.5,0.04,0.984,19.2,0.07,87.92,0.97,0,0,560,15,15,15,15,595
ET8,MC3,2023-07-02T18:30:00Z,87.9,19.5,0.03,0.989,19,0.04,87.95,0.98,0,0,543,15,15,15,15,573
ET8,MC3,2023-07-02T18:45:00Z,87.92,19.5,0.01,0.996,19.1,0.03,87.97,0.989,0,0,531,15,15,15,15,554
ET8,MC3,2023-07-02T19:00:00Z,87.92,19.5,0,0.999,19.1,0.01,87.97,0.994,0,0,522,15,15,15,15,548
ET8,MC3,2023-07-02T19:15:00Z,87.93,19.4,0,1.001,19,0.01,87.97,0.994,0,0,506,15,15,15,15,534
ET8,MC3,2023-07-02T19:30:00Z,87.93,19.4,0,0.999,19,0.02,87.98,0.991,0,0,491,15,15,15,15,520
ET8,MC3,2023-07-02T19:45:00Z,87.95,19.4,0.03,0.988,19,0.05,88,0.978,0,0,480,15,15,15,15,507
ET8,MC3,2023-07-02T20:00:00Z,87.96,19.6,0.07,0.969,19.1,0.08,88.01,0.962,0,0,471,15,15,15,15,501
ET8,MC3,2023-07-02T20:15:00Z,87.96,20,0.14,0.941,19.5,0.14,88.01,0.938,0,0,468,15,15,15,15,495
ET8,MC3,2023-07-02T20:30:00Z,87.97,20.2,0.18,0.923,19.6,0.16,88.02,0.93,0,0,465,15,15,15,15,482
ET8,MC3,2023-07-02T20:45:00Z,87.99,20,0.19,0.918,19.5,0.18,88.04,0.921,0,0,463,15,15,15,15,474
ET8,MC3,2023-07-02T21:00:00Z,88,19.8,0.21,0.908,19.3,0.2,88.05,0.913,0,0,456,7,15,13,15,459
ET8,MC3,2023-07-02T21:15:00Z,88.01,20.2,0.3,0.872,19.5,0.26,88.05,0.885,0,0,454,0,15,0,15,454
ET8,MC3,2023-07-02T21:30:00Z,88.01,20,0.27,0.883,19.5,0.25,88.05,0.889,0,0,454,0,15,0,15,454
ET8,MC3,2023-07-02T21:45:00Z,88.01,19.8,0.27,0.884,19.4,0.25,88.06,0.888,0,0,454,0,15,0,15,454
ET8,MC3,2023-07-02T22:00:00Z,88.02,19.6,0.24,0.893,19.2,0.24,88.06,0.894,0,0,454,0,15,0,15,454
