Tree,MC,Timestamp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port5_Temp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port1_Solar,Port3_LW_minutes,Port3_LW_minutes_H,Port3_LWS_Count,Port4_Solar,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
ET4,MC3,2023-09-19T09:45:00Z,87.91,0.18,20.6,0.924,20.5,0.896,0.25,87.9,348.8,14,0,449,58.6,455,0,15
ET4,MC3,2023-09-19T10:00:00Z,87.9,0.21,20.8,0.914,20.8,0.885,0.28,87.89,124,14,0,452,46.9,455,0,15
ET4,MC3,2023-09-19T10:15:00Z,87.9,0.2,20.7,0.917,20.8,0.883,0.29,87.88,76.7,15,0,453,36.8,455,0,15
ET4,MC3,2023-09-19T10:30:00Z,87.89,0.22,21,0.911,21,0.881,0.3,87.87,77.3,15,0,452,41.7,454,0,15
ET4,MC3,2023-09-19T10:45:00Z,87.89,0.22,20.8,0.909,20.8,0.876,0.3,87.88,78,15,0,453,41,455,0,15
ET4,MC3,2023-09-19T11:00:00Z,87.89,0.22,21,0.913,21,0.88,0.3,87.88,69.8,15,0,453,38.5,455,0,15
ET4,MC3,2023-09-19T11:15:00Z,87.89,0.17,20.7,0.93,20.8,0.897,0.25,87.88,60.6,15,0,453,32.6,455,0,15
ET4,MC3,2023-09-19T11:30:00Z,87.87,0.19,21.2,0.925,21.1,0.896,0.26,87.86,78.6,15,0,453,41.6,455,0,15
ET4,MC3,2023-09-19T11:45:00Z,87.85,0.15,21,0.939,20.9,0.908,0.23,87.84,79.7,15,0,454,42.1,456,0,15
ET4,MC3,2023-09-19T12:00:00Z,87.82,0.13,20.8,0.946,20.8,0.913,0.21,87.81,114.4,15,0,453,59,455,0,15
ET4,MC3,2023-09-19T12:15:00Z,87.8,0.18,21.2,0.929,21.1,0.899,0.25,87.79,78.6,15,0,453,39.2,455,0,15
ET4,MC3,2023-09-19T12:30:00Z,87.78,0.21,21.2,0.915,21.2,0.884,0.29,87.77,96.3,15,0,453,49.1,454,0,15
ET4,MC3,2023-09-19T12:45:00Z,87.74,0.26,21.7,0.9,21.7,0.868,0.34,87.73,78.9,15,0,452,40.3,454,0,15
ET4,MC3,2023-09-19T13:00:00Z,87.74,0.23,21.7,0.912,21.6,0.882,0.3,87.72,103.5,15,0,452,49.8,454,0,15
ET4,MC3,2023-09-19T13:15:00Z,87.71,0.21,21.2,0.919,21.3,0.885,0.29,87.7,121.6,15,0,452,46.7,454,0,15
ET4,MC3,2023-09-19T13:30:00Z,87.68,0.24,21.7,0.908,21.6,0.878,0.31,87.66,105.1,15,0,453,27.5,455,0,15
ET4,MC3,2023-09-19T13:45:00Z,87.68,0.11,20.6,0.953,20.6,0.919,0.2,87.66,16.8,15,0,455,9.9,457,0,15
ET4,MC3,2023-09-19T14:00:00Z,87.69,0.04,20.1,0.982,20.1,0.951,0.11,87.68,9.5,15,0,456,3.8,457,0,15
ET4,MC3,2023-09-19T14:15:00Z,87.7,0.03,19.9,0.987,19.9,0.956,0.1,87.69,7.5,15,0,456,0.4,457,0,15
ET4,MC3,2023-09-19T14:30:00Z,87.71,0.02,19.8,0.993,19.9,0.962,0.09,87.69,5.9,15,0,456,0,458,0,15
ET4,MC3,2023-09-19T14:45:00Z,87.72,0.02,19.8,0.991,19.9,0.962,0.09,87.7,9.5,15,0,457,4.8,461,1,15
ET4,MC3,2023-09-19T15:00:00Z,87.72,0.02,19.9,0.991,20,0.96,0.09,87.7,8.8,15,7,604,3.5,476,15,15
ET4,MC3,2023-09-19T15:15:00Z,87.72,0.02,19.8,0.992,19.9,0.961,0.09,87.7,0.7,15,15,899,0,808,15,15
ET4,MC3,2023-09-19T15:30:00Z,87.72,0,19.6,0.998,19.6,0.968,0.07,87.7,4.4,15,15,774,0,688,15,15
ET4,MC3,2023-09-19T15:45:00Z,87.73,0,19.2,1,19.2,0.976,0.05,87.71,6,15,15,861,0,768,15,15
ET4,MC3,2023-09-19T16:00:00Z,87.73,0,19.1,1,19.1,0.979,0.05,87.71,7.9,15,15,806,2.6,738,15,15
ET4,MC3,2023-09-19T16:15:00Z,87.72,0,19.2,1,19.2,0.981,0.04,87.7,9.9,15,15,644,5.7,641,15,15
ET4,MC3,2023-09-19T16:30:00Z,87.73,0,19.2,1,19.3,0.983,0.04,87.72,7.1,15,15,614,0,629,15,15
ET4,MC3,2023-09-19T16:45:00Z,87.74,0,19.3,0.999,19.3,0.983,0.04,87.72,2.7,15,15,594,0,637,15,15
ET4,MC3,2023-09-19T17:00:00Z,87.76,0,19.2,1.001,19.3,0.984,0.04,87.74,0,15,15,588,0,605,15,15
ET4,MC3,2023-09-19T17:15:00Z,87.78,0,19.2,0.999,19.3,0.988,0.03,87.76,0,15,15,581,0,588,15,15
ET4,MC3,2023-09-19T17:30:00Z,87.8,0,19.2,1.001,19.3,0.986,0.03,87.79,0,15,15,575,0,565,15,15
ET4,MC3,2023-09-19T17:45:00Z,87.81,0,19.2,1,19.2,0.986,0.03,87.79,0,15,15,591,0,552,15,15
ET4,MC3,2023-09-19T18:00:00Z,87.83,0,19.2,1,19.2,0.987,0.03,87.81,0,15,15,574,0,556,15,15
ET4,MC3,2023-09-19T18:15:00Z,87.83,0,19.1,1,19.2,0.99,0.02,87.81,0,15,15,564,0,557,15,15
ET4,MC3,2023-09-19T18:30:00Z,87.85,0,19.1,1,19.1,0.992,0.02,87.83,0,15,15,655,0,564,15,15
ET4,MC3,2023-09-19T18:45:00Z,87.87,0,19,1,19,0.995,0.01,87.85,0,15,15,860,0,588,15,15
ET4,MC3,2023-09-19T19:00:00Z,87.87,0,18.9,1.001,18.9,0.996,0.01,87.85,0,15,15,748,0,630,15,15
ET4,MC3,2023-09-19T19:15:00Z,87.88,0,18.8,1,18.8,0.997,0.01,87.87,0,15,15,756,0,616,15,15
ET4,MC3,2023-09-19T19:30:00Z,87.9,0,18.7,1,18.7,0.999,0,87.88,0,15,15,793,0,635,15,15
ET4,MC3,2023-09-19T19:45:00Z,87.92,0,18.6,1,18.6,0.999,0,87.9,0,15,15,837,0,666,15,15
ET4,MC3,2023-09-19T20:00:00Z,87.93,0,18.6,1,18.6,0.999,0,87.91,0,15,15,797,0,667,15,15
ET4,MC3,2023-09-19T20:15:00Z,87.95,0,18.5,1,18.6,0.994,0.01,87.93,0,15,15,845,0,667,15,15
ET4,MC3,2023-09-19T20:30:00Z,87.96,0,18.2,1,18.3,0.989,0.02,87.94,0,15,15,825,0,665,15,15
ET4,MC3,2023-09-19T20:45:00Z,87.97,0,18.2,1,18.4,0.984,0.03,87.95,0,15,15,840,0,654,15,15
ET4,MC3,2023-09-19T21:00:00Z,87.98,0,18.3,1,18.4,0.977,0.05,87.96,0,15,15,797,0,645,15,15
ET4,MC3,2023-09-19T21:15:00Z,87.99,0,18.4,0.999,18.5,0.971,0.06,87.98,0,15,15,816,0,640,15,15
ET4,MC3,2023-09-19T21:30:00Z,88,0,18.4,1,18.5,0.972,0.06,87.98,0,15,15,819,0,641,15,15
ET4,MC3,2023-09-19T21:45:00Z,88,0,18.3,1,18.4,0.984,0.03,87.98,0,15,15,787,0,651,15,15
ET4,MC3,2023-09-19T22:00:00Z,88,0,18.4,1.001,18.4,0.991,0.02,87.98,0,15,15,760,0,630,15,15
ET4,MC3,2023-09-19T22:15:00Z,87.98,0,18.4,1,18.4,0.992,0.02,87.96,0,15,15,731,0,630,15,15
ET4,MC3,2023-09-19T22:30:00Z,87.96,0,18.4,0.999,18.4,0.988,0.03,87.94,0,15,15,613,0,602,15,15
ET4,MC3,2023-09-19T22:45:00Z,87.94,0,18.6,0.999,18.6,0.974,0.06,87.92,0,15,15,569,0,572,15,15
ET4,MC3,2023-09-19T23:00:00Z,87.94,0.01,18.6,0.994,18.6,0.964,0.08,87.92,0,15,15,560,0,544,15,15
ET4,MC3,2023-09-19T23:15:00Z,87.92,0.03,18.6,0.986,18.7,0.954,0.1,87.9,0,15,15,550,0,517,15,15
ET4,MC3,2023-09-19T23:30:00Z,87.89,0.07,18.8,0.969,18.8,0.937,0.14,87.87,0,15,15,539,0,500,15,15
ET4,MC3,2023-09-19T23:45:00Z,87.88,0.1,19,0.956,19.1,0.923,0.17,87.87,0,15,15,530,0,486,15,15
ET4,MC3,2023-09-20T00:00:00Z,87.86,0.12,19.3,0.946,19.3,0.915,0.19,87.84,0,15,15,521,0,472,15,15
ET4,MC3,2023-09-20T00:15:00Z,87.85,0.15,19.6,0.936,19.7,0.904,0.22,87.83,0,15,15,504,0,463,15,15
ET4,MC3,2023-09-20T00:30:00Z,87.84,0.16,19.8,0.931,19.8,0.898,0.24,87.82,0,15,13,458,0,457,5,15
ET4,MC3,2023-09-20T00:45:00Z,87.82,0.18,19.8,0.924,19.9,0.889,0.26,87.8,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T01:00:00Z,87.8,0.15,19.6,0.934,19.6,0.903,0.22,87.78,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T01:15:00Z,87.79,0.14,19.5,0.94,19.5,0.909,0.2,87.77,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T01:30:00Z,87.76,0.18,19.7,0.921,19.8,0.887,0.26,87.75,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T01:45:00Z,87.74,0.21,19.8,0.91,19.9,0.876,0.29,87.73,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T02:00:00Z,87.73,0.21,19.8,0.908,19.9,0.874,0.29,87.71,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T02:15:00Z,87.72,0.17,19.5,0.927,19.5,0.893,0.24,87.7,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T02:30:00Z,87.71,0.12,19.2,0.944,19.2,0.911,0.2,87.69,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T02:45:00Z,87.7,0.1,19.1,0.955,19,0.923,0.17,87.69,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T03:00:00Z,87.68,0.12,19.1,0.946,19.2,0.913,0.19,87.66,0,15,0,456,0,456,0,15
ET4,MC3,2023-09-20T03:15:00Z,87.66,0.16,19.4,0.93,19.4,0.897,0.23,87.64,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T03:30:00Z,87.66,0.17,19.4,0.927,19.5,0.893,0.24,87.64,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T03:45:00Z,87.68,0.16,19.4,0.927,19.5,0.894,0.24,87.66,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T04:00:00Z,87.69,0.15,19.3,0.934,19.3,0.9,0.22,87.68,0,15,0,456,0,456,0,15
ET4,MC3,2023-09-20T04:15:00Z,87.68,0.14,19.2,0.935,19.2,0.902,0.22,87.66,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T04:30:00Z,87.69,0.17,19.2,0.925,19.2,0.892,0.24,87.67,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T04:45:00Z,87.71,0.18,19.2,0.919,19.2,0.885,0.26,87.69,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T05:00:00Z,87.7,0.2,19.4,0.913,19.4,0.88,0.27,87.69,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T05:15:00Z,87.7,0.18,19.1,0.918,19.2,0.883,0.26,87.68,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T05:30:00Z,87.7,0.2,19.1,0.909,19.2,0.875,0.28,87.68,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-20T05:45:00Z,87.7,0.26,19.5,0.884,19.6,0.85,0.34,87.69,0,15,0,454,0,455,0,15
ET4,MC3,2023-09-20T06:00:00Z,87.74,0.32,19.8,0.864,19.9,0.83,0.39,87.72,8.2,15,0,453,5.1,454,0,15
ET4,MC3,2023-09-20T06:15:00Z,87.76,0.33,20.2,0.859,20.2,0.824,0.42,87.74,20.9,15,0,453,17.2,454,0,15
ET4,MC3,2023-09-20T06:30:00Z,87.8,0.28,20.2,0.88,20.3,0.847,0.36,87.78,28.4,15,0,454,23.1,455,0,15
ET4,MC3,2023-09-20T06:45:00Z,87.83,0.2,20,0.916,20.1,0.881,0.28,87.81,34.2,15,0,454,43.8,455,0,15
ET4,MC3,2023-09-20T07:00:00Z,87.86,0.14,20.1,0.94,20.2,0.904,0.23,87.84,36.4,15,0,454,45.8,455,0,15
ET4,MC3,2023-09-20T07:15:00Z,87.88,0.11,19.8,0.952,19.8,0.916,0.19,87.86,23.8,15,0,455,18.1,457,0,15
ET4,MC3,2023-09-20T07:30:00Z,87.89,0.06,19.4,0.972,19.4,0.94,0.14,87.88,28,15,0,456,16.7,457,0,15
ET4,MC3,2023-09-20T07:45:00Z,87.9,0.04,19.4,0.981,19.4,0.951,0.11,87.88,33.3,15,0,456,18.5,457,0,15
ET4,MC3,2023-09-20T08:00:00Z,87.9,0.04,19.4,0.982,19.4,0.953,0.11,87.88,39.7,15,0,455,21.8,457,0,15
ET4,MC3,2023-09-20T08:15:00Z,87.91,0.04,19.7,0.98,19.8,0.952,0.11,87.89,44.3,15,0,455,24.5,457,0,15
ET4,MC3,2023-09-20T08:30:00Z,87.93,0.06,19.8,0.972,19.8,0.941,0.14,87.91,40.6,15,0,455,21.8,456,0,15
ET4,MC3,2023-09-20T08:45:00Z,87.95,0.08,19.8,0.964,19.8,0.936,0.15,87.93,41.2,15,0,455,21.8,456,0,15
ET4,MC3,2023-09-20T09:00:00Z,87.95,0.12,20.2,0.948,20.2,0.918,0.19,87.93,72.7,15,0,454,43.9,455,0,15
ET4,MC3,2023-09-20T09:15:00Z,87.94,0.2,21,0.919,21,0.887,0.28,87.93,217.9,15,0,453,41.4,455,0,15
ET4,MC3,2023-09-20T09:30:00Z,87.96,0.22,21.2,0.913,21.2,0.879,0.3,87.94,136.6,15,0,453,46.3,455,0,15
ET4,MC3,2023-09-20T09:45:00Z,87.98,0.18,20.9,0.926,20.9,0.894,0.26,87.97,147.9,15,0,453,49.8,455,0,15
ET4,MC3,2023-09-20T10:00:00Z,87.99,0.21,20.8,0.916,20.8,0.883,0.29,87.97,64.8,15,0,453,34.6,455,0,15
ET4,MC3,2023-09-20T10:15:00Z,87.97,0.17,20.6,0.929,20.6,0.895,0.25,87.96,52.4,15,0,457,28.6,456,0,15
ET4,MC3,2023-09-20T10:30:00Z,87.96,0.17,21,0.932,21,0.9,0.25,87.94,93,15,0,453,49.3,455,0,15
ET4,MC3,2023-09-20T10:45:00Z,87.95,0.2,21,0.921,21,0.889,0.28,87.94,63.5,15,0,453,33.5,455,0,15
ET4,MC3,2023-09-20T11:00:00Z,87.95,0.2,21.1,0.918,21.1,0.885,0.29,87.93,73.6,15,0,453,37.7,467,9,15
ET4,MC3,2023-09-20T11:15:00Z,87.92,0.24,21.6,0.907,21.6,0.876,0.32,87.9,110.4,15,0,452,52.4,456,7,15
ET4,MC3,2023-09-20T11:30:00Z,87.9,0.26,21.8,0.901,21.9,0.866,0.35,87.88,86.8,15,0,453,43.6,455,0,15
ET4,MC3,2023-09-20T11:45:00Z,87.88,0.17,21.5,0.932,21.5,0.9,0.26,87.86,87.5,15,0,453,46.1,456,0,15
ET4,MC3,2023-09-20T12:00:00Z,87.85,0.15,21.3,0.941,21.3,0.909,0.23,87.83,77.8,15,0,454,37.5,456,0,15
ET4,MC3,2023-09-20T12:15:00Z,87.83,0.12,21,0.951,21,0.921,0.2,87.81,92.3,15,0,453,46.3,455,0,15
ET4,MC3,2023-09-20T12:30:00Z,87.79,0.16,21.4,0.937,21.4,0.908,0.23,87.78,83.7,15,0,454,41,456,0,15
ET4,MC3,2023-09-20T12:45:00Z,87.77,0.09,21.1,0.963,21.1,0.931,0.17,87.75,64.8,15,0,454,32.4,456,0,15
ET4,MC3,2023-09-20T13:00:00Z,87.75,0.12,21.3,0.952,21.3,0.922,0.2,87.73,111.3,15,0,454,52.9,456,0,15
ET4,MC3,2023-09-20T13:15:00Z,87.74,0.13,21.5,0.948,21.5,0.92,0.21,87.73,93.6,15,0,454,44.7,456,0,15
ET4,MC3,2023-09-20T13:30:00Z,87.72,0.13,21.5,0.949,21.4,0.92,0.2,87.71,57.7,15,0,455,24.5,457,0,15
ET4,MC3,2023-09-20T13:45:00Z,87.7,0.08,21,0.966,21,0.937,0.16,87.68,45.2,15,2,466,23.8,461,1,15
ET4,MC3,2023-09-20T14:00:00Z,87.7,0.09,20.8,0.963,20.8,0.933,0.17,87.69,51.5,15,9,455,28,457,7,15
ET4,MC3,2023-09-20T14:15:00Z,87.7,0.08,21.2,0.968,21.2,0.939,0.15,87.69,53.6,15,0,456,25.6,457,0,15
ET4,MC3,2023-09-20T14:30:00Z,87.71,0.04,20.9,0.982,20.9,0.951,0.12,87.69,26.4,15,3,588,13.5,484,2,15
ET4,MC3,2023-09-20T14:45:00Z,87.74,0.03,20,0.985,20,0.957,0.1,87.72,28.6,15,15,838,13.4,663,15,15
ET4,MC3,2023-09-20T15:00:00Z,87.73,0,19.6,0.999,19.6,0.971,0.07,87.71,14.8,15,15,625,6,596,15,15
ET4,MC3,2023-09-20T15:15:00Z,87.73,0,19.4,1,19.4,0.976,0.05,87.72,7.7,15,15,623,0,565,15,15
ET4,MC3,2023-09-20T15:30:00Z,87.72,0,19.2,1,19.2,0.977,0.05,87.7,6.8,15,15,682,0,560,15,15
ET4,MC3,2023-09-20T15:45:00Z,87.69,0,19.2,0.999,19.3,0.975,0.06,87.68,7.5,15,15,812,1.3,556,15,15
ET4,MC3,2023-09-20T16:00:00Z,87.69,0,19.2,1,19.2,0.969,0.07,87.67,10.3,15,15,799,6,633,15,15
ET4,MC3,2023-09-20T16:15:00Z,87.67,0,19.2,1.001,19.2,0.971,0.06,87.65,12.1,15,15,668,6.6,591,15,15
ET4,MC3,2023-09-20T16:30:00Z,87.7,0,19.3,1,19.4,0.974,0.06,87.68,10.4,15,15,591,5.5,562,15,15
ET4,MC3,2023-09-20T16:45:00Z,87.72,0,19.3,1,19.4,0.974,0.06,87.7,9,15,15,582,4,548,15,15
ET4,MC3,2023-09-20T17:00:00Z,87.75,0,19.4,1,19.5,0.977,0.05,87.73,2.2,15,15,573,0,529,15,15
ET4,MC3,2023-09-20T17:15:00Z,87.75,0,19.4,0.999,19.5,0.981,0.04,87.73,0,15,15,571,0,520,15,15
ET4,MC3,2023-09-20T17:30:00Z,87.77,0,19.4,1,19.4,0.985,0.03,87.75,0,15,15,596,0,515,15,15
ET4,MC3,2023-09-20T17:45:00Z,87.78,0,19.4,1,19.4,0.986,0.03,87.76,0,15,15,592,0,511,15,15
ET4,MC3,2023-09-20T18:00:00Z,87.78,0,19.3,1,19.3,0.987,0.03,87.76,0,15,15,617,0,508,15,15
ET4,MC3,2023-09-20T18:15:00Z,87.79,0,19.3,1,19.4,0.987,0.03,87.77,0,15,15,634,0,505,15,15
ET4,MC3,2023-09-20T18:30:00Z,87.79,0,19.3,1,19.4,0.986,0.03,87.77,0,15,15,604,0,501,15,15
ET4,MC3,2023-09-20T18:45:00Z,87.81,0,19.3,1,19.3,0.986,0.03,87.79,0,15,15,591,0,508,15,15
ET4,MC3,2023-09-20T19:00:00Z,87.81,0,19.1,1.001,19.2,0.982,0.04,87.79,0,15,15,559,0,491,15,15
ET4,MC3,2023-09-20T19:15:00Z,87.83,0,19.2,0.998,19.3,0.966,0.08,87.81,0,15,15,549,0,481,15,15
ET4,MC3,2023-09-20T19:30:00Z,87.84,0.01,19.1,0.995,19.2,0.963,0.08,87.82,0,15,15,547,0,478,15,15
ET4,MC3,2023-09-20T19:45:00Z,87.84,0,19.1,0.999,19.1,0.968,0.07,87.82,0,15,15,539,0,475,15,15
ET4,MC3,2023-09-20T20:00:00Z,87.85,0.02,19.2,0.99,19.2,0.96,0.09,87.83,0,15,15,532,0,468,15,15
ET4,MC3,2023-09-20T20:15:00Z,87.88,0.03,19.2,0.988,19.1,0.959,0.09,87.86,0,15,15,531,0,467,15,15
ET4,MC3,2023-09-20T20:30:00Z,87.91,0.03,19.1,0.987,19.1,0.959,0.09,87.88,0,15,15,523,0,461,15,15
ET4,MC3,2023-09-20T20:45:00Z,87.9,0.07,19.2,0.969,19.3,0.938,0.14,87.88,0,15,15,515,0,458,1,15
ET4,MC3,2023-09-20T21:00:00Z,87.91,0.08,19.1,0.962,19.2,0.928,0.16,87.89,0,15,15,506,0,458,0,15
ET4,MC3,2023-09-20T21:15:00Z,87.91,0.1,19.1,0.954,19.2,0.92,0.18,87.9,0,15,15,484,0,457,0,15
ET4,MC3,2023-09-20T21:30:00Z,87.94,0.14,19.3,0.939,19.4,0.903,0.22,87.92,0,15,15,465,0,458,0,15
ET4,MC3,2023-09-20T21:45:00Z,87.94,0.08,18.7,0.961,18.8,0.927,0.16,87.92,0,15,5,457,0,458,0,15
ET4,MC3,2023-09-20T22:00:00Z,87.94,0.1,18.8,0.955,19,0.921,0.17,87.92,0,15,0,456,0,457,1,15
ET4,MC3,2023-09-20T22:15:00Z,87.93,0.1,18.9,0.955,19,0.918,0.18,87.91,0,15,2,462,0,459,0,15
ET4,MC3,2023-09-20T22:30:00Z,87.92,0.05,18.4,0.974,18.4,0.942,0.12,87.91,0,15,8,457,0,457,0,15
ET4,MC3,2023-09-20T22:45:00Z,87.91,0.12,18.9,0.943,19,0.908,0.2,87.89,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T23:00:00Z,87.91,0.13,19,0.939,19.1,0.903,0.21,87.89,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T23:15:00Z,87.9,0.14,19,0.938,19,0.903,0.21,87.88,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T23:30:00Z,87.91,0.13,18.9,0.939,18.9,0.905,0.21,87.89,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-20T23:45:00Z,87.9,0.11,18.7,0.947,18.8,0.908,0.2,87.88,0,15,0,457,0,457,0,15
ET4,MC3,2023-09-21T00:00:00Z,87.87,0.12,18.7,0.945,18.8,0.91,0.2,87.85,0,15,0,456,0,456,0,15
ET4,MC3,2023-09-21T00:15:00Z,87.85,0.16,19.2,0.928,19.3,0.891,0.24,87.83,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-21T00:30:00Z,87.84,0.16,19.3,0.928,19.4,0.892,0.24,87.82,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-21T00:45:00Z,87.84,0.15,19.4,0.934,19.6,0.897,0.24,87.82,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T01:00:00Z,87.82,0.11,19.4,0.95,19.5,0.914,0.2,87.8,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T01:15:00Z,87.8,0.09,19.3,0.961,19.3,0.928,0.16,87.78,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T01:30:00Z,87.79,0.06,19,0.971,19,0.94,0.13,87.77,0,15,0,457,0,458,0,15
ET4,MC3,2023-09-21T01:45:00Z,87.76,0.02,18.8,0.991,18.8,0.959,0.09,87.75,0,15,0,459,0,459,0,15
ET4,MC3,2023-09-21T02:00:00Z,87.76,0,18.8,0.999,18.8,0.974,0.06,87.74,0,15,3,460,0,460,3,15
ET4,MC3,2023-09-21T02:15:00Z,87.77,0,18.7,1,18.7,0.981,0.04,87.75,0,15,15,460,0,460,13,15
ET4,MC3,2023-09-21T02:30:00Z,87.77,0,18.6,0.999,18.6,0.986,0.03,87.75,0,15,12,460,0,460,11,15
ET4,MC3,2023-09-21T02:45:00Z,87.76,0,18.7,1,18.7,0.986,0.03,87.74,0,15,12,465,0,463,7,15
ET4,MC3,2023-09-21T03:00:00Z,87.76,0,18.8,1,18.8,0.986,0.03,87.74,0,15,15,520,0,490,15,15
ET4,MC3,2023-09-21T03:15:00Z,87.75,0,18.8,1,18.8,0.99,0.02,87.73,0,15,15,880,0,732,15,15
ET4,MC3,2023-09-21T03:30:00Z,87.74,0,18.8,1,18.9,0.992,0.02,87.72,0,15,15,783,0,651,15,15
ET4,MC3,2023-09-21T03:45:00Z,87.73,0,18.8,1,18.8,0.996,0.01,87.72,0,15,15,648,0,609,15,15
ET4,MC3,2023-09-21T04:00:00Z,87.74,0,18.8,1,18.8,0.997,0.01,87.73,0,15,15,655,0,602,15,15
ET4,MC3,2023-09-21T04:15:00Z,87.74,0,18.8,1,18.8,0.995,0.01,87.72,0,15,15,611,0,577,15,15
ET4,MC3,2023-09-21T04:30:00Z,87.72,0,18.8,1,18.8,0.995,0.01,87.7,0,15,15,586,0,564,15,15
ET4,MC3,2023-09-21T04:45:00Z,87.72,0,18.8,0.999,18.8,0.996,0.01,87.7,0,15,15,567,0,547,15,15
ET4,MC3,2023-09-21T05:00:00Z,87.73,0,18.7,1,18.8,0.996,0.01,87.71,0,15,15,559,0,534,15,15
ET4,MC3,2023-09-21T05:15:00Z,87.74,0,18.7,1,18.8,0.993,0.01,87.72,0,15,15,543,0,511,15,15
ET4,MC3,2023-09-21T05:30:00Z,87.75,0,18.8,1,18.9,0.985,0.03,87.73,0,15,15,536,0,496,15,15
ET4,MC3,2023-09-21T05:45:00Z,87.77,0,18.9,1,18.9,0.978,0.05,87.75,0.4,15,15,531,0,490,15,15
ET4,MC3,2023-09-21T06:00:00Z,87.78,0,19,1,19,0.977,0.05,87.76,8.8,15,15,524,3.7,488,15,15
ET4,MC3,2023-09-21T06:15:00Z,87.79,0.02,19.2,0.99,19.2,0.961,0.09,87.77,15.2,15,15,511,8.6,482,15,15
ET4,MC3,2023-09-21T06:30:00Z,87.8,0.08,19.6,0.966,19.6,0.937,0.14,87.78,25.3,15,15,493,15.6,473,15,15
ET4,MC3,2023-09-21T06:45:00Z,87.83,0.1,19.8,0.957,19.8,0.925,0.17,87.81,23.8,15,15,470,14.3,468,15,15
ET4,MC3,2023-09-21T07:00:00Z,87.85,0.08,19.6,0.966,19.6,0.935,0.15,87.83,20.5,15,5,456,13,461,15,15
ET4,MC3,2023-09-21T07:15:00Z,87.87,0.08,19.6,0.967,19.6,0.937,0.14,87.85,28.4,15,0,456,22.7,458,3,15
ET4,MC3,2023-09-21T07:30:00Z,87.88,0.08,19.8,0.964,19.9,0.933,0.16,87.86,33.3,15,0,456,24.9,457,0,15
ET4,MC3,2023-09-21T07:45:00Z,87.9,0.08,19.9,0.964,20,0.933,0.16,87.88,58,15,0,456,43.8,457,0,15
ET4,MC3,2023-09-21T08:00:00Z,87.91,0.12,20.4,0.952,20.4,0.921,0.19,87.89,80.7,15,0,454,53.5,456,1,15
ET4,MC3,2023-09-21T08:15:00Z,87.93,0.2,21.2,0.92,21.2,0.888,0.28,87.91,94.1,15,0,453,102.2,455,0,15
ET4,MC3,2023-09-21T08:30:00Z,87.95,0.23,21.3,0.909,21.4,0.876,0.32,87.93,85.3,15,0,454,59.7,455,0,15
ET4,MC3,2023-09-21T08:45:00Z,87.94,0.17,21,0.933,21.1,0.895,0.26,87.93,80.6,15,0,454,61,455,0,15
ET4,MC3,2023-09-21T09:00:00Z,87.94,0.21,21.3,0.917,21.4,0.881,0.3,87.92,73.2,15,0,453,53.3,455,0,15
ET4,MC3,2023-09-21T09:15:00Z,87.93,0.23,21.3,0.91,21.4,0.875,0.32,87.91,165.9,15,0,452,40.5,455,0,15
ET4,MC3,2023-09-21T09:30:00Z,87.93,0.29,21.9,0.891,21.9,0.859,0.37,87.91,349.2,15,0,451,42.1,454,0,15
ET4,MC3,2023-09-21T09:45:00Z,87.93,0.32,22.2,0.879,22.2,0.848,0.41,87.91,274.3,4,0,451,40.3,455,0,15
ET4,MC3,2023-09-21T10:00:00Z,87.93,0.29,22.1,0.89,22.1,0.857,0.38,87.91,72.9,15,0,452,42.1,454,0,15
