Tree,MC,Timestamp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port5_Temp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port1_Solar,Port3_LW_minutes,Port3_LW_minutes_H,Port3_LWS_Count,Port4_Solar,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
ET4,MC3,2023-12-17T15:15:00Z,87.71,0.02,19.6,0.992,19.7,0.958,0.1,87.69,24.4,15,9,460,14.3,459,0,15
ET4,MC3,2023-12-17T15:30:00Z,87.71,0.02,19.6,0.99,19.6,0.958,0.1,87.69,23.1,15,3,460,13,459,0,15
ET4,MC3,2023-12-17T15:45:00Z,87.73,0,19.4,0.998,19.4,0.967,0.08,87.71,12.1,15,15,461,7.5,459,0,15
ET4,MC3,2023-12-17T16:00:00Z,87.74,0,19.2,0.998,19.2,0.967,0.07,87.72,22.5,15,12,460,13,459,0,15
ET4,MC3,2023-12-17T16:15:00Z,87.74,0.04,19.3,0.982,19.2,0.95,0.11,87.72,25.8,15,0,459,13.7,458,0,15
ET4,MC3,2023-12-17T16:30:00Z,87.74,0.07,19.2,0.971,19.2,0.939,0.14,87.72,17.4,15,0,459,9.5,458,0,15
ET4,MC3,2023-12-17T16:45:00Z,87.75,0.07,19.2,0.971,19.2,0.938,0.14,87.73,12.5,15,0,459,7,458,0,15
ET4,MC3,2023-12-17T17:00:00Z,87.75,0.05,19,0.979,19,0.944,0.12,87.73,6,15,0,460,0.9,458,0,15
ET4,MC3,2023-12-17T17:15:00Z,87.75,0.05,19,0.979,19,0.945,0.12,87.73,0.4,15,0,459,0,458,0,15
ET4,MC3,2023-12-17T17:30:00Z,87.76,0.03,18.9,0.984,19,0.948,0.11,87.74,0,15,14,460,0,459,0,15
ET4,MC3,2023-12-17T17:45:00Z,87.77,0.02,18.9,0.992,18.9,0.959,0.09,87.75,0,15,15,463,0,462,8,15
ET4,MC3,2023-12-17T18:00:00Z,87.79,0,18.7,1.001,18.7,0.973,0.06,87.77,0,15,15,473,0,468,15,15
ET4,MC3,2023-12-17T18:15:00Z,87.82,0,18.4,1,18.4,0.985,0.03,87.8,0,15,15,506,0,489,15,15
ET4,MC3,2023-12-17T18:30:00Z,87.84,0,18.1,0.999,18.1,0.989,0.02,87.82,0,15,15,526,0,499,15,15
ET4,MC3,2023-12-17T18:45:00Z,87.85,0,18,0.999,18,0.994,0.01,87.83,0,15,15,531,0,502,15,15
ET4,MC3,2023-12-17T19:00:00Z,87.85,0,17.9,1,17.9,0.994,0.01,87.83,0,15,15,524,0,496,15,15
ET4,MC3,2023-12-17T19:15:00Z,87.86,0,17.9,1,17.9,0.993,0.01,87.84,0,15,15,517,0,492,15,15
ET4,MC3,2023-12-17T19:30:00Z,87.88,0,17.9,1.001,18,0.991,0.02,87.87,0,15,15,513,0,484,15,15
ET4,MC3,2023-12-17T19:45:00Z,87.9,0,17.9,1,17.9,0.989,0.02,87.88,0,15,15,530,0,495,15,15
ET4,MC3,2023-12-17T20:00:00Z,87.92,0,17.8,1,17.9,0.984,0.03,87.9,0,15,15,556,0,504,15,15
ET4,MC3,2023-12-17T20:15:00Z,87.92,0,17.8,1.001,17.9,0.982,0.04,87.9,0,15,15,536,0,475,15,15
ET4,MC3,2023-12-17T20:30:00Z,87.93,0,17.9,0.998,18,0.969,0.06,87.91,0,15,15,494,0,460,13,15
ET4,MC3,2023-12-17T20:45:00Z,87.93,0.01,18,0.997,18,0.964,0.07,87.91,0,15,15,482,0,462,13,15
ET4,MC3,2023-12-17T21:00:00Z,87.93,0,18,1,18,0.972,0.06,87.91,0,15,15,491,0,472,15,15
ET4,MC3,2023-12-17T21:15:00Z,87.94,0,18,1,18,0.977,0.05,87.92,0,15,15,527,0,489,15,15
ET4,MC3,2023-12-17T21:30:00Z,87.94,0,18,1.001,18.1,0.982,0.04,87.92,0,15,15,512,0,478,15,15
ET4,MC3,2023-12-17T21:45:00Z,87.94,0,18.1,1.001,18,0.983,0.03,87.93,0,15,15,615,0,516,15,15
ET4,MC3,2023-12-17T22:00:00Z,87.94,0,18.1,1,18.1,0.982,0.04,87.92,0,15,15,624,0,521,15,15
ET4,MC3,2023-12-17T22:15:00Z,87.94,0,18.1,1,18.1,0.987,0.03,87.91,0,15,15,663,0,621,15,15
ET4,MC3,2023-12-17T22:30:00Z,87.93,0,18,1.001,18,0.99,0.02,87.91,0,15,15,635,0,554,15,15
ET4,MC3,2023-12-17T22:45:00Z,87.92,0,18,1,18,0.993,0.01,87.9,0,15,15,680,0,622,15,15
ET4,MC3,2023-12-17T23:00:00Z,87.9,0,17.9,0.999,17.9,0.992,0.02,87.88,0,15,15,640,0,603,15,15
ET4,MC3,2023-12-17T23:15:00Z,87.88,0,17.8,1,17.8,0.993,0.01,87.86,0,15,15,641,0,587,15,15
ET4,MC3,2023-12-17T23:30:00Z,87.85,0,17.8,1,17.8,0.995,0.01,87.83,0,15,15,671,0,618,15,15
ET4,MC3,2023-12-17T23:45:00Z,87.84,0,17.8,1.001,17.8,0.999,0,87.82,0,15,15,857,0,668,15,15
ET4,MC3,2023-12-18T00:00:00Z,87.83,0,17.8,1,17.8,1,0,87.82,0,15,15,660,0,599,15,15
ET4,MC3,2023-12-18T00:15:00Z,87.83,0,17.7,1,17.7,1,0,87.8,0,15,15,611,0,574,15,15
ET4,MC3,2023-12-18T00:30:00Z,87.81,0,17.7,1,17.7,0.998,0,87.79,0,15,15,600,0,590,15,15
ET4,MC3,2023-12-18T00:45:00Z,87.8,0,17.6,1,17.7,0.997,0.01,87.78,0,15,15,588,0,555,15,15
ET4,MC3,2023-12-18T01:00:00Z,87.78,0,17.7,1,17.7,0.994,0.01,87.76,0,15,15,572,0,533,15,15
ET4,MC3,2023-12-18T01:15:00Z,87.76,0,17.8,1,17.8,0.994,0.01,87.74,0,15,15,573,0,522,15,15
ET4,MC3,2023-12-18T01:30:00Z,87.75,0,17.9,1,17.9,0.99,0.02,87.73,0,15,15,559,0,508,15,15
ET4,MC3,2023-12-18T01:45:00Z,87.74,0,17.9,1,17.9,0.994,0.01,87.72,0,15,15,709,0,575,15,15
ET4,MC3,2023-12-18T02:00:00Z,87.74,0,18,1,17.9,0.999,0,87.72,0,15,15,834,0,723,15,15
ET4,MC3,2023-12-18T02:15:00Z,87.74,0,17.9,1.001,17.9,1.001,0,87.72,0,15,15,884,0,757,15,15
ET4,MC3,2023-12-18T02:30:00Z,87.73,0,17.9,1,17.9,1,0,87.71,0,15,15,715,0,614,15,15
ET4,MC3,2023-12-18T02:45:00Z,87.72,0,17.9,1,17.9,1,0,87.7,0,15,15,911,0,738,15,15
ET4,MC3,2023-12-18T03:00:00Z,87.74,0,17.8,1,17.8,1,0,87.72,0,15,15,884,0,775,15,15
ET4,MC3,2023-12-18T03:15:00Z,87.76,0,17.6,1,17.6,1,0,87.74,0,15,15,873,0,762,15,15
ET4,MC3,2023-12-18T03:30:00Z,87.78,0,17,1,17,1.001,0,87.76,0,15,15,931,0,768,15,15
ET4,MC3,2023-12-18T03:45:00Z,87.78,0,16.7,1.001,16.7,1,0,87.76,0,15,15,892,0,740,15,15
ET4,MC3,2023-12-18T04:00:00Z,87.81,0,16.2,1.001,16.3,1,0,87.79,0,15,15,836,0,655,15,15
ET4,MC3,2023-12-18T04:15:00Z,87.82,0,15.8,1,15.9,1.001,0,87.8,0,15,15,723,0,634,15,15
ET4,MC3,2023-12-18T04:30:00Z,87.83,0,15.2,1.001,15.4,0.999,0,87.81,0,15,15,624,0,620,15,15
ET4,MC3,2023-12-18T04:45:00Z,87.83,0,15.2,1,15.2,0.999,0,87.81,0,15,15,601,0,576,15,15
ET4,MC3,2023-12-18T05:00:00Z,87.84,0,15.2,1,15.2,0.983,0.03,87.82,0,15,15,621,0,572,15,15
ET4,MC3,2023-12-18T05:15:00Z,87.86,0,15.3,0.999,15.3,0.977,0.04,87.84,0,15,15,576,0,556,15,15
ET4,MC3,2023-12-18T05:30:00Z,87.87,0,15.3,1,15.3,0.974,0.05,87.85,0,15,15,554,0,551,15,15
ET4,MC3,2023-12-18T05:45:00Z,87.88,0.01,15.5,0.991,15.5,0.961,0.07,87.86,0,15,15,534,0,510,15,15
ET4,MC3,2023-12-18T06:00:00Z,87.89,0.02,15.6,0.989,15.6,0.956,0.08,87.87,0,15,15,528,0,499,15,15
ET4,MC3,2023-12-18T06:15:00Z,87.9,0.01,15.6,0.996,15.6,0.963,0.07,87.88,0,15,15,534,0,524,15,15
ET4,MC3,2023-12-18T06:30:00Z,87.91,0,15.5,1.001,15.5,0.974,0.05,87.9,0,15,15,527,0,505,15,15
ET4,MC3,2023-12-18T06:45:00Z,87.93,0,15.6,0.999,15.6,0.968,0.06,87.91,1.6,15,15,494,0,489,15,15
ET4,MC3,2023-12-18T07:00:00Z,87.94,0.02,15.7,0.991,15.8,0.959,0.07,87.92,8.8,15,15,464,4.6,476,15,15
ET4,MC3,2023-12-18T07:15:00Z,87.97,0.04,15.9,0.979,16,0.946,0.1,87.95,13,15,15,461,8.8,461,15,15
ET4,MC3,2023-12-18T07:30:00Z,87.98,0.04,16,0.976,16,0.942,0.11,87.96,18.7,15,15,461,12.1,460,8,15
ET4,MC3,2023-12-18T07:45:00Z,88.01,0.04,15.9,0.979,16,0.944,0.1,87.99,12.6,15,15,462,8.1,461,11,15
ET4,MC3,2023-12-18T08:00:00Z,88.02,0.03,15.8,0.984,15.8,0.95,0.09,88,20.1,15,15,463,12.1,460,8,15
ET4,MC3,2023-12-18T08:15:00Z,88.04,0.05,16,0.973,16,0.94,0.11,88.02,32.4,15,14,460,22,459,0,15
ET4,MC3,2023-12-18T08:30:00Z,88.04,0.1,16.3,0.949,16.4,0.915,0.16,88.03,304.9,15,1,456,86.8,457,0,15
ET4,MC3,2023-12-18T08:45:00Z,88.06,0.18,16.8,0.906,16.7,0.878,0.23,88.04,233.6,15,0,455,149.6,456,0,15
ET4,MC3,2023-12-18T09:00:00Z,88.07,0.21,16.7,0.89,16.8,0.856,0.27,88.05,69.9,15,0,456,119,455,0,15
ET4,MC3,2023-12-18T09:15:00Z,88.08,0.21,16.7,0.891,16.8,0.855,0.28,88.06,55.3,15,0,456,98,456,0,15
ET4,MC3,2023-12-18T09:30:00Z,88.08,0.2,16.8,0.894,16.8,0.858,0.27,88.07,48.5,15,0,456,65.4,456,0,15
ET4,MC3,2023-12-18T09:45:00Z,88.07,0.23,17,0.883,17,0.849,0.29,88.05,56.6,15,0,456,50.2,455,0,15
ET4,MC3,2023-12-18T10:00:00Z,88.06,0.26,16.9,0.863,17,0.832,0.33,88.05,43.9,15,0,455,37.7,455,0,15
ET4,MC3,2023-12-18T10:15:00Z,88.05,0.26,16.8,0.861,16.9,0.827,0.33,88.03,60.2,15,0,455,40.3,455,0,15
ET4,MC3,2023-12-18T10:30:00Z,88.04,0.3,17.2,0.848,17.3,0.813,0.37,88.02,42.1,15,0,455,34.2,455,0,15
ET4,MC3,2023-12-18T10:45:00Z,88.02,0.29,17.5,0.857,17.5,0.824,0.35,88.01,38.5,15,0,455,30.2,455,0,15
ET4,MC3,2023-12-18T11:00:00Z,88,0.3,17.4,0.85,17.4,0.816,0.37,87.99,34.8,15,0,455,25.8,455,0,15
ET4,MC3,2023-12-18T11:15:00Z,87.99,0.29,17.4,0.852,17.5,0.819,0.36,87.97,44.1,15,0,455,26.2,455,0,15
ET4,MC3,2023-12-18T11:30:00Z,87.96,0.28,17.8,0.862,17.8,0.828,0.35,87.94,67.6,15,0,455,55.1,455,0,15
ET4,MC3,2023-12-18T11:45:00Z,87.93,0.29,17.9,0.858,17.9,0.825,0.36,87.91,36.4,15,0,455,66.7,455,0,15
ET4,MC3,2023-12-18T12:00:00Z,87.91,0.3,17.8,0.855,17.8,0.819,0.37,87.89,33.7,15,0,455,103.3,455,0,15
ET4,MC3,2023-12-18T12:15:00Z,87.89,0.3,17.8,0.855,17.9,0.819,0.37,87.87,35.5,15,0,455,81.5,454,0,15
ET4,MC3,2023-12-18T12:30:00Z,87.86,0.29,17.9,0.857,17.9,0.821,0.37,87.85,32.2,15,0,455,30.4,455,0,15
ET4,MC3,2023-12-18T12:45:00Z,87.84,0.28,18,0.866,18,0.832,0.35,87.83,50.2,15,0,455,77.6,455,0,15
ET4,MC3,2023-12-18T13:00:00Z,87.83,0.27,18.1,0.869,18,0.836,0.34,87.81,137.9,15,0,455,53.6,455,0,15
ET4,MC3,2023-12-18T13:15:00Z,87.82,0.26,18,0.872,18,0.84,0.33,87.8,77.6,15,0,455,21.4,455,0,15
ET4,MC3,2023-12-18T13:30:00Z,87.8,0.25,18.2,0.88,18.2,0.846,0.32,87.78,47.8,15,0,455,21.1,455,0,15
ET4,MC3,2023-12-18T13:45:00Z,87.78,0.27,18.4,0.872,18.4,0.838,0.34,87.77,60.6,15,0,455,22,455,0,15
ET4,MC3,2023-12-18T14:00:00Z,87.77,0.25,18.4,0.879,18.4,0.846,0.33,87.75,104.6,15,0,456,22.3,455,0,15
ET4,MC3,2023-12-18T14:15:00Z,87.77,0.22,18.1,0.892,18.1,0.857,0.3,87.75,51.6,15,0,456,24.4,456,0,15
ET4,MC3,2023-12-18T14:30:00Z,87.77,0.17,17.7,0.914,17.7,0.877,0.25,87.76,40.6,15,0,456,22.5,456,0,15
ET4,MC3,2023-12-18T14:45:00Z,87.77,0.15,17.7,0.927,17.7,0.89,0.22,87.76,43.4,15,0,456,24.2,456,0,15
ET4,MC3,2023-12-18T15:00:00Z,87.78,0.13,17.6,0.936,17.6,0.9,0.2,87.76,25.3,15,0,458,15.6,457,0,15
ET4,MC3,2023-12-18T15:15:00Z,87.77,0.08,17.3,0.958,17.3,0.92,0.16,87.75,22.5,15,0,458,14.1,457,0,15
ET4,MC3,2023-12-18T15:30:00Z,87.78,0.06,17.2,0.968,17.2,0.935,0.13,87.76,20.7,15,0,458,12.8,458,0,15
ET4,MC3,2023-12-18T15:45:00Z,87.78,0.06,17.1,0.967,17.1,0.934,0.13,87.76,13.7,15,8,459,8.8,458,0,15
ET4,MC3,2023-12-18T16:00:00Z,87.79,0.08,16.9,0.959,17,0.924,0.15,87.77,16.7,15,0,458,10.6,457,0,15
ET4,MC3,2023-12-18T16:15:00Z,87.8,0.09,17,0.953,17,0.919,0.16,87.78,14.1,15,2,461,8.8,463,2,15
ET4,MC3,2023-12-18T16:30:00Z,87.8,0.09,17,0.952,17,0.917,0.16,87.79,14.8,15,5,458,8.8,457,1,15
ET4,MC3,2023-12-18T16:45:00Z,87.81,0.11,17.2,0.945,17.3,0.909,0.18,87.79,17,15,0,458,8.2,457,0,15
ET4,MC3,2023-12-18T17:00:00Z,87.83,0.1,17.3,0.949,17.3,0.915,0.17,87.81,8.4,15,0,458,2.7,457,0,15
ET4,MC3,2023-12-18T17:15:00Z,87.84,0.07,17.2,0.962,17.3,0.926,0.15,87.82,4.4,15,0,458,0,458,0,15
ET4,MC3,2023-12-18T17:30:00Z,87.85,0.07,17.2,0.965,17.3,0.929,0.14,87.84,0,15,0,459,0,458,0,15
ET4,MC3,2023-12-18T17:45:00Z,87.88,0.06,17.2,0.968,17.3,0.933,0.13,87.86,0,15,14,461,0,459,10,15
ET4,MC3,2023-12-18T18:00:00Z,87.89,0.06,17.2,0.971,17.2,0.937,0.12,87.87,0,15,2,459,0,458,0,15
ET4,MC3,2023-12-18T18:15:00Z,87.91,0.05,17.2,0.974,17.2,0.939,0.12,87.89,0,15,15,478,0,468,4,15
ET4,MC3,2023-12-18T18:30:00Z,87.93,0.03,17.1,0.985,17.1,0.952,0.09,87.91,0,15,15,460,0,459,8,15
ET4,MC3,2023-12-18T18:45:00Z,87.94,0.03,17.2,0.984,17.2,0.95,0.1,87.92,0,15,10,461,0,459,4,15
ET4,MC3,2023-12-18T19:00:00Z,87.97,0.02,17.2,0.99,17.2,0.956,0.09,87.95,0,15,15,461,0,459,9,15
ET4,MC3,2023-12-18T19:15:00Z,87.98,0.01,17.2,0.992,17.2,0.96,0.08,87.96,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-18T19:30:00Z,88,0.01,17.3,0.994,17.2,0.961,0.08,87.98,0,15,15,461,0,460,8,15
ET4,MC3,2023-12-18T19:45:00Z,88.01,0.01,17.2,0.996,17.3,0.964,0.07,87.99,0,15,15,462,0,461,10,15
ET4,MC3,2023-12-18T20:00:00Z,88.02,0.01,17.3,0.996,17.3,0.963,0.07,88,0,15,15,463,0,460,12,15
ET4,MC3,2023-12-18T20:15:00Z,88.03,0,17.2,1,17.2,0.97,0.06,88.01,0,15,15,494,0,492,15,15
ET4,MC3,2023-12-18T20:30:00Z,88.04,0,17.2,1,17.1,0.979,0.04,88.03,0,15,15,723,0,657,15,15
ET4,MC3,2023-12-18T20:45:00Z,88.06,0,17,1,17,0.989,0.02,88.04,0,15,15,716,0,636,15,15
ET4,MC3,2023-12-18T21:00:00Z,88.07,0,16.9,1.001,17,0.994,0.01,88.04,0,15,15,718,0,659,15,15
ET4,MC3,2023-12-18T21:15:00Z,88.07,0,16.8,1,16.8,1,0,88.05,0,15,15,835,0,689,15,15
ET4,MC3,2023-12-18T21:30:00Z,88.07,0,16.8,1,16.8,1,0,88.05,0,15,15,692,0,636,15,15
ET4,MC3,2023-12-18T21:45:00Z,88.08,0,16.7,1,16.8,1,0,88.06,0,15,15,830,0,707,15,15
ET4,MC3,2023-12-18T22:00:00Z,88.09,0,16.7,1.001,16.7,0.997,0.01,88.07,0,15,15,794,0,694,15,15
ET4,MC3,2023-12-18T22:15:00Z,88.08,0,16.6,1,16.7,0.988,0.02,88.06,0,15,15,867,0,752,15,15
ET4,MC3,2023-12-18T22:30:00Z,88.08,0,16.6,1,16.6,0.987,0.02,88.06,0,15,15,878,0,735,15,15
ET4,MC3,2023-12-18T22:45:00Z,88.08,0,16.4,1,16.5,0.989,0.02,88.06,0,15,15,881,0,731,15,15
ET4,MC3,2023-12-18T23:00:00Z,88.06,0,16.4,1.001,16.4,0.989,0.02,88.04,0,15,15,854,0,677,15,15
ET4,MC3,2023-12-18T23:15:00Z,88.05,0,16.3,1.001,16.4,0.988,0.02,88.03,0,15,15,918,0,753,15,15
ET4,MC3,2023-12-18T23:30:00Z,88.05,0,16.2,1,16.2,0.985,0.03,88.03,0,15,15,888,0,704,15,15
ET4,MC3,2023-12-18T23:45:00Z,88.04,0,16,0.999,16,0.984,0.03,88.02,0,15,15,797,0,654,15,15
ET4,MC3,2023-12-19T00:00:00Z,88.01,0,16,1.001,16,0.984,0.03,87.99,0,15,15,841,0,721,15,15
ET4,MC3,2023-12-19T00:15:00Z,87.99,0,15.9,1,15.9,0.986,0.02,87.97,0,15,15,866,0,795,15,15
ET4,MC3,2023-12-19T00:30:00Z,87.97,0,15.9,0.999,15.9,0.991,0.02,87.95,0,15,15,856,0,670,15,15
ET4,MC3,2023-12-19T00:45:00Z,87.95,0,15.8,1,15.8,0.995,0.01,87.93,0,15,15,864,0,745,15,15
ET4,MC3,2023-12-19T01:00:00Z,87.93,0,15.8,1,15.8,0.999,0,87.91,0,15,15,888,0,718,15,15
ET4,MC3,2023-12-19T01:15:00Z,87.92,0,15.7,1,15.7,1,0,87.9,0,15,15,885,0,687,15,15
ET4,MC3,2023-12-19T01:30:00Z,87.91,0,15.7,1.001,15.6,1,0,87.89,0,15,15,1005,0,735,15,15
ET4,MC3,2023-12-19T01:45:00Z,87.92,0,15.4,1,15.4,1.001,0,87.9,0,15,15,853,0,743,15,15
ET4,MC3,2023-12-19T02:00:00Z,87.89,0,15.4,0.999,15.4,1,0,87.87,0,15,15,907,0,774,15,15
ET4,MC3,2023-12-19T02:15:00Z,87.88,0,15.5,1,15.4,1.001,0,87.86,0,15,15,853,0,759,15,15
ET4,MC3,2023-12-19T02:30:00Z,87.88,0,15.4,1,15.4,1.001,0,87.86,0,15,15,864,0,749,15,15
ET4,MC3,2023-12-19T02:45:00Z,87.88,0,15.3,1,15.3,1,0,87.86,0,15,15,878,0,703,15,15
ET4,MC3,2023-12-19T03:00:00Z,87.88,0,15.1,1.001,15.2,1,0,87.86,0,15,15,859,0,715,15,15
ET4,MC3,2023-12-19T03:15:00Z,87.88,0,15.2,1,15.2,0.999,0,87.85,0,15,15,926,0,777,15,15
ET4,MC3,2023-12-19T03:30:00Z,87.89,0,15.4,1.001,15.4,1,0,87.87,0,15,15,914,0,774,15,15
ET4,MC3,2023-12-19T03:45:00Z,87.91,0,15.3,1.001,15.3,0.999,0,87.89,0,15,15,901,0,762,15,15
ET4,MC3,2023-12-19T04:00:00Z,87.93,0,15,1,15,1,0,87.91,0,15,15,919,0,794,15,15
ET4,MC3,2023-12-19T04:15:00Z,87.93,0,15,0.999,15,0.999,0,87.91,0,15,15,909,0,747,15,15
ET4,MC3,2023-12-19T04:30:00Z,87.94,0,15.1,1,15.1,1.001,0,87.91,0,15,15,926,0,748,15,15
ET4,MC3,2023-12-19T04:45:00Z,87.94,0,15.2,1.001,15.2,0.999,0,87.92,0,15,15,905,0,750,15,15
ET4,MC3,2023-12-19T05:00:00Z,87.96,0,15.2,0.999,15.2,1,0,87.94,0,15,15,884,0,782,15,15
ET4,MC3,2023-12-19T05:15:00Z,87.98,0,15.1,1,15.1,1.001,0,87.96,0,15,15,951,0,848,15,15
ET4,MC3,2023-12-19T05:30:00Z,87.98,0,14.8,1,14.9,0.999,0,87.95,0,15,15,881,0,781,15,15
ET4,MC3,2023-12-19T05:45:00Z,87.97,0,14.6,1,14.6,1,0,87.95,0,15,15,923,0,760,15,15
ET4,MC3,2023-12-19T06:00:00Z,87.99,0,14.5,1.001,14.6,1,0,87.97,0,15,15,957,0,752,15,15
ET4,MC3,2023-12-19T06:15:00Z,88,0,14.6,1,14.6,1,0,87.97,0,15,15,857,0,714,15,15
ET4,MC3,2023-12-19T06:30:00Z,88,0,14.6,1.001,14.6,1,0,87.98,0,15,15,901,0,742,15,15
ET4,MC3,2023-12-19T06:45:00Z,88.02,0,14.6,0.999,14.6,1,0,88,0,15,15,895,0,754,15,15
ET4,MC3,2023-12-19T07:00:00Z,88.05,0,14.6,0.999,14.7,0.999,0,88.02,5.7,15,15,911,0,727,15,15
ET4,MC3,2023-12-19T07:15:00Z,88.07,0,14.6,1,14.6,0.999,0,88.05,7.3,15,15,887,0.7,786,15,15
ET4,MC3,2023-12-19T07:30:00Z,88.09,0,14.6,1,14.6,0.999,0,88.07,10.6,15,15,884,5.9,735,15,15
ET4,MC3,2023-12-19T07:45:00Z,88.12,0,14.4,1.001,14.4,0.999,0,88.1,14.8,15,15,870,8.1,767,15,15
ET4,MC3,2023-12-19T08:00:00Z,88.14,0,14.4,0.999,14.4,1,0,88.11,17,15,15,911,9.3,768,15,15
ET4,MC3,2023-12-19T08:15:00Z,88.15,0,14.4,1.001,14.4,0.999,0,88.12,20.1,15,15,896,10.8,736,15,15
ET4,MC3,2023-12-19T08:30:00Z,88.15,0,14.3,1.001,14.3,1,0,88.12,22.7,15,15,895,12.1,758,15,15
ET4,MC3,2023-12-19T08:45:00Z,88.16,0,14.3,1,14.3,1,0,88.14,26.7,15,15,921,14.1,748,15,15
ET4,MC3,2023-12-19T09:00:00Z,88.16,0,14.2,1,14.2,1,0,88.14,32,15,15,929,17.2,808,15,15
ET4,MC3,2023-12-19T09:15:00Z,88.16,0,14.2,1.001,14.3,1.001,0,88.14,36.6,15,15,892,19.6,750,15,15
ET4,MC3,2023-12-19T09:30:00Z,88.16,0,14.2,1,14.2,1,0,88.13,41.2,15,15,871,21.8,723,15,15
ET4,MC3,2023-12-19T09:45:00Z,88.15,0,14.2,1.001,14.2,1,0,88.13,42.7,15,15,831,22.7,665,15,15
ET4,MC3,2023-12-19T10:00:00Z,88.12,0,14.2,1.001,14.2,1.001,0,88.1,50.5,15,15,930,26.9,744,15,15
ET4,MC3,2023-12-19T10:15:00Z,88.11,0,14.3,1.001,14.2,1,0,88.09,53.6,15,15,848,28.9,745,15,15
ET4,MC3,2023-12-19T10:30:00Z,88.09,0,14.2,1,14.2,1,0,88.07,45.2,15,15,823,24.4,694,15,15
ET4,MC3,2023-12-19T10:45:00Z,88.07,0,14.2,1,14.2,1,0,88.05,43,15,15,814,23.1,671,15,15
ET4,MC3,2023-12-19T11:00:00Z,88.05,0,14.2,1.001,14.2,1.001,0,88.03,43.6,15,15,691,23.4,631,15,15
ET4,MC3,2023-12-19T11:15:00Z,88.03,0,14.2,1,14.2,1.001,0,88.01,47.6,15,15,798,25.8,644,15,15
ET4,MC3,2023-12-19T11:30:00Z,88,0,14.3,1.002,14.3,1,0,87.98,51.3,15,15,758,28,667,15,15
ET4,MC3,2023-12-19T11:45:00Z,87.98,0,14.3,1,14.3,1,0,87.96,48.2,15,15,781,26.4,666,15,15
ET4,MC3,2023-12-19T12:00:00Z,87.95,0,14.3,1.001,14.3,1,0,87.93,45.8,15,15,766,25.1,630,15,15
ET4,MC3,2023-12-19T12:15:00Z,87.92,0,14.3,1.001,14.3,1.001,0,87.9,43.9,15,15,721,24,651,15,15
ET4,MC3,2023-12-19T12:30:00Z,87.89,0,14.4,1,14.4,1,0,87.87,45.8,15,15,721,25.5,622,15,15
ET4,MC3,2023-12-19T12:45:00Z,87.87,0,14.5,1,14.5,1,0,87.84,44.5,15,15,649,24.4,626,15,15
ET4,MC3,2023-12-19T13:00:00Z,87.85,0,14.6,1,14.6,1,0,87.83,39.2,15,15,638,21.6,606,15,15
ET4,MC3,2023-12-19T13:15:00Z,87.82,0,14.7,1,14.7,1,0,87.8,38.3,15,15,601,21.6,597,15,15
ET4,MC3,2023-12-19T13:30:00Z,87.8,0,14.8,1,14.8,1,0,87.78,41.7,15,15,573,23.4,593,15,15
ET4,MC3,2023-12-19T13:45:00Z,87.79,0,14.9,0.999,14.9,0.999,0,87.77,34.2,15,15,587,19.4,579,15,15
ET4,MC3,2023-12-19T14:00:00Z,87.78,0,15,1,15,1,0,87.76,36.6,15,15,588,20.5,593,15,15
ET4,MC3,2023-12-19T14:15:00Z,87.76,0,15.1,1.001,15.1,1,0,87.74,42.5,15,15,647,23.6,625,15,15
ET4,MC3,2023-12-19T14:30:00Z,87.75,0,15.2,1,15.2,0.999,0,87.73,43.8,15,15,799,24.7,632,15,15
ET4,MC3,2023-12-19T14:45:00Z,87.74,0,15.3,1,15.3,0.999,0,87.72,51.6,15,15,761,28.2,661,15,15
ET4,MC3,2023-12-19T15:00:00Z,87.74,0,15.3,0.999,15.3,0.999,0,87.72,38.6,15,15,817,21.6,650,15,15
ET4,MC3,2023-12-19T15:15:00Z,87.74,0,15.3,1.001,15.4,1,0,87.72,35.9,15,15,843,19.8,667,15,15
ET4,MC3,2023-12-19T15:30:00Z,87.76,0,15.3,1,15.3,1.001,0,87.74,21.8,15,15,731,12.5,646,15,15
ET4,MC3,2023-12-19T15:45:00Z,87.76,0,15.3,1,15.3,1,0,87.74,23.6,15,15,681,13.4,627,15,15
ET4,MC3,2023-12-19T16:00:00Z,87.75,0,15.4,1,15.3,1.001,0,87.73,16.7,15,15,681,9.5,620,15,15
ET4,MC3,2023-12-19T16:15:00Z,87.77,0,15.4,1,15.4,1,0,87.75,19.2,15,15,837,11,606,15,15
ET4,MC3,2023-12-19T16:30:00Z,87.8,0,15.5,1,15.4,1,0,87.78,13.9,15,15,781,8.1,649,15,15
ET4,MC3,2023-12-19T16:45:00Z,87.8,0,15.4,1.001,15.4,1,0,87.78,7.7,15,15,814,2.2,657,15,15
ET4,MC3,2023-12-19T17:00:00Z,87.81,0,15.4,1,15.4,1,0,87.79,6.4,15,15,815,0.4,668,15,15
ET4,MC3,2023-12-19T17:15:00Z,87.82,0,15.4,1.001,15.4,1,0,87.8,1.1,15,15,730,0,643,15,15
