Tree,MC,Timestamp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_Xaxis,Port2_ATM22_temp,Port2_Gust_speed,Port6_Unknown,Port1_Solar,Port4_LW_minutes_H,Port4_LWS_Count,Port4_LW_minutes,Port5_LW_minutes_H,Port5_LW_minutes,Port5_LWS_Count
TV3,MC2,2023-12-22T18:00:00Z,0.983,84.93,0.03,17.5,4.1,0.6,106,-1.1,17.6,1.83,0,0,15,1030,15,15,15,683
TV3,MC2,2023-12-22T18:15:00Z,0.983,84.95,0.03,17.5,4.1,0.82,81,-1.2,17.6,4.19,0,0,15,1033,15,15,15,740
TV3,MC2,2023-12-22T18:30:00Z,0.983,84.97,0.03,17.5,4.1,0.67,53,-1.2,17.6,2.58,0,0,15,1003,15,15,15,641
TV3,MC2,2023-12-22T18:45:00Z,0.983,84.98,0.03,17.3,4.2,0.65,131,-1.1,17.4,2.27,0,0,15,978,15,15,15,614
TV3,MC2,2023-12-22T19:00:00Z,0.983,85,0.03,17.2,4.1,0.62,124,-1.2,17.3,2.29,0,0,15,975,15,15,15,632
TV3,MC2,2023-12-22T19:15:00Z,0.982,85.01,0.03,17.1,4.1,0.65,155,-1.2,17.2,1.63,0,0,15,991,15,15,15,654
TV3,MC2,2023-12-22T19:30:00Z,0.983,85.03,0.03,16.9,4.1,0.66,66,-1.2,17,2.69,0,0,15,1004,15,15,15,647
TV3,MC2,2023-12-22T19:45:00Z,0.982,85.05,0.03,16.8,4.2,0.67,84,-1.2,16.8,2.96,0,0,15,990,15,15,15,652
TV3,MC2,2023-12-22T20:00:00Z,0.983,85.08,0.03,16.7,4.2,0.58,190,-1.2,16.8,1.94,0,0,15,963,15,15,15,609
TV3,MC2,2023-12-22T20:15:00Z,0.982,85.1,0.03,16.6,4.2,0.61,147,-1.2,16.7,1.76,0,0,15,982,15,15,15,614
TV3,MC2,2023-12-22T20:30:00Z,0.983,85.12,0.03,16.6,4.2,0.56,74,-1.2,16.7,2.58,0,0,15,1028,15,15,15,679
TV3,MC2,2023-12-22T20:45:00Z,0.983,85.12,0.03,16.5,4.1,0.71,147,-1.1,16.6,2.44,0,0,15,1038,15,15,15,704
TV3,MC2,2023-12-22T21:00:00Z,0.984,85.13,0.03,16.3,4.2,0.62,190,-1.2,16.4,2.2,0,0,15,1001,15,15,15,642
TV3,MC2,2023-12-22T21:15:00Z,0.983,85.14,0.03,16.1,4.2,0.61,118,-1.2,16.2,2.33,0,0,15,966,15,15,15,592
TV3,MC2,2023-12-22T21:30:00Z,0.983,85.15,0.03,15.9,4.2,0.66,165,-1.3,16,3.1,0,0,15,958,15,15,15,585
TV3,MC2,2023-12-22T21:45:00Z,0.983,85.16,0.03,15.8,4.3,0.7,141,-1.2,16,1.89,0,0,15,955,15,15,15,567
TV3,MC2,2023-12-22T22:00:00Z,0.982,85.15,0.03,15.8,4.1,0.79,59,-1.2,16,2.23,0,0,15,951,15,15,15,553
TV3,MC2,2023-12-22T22:15:00Z,0.983,85.16,0.03,15.8,4.2,0.66,73,-1.2,16,1.73,0,0,15,952,15,15,15,547
TV3,MC2,2023-12-22T22:30:00Z,0.983,85.17,0.03,15.8,4.3,0.64,155,-1.1,15.9,1.79,0,0,15,947,15,15,15,539
TV3,MC2,2023-12-22T22:45:00Z,0.983,85.17,0.03,15.6,4.2,0.58,135,-1.2,15.8,1.89,0,0,15,943,15,15,15,525
TV3,MC2,2023-12-22T23:00:00Z,0.983,85.16,0.03,15.9,4.3,0.58,62,-1.1,16,2.43,0,0,15,938,15,15,15,513
TV3,MC2,2023-12-22T23:15:00Z,0.982,85.16,0.03,16.1,4.2,0.63,182,-1.3,16.2,1.45,0,0,15,941,15,15,15,517
TV3,MC2,2023-12-22T23:30:00Z,0.984,85.15,0.03,16.2,4.2,0.62,85,-1.2,16.3,1.63,0,0,15,944,15,15,15,553
TV3,MC2,2023-12-22T23:45:00Z,0.984,85.15,0.03,16.2,4.2,0.58,117,-1.2,16.4,1.54,0,0,15,946,15,15,15,547
TV3,MC2,2023-12-23T00:00:00Z,0.983,85.13,0.03,16.3,4.2,0.59,88,-1.1,16.4,1.68,0,0,15,939,15,15,15,535
TV3,MC2,2023-12-23T00:15:00Z,0.983,85.11,0.03,16.5,4.2,0.58,60,-1.2,16.5,1.64,0,0,15,935,15,15,15,528
TV3,MC2,2023-12-23T00:30:00Z,0.984,85.09,0.03,16.4,4.2,0.51,180,-1.2,16.5,1.68,0,0,15,931,15,15,15,519
TV3,MC2,2023-12-23T00:45:00Z,0.984,85.06,0.03,16.5,4.2,0.52,184,-1.2,16.6,2.07,0,0,15,935,15,15,15,520
TV3,MC2,2023-12-23T01:00:00Z,0.983,85.04,0.03,16.6,4.2,0.49,101,-1.2,16.6,1.28,0,0,15,949,15,15,15,569
TV3,MC2,2023-12-23T01:15:00Z,0.983,85.02,0.03,16.5,4.2,0.67,32,-1.2,16.5,2.16,0,0,15,946,15,15,15,553
TV3,MC2,2023-12-23T01:30:00Z,0.983,85.01,0.03,16.4,4.1,0.64,80,-1.1,16.5,1.77,0,0,15,941,15,15,15,533
TV3,MC2,2023-12-23T01:45:00Z,0.983,85,0.03,16.3,4.2,0.55,104,-1.2,16.4,1.76,0,0,15,937,15,15,15,519
TV3,MC2,2023-12-23T02:00:00Z,0.983,85,0.03,16.3,4.2,0.62,59,-1.2,16.4,1.91,0,0,15,937,15,15,15,519
TV3,MC2,2023-12-23T02:15:00Z,0.984,85,0.03,16.4,4.2,0.54,96,-1.2,16.5,2.92,0,0,15,936,15,15,15,515
TV3,MC2,2023-12-23T02:30:00Z,0.984,85,0.03,16.4,4.2,0.5,90,-1.2,16.5,1.61,0,0,15,945,15,15,15,533
TV3,MC2,2023-12-23T02:45:00Z,0.983,84.99,0.03,16.3,4.2,0.53,129,-1.2,16.4,1.95,0,0,15,936,15,15,15,525
TV3,MC2,2023-12-23T03:00:00Z,0.984,84.99,0.03,16.1,4.2,0.57,76,-1.2,16.2,1.91,0,0,15,933,15,15,15,516
TV3,MC2,2023-12-23T03:15:00Z,0.983,84.98,0.03,16.2,4.2,0.49,125,-1.2,16.2,1.41,0,0,15,936,15,15,15,516
TV3,MC2,2023-12-23T03:30:00Z,0.983,84.99,0.03,16.3,4.2,0.55,71,-1.2,16.3,2.02,0,0,15,959,15,15,15,552
TV3,MC2,2023-12-23T03:45:00Z,0.983,84.99,0.03,16.3,4.2,0.63,24,-1.2,16.4,2.1,0,0,15,946,15,15,15,574
TV3,MC2,2023-12-23T04:00:00Z,0.984,84.99,0.03,16.3,4.2,0.58,66,-1.2,16.3,1.95,0,0,15,947,15,15,15,544
TV3,MC2,2023-12-23T04:15:00Z,0.983,85,0.03,16.2,4.2,0.6,110,-1.2,16.3,1.83,0,0,15,943,15,15,15,535
TV3,MC2,2023-12-23T04:30:00Z,0.983,85.01,0.03,16.3,4.2,0.6,161,-1.2,16.3,1.41,0,0,15,944,15,15,15,531
TV3,MC2,2023-12-23T04:45:00Z,0.983,85.01,0.03,16.4,4.2,0.52,69,-1.2,16.4,1.58,0,0,15,955,15,15,15,570
TV3,MC2,2023-12-23T05:00:00Z,0.983,85.02,0.03,16.3,4.2,0.66,114,-1.2,16.4,1.8,0,0,15,943,15,15,15,558
TV3,MC2,2023-12-23T05:15:00Z,0.984,85.02,0.03,16.2,4.2,0.59,122,-1.1,16.3,1.89,0,0,15,942,15,15,15,544
TV3,MC2,2023-12-23T05:30:00Z,0.984,85.03,0.03,16.2,4.2,0.59,157,-1.2,16.3,2.17,0,0,15,944,15,15,15,555
TV3,MC2,2023-12-23T05:45:00Z,0.983,85.04,0.03,16.2,4.2,0.59,54,-1.1,16.3,1.62,0,0,15,943,15,15,15,554
TV3,MC2,2023-12-23T06:00:00Z,0.983,85.05,0.03,16.3,4.2,0.61,173,-1.2,16.3,2.03,0,0.9,15,949,15,15,15,563
TV3,MC2,2023-12-23T06:15:00Z,0.983,85.07,0.03,16.5,4.2,0.58,3,-1.2,16.5,2.13,0,3.8,15,961,15,15,15,590
TV3,MC2,2023-12-23T06:30:00Z,0.984,85.09,0.03,16.5,4.1,0.55,150,-1.2,16.6,1.67,0,9.9,15,964,15,15,15,599
TV3,MC2,2023-12-23T06:45:00Z,0.984,85.09,0.03,16.4,4.2,0.72,78,-1.2,16.5,2.14,0,22.5,15,954,15,15,15,586
TV3,MC2,2023-12-23T07:00:00Z,0.983,85.07,0.03,16.6,4.2,0.79,100,-1.2,16.6,2.87,0,31.7,15,982,15,15,15,620
TV3,MC2,2023-12-23T07:15:00Z,0.984,85.07,0.03,16.6,4.2,0.93,70,-1.2,16.7,3.72,0,37.2,15,1003,15,15,15,660
TV3,MC2,2023-12-23T07:30:00Z,0.983,85.09,0.03,16.7,4.2,0.73,55,-1.2,16.8,3.05,0,51.1,15,1016,15,15,15,676
TV3,MC2,2023-12-23T07:45:00Z,0.983,85.1,0.03,16.7,4.2,0.75,66,-1.1,16.8,2.74,0,64.5,15,1006,15,15,15,652
TV3,MC2,2023-12-23T08:00:00Z,0.983,85.11,0.03,16.7,4.2,0.7,129,-1.2,16.8,1.98,0,95,15,1007,15,15,15,643
TV3,MC2,2023-12-23T08:15:00Z,0.983,85.11,0.03,16.8,4.1,0.72,115,-1.1,16.9,2.02,0,118.8,15,978,15,15,15,615
TV3,MC2,2023-12-23T08:30:00Z,0.982,85.11,0.03,17,4.2,0.8,134,-1.1,17,2.34,0,145.9,15,949,15,15,15,573
TV3,MC2,2023-12-23T08:45:00Z,0.982,85.13,0.04,17,4.1,0.78,98,-1.1,17.1,2.61,0,183.7,15,953,15,15,15,584
TV3,MC2,2023-12-23T09:00:00Z,0.983,85.14,0.03,17.1,4.1,0.73,111,-1.2,17.2,2.12,0,222.7,15,962,15,15,15,588
TV3,MC2,2023-12-23T09:15:00Z,0.983,85.14,0.03,17.1,4.2,0.83,92,-1.1,17.4,2.95,0,240.4,15,969,15,15,15,607
TV3,MC2,2023-12-23T09:30:00Z,0.984,85.14,0.03,17.1,4.2,0.78,41,-1.1,17.3,3.82,0,216.8,15,976,15,15,15,627
TV3,MC2,2023-12-23T09:45:00Z,0.983,85.15,0.03,17.1,4.1,0.77,95,-1.1,17.3,4.77,0,194.8,15,976,15,15,15,632
TV3,MC2,2023-12-23T10:00:00Z,0.983,85.14,0.03,17.2,4.1,0.7,76,-1.2,17.4,3.32,0,259.8,15,965,15,15,15,617
TV3,MC2,2023-12-23T10:15:00Z,0.984,85.13,0.03,17.4,4.1,0.75,119,-1.2,17.7,2.52,0,330.3,15,924,15,15,15,554
TV3,MC2,2023-12-23T10:30:00Z,0.984,85.11,0.03,17.6,4.1,0.68,62,-1.1,17.9,2.38,0,385.4,15,834,15,15,15,496
TV3,MC2,2023-12-23T10:45:00Z,0.983,85.1,0.03,17.7,4.1,0.64,65,-1.1,18,2.38,0,369.5,15,565,15,15,15,491
TV3,MC2,2023-12-23T11:00:00Z,0.983,85.09,0.03,17.7,4,0.69,74,-1.1,18.2,2.14,0,277,15,502,15,15,15,503
TV3,MC2,2023-12-23T11:15:00Z,0.983,85.07,0.03,17.8,4.1,0.74,169,-1.1,18.3,2.04,0,414,15,471,15,15,15,483
TV3,MC2,2023-12-23T11:30:00Z,0.983,85.05,0.03,18.1,4,0.71,113,-1.1,18.6,2.26,0,397.7,15,492,15,15,15,489
TV3,MC2,2023-12-23T11:45:00Z,0.984,85.03,0.03,18.2,4,0.69,75,-1.2,18.8,2.49,0,400.8,15,476,15,15,15,488
TV3,MC2,2023-12-23T12:00:00Z,0.983,85.01,0.04,18.5,4,0.63,47,-1,19.1,3.67,0,436.2,15,468,15,15,15,479
TV3,MC2,2023-12-23T12:15:00Z,0.979,84.99,0.04,18.6,4,0.74,197,-1.1,19.1,2.5,0,578.1,15,579,15,15,15,519
TV3,MC2,2023-12-23T12:30:00Z,0.977,84.98,0.05,18.6,4,0.83,72,-1,19,5.63,0,397.7,15,643,15,15,15,577
TV3,MC2,2023-12-23T12:45:00Z,0.977,84.96,0.05,18.7,4,0.82,86,-1.1,19.2,3.21,0,389.6,15,530,15,15,15,543
TV3,MC2,2023-12-23T13:00:00Z,0.976,84.96,0.05,18.7,3.9,0.8,159,-1.2,19.2,2.84,0,303.2,15,474,15,15,15,501
TV3,MC2,2023-12-23T13:15:00Z,0.973,84.95,0.06,18.8,3.9,0.73,73,-1.1,19.4,2.05,0,303.4,15,477,15,15,15,501
TV3,MC2,2023-12-23T13:30:00Z,0.962,84.92,0.08,18.8,4,0.68,55,-1.1,19.3,1.67,0,236.8,15,482,15,15,15,496
TV3,MC2,2023-12-23T13:45:00Z,0.962,84.9,0.08,19,4,0.83,109,-1.1,19.6,3.49,0,373.9,15,501,15,15,15,479
TV3,MC2,2023-12-23T14:00:00Z,0.963,84.89,0.08,19,4,0.65,91,-1.1,19.8,2.11,0,231.6,15,788,15,15,15,635
TV3,MC2,2023-12-23T14:15:00Z,0.969,84.89,0.07,19,4,0.77,61,-1.1,19.8,2.95,0,166.8,15,843,15,15,15,624
TV3,MC2,2023-12-23T14:30:00Z,0.957,84.88,0.09,18.9,4,0.9,72,-1.1,19.7,3,0,125.1,15,628,15,15,15,558
TV3,MC2,2023-12-23T14:45:00Z,0.948,84.88,0.11,18.8,3.9,0.98,56,-1.1,19.5,4.66,0,87.5,15,499,15,15,15,526
TV3,MC2,2023-12-23T15:00:00Z,0.934,84.87,0.14,18.9,3.9,0.88,39,-1.2,19.8,2.43,0,79.1,15,472,15,15,15,512
TV3,MC2,2023-12-23T15:15:00Z,0.924,84.87,0.17,19.1,3.9,0.69,57,-1.1,20.3,2.3,0,175.2,15,468,15,15,15,507
TV3,MC2,2023-12-23T15:30:00Z,0.932,84.86,0.14,18.4,3.9,0.85,47,-1.1,19.5,2.46,0,35.3,15,470,15,15,15,504
TV3,MC2,2023-12-23T15:45:00Z,0.937,84.86,0.13,18.1,4,0.86,20,-1.1,19.2,2.92,0,44.3,15,464,15,15,15,500
TV3,MC2,2023-12-23T16:00:00Z,0.929,84.87,0.15,18.2,4,0.9,46,-1.2,18.9,3.42,0,57.9,15,467,15,15,15,495
TV3,MC2,2023-12-23T16:15:00Z,0.961,84.88,0.08,17.6,4,0.81,29,-1.2,18.2,3.12,0,46.3,15,472,15,15,15,492
TV3,MC2,2023-12-23T16:30:00Z,0.965,84.88,0.07,17.5,4,0.72,43,-1.2,18,1.87,0,69.9,15,467,15,15,15,487
TV3,MC2,2023-12-23T16:45:00Z,0.961,84.88,0.08,17.5,4,0.83,42,-1.2,17.9,2.87,0,47.6,15,472,15,15,15,482
TV3,MC2,2023-12-23T17:00:00Z,0.969,84.89,0.06,17.3,4,0.83,56,-1.2,17.6,3.12,0,23.3,15,478,15,15,15,479
TV3,MC2,2023-12-23T17:15:00Z,0.972,84.9,0.05,17.1,4.1,0.8,59,-1.2,17.4,2.14,0,9,15,480,15,15,15,475
TV3,MC2,2023-12-23T17:30:00Z,0.973,84.91,0.05,17,4.1,0.8,29,-1.2,17.2,2,0,0.9,15,484,15,15,15,472
TV3,MC2,2023-12-23T17:45:00Z,0.979,84.91,0.04,17,4.1,0.73,30,-1.2,17.2,1.84,0,0,15,484,15,15,15,468
TV3,MC2,2023-12-23T18:00:00Z,0.976,84.92,0.05,17,4.1,0.81,32,-1.2,17.2,2.23,0,0,15,482,15,15,15,465
TV3,MC2,2023-12-23T18:15:00Z,0.969,84.94,0.06,17,4.1,0.75,26,-1.2,17.2,1.83,0,0,15,478,15,15,15,462
TV3,MC2,2023-12-23T18:30:00Z,0.973,84.97,0.05,17.1,4.1,0.75,25,-1.2,17.2,1.95,0,0,15,542,15,15,15,504
TV3,MC2,2023-12-23T18:45:00Z,0.983,84.97,0.03,17.1,4.1,0.67,21,-1.2,17.2,2.17,0,0,15,647,15,15,15,561
TV3,MC2,2023-12-23T19:00:00Z,0.983,85,0.03,17.1,4.1,0.7,12,-1.2,17.2,2.76,0,0,15,858,15,15,15,683
TV3,MC2,2023-12-23T19:15:00Z,0.983,85.02,0.03,17.1,4.1,0.68,22,-1.2,17.2,1.93,0,0,15,947,15,15,15,692
TV3,MC2,2023-12-23T19:30:00Z,0.983,85.06,0.03,17.1,4,0.64,50,-1.2,17.2,1.8,0,0,15,977,15,15,15,599
TV3,MC2,2023-12-23T19:45:00Z,0.983,85.08,0.03,17.1,4.1,0.55,36,-1.2,17.2,1.48,0,0,15,1018,15,15,15,629
TV3,MC2,2023-12-23T20:00:00Z,0.983,85.12,0.03,17.1,4.1,0.52,128,-1.2,17.2,1.96,0,0,15,997,15,15,15,599
TV3,MC2,2023-12-23T20:15:00Z,0.983,85.13,0.03,17,4.1,0.56,69,-1.2,17.1,1.92,0,0,15,985,15,15,15,588
TV3,MC2,2023-12-23T20:30:00Z,0.983,85.15,0.03,16.7,4.1,0.6,139,-1.2,16.9,1.54,0,0,15,963,15,15,15,559
TV3,MC2,2023-12-23T20:45:00Z,0.978,85.15,0.04,16.7,4.2,0.6,22,-1.2,16.8,1.49,0,0,15,946,15,15,15,556
TV3,MC2,2023-12-23T21:00:00Z,0.973,85.16,0.05,16.7,4.1,0.57,24,-1.2,16.8,1.47,0,0,15,929,15,15,15,553
TV3,MC2,2023-12-23T21:15:00Z,0.967,85.17,0.06,16.7,4.2,0.58,26,-1.2,16.8,1.74,0,0,15,927,15,15,15,541
TV3,MC2,2023-12-23T21:30:00Z,0.966,85.16,0.06,16.6,4.1,0.57,37,-1.2,16.7,1.66,0,0,15,914,15,15,15,525
TV3,MC2,2023-12-23T21:45:00Z,0.965,85.16,0.07,16.6,4.2,0.59,36,-1.2,16.7,1.66,0,0,15,900,15,15,15,508
TV3,MC2,2023-12-23T22:00:00Z,0.964,85.17,0.07,16.7,4.1,0.68,92,-1.2,16.7,2.16,0,0,15,869,15,15,15,497
TV3,MC2,2023-12-23T22:15:00Z,0.966,85.16,0.06,16.7,4.2,0.64,32,-1.2,16.8,2.7,0,0,15,844,15,15,15,495
TV3,MC2,2023-12-23T22:30:00Z,0.97,85.15,0.06,16.8,4.2,0.57,47,-1.2,16.8,3.16,0,0,15,816,15,15,15,495
TV3,MC2,2023-12-23T22:45:00Z,0.971,85.14,0.06,16.8,4.1,0.57,64,-1.2,16.9,1.43,0,0,15,774,15,15,15,494
TV3,MC2,2023-12-23T23:00:00Z,0.972,85.15,0.05,16.9,4.1,0.42,27,-1.2,17,1.6,0,0,15,726,15,15,15,493
TV3,MC2,2023-12-23T23:15:00Z,0.975,85.13,0.05,16.9,4.1,0.47,22,-1.2,16.9,1.64,0,0,15,700,15,15,15,493
TV3,MC2,2023-12-23T23:30:00Z,0.969,85.1,0.06,16.9,4.1,0.55,60,-1.2,17,1.31,0,0,15,671,15,15,15,492
TV3,MC2,2023-12-23T23:45:00Z,0.966,85.08,0.06,16.9,4.2,0.57,40,-1.2,16.9,2.38,0,0,15,653,15,15,15,492
TV3,MC2,2023-12-24T00:00:00Z,0.969,85.07,0.06,16.8,4.1,0.68,66,-1.2,16.9,1.93,0,0,15,637,15,15,15,491
TV3,MC2,2023-12-24T00:15:00Z,0.971,85.07,0.06,16.8,4.1,0.62,51,-1.2,16.9,2.29,0,0,15,629,15,15,15,493
TV3,MC2,2023-12-24T00:30:00Z,0.976,85.07,0.05,16.9,4.2,0.57,57,-1.2,16.9,2.07,0,0,15,623,15,15,15,493
TV3,MC2,2023-12-24T00:45:00Z,0.976,85.05,0.05,16.9,4.1,0.5,46,-1.2,16.9,1.3,0,0,15,624,15,15,15,495
TV3,MC2,2023-12-24T01:00:00Z,0.97,85.03,0.06,16.7,4.2,0.46,26,-1.2,16.8,3.32,0,0,15,616,15,15,15,493
TV3,MC2,2023-12-24T01:15:00Z,0.971,85.01,0.06,16.6,4.1,0.51,42,-1.2,16.7,1.73,0,0,15,612,15,15,15,493
TV3,MC2,2023-12-24T01:30:00Z,0.969,85.01,0.06,16.6,4.2,0.52,64,-1.2,16.6,1.14,0,0,15,602,15,15,15,491
TV3,MC2,2023-12-24T01:45:00Z,0.966,85,0.06,16.5,4.1,0.5,37,-1.2,16.5,1.33,0,0,15,592,15,15,15,490
TV3,MC2,2023-12-24T02:00:00Z,0.961,84.98,0.07,16.4,4.2,0.51,40,-1.2,16.5,1.2,0,0,15,576,15,15,15,489
TV3,MC2,2023-12-24T02:15:00Z,0.958,84.97,0.08,16.5,4.2,0.51,27,-1.2,16.5,1.23,0,0,15,558,15,15,15,487
TV3,MC2,2023-12-24T02:30:00Z,0.96,84.97,0.07,16.4,4.1,0.59,58,-1.2,16.4,1.22,0,0,15,552,15,15,15,488
TV3,MC2,2023-12-24T02:45:00Z,0.966,84.97,0.06,16.2,4.2,0.52,62,-1.2,16.3,1.77,0,0,15,549,15,15,15,489
TV3,MC2,2023-12-24T03:00:00Z,0.967,84.95,0.06,16.2,4.2,0.57,93,-1.3,16.2,1.58,0,0,15,544,15,15,15,488
TV3,MC2,2023-12-24T03:15:00Z,0.969,84.93,0.06,16.1,4.1,0.65,41,-1.2,16.2,2.73,0,0,15,540,15,15,15,488
TV3,MC2,2023-12-24T03:30:00Z,0.971,84.92,0.05,16.2,4.1,0.67,97,-1.2,16.2,2.89,0,0,15,536,15,15,15,488
TV3,MC2,2023-12-24T03:45:00Z,0.972,84.93,0.05,16.2,4.1,0.81,67,-1.2,16.2,3.98,0,0,15,534,15,15,15,488
TV3,MC2,2023-12-24T04:00:00Z,0.974,84.93,0.05,16.1,4.1,0.65,80,-1.3,16.2,1.7,0,0,15,534,15,15,15,488
TV3,MC2,2023-12-24T04:15:00Z,0.968,84.95,0.06,16.2,4.2,0.62,71,-1.2,16.2,2.82,0,0,15,528,15,15,15,487
TV3,MC2,2023-12-24T04:30:00Z,0.963,84.97,0.07,16.2,4.2,0.54,84,-1.2,16.2,1.17,0,0,15,521,15,15,15,485
TV3,MC2,2023-12-24T04:45:00Z,0.958,84.98,0.08,16.2,4.2,0.58,40,-1.2,16.2,1.99,0,0,15,514,15,15,15,484
TV3,MC2,2023-12-24T05:00:00Z,0.957,84.97,0.08,16.1,4.2,0.64,76,-1.2,16.1,2.81,0,0,15,511,15,15,15,484
TV3,MC2,2023-12-24T05:15:00Z,0.961,84.98,0.07,16.1,4.2,0.59,68,-1.2,16.1,1.62,0,0,15,509,15,15,15,484
TV3,MC2,2023-12-24T05:30:00Z,0.962,84.99,0.07,16.1,4.2,0.66,65,-1.2,16.1,2.92,0,0,15,508,15,15,15,483
TV3,MC2,2023-12-24T05:45:00Z,0.961,85.01,0.07,16,4.2,0.61,82,-1.3,16,2.35,0,0,15,509,15,15,15,484
TV3,MC2,2023-12-24T06:00:00Z,0.961,85.03,0.07,15.9,4.2,0.49,66,-1.2,16,1.86,0,0,15,507,15,15,15,482
TV3,MC2,2023-12-24T06:15:00Z,0.958,85.06,0.08,15.9,4.1,0.52,100,-1.2,15.9,1.32,0,6.4,15,504,15,15,15,482
TV3,MC2,2023-12-24T06:30:00Z,0.96,85.1,0.07,15.9,4.2,0.64,258,-1.2,16,2.43,0,11.2,15,498,15,15,15,480
TV3,MC2,2023-12-24T06:45:00Z,0.956,85.13,0.08,16,4.2,0.45,103,-1.2,16,1.82,0,14.1,15,492,15,15,15,479
TV3,MC2,2023-12-24T07:00:00Z,0.956,85.15,0.08,16.1,4.2,0.54,12,-1.2,16.2,2.69,0,17.8,15,482,15,15,15,476
TV3,MC2,2023-12-24T07:15:00Z,0.947,85.15,0.1,16.4,4.1,0.53,40,-1.2,16.4,1.62,0,29.5,15,475,15,15,15,472
TV3,MC2,2023-12-24T07:30:00Z,0.945,85.17,0.1,16.6,4.1,0.55,39,-1.2,16.5,1.48,0,142.3,15,470,15,15,15,469
TV3,MC2,2023-12-24T07:45:00Z,0.94,85.18,0.12,16.9,4.1,0.5,345,-1.2,16.7,1.96,0,41,15,469,15,15,15,468
TV3,MC2,2023-12-24T08:00:00Z,0.93,85.21,0.14,17.1,4.2,0.53,22,-1.2,16.9,1.67,0,47.8,15,464,15,15,15,460
TV3,MC2,2023-12-24T08:15:00Z,0.923,85.21,0.15,17.4,4.2,0.53,19,-1.2,17.1,1.95,0,136.8,15,465,15,3,15,458
TV3,MC2,2023-12-24T08:30:00Z,0.916,85.21,0.17,17.4,4.1,0.57,20,-1.2,17.4,1.5,0,51.8,15,465,15,0,15,457
TV3,MC2,2023-12-24T08:45:00Z,0.901,85.21,0.2,17.8,4.1,0.54,20,-1.2,18,1.59,0,417.3,14,459,15,0,15,451
TV3,MC2,2023-12-24T09:00:00Z,0.886,85.22,0.24,18.4,4.1,0.47,350,-1.1,18.3,1.49,0,603.5,0,454,15,0,15,450
TV3,MC2,2023-12-24T09:15:00Z,0.878,85.23,0.26,18.7,4,0.58,12,-1,18.9,1.53,0,648.2,0,454,15,0,10,451
TV3,MC2,2023-12-24T09:30:00Z,0.876,85.23,0.27,18.9,4,0.6,8,-1.1,19.3,2.01,0,647.8,0,454,15,0,15,452
TV3,MC2,2023-12-24T09:45:00Z,0.869,85.22,0.29,19.1,3.9,0.68,26,-1.1,19.5,2.3,0,655.2,0,454,15,0,15,453
TV3,MC2,2023-12-24T10:00:00Z,0.866,85.2,0.3,19.1,3.9,0.71,25,-1.1,19.9,2.62,0,742.5,0,453,15,0,15,451
TV3,MC2,2023-12-24T10:15:00Z,0.859,85.18,0.32,19.4,3.9,0.73,29,-1.1,20,2.22,0,776.7,0,453,15,0,3,448
TV3,MC2,2023-12-24T10:30:00Z,0.855,85.19,0.33,19.6,3.9,0.62,34,-1.2,20.1,2.45,0,568.4,0,454,15,0,0,449
TV3,MC2,2023-12-24T10:45:00Z,0.853,85.19,0.34,19.6,4,0.78,51,-1.2,19.9,2.6,0,359.1,0,456,15,0,12,450
TV3,MC2,2023-12-24T11:00:00Z,0.852,85.18,0.34,19.6,3.9,0.71,14,-1.2,20.2,4.51,0,575.7,0,454,15,0,15,450
TV3,MC2,2023-12-24T11:15:00Z,0.84,85.18,0.38,20,3.9,0.71,17,-1.2,20.3,2.5,0,780,0,454,15,0,3,449
TV3,MC2,2023-12-24T11:30:00Z,0.834,85.16,0.39,20.3,3.9,0.64,12,-1.2,20.5,3.04,0,727.5,0,454,15,0,4,450
TV3,MC2,2023-12-24T11:45:00Z,0.83,85.15,0.4,20.2,3.9,0.82,358,-1.1,20.6,3.63,0,723.4,0,455,15,0,12,450
TV3,MC2,2023-12-24T12:00:00Z,0.827,85.13,0.41,20.3,3.9,0.72,17,-1.2,20.7,4.23,0,631,0,456,15,0,15,451
TV3,MC2,2023-12-24T12:15:00Z,0.835,85.12,0.39,20.1,3.9,0.67,61,-1.2,20.6,3.54,0,675.7,0,456,15,0,13,450
TV3,MC2,2023-12-24T12:30:00Z,0.833,85.09,0.4,20.3,4,0.64,33,-1.2,20.8,3.4,0,723.4,0,456,15,0,12,451
TV3,MC2,2023-12-24T12:45:00Z,0.822,85.02,0.43,20.4,3.9,0.66,204,-1.1,21.2,2.89,0,629.7,0,456,15,0,15,451
TV3,MC2,2023-12-24T13:00:00Z,0.815,85,0.44,20.3,3.8,0.61,15,-1.1,21.7,2.57,0,116.3,0,456,15,0,15,452
TV3,MC2,2023-12-24T13:15:00Z,0.816,85.03,0.45,20.6,3.8,0.66,319,-1.1,22.1,2.97,0,98.9,0,457,15,0,14,450
TV3,MC2,2023-12-24T13:30:00Z,0.82,85.02,0.45,21,3.9,0.58,153,-1.1,22.1,1.81,0,148.1,0,457,15,0,15,452
TV3,MC2,2023-12-24T13:45:00Z,0.83,85.02,0.41,20.5,3.9,0.61,194,-1.2,21.5,2.69,0,299.7,0,456,15,0,15,452
