Tree,MC,Timestamp,Port6_Temp,Port6_Atmos_pressure,Port6_RH,Port6_VPD,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port5_LWS_Count,Port5_LW_minutes,Port5_LW_minutes_H
FB7,MC2,2023-07-08T04:00:00Z,18.1,86.29,0.94,0.12,18,0.05,86.33,0.974,0,0,457,0,15,458,15,0
FB7,MC2,2023-07-08T04:15:00Z,18.4,86.3,0.914,0.18,18.3,0.11,86.34,0.95,0,0,457,0,15,457,15,0
FB7,MC2,2023-07-08T04:30:00Z,18.3,86.3,0.913,0.18,18.3,0.12,86.34,0.943,0,0,456,0,15,457,15,0
FB7,MC2,2023-07-08T04:45:00Z,18.5,86.3,0.905,0.2,18.3,0.14,86.35,0.935,0,0,456,0,15,457,15,0
FB7,MC2,2023-07-08T05:00:00Z,18.5,86.31,0.903,0.21,18.4,0.14,86.36,0.933,0,0,457,0,15,457,15,0
FB7,MC2,2023-07-08T05:15:00Z,18.5,86.31,0.911,0.19,18.4,0.13,86.36,0.94,0,0,456,0,15,457,15,0
FB7,MC2,2023-07-08T05:30:00Z,18.3,86.32,0.916,0.18,18.3,0.11,86.37,0.946,0,0,457,0,15,457,15,0
FB7,MC2,2023-07-08T05:45:00Z,18.6,86.34,0.913,0.19,18.4,0.11,86.38,0.946,9.2,8.6,456,0,15,456,15,0
FB7,MC2,2023-07-08T06:00:00Z,18.8,86.33,0.907,0.2,18.6,0.13,86.37,0.941,25.8,24.4,456,0,15,455,15,0
FB7,MC2,2023-07-08T06:15:00Z,18.9,86.35,0.902,0.21,18.8,0.15,86.39,0.932,28.9,28.6,456,0,15,455,15,0
FB7,MC2,2023-07-08T06:30:00Z,19,86.37,0.904,0.21,19,0.15,86.41,0.931,33.1,32.6,456,0,15,455,15,0
FB7,MC2,2023-07-08T06:45:00Z,18.8,86.39,0.914,0.19,18.8,0.12,86.43,0.943,33.3,32,456,0,15,456,15,0
FB7,MC2,2023-07-08T07:00:00Z,18.8,86.39,0.918,0.18,18.9,0.11,86.44,0.948,42.5,38.8,456,0,15,455,15,0
FB7,MC2,2023-07-08T07:15:00Z,19.1,86.41,0.904,0.21,19,0.14,86.45,0.936,57.3,52.9,455,0,15,455,15,0
FB7,MC2,2023-07-08T07:30:00Z,19.3,86.42,0.904,0.21,19.3,0.16,86.47,0.931,85.3,81.7,455,0,15,454,15,0
FB7,MC2,2023-07-08T07:45:00Z,19.1,86.44,0.922,0.17,19.1,0.11,86.49,0.951,89,83.1,456,0,15,455,15,0
FB7,MC2,2023-07-08T08:00:00Z,19,86.46,0.936,0.14,19,0.07,86.51,0.967,93,89,456,0,15,455,15,0
FB7,MC2,2023-07-08T08:15:00Z,19,86.48,0.94,0.13,19.1,0.06,86.52,0.971,75.1,72.1,456,0,15,455,15,0
FB7,MC2,2023-07-08T08:30:00Z,19,86.5,0.945,0.12,19.1,0.06,86.54,0.974,65.4,62.6,456,0,15,456,15,0
FB7,MC2,2023-07-08T08:45:00Z,18.9,86.51,0.952,0.11,18.9,0.04,86.55,0.982,63,59.3,457,0,15,456,15,0
FB7,MC2,2023-07-08T09:00:00Z,18.8,86.51,0.958,0.09,18.8,0.02,86.55,0.991,86.6,81.8,456,0,15,456,15,0
FB7,MC2,2023-07-08T09:15:00Z,18.9,86.52,0.961,0.08,18.9,0.02,86.56,0.992,140.6,138.2,456,0,15,455,15,0
FB7,MC2,2023-07-08T09:30:00Z,19.2,86.5,0.953,0.1,19.2,0.03,86.55,0.985,189.3,200,455,0,15,454,15,0
FB7,MC2,2023-07-08T09:45:00Z,19.1,86.5,0.954,0.1,19.2,0.04,86.54,0.983,157.8,154.2,456,0,15,454,15,0
FB7,MC2,2023-07-08T10:00:00Z,19.4,86.48,0.952,0.11,19.4,0.04,86.52,0.982,200.9,197.8,454,0,15,453,15,0
FB7,MC2,2023-07-08T10:15:00Z,20.2,86.47,0.927,0.17,20.1,0.09,86.51,0.961,227.8,230,454,0,15,453,15,0
FB7,MC2,2023-07-08T10:30:00Z,20.8,86.46,0.91,0.22,20.7,0.14,86.51,0.942,262.4,336.7,454,0,15,452,15,0
FB7,MC2,2023-07-08T10:45:00Z,21.1,86.46,0.901,0.25,21.1,0.18,86.5,0.93,270.4,291.7,453,0,15,452,15,0
FB7,MC2,2023-07-08T11:00:00Z,20.6,86.47,0.913,0.21,20.7,0.15,86.51,0.938,185.9,189.1,454,0,15,453,15,0
FB7,MC2,2023-07-08T11:15:00Z,20.1,86.45,0.924,0.18,20.2,0.12,86.49,0.949,280,327.8,454,0,15,453,15,0
FB7,MC2,2023-07-08T11:30:00Z,20.6,86.43,0.91,0.22,20.6,0.16,86.47,0.936,194.1,190.1,454,0,15,453,15,0
FB7,MC2,2023-07-08T11:45:00Z,20.5,86.43,0.914,0.21,20.5,0.14,86.48,0.94,153.1,142.8,454,0,15,454,15,0
FB7,MC2,2023-07-08T12:00:00Z,20.5,86.44,0.926,0.18,20.6,0.12,86.48,0.951,140.4,134.6,454,0,15,453,15,0
FB7,MC2,2023-07-08T12:15:00Z,20.3,86.44,0.934,0.16,20.5,0.09,86.48,0.961,120.7,109.5,455,0,15,454,15,0
FB7,MC2,2023-07-08T12:30:00Z,20.9,86.42,0.917,0.2,20.9,0.14,86.46,0.943,221,188.8,454,0,15,452,15,0
FB7,MC2,2023-07-08T12:45:00Z,20.7,86.42,0.913,0.21,20.9,0.15,86.46,0.938,224.7,179.3,454,0,15,452,15,0
FB7,MC2,2023-07-08T13:00:00Z,20.8,86.4,0.911,0.22,20.9,0.16,86.44,0.935,153.8,133.3,454,0,15,453,15,0
FB7,MC2,2023-07-08T13:15:00Z,20.9,86.38,0.913,0.22,20.9,0.15,86.42,0.941,210.6,138.6,455,0,15,454,15,0
FB7,MC2,2023-07-08T13:30:00Z,20.6,86.37,0.924,0.18,20.6,0.12,86.41,0.951,237.3,139,454,0,15,453,15,0
FB7,MC2,2023-07-08T13:45:00Z,20.7,86.35,0.92,0.2,20.7,0.13,86.39,0.949,213.5,160,455,0,15,453,15,0
FB7,MC2,2023-07-08T14:00:00Z,20.9,86.35,0.907,0.23,20.9,0.16,86.39,0.937,218.8,171.8,454,0,15,453,15,0
FB7,MC2,2023-07-08T14:15:00Z,21.1,86.33,0.904,0.24,21.2,0.19,86.37,0.926,244.4,323.9,454,0,15,452,15,0
FB7,MC2,2023-07-08T14:30:00Z,20.8,86.33,0.915,0.21,20.9,0.15,86.37,0.939,154.7,151.8,455,0,15,454,15,0
FB7,MC2,2023-07-08T14:45:00Z,20.3,86.33,0.934,0.16,20.4,0.09,86.37,0.963,141.7,137.7,457,0,15,456,15,0
FB7,MC2,2023-07-08T15:00:00Z,19.5,86.31,0.965,0.08,19.7,0.01,86.35,0.994,59.1,56.4,460,0,15,459,15,0
FB7,MC2,2023-07-08T15:15:00Z,19.2,86.29,0.98,0.04,19.3,0,86.34,0.999,58.2,55.5,469,11,15,466,15,8
FB7,MC2,2023-07-08T15:30:00Z,18.9,86.3,0.986,0.03,19,0,86.34,0.999,54.6,51.6,464,15,15,459,15,13
FB7,MC2,2023-07-08T15:45:00Z,18.8,86.29,0.988,0.03,18.8,0,86.33,1.001,45.8,43,458,8,15,457,15,0
FB7,MC2,2023-07-08T16:00:00Z,18.8,86.27,0.988,0.03,18.8,0,86.31,1,30.8,29.1,459,0,15,459,15,0
FB7,MC2,2023-07-08T16:15:00Z,18.7,86.25,0.988,0.03,18.8,0,86.29,1,36.3,32.2,529,13,15,465,15,11
FB7,MC2,2023-07-08T16:30:00Z,18.6,86.26,0.991,0.02,18.7,0,86.3,1.001,37.9,34.6,512,15,15,464,15,15
FB7,MC2,2023-07-08T16:45:00Z,18.6,86.29,0.992,0.02,18.6,0,86.33,1.001,25.6,24.4,503,15,15,463,15,15
FB7,MC2,2023-07-08T17:00:00Z,18.5,86.28,0.992,0.02,18.6,0,86.32,1,20.7,19.8,494,15,15,463,15,15
FB7,MC2,2023-07-08T17:15:00Z,18.4,86.3,0.995,0.01,18.5,0,86.34,1,14.6,13.9,487,15,15,463,15,15
FB7,MC2,2023-07-08T17:30:00Z,18.4,86.3,0.996,0.01,18.4,0,86.35,1,8.1,7.7,830,15,15,485,15,15
FB7,MC2,2023-07-08T17:45:00Z,18.4,86.34,0.996,0.01,18.5,0,86.38,1,0.7,0.7,733,15,15,486,15,15
FB7,MC2,2023-07-08T18:00:00Z,18.3,86.38,0.996,0.01,18.3,0,86.42,1,0,0,626,15,15,479,15,15
FB7,MC2,2023-07-08T18:15:00Z,18.2,86.38,0.998,0,18.3,0,86.42,0.999,0,0,779,15,15,488,15,15
FB7,MC2,2023-07-08T18:30:00Z,18.2,86.37,0.999,0,18.3,0,86.41,1,0,0,645,15,15,488,15,15
FB7,MC2,2023-07-08T18:45:00Z,18.3,86.36,0.998,0,18.4,0,86.4,1,0,0,604,15,15,492,15,15
FB7,MC2,2023-07-08T19:00:00Z,18.3,86.37,0.999,0,18.3,0,86.41,1.001,0,0,558,15,15,471,15,15
FB7,MC2,2023-07-08T19:15:00Z,18.6,86.37,0.995,0.01,18.4,0,86.41,1,0,0,512,15,15,460,15,9
FB7,MC2,2023-07-08T19:30:00Z,18.5,86.38,0.983,0.04,18.4,0,86.43,1,0,0,506,15,15,459,15,1
FB7,MC2,2023-07-08T19:45:00Z,18.6,86.39,0.967,0.07,18.4,0,86.43,0.999,0,0,501,15,15,458,15,0
FB7,MC2,2023-07-08T20:00:00Z,18.7,86.39,0.943,0.12,18.5,0.03,86.43,0.986,0,0,501,15,15,458,15,0
FB7,MC2,2023-07-08T20:15:00Z,18.6,86.39,0.939,0.13,18.5,0.04,86.43,0.981,0,0,498,15,15,458,15,0
FB7,MC2,2023-07-08T20:30:00Z,18.7,86.39,0.936,0.14,18.5,0.05,86.43,0.977,0,0,499,15,15,459,15,0
FB7,MC2,2023-07-08T20:45:00Z,18.1,86.39,0.963,0.08,18.1,0.01,86.43,0.996,0,0,502,15,15,462,15,12
FB7,MC2,2023-07-08T21:00:00Z,18,86.37,0.98,0.04,18,0,86.41,1,0,0,502,15,15,463,15,15
FB7,MC2,2023-07-08T21:15:00Z,18,86.37,0.986,0.03,18,0,86.41,1,0,0,502,15,15,463,15,15
FB7,MC2,2023-07-08T21:30:00Z,18,86.38,0.989,0.02,18,0,86.41,0.999,0,0,508,15,15,468,15,15
FB7,MC2,2023-07-08T21:45:00Z,18,86.37,0.992,0.02,18,0,86.41,1,0,0,531,15,15,480,15,15
FB7,MC2,2023-07-08T22:00:00Z,18,86.37,0.993,0.01,18,0,86.41,1,0,0,566,15,15,479,15,15
FB7,MC2,2023-07-08T22:15:00Z,18,86.37,0.995,0.01,18,0,86.41,1,0,0,593,15,15,485,15,15
FB7,MC2,2023-07-08T22:30:00Z,18.1,86.37,0.996,0.01,18.1,0,86.41,0.999,0,0,768,15,15,496,15,15
FB7,MC2,2023-07-08T22:45:00Z,18.1,86.36,0.997,0.01,18.2,0,86.4,1.001,0,0,670,15,15,498,15,15
FB7,MC2,2023-07-08T23:00:00Z,18.2,86.36,0.999,0,18.2,0,86.41,0.999,0,0,605,15,15,499,15,15
FB7,MC2,2023-07-08T23:15:00Z,18.2,86.35,0.998,0,18.3,0,86.4,0.999,0,0,575,15,15,501,15,15
FB7,MC2,2023-07-08T23:30:00Z,18.1,86.35,0.999,0,18.2,0,86.4,1.001,0,0,551,15,15,497,15,15
FB7,MC2,2023-07-08T23:45:00Z,18.2,86.36,1,0,18.2,0,86.4,1,0,0,665,15,15,503,15,15
FB7,MC2,2023-07-09T00:00:00Z,18.2,86.35,1,0,18.3,0,86.4,0.999,0,0,722,15,15,510,15,15
FB7,MC2,2023-07-09T00:15:00Z,18.2,86.35,1,0,18.3,0,86.39,0.999,0,0,677,15,15,506,15,15
FB7,MC2,2023-07-09T00:30:00Z,18.2,86.34,1,0,18.3,0,86.38,0.999,0,0,812,15,15,512,15,15
FB7,MC2,2023-07-09T00:45:00Z,18.3,86.34,1,0,18.3,0,86.38,0.999,0,0,833,15,15,524,15,15
FB7,MC2,2023-07-09T01:00:00Z,18.3,86.34,1.001,0,18.3,0,86.38,1,0,0,857,15,15,560,15,15
FB7,MC2,2023-07-09T01:15:00Z,18.4,86.33,0.999,0,18.4,0,86.37,1.001,0,0,875,15,15,581,15,15
FB7,MC2,2023-07-09T01:30:00Z,18.3,86.32,1,0,18.3,0,86.36,1,0,0,852,15,15,588,15,15
FB7,MC2,2023-07-09T01:45:00Z,18.2,86.3,1,0,18.3,0,86.34,1,0,0,687,15,15,554,15,15
FB7,MC2,2023-07-09T02:00:00Z,18.1,86.29,1.001,0,18.2,0,86.34,1,0,0,611,15,15,534,15,15
FB7,MC2,2023-07-09T02:15:00Z,18.1,86.28,1,0,18.1,0,86.32,1.001,0,0,630,15,15,539,15,15
FB7,MC2,2023-07-09T02:30:00Z,18,86.26,1,0,18.1,0,86.3,0.999,0,0,576,15,15,529,15,15
FB7,MC2,2023-07-09T02:45:00Z,18,86.26,1,0,18,0,86.3,1.001,0,0,573,15,15,512,15,15
FB7,MC2,2023-07-09T03:00:00Z,18,86.28,0.999,0,18.1,0,86.32,1,0,0,564,15,15,514,15,15
FB7,MC2,2023-07-09T03:15:00Z,18,86.3,1,0,18.1,0,86.34,0.999,0,0,753,15,15,548,15,15
FB7,MC2,2023-07-09T03:30:00Z,18,86.28,1,0,18,0,86.33,1,0,0,750,15,15,539,15,15
FB7,MC2,2023-07-09T03:45:00Z,18.1,86.28,1,0,18.1,0,86.33,1,0,0,612,15,15,531,15,15
FB7,MC2,2023-07-09T04:00:00Z,18.1,86.29,1.001,0,18.2,0,86.34,0.999,0,0,573,15,15,520,15,15
FB7,MC2,2023-07-09T04:15:00Z,18.1,86.3,1,0,18.1,0,86.34,1,0,0,568,15,15,520,15,15
FB7,MC2,2023-07-09T04:30:00Z,18,86.29,1.001,0,18.1,0,86.33,1,0,0,538,15,15,499,15,15
FB7,MC2,2023-07-09T04:45:00Z,18.1,86.26,1,0,18.1,0,86.3,1.001,0,0,532,15,15,502,15,15
FB7,MC2,2023-07-09T05:00:00Z,18.3,86.24,0.999,0,18.2,0,86.29,1,0,0,510,15,15,477,15,15
FB7,MC2,2023-07-09T05:15:00Z,18.2,86.26,0.995,0.01,18.2,0,86.3,1,0,0,511,15,15,467,15,15
FB7,MC2,2023-07-09T05:30:00Z,18.2,86.28,0.992,0.02,18.1,0,86.33,0.999,0,0,509,15,15,467,15,15
FB7,MC2,2023-07-09T05:45:00Z,18.2,86.3,0.993,0.01,18.2,0,86.35,0.999,0,0,499,15,15,462,15,15
FB7,MC2,2023-07-09T06:00:00Z,18.2,86.33,0.989,0.02,18.2,0,86.38,0.999,3.7,3.5,499,15,15,460,15,15
FB7,MC2,2023-07-09T06:15:00Z,18.2,86.35,0.987,0.03,18.2,0,86.4,1,11.4,11,499,15,15,460,15,15
FB7,MC2,2023-07-09T06:30:00Z,18.2,86.36,0.984,0.03,18.2,0,86.41,1,20.9,19.8,500,15,15,460,15,0
FB7,MC2,2023-07-09T06:45:00Z,18.3,86.37,0.982,0.04,18.2,0,86.42,0.999,31.7,30.4,495,15,15,459,15,0
FB7,MC2,2023-07-09T07:00:00Z,18.5,86.38,0.972,0.06,18.4,0,86.43,1,46.1,43.2,496,15,15,458,15,0
FB7,MC2,2023-07-09T07:15:00Z,18.8,86.4,0.964,0.08,18.6,0,86.44,1,64.6,61.9,496,15,15,457,15,0
FB7,MC2,2023-07-09T07:30:00Z,19.2,86.42,0.961,0.09,19,0,86.46,1,87.9,82.4,495,15,15,456,15,0
FB7,MC2,2023-07-09T07:45:00Z,19.3,86.41,0.949,0.12,19.2,0.02,86.45,0.993,86.2,85.1,491,15,15,456,15,0
FB7,MC2,2023-07-09T08:00:00Z,19.4,86.41,0.946,0.12,19.3,0.04,86.46,0.983,120.3,116.1,490,15,15,455,15,0
FB7,MC2,2023-07-09T08:15:00Z,19.4,86.43,0.944,0.13,19.4,0.04,86.48,0.983,134,136,490,15,15,455,15,0
FB7,MC2,2023-07-09T08:30:00Z,19.4,86.44,0.941,0.13,19.3,0.05,86.49,0.978,220.8,180.7,475,15,15,454,15,0
FB7,MC2,2023-07-09T08:45:00Z,19.6,86.45,0.931,0.16,19.6,0.08,86.5,0.967,251.4,234.6,465,15,15,454,15,0
FB7,MC2,2023-07-09T09:00:00Z,19.6,86.46,0.938,0.14,19.5,0.05,86.5,0.976,132.4,131.7,456,6,15,454,15,0
FB7,MC2,2023-07-09T09:15:00Z,20.2,86.45,0.927,0.17,20,0.07,86.5,0.968,168.5,190.4,454,0,15,453,15,0
FB7,MC2,2023-07-09T09:30:00Z,19.9,86.45,0.922,0.18,19.9,0.11,86.5,0.955,119.8,110.4,455,0,15,454,15,0
FB7,MC2,2023-07-09T09:45:00Z,19.9,86.45,0.92,0.19,19.8,0.11,86.5,0.95,115.2,109.7,455,0,15,454,15,0
FB7,MC2,2023-07-09T10:00:00Z,20.2,86.45,0.916,0.2,20.2,0.12,86.5,0.951,194.3,258.7,454,0,15,453,15,0
FB7,MC2,2023-07-09T10:15:00Z,20.4,86.44,0.91,0.22,20.3,0.13,86.49,0.944,183.7,415.6,454,0,15,452,15,0
FB7,MC2,2023-07-09T10:30:00Z,20.8,86.43,0.9,0.25,20.6,0.18,86.48,0.928,223.2,276.1,454,0,15,452,15,0
FB7,MC2,2023-07-09T10:45:00Z,21.1,86.41,0.89,0.27,21,0.21,86.46,0.917,205.4,204.5,453,0,15,452,15,0
FB7,MC2,2023-07-09T11:00:00Z,21,86.42,0.888,0.28,21,0.22,86.47,0.912,212.8,320.6,453,0,15,452,15,0
FB7,MC2,2023-07-09T11:15:00Z,21.2,86.42,0.89,0.28,21.2,0.22,86.47,0.915,195.4,179.6,454,0,15,453,15,0
FB7,MC2,2023-07-09T11:30:00Z,21,86.43,0.894,0.26,21,0.2,86.48,0.92,137.1,129.5,454,0,15,453,15,0
FB7,MC2,2023-07-09T11:45:00Z,20.8,86.43,0.899,0.25,20.8,0.19,86.48,0.923,132.4,122.9,454,0,15,453,15,0
FB7,MC2,2023-07-09T12:00:00Z,20.8,86.42,0.907,0.23,20.7,0.15,86.47,0.938,102,94.3,455,0,15,454,15,0
FB7,MC2,2023-07-09T12:15:00Z,20.5,86.43,0.91,0.22,20.6,0.15,86.48,0.937,80.9,75.4,455,0,15,454,15,0
FB7,MC2,2023-07-09T12:30:00Z,20.2,86.41,0.926,0.17,20.2,0.1,86.46,0.956,137.7,126.9,464,10,15,455,15,0
FB7,MC2,2023-07-09T12:45:00Z,20.5,86.4,0.93,0.17,20.5,0.1,86.45,0.959,191,163.3,455,0,15,453,15,0
FB7,MC2,2023-07-09T13:00:00Z,20.4,86.37,0.936,0.15,20.4,0.08,86.42,0.967,124.9,113.3,471,8,15,456,15,0
FB7,MC2,2023-07-09T13:15:00Z,20,86.35,0.948,0.12,20,0.05,86.4,0.978,93.4,88.6,457,4,15,456,15,0
FB7,MC2,2023-07-09T13:30:00Z,20.2,86.33,0.949,0.12,20.2,0.05,86.38,0.98,283.8,171.4,455,0,15,453,15,0
FB7,MC2,2023-07-09T13:45:00Z,21.1,86.3,0.923,0.19,21,0.11,86.35,0.954,322.6,192.8,454,0,15,453,15,0
FB7,MC2,2023-07-09T14:00:00Z,21,86.29,0.919,0.2,21,0.13,86.34,0.949,285.1,179.1,456,0,15,454,15,0
FB7,MC2,2023-07-09T14:15:00Z,20.1,86.29,0.954,0.11,20.2,0.04,86.34,0.984,80.4,77.8,1086,15,15,544,15,13
FB7,MC2,2023-07-09T14:30:00Z,19.8,86.3,0.968,0.07,19.8,0,86.35,0.998,35.3,34.4,634,15,15,515,15,15
FB7,MC2,2023-07-09T14:45:00Z,19.6,86.31,0.98,0.05,19.6,0,86.36,1.001,34.1,32.4,604,15,15,504,15,15
FB7,MC2,2023-07-09T15:00:00Z,19.4,86.3,0.985,0.03,19.4,0,86.34,1,45.2,42.8,543,15,15,474,15,15
FB7,MC2,2023-07-09T15:15:00Z,19.3,86.27,0.988,0.03,19.3,0,86.31,1,33.5,31.7,525,15,15,465,15,15
FB7,MC2,2023-07-09T15:30:00Z,19.3,86.27,0.99,0.02,19.3,0,86.31,1,34.2,33,518,15,15,460,15,15
FB7,MC2,2023-07-09T15:45:00Z,19.5,86.25,0.992,0.02,19.6,0,86.3,1,46.3,43.4,518,15,15,459,15,5
FB7,MC2,2023-07-09T16:00:00Z,19.6,86.23,0.99,0.02,19.6,0,86.27,0.999,52.7,48.7,514,15,15,458,15,0
FB7,MC2,2023-07-09T16:15:00Z,19.7,86.25,0.988,0.03,19.5,0,86.29,1,35.5,32.6,512,15,15,458,15,0
FB7,MC2,2023-07-09T16:30:00Z,19.5,86.25,0.987,0.03,19.6,0,86.3,0.999,20.5,19,518,15,15,460,15,7
FB7,MC2,2023-07-09T16:45:00Z,19.4,86.24,0.989,0.03,19.4,0,86.28,1,20.3,19.2,519,15,15,460,15,9
FB7,MC2,2023-07-09T17:00:00Z,19.3,86.24,0.992,0.02,19.4,0,86.28,1,13.4,13,520,15,15,461,15,15
FB7,MC2,2023-07-09T17:15:00Z,19.4,86.26,0.992,0.02,19.4,0,86.3,1,6.4,6.2,522,15,15,462,15,15
FB7,MC2,2023-07-09T17:30:00Z,19.3,86.25,0.994,0.01,19.4,0,86.3,1.001,3.7,3.3,524,15,15,463,15,15
FB7,MC2,2023-07-09T17:45:00Z,19.3,86.27,0.995,0.01,19.4,0,86.31,1,0,0,526,15,15,463,15,15
FB7,MC2,2023-07-09T18:00:00Z,19.2,86.24,0.996,0.01,19.3,0,86.29,1,0,0,528,15,15,464,15,15
FB7,MC2,2023-07-09T18:15:00Z,19.2,86.29,0.997,0.01,19.3,0,86.33,1,0,0,553,15,15,475,15,15
FB7,MC2,2023-07-09T18:30:00Z,19.2,86.3,0.999,0,19.3,0,86.35,1,0,0,629,15,15,517,15,15
FB7,MC2,2023-07-09T18:45:00Z,19.2,86.35,0.998,0.01,19.2,0,86.39,1.001,0,0,1212,15,15,606,15,15
FB7,MC2,2023-07-09T19:00:00Z,18.2,86.34,0.991,0.02,18,0,86.39,1,0,0,1047,15,15,550,15,15
FB7,MC2,2023-07-09T19:15:00Z,18,86.36,0.991,0.02,17.9,0,86.41,1,0,0,1011,15,15,566,15,15
FB7,MC2,2023-07-09T19:30:00Z,17.9,86.37,0.979,0.04,17.7,0,86.41,1,0,0,1057,15,15,570,15,15
FB7,MC2,2023-07-09T19:45:00Z,18.2,86.37,0.983,0.03,18.2,0,86.42,1.001,0,0,878,15,15,578,15,15
FB7,MC2,2023-07-09T20:00:00Z,18.3,86.39,0.988,0.02,18.3,0,86.43,1,0,0,866,15,15,550,15,15
FB7,MC2,2023-07-09T20:15:00Z,18.2,86.4,0.991,0.02,18.3,0,86.45,0.999,0,0,573,15,15,522,15,15
FB7,MC2,2023-07-09T20:30:00Z,18.3,86.42,0.994,0.01,18.4,0,86.47,1,0,0,584,15,15,520,15,15
FB7,MC2,2023-07-09T20:45:00Z,18.4,86.43,0.995,0.01,18.4,0,86.48,1.001,0,0,624,15,15,555,15,15
FB7,MC2,2023-07-09T21:00:00Z,18.6,86.42,0.995,0.01,18.6,0,86.47,1,0,0,695,15,15,576,15,15
FB7,MC2,2023-07-09T21:15:00Z,18.4,86.43,0.997,0.01,18.5,0,86.48,0.999,0,0,644,15,15,567,15,15
FB7,MC2,2023-07-09T21:30:00Z,18.5,86.42,0.997,0.01,18.5,0,86.47,1.001,0,0,600,15,15,539,15,15
FB7,MC2,2023-07-09T21:45:00Z,18.6,86.42,0.999,0,18.6,0,86.47,1,0,0,576,15,15,520,15,15
FB7,MC2,2023-07-09T22:00:00Z,18.6,86.41,0.999,0,18.6,0,86.46,1,0,0,577,15,15,529,15,15
FB7,MC2,2023-07-09T22:15:00Z,18.5,86.41,0.999,0,18.6,0,86.45,1.001,0,0,581,15,15,527,15,15
FB7,MC2,2023-07-09T22:30:00Z,18.5,86.41,1,0,18.5,0,86.45,1,0,0,566,15,15,516,15,15
FB7,MC2,2023-07-09T22:45:00Z,18.4,86.41,1,0,18.5,0,86.45,1,0,0,563,15,15,523,15,15
FB7,MC2,2023-07-09T23:00:00Z,18.4,86.4,0.999,0,18.4,0,86.44,1.001,0,0,553,15,15,514,15,15
FB7,MC2,2023-07-09T23:15:00Z,18.3,86.41,1,0,18.3,0,86.45,1.001,0,0,549,15,15,506,15,15
FB7,MC2,2023-07-09T23:30:00Z,18.2,86.4,1.001,0,18.3,0,86.44,1,0,0,547,15,15,505,15,15
FB7,MC2,2023-07-09T23:45:00Z,18.2,86.39,0.999,0,18.2,0,86.43,1,0,0,553,15,15,509,15,15
FB7,MC2,2023-07-10T00:00:00Z,18.1,86.38,1,0,18.2,0,86.43,1,0,0,620,15,15,534,15,15
FB7,MC2,2023-07-10T00:15:00Z,18.1,86.38,1.001,0,18.2,0,86.43,1,0,0,582,15,15,527,15,15
FB7,MC2,2023-07-10T00:30:00Z,18.1,86.38,1,0,18.1,0,86.43,1,0,0,583,15,15,533,15,15
FB7,MC2,2023-07-10T00:45:00Z,18,86.37,1,0,18,0,86.42,1,0,0,645,15,15,553,15,15
FB7,MC2,2023-07-10T01:00:00Z,17.9,86.35,0.999,0,18,0,86.39,1.001,0,0,576,15,15,523,15,15
FB7,MC2,2023-07-10T01:15:00Z,17.9,86.33,0.999,0,17.9,0,86.37,1,0,0,559,15,15,509,15,15
FB7,MC2,2023-07-10T01:30:00Z,17.9,86.3,0.999,0,17.9,0,86.34,1,0,0,564,15,15,521,15,15
FB7,MC2,2023-07-10T01:45:00Z,17.8,86.29,1,0,17.8,0,86.34,1.001,0,0,564,15,15,508,15,15
FB7,MC2,2023-07-10T02:00:00Z,17.8,86.28,1,0,17.9,0,86.33,0.999,0,0,555,15,15,505,15,15
FB7,MC2,2023-07-10T02:15:00Z,17.7,86.23,1.001,0,17.8,0,86.28,0.999,0,0,557,15,15,484,15,15
FB7,MC2,2023-07-10T02:30:00Z,17.7,86.22,1,0,17.7,0,86.27,1.001,0,0,528,15,15,467,15,15
FB7,MC2,2023-07-10T02:45:00Z,17.7,86.22,1,0,17.7,0,86.27,1.001,0,0,532,15,15,469,15,15
FB7,MC2,2023-07-10T03:00:00Z,17.8,86.21,0.999,0,17.8,0,86.26,1,0,0,535,15,15,470,15,15
FB7,MC2,2023-07-10T03:15:00Z,17.7,86.22,1,0,17.7,0,86.26,0.999,0,0,534,15,15,470,15,15
FB7,MC2,2023-07-10T03:30:00Z,17.8,86.22,0.999,0,17.8,0,86.27,1,0,0,538,15,15,476,15,15
FB7,MC2,2023-07-10T03:45:00Z,17.6,86.23,0.999,0,17.6,0,86.28,1.001,0,0,538,15,15,478,15,15
FB7,MC2,2023-07-10T04:00:00Z,17.6,86.24,1,0,17.6,0,86.29,1.001,0,0,540,15,15,480,15,15
FB7,MC2,2023-07-10T04:15:00Z,17.5,86.22,1,0,17.5,0,86.26,1,0,0,534,15,15,476,15,15
FB7,MC2,2023-07-10T04:30:00Z,17.4,86.23,1,0,17.4,0,86.28,1,0,0,514,15,15,462,15,15
FB7,MC2,2023-07-10T04:45:00Z,17.5,86.26,0.999,0,17.4,0,86.3,1,0,0,520,15,15,465,15,15
FB7,MC2,2023-07-10T05:00:00Z,17.4,86.25,0.999,0,17.4,0,86.3,0.999,0,0,517,15,15,463,15,15
FB7,MC2,2023-07-10T05:15:00Z,17.6,86.23,1,0,17.5,0,86.29,1,0,0,498,15,15,459,15,9
FB7,MC2,2023-07-10T05:30:00Z,17.9,86.21,0.987,0.03,17.6,0,86.26,1,0,0,491,15,15,458,15,0
