Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port5_Temp,Port5_VPD,Port5_RH,Port5_Atmos_pressure,Port1_Solar,Port2_Solar,Port4_LW_minutes,Port4_LWS_Count,Port4_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
FB2,MC2,2023-06-02T16:45:00Z,0.908,20.3,85.77,0.22,20.3,0.2,0.916,85.89,19.2,14.5,15,452,0,15,454,0
FB2,MC2,2023-06-02T17:00:00Z,0.919,20.1,85.77,0.19,20.1,0.17,0.927,85.89,34.2,22.7,15,452,0,15,454,0
FB2,MC2,2023-06-02T17:15:00Z,0.889,20.4,85.77,0.27,20.4,0.24,0.9,85.9,63.4,28,15,451,0,15,454,0
FB2,MC2,2023-06-02T17:30:00Z,0.867,20.4,85.78,0.32,20.6,0.29,0.881,85.9,39.2,24.2,15,451,0,15,454,0
FB2,MC2,2023-06-02T17:45:00Z,0.874,20.1,85.8,0.3,20.4,0.28,0.882,85.92,9.7,8.2,15,451,0,15,454,0
FB2,MC2,2023-06-02T18:00:00Z,0.873,19.8,85.82,0.29,19.8,0.26,0.888,85.94,1.6,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T18:15:00Z,0.882,19.6,85.83,0.27,19.5,0.24,0.896,85.95,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T18:30:00Z,0.877,19.3,85.84,0.28,19.1,0.22,0.899,85.96,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T18:45:00Z,0.862,19.3,85.86,0.31,19,0.25,0.887,85.99,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T19:00:00Z,0.862,19.1,85.88,0.3,18.8,0.24,0.888,86,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T19:15:00Z,0.858,19.1,85.91,0.31,18.7,0.24,0.888,86.03,0,0,15,451,0,15,453,0
FB2,MC2,2023-06-02T19:30:00Z,0.868,18.9,85.9,0.29,18.7,0.23,0.895,86.03,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T19:45:00Z,0.879,18.6,85.9,0.26,18.4,0.21,0.902,86.02,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T20:00:00Z,0.87,18.9,85.9,0.28,18.8,0.25,0.887,86.02,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T20:15:00Z,0.87,19,85.9,0.29,18.8,0.24,0.889,86.02,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T20:30:00Z,0.883,18.8,85.9,0.25,18.7,0.22,0.899,86.02,0,0,15,451,0,15,454,0
FB2,MC2,2023-06-02T20:45:00Z,0.906,18.4,85.92,0.2,18.4,0.18,0.915,86.04,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-02T21:00:00Z,0.92,18.3,85.92,0.17,18.4,0.16,0.925,86.04,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-02T21:15:00Z,0.927,18.3,85.93,0.15,18.3,0.14,0.933,86.06,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-02T21:30:00Z,0.927,18.3,85.94,0.15,18.4,0.14,0.932,86.06,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-02T21:45:00Z,0.931,18.3,85.94,0.14,18.4,0.14,0.934,86.06,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-02T22:00:00Z,0.939,18.3,85.94,0.13,18.3,0.12,0.944,86.06,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-02T22:15:00Z,0.955,18.3,85.94,0.1,18.3,0.09,0.958,86.06,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-02T22:30:00Z,0.968,18.2,85.94,0.07,18.2,0.06,0.97,86.07,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-02T22:45:00Z,0.969,18.1,85.95,0.07,18.1,0.06,0.971,86.07,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-02T23:00:00Z,0.966,18,85.93,0.07,18,0.06,0.97,86.06,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-02T23:15:00Z,0.966,17.9,85.91,0.07,17.9,0.06,0.969,86.04,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-02T23:30:00Z,0.967,17.8,85.9,0.07,17.8,0.06,0.969,86.02,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-02T23:45:00Z,0.962,17.9,85.9,0.08,17.9,0.08,0.961,86.02,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T00:00:00Z,0.958,18,85.89,0.09,18,0.09,0.959,86.01,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T00:15:00Z,0.966,17.9,85.88,0.07,17.8,0.06,0.969,86,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T00:30:00Z,0.973,17.8,85.86,0.05,17.8,0.05,0.975,85.98,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T00:45:00Z,0.966,17.8,85.85,0.07,17.8,0.07,0.965,85.97,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T01:00:00Z,0.948,17.8,85.83,0.11,17.8,0.1,0.949,85.96,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T01:15:00Z,0.935,17.9,85.82,0.13,17.9,0.13,0.938,85.94,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T01:30:00Z,0.93,17.8,85.82,0.14,17.9,0.14,0.933,85.95,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T01:45:00Z,0.925,17.9,85.82,0.15,17.9,0.14,0.93,85.94,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T02:00:00Z,0.923,17.9,85.8,0.16,17.8,0.14,0.934,85.92,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T02:15:00Z,0.921,17.9,85.79,0.16,17.9,0.15,0.927,85.91,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T02:30:00Z,0.929,17.9,85.77,0.15,17.9,0.13,0.935,85.9,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T02:45:00Z,0.937,17.9,85.77,0.13,17.9,0.12,0.944,85.89,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T03:00:00Z,0.945,18,85.77,0.11,18,0.11,0.949,85.89,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T03:15:00Z,0.948,17.9,85.78,0.11,17.9,0.1,0.951,85.91,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T03:30:00Z,0.957,17.9,85.78,0.09,17.9,0.08,0.959,85.9,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T03:45:00Z,0.942,17.9,85.77,0.12,17.9,0.11,0.946,85.89,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T04:00:00Z,0.933,18,85.78,0.14,18,0.13,0.937,85.9,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T04:15:00Z,0.93,17.9,85.78,0.14,17.9,0.13,0.936,85.9,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T04:30:00Z,0.935,17.6,85.77,0.13,17.6,0.12,0.941,85.9,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T04:45:00Z,0.939,17.4,85.77,0.12,17.3,0.1,0.949,85.89,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T05:00:00Z,0.937,17.3,85.77,0.13,17.2,0.1,0.948,85.9,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T05:15:00Z,0.939,17.4,85.78,0.12,17.3,0.1,0.947,85.9,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T05:30:00Z,0.938,17.3,85.78,0.12,17.3,0.11,0.945,85.91,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T05:45:00Z,0.942,17.4,85.79,0.12,17.4,0.11,0.945,85.92,7,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T06:00:00Z,0.935,17.7,85.8,0.13,17.7,0.12,0.941,85.93,8.8,3.8,15,452,0,15,455,0
FB2,MC2,2023-06-03T06:15:00Z,0.929,17.9,85.82,0.15,18,0.13,0.937,85.94,10.8,7,15,452,0,15,455,0
FB2,MC2,2023-06-03T06:30:00Z,0.92,18.5,85.83,0.17,18.3,0.14,0.934,85.95,14.5,9.7,15,452,0,15,454,0
FB2,MC2,2023-06-03T06:45:00Z,0.901,19,85.83,0.22,18.7,0.16,0.926,85.96,22.5,14.5,15,452,0,15,454,0
FB2,MC2,2023-06-03T07:00:00Z,0.894,19.4,85.85,0.24,19.4,0.21,0.908,85.97,39,19.6,15,451,0,15,454,0
FB2,MC2,2023-06-03T07:15:00Z,0.872,20.1,85.85,0.3,19.9,0.24,0.897,85.97,107.8,22.9,15,450,0,15,454,0
FB2,MC2,2023-06-03T07:30:00Z,0.832,21.5,85.86,0.43,20.4,0.3,0.874,85.99,365.3,25.6,3,447,0,15,454,0
FB2,MC2,2023-06-03T07:45:00Z,0.764,23.5,85.86,0.68,20.9,0.36,0.855,86,398.6,29.1,0,445,0,15,453,0
FB2,MC2,2023-06-03T08:00:00Z,0.735,24,85.87,0.79,21.2,0.39,0.844,86.01,208.4,32,0,447,0,15,453,0
FB2,MC2,2023-06-03T08:15:00Z,0.777,22.8,85.89,0.62,21.3,0.39,0.846,86.02,108.6,34.8,0,448,0,15,453,0
FB2,MC2,2023-06-03T08:30:00Z,0.799,22.3,85.91,0.54,21.5,0.4,0.846,86.04,63,39.2,0,448,0,15,453,0
FB2,MC2,2023-06-03T08:45:00Z,0.819,21.7,85.91,0.47,21.4,0.38,0.851,86.04,101.1,40.6,0,449,0,15,453,0
FB2,MC2,2023-06-03T09:00:00Z,0.838,21.3,85.93,0.41,21.1,0.34,0.864,86.05,278.5,44.5,0,449,0,15,453,0
FB2,MC2,2023-06-03T09:15:00Z,0.847,21.5,85.93,0.39,21.2,0.31,0.875,86.06,116.5,56.8,0,449,0,15,453,0
FB2,MC2,2023-06-03T09:30:00Z,0.844,21.6,85.94,0.4,21.3,0.33,0.869,86.07,126.7,56.8,0,449,0,15,453,0
FB2,MC2,2023-06-03T09:45:00Z,0.847,21.7,85.94,0.4,21.4,0.33,0.872,86.07,102.9,57.7,0,450,0,15,453,0
FB2,MC2,2023-06-03T10:00:00Z,0.858,21.6,85.94,0.37,21.3,0.3,0.881,86.07,97.6,68.1,4,450,0,15,453,0
FB2,MC2,2023-06-03T10:15:00Z,0.86,21.8,85.93,0.37,21.5,0.3,0.882,86.06,94.7,61.3,11,450,0,15,453,0
FB2,MC2,2023-06-03T10:30:00Z,0.841,22.2,85.94,0.42,21.9,0.36,0.863,86.06,125.8,86.4,0,450,0,15,453,0
FB2,MC2,2023-06-03T10:45:00Z,0.85,22.2,85.94,0.4,22.2,0.35,0.87,86.06,141.2,94.1,0,450,0,15,453,0
FB2,MC2,2023-06-03T11:00:00Z,0.853,22,85.93,0.39,21.9,0.33,0.875,86.06,142.8,64.8,4,450,0,15,453,0
FB2,MC2,2023-06-03T11:15:00Z,0.857,22.3,85.92,0.39,21.9,0.31,0.883,86.05,373.5,93.4,1,450,0,15,453,0
FB2,MC2,2023-06-03T11:30:00Z,0.855,22.2,85.92,0.39,21.8,0.31,0.882,86.05,163,96.5,0,450,0,15,453,0
FB2,MC2,2023-06-03T11:45:00Z,0.857,22.4,85.9,0.39,22.2,0.32,0.88,86.03,177.6,92.7,0,450,0,15,453,0
FB2,MC2,2023-06-03T12:00:00Z,0.848,22.7,85.89,0.42,22.4,0.35,0.871,86.02,428.6,89.5,2,450,0,15,453,0
FB2,MC2,2023-06-03T12:15:00Z,0.854,22.6,85.88,0.4,22.4,0.34,0.875,86.01,196.5,112.1,1,450,0,15,453,0
FB2,MC2,2023-06-03T12:30:00Z,0.858,22.7,85.87,0.39,22.4,0.32,0.881,85.99,135.1,100.9,2,450,0,15,453,0
FB2,MC2,2023-06-03T12:45:00Z,0.866,22.4,85.85,0.36,22.1,0.3,0.888,85.98,128.9,95.8,9,450,0,15,453,0
FB2,MC2,2023-06-03T13:00:00Z,0.865,22.2,85.84,0.36,22.2,0.32,0.881,85.97,99.2,71.4,8,450,0,15,453,0
FB2,MC2,2023-06-03T13:15:00Z,0.887,21.3,85.82,0.29,21.2,0.24,0.903,85.95,78.6,59.9,15,450,0,15,453,0
FB2,MC2,2023-06-03T13:30:00Z,0.887,21.5,85.82,0.29,21.3,0.24,0.904,85.95,99.6,100.9,15,450,0,15,453,0
FB2,MC2,2023-06-03T13:45:00Z,0.88,21.9,85.79,0.32,21.7,0.27,0.896,85.92,135.7,94.5,15,450,0,15,453,0
FB2,MC2,2023-06-03T14:00:00Z,0.879,21.9,85.79,0.32,21.8,0.27,0.895,85.91,103.8,109.3,15,450,0,15,453,0
FB2,MC2,2023-06-03T14:15:00Z,0.881,21.9,85.76,0.31,21.8,0.27,0.895,85.89,107.3,100.2,15,450,0,15,453,0
FB2,MC2,2023-06-03T14:30:00Z,0.865,22.2,85.78,0.36,22,0.31,0.884,85.91,85.3,63.7,11,450,0,15,453,0
FB2,MC2,2023-06-03T14:45:00Z,0.891,21.5,85.8,0.28,21.4,0.24,0.907,85.93,67.4,40.6,15,451,0,15,454,0
FB2,MC2,2023-06-03T15:00:00Z,0.9,21.6,85.77,0.26,21.5,0.22,0.914,85.9,157.7,80.9,15,450,0,15,453,0
FB2,MC2,2023-06-03T15:15:00Z,0.882,21.7,85.76,0.31,21.6,0.27,0.897,85.89,67.7,44.7,15,451,0,15,453,0
FB2,MC2,2023-06-03T15:30:00Z,0.891,21.3,85.75,0.28,21.1,0.23,0.907,85.88,76.4,50.4,15,451,0,15,454,0
FB2,MC2,2023-06-03T15:45:00Z,0.902,21.2,85.75,0.25,21,0.21,0.917,85.88,54,32,15,451,0,15,454,0
FB2,MC2,2023-06-03T16:00:00Z,0.92,20.8,85.75,0.2,20.6,0.16,0.934,85.88,39,24.5,15,451,0,15,454,0
FB2,MC2,2023-06-03T16:15:00Z,0.935,20.5,85.74,0.16,20.3,0.13,0.947,85.86,47.8,33,15,452,0,15,455,0
FB2,MC2,2023-06-03T16:30:00Z,0.938,20.1,85.75,0.15,20,0.12,0.949,85.87,37.9,24.7,15,452,0,15,454,0
FB2,MC2,2023-06-03T16:45:00Z,0.935,20,85.76,0.15,19.9,0.13,0.944,85.88,33.1,23.6,15,452,0,15,454,0
FB2,MC2,2023-06-03T17:00:00Z,0.935,19.9,85.75,0.15,19.8,0.13,0.943,85.88,28.6,20.5,15,452,0,15,454,0
FB2,MC2,2023-06-03T17:15:00Z,0.938,19.9,85.78,0.14,19.8,0.13,0.946,85.91,21.2,15.4,15,452,0,15,454,0
FB2,MC2,2023-06-03T17:30:00Z,0.947,19.8,85.8,0.12,19.8,0.11,0.953,85.92,13.7,10.1,15,452,0,15,455,0
FB2,MC2,2023-06-03T17:45:00Z,0.954,19.8,85.81,0.11,19.7,0.09,0.961,85.93,11.5,8.8,15,452,0,15,455,0
FB2,MC2,2023-06-03T18:00:00Z,0.961,19.6,85.81,0.09,19.5,0.07,0.968,85.93,5.3,4,15,458,0,15,459,0
FB2,MC2,2023-06-03T18:15:00Z,0.969,19.4,85.85,0.07,19.4,0.06,0.974,85.97,0,0,15,453,0,15,456,0
FB2,MC2,2023-06-03T18:30:00Z,0.973,19.3,85.86,0.06,19.2,0.05,0.977,85.99,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T18:45:00Z,0.976,19.2,85.87,0.05,19.1,0.04,0.983,85.99,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T19:00:00Z,0.979,19.1,85.89,0.05,19,0.04,0.982,86.01,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T19:15:00Z,0.979,19,85.89,0.05,19,0.04,0.982,86.01,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T19:30:00Z,0.979,19.1,85.92,0.05,19,0.04,0.983,86.04,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T19:45:00Z,0.977,19,85.93,0.05,19,0.04,0.98,86.05,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T20:00:00Z,0.975,18.9,85.93,0.06,18.9,0.05,0.978,86.05,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T20:15:00Z,0.976,18.8,85.95,0.05,18.8,0.04,0.981,86.07,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T20:30:00Z,0.974,18.7,85.96,0.06,18.7,0.05,0.978,86.07,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T20:45:00Z,0.974,18.8,85.97,0.06,18.8,0.05,0.977,86.09,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T21:00:00Z,0.973,18.9,86,0.06,18.8,0.05,0.975,86.12,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T21:15:00Z,0.975,18.9,86.03,0.05,18.9,0.05,0.978,86.15,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T21:30:00Z,0.975,18.8,86.03,0.05,18.8,0.05,0.979,86.15,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T21:45:00Z,0.978,18.7,86.04,0.05,18.7,0.04,0.979,86.16,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T22:00:00Z,0.976,18.5,86.04,0.05,18.5,0.05,0.978,86.16,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-03T22:15:00Z,0.957,18.6,86.02,0.09,18.4,0.06,0.972,86.14,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T22:30:00Z,0.933,18.7,86,0.14,18.4,0.1,0.951,86.12,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T22:45:00Z,0.924,18.4,85.99,0.16,18.2,0.12,0.945,86.11,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T23:00:00Z,0.929,18.1,86,0.15,18,0.12,0.943,86.11,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T23:15:00Z,0.923,18.2,85.98,0.16,17.8,0.11,0.947,86.1,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-03T23:30:00Z,0.916,18.2,85.97,0.18,18,0.13,0.935,86.09,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-03T23:45:00Z,0.928,18,85.96,0.15,17.9,0.12,0.943,86.08,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T00:00:00Z,0.919,18.6,85.95,0.17,18.3,0.13,0.94,86.07,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T00:15:00Z,0.92,18.3,85.94,0.17,18.2,0.14,0.935,86.05,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-04T00:30:00Z,0.912,18.3,85.92,0.18,17.9,0.13,0.935,86.04,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T00:45:00Z,0.908,18.1,85.91,0.19,17.9,0.15,0.927,86.03,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T01:00:00Z,0.922,17.8,85.89,0.16,17.7,0.13,0.935,86.01,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T01:15:00Z,0.916,17.9,85.86,0.17,17.8,0.14,0.932,85.98,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T01:30:00Z,0.914,18,85.83,0.18,17.8,0.14,0.931,85.95,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T01:45:00Z,0.921,17.7,85.81,0.16,17.6,0.13,0.934,85.93,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-04T02:00:00Z,0.921,17.9,85.8,0.16,18,0.15,0.928,85.91,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T02:15:00Z,0.909,18.2,85.79,0.19,18.3,0.18,0.915,85.91,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T02:30:00Z,0.913,18.4,85.79,0.18,18.4,0.17,0.918,85.91,0,0,15,452,0,15,454,0
FB2,MC2,2023-06-04T02:45:00Z,0.929,18.3,85.79,0.15,18.3,0.14,0.932,85.91,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-04T03:00:00Z,0.935,18.3,85.8,0.14,18.3,0.13,0.939,85.92,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-04T03:15:00Z,0.951,18.1,85.8,0.1,18.1,0.09,0.956,85.91,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T03:30:00Z,0.97,17.8,85.8,0.06,17.8,0.05,0.975,85.92,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T03:45:00Z,0.982,18,85.83,0.04,18.1,0.03,0.984,85.95,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T04:00:00Z,0.977,18.2,85.84,0.05,18.1,0.04,0.979,85.97,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T04:15:00Z,0.974,18.1,85.84,0.05,18.1,0.05,0.976,85.97,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T04:30:00Z,0.972,18.1,85.85,0.06,18.1,0.05,0.974,85.97,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T04:45:00Z,0.968,18.1,85.85,0.07,18.1,0.06,0.971,85.97,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T05:00:00Z,0.954,18.2,85.86,0.1,18,0.07,0.967,85.98,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-04T05:15:00Z,0.937,18.2,85.86,0.13,17.9,0.09,0.956,85.98,0,0,15,453,0,15,455,0
FB2,MC2,2023-06-04T05:30:00Z,0.938,18,85.87,0.13,17.7,0.09,0.953,86,0,0,15,452,0,15,455,0
FB2,MC2,2023-06-04T05:45:00Z,0.944,17.6,85.89,0.11,17.5,0.09,0.954,86.01,7.3,0.4,15,453,0,15,455,0
FB2,MC2,2023-06-04T06:00:00Z,0.947,17.8,85.89,0.11,17.7,0.08,0.959,86.01,9.5,6,15,452,0,15,455,0
FB2,MC2,2023-06-04T06:15:00Z,0.932,18.3,85.9,0.14,18.1,0.11,0.947,86.02,12.1,7.5,15,452,0,15,454,0
FB2,MC2,2023-06-04T06:30:00Z,0.904,18.8,85.92,0.21,18.4,0.14,0.932,86.05,16.1,10.6,15,452,0,15,454,0
FB2,MC2,2023-06-04T06:45:00Z,0.883,19.3,85.94,0.26,18.8,0.18,0.918,86.06,25.3,15.4,15,451,0,15,454,0
FB2,MC2,2023-06-04T07:00:00Z,0.875,19.6,85.94,0.29,19.4,0.23,0.899,86.06,35.7,20.5,15,451,0,15,454,0
FB2,MC2,2023-06-04T07:15:00Z,0.865,20.4,85.94,0.32,20.2,0.26,0.89,86.07,108.6,23.8,14,450,0,15,454,0
FB2,MC2,2023-06-04T07:30:00Z,0.818,21.9,85.95,0.48,20.8,0.35,0.856,86.08,365.8,26.7,0,445,0,15,453,0
FB2,MC2,2023-06-04T07:45:00Z,0.713,24.7,85.94,0.89,21.2,0.42,0.834,86.08,400.6,30.2,0,443,0,15,453,0
FB2,MC2,2023-06-04T08:00:00Z,0.706,24.9,85.95,0.93,21.6,0.42,0.838,86.09,198.1,33,0,446,0,15,453,0
FB2,MC2,2023-06-04T08:15:00Z,0.782,23.3,85.97,0.62,21.8,0.37,0.857,86.1,111.9,35.9,0,446,0,15,453,0
FB2,MC2,2023-06-04T08:30:00Z,0.788,22.9,85.97,0.59,22,0.43,0.837,86.09,120.3,39.2,0,448,0,15,453,0
FB2,MC2,2023-06-04T08:45:00Z,0.789,23.1,85.98,0.6,22.4,0.46,0.832,86.1,101.1,52.4,0,448,0,15,453,0
FB2,MC2,2023-06-04T09:00:00Z,0.805,23.6,85.98,0.57,23,0.43,0.846,86.11,95.9,51.8,0,448,0,15,453,0
FB2,MC2,2023-06-04T09:15:00Z,0.824,23.8,85.98,0.52,23.2,0.4,0.858,86.11,106.4,61.3,0,448,0,15,453,0
FB2,MC2,2023-06-04T09:30:00Z,0.82,24,85.99,0.54,23.2,0.39,0.862,86.12,102.2,63.9,0,448,0,15,453,0
FB2,MC2,2023-06-04T09:45:00Z,0.849,23.3,85.99,0.43,22.9,0.33,0.881,86.11,100.3,59,0,449,0,15,453,0
FB2,MC2,2023-06-04T10:00:00Z,0.854,23.6,85.98,0.42,23.1,0.33,0.883,86.11,109.9,92.5,0,448,0,15,453,0
FB2,MC2,2023-06-04T10:15:00Z,0.859,23.3,85.98,0.4,22.7,0.3,0.89,86.1,89,65.4,0,449,0,15,453,0
FB2,MC2,2023-06-04T10:30:00Z,0.884,22.4,85.98,0.31,22.2,0.25,0.905,86.11,45.4,36.6,9,450,0,15,454,0
FB2,MC2,2023-06-04T10:45:00Z,0.894,22,85.99,0.28,21.9,0.23,0.914,86.12,52,33.1,15,450,0,15,454,0
FB2,MC2,2023-06-04T11:00:00Z,0.907,22,86,0.25,21.8,0.2,0.923,86.13,71,53.3,15,450,0,15,454,0
FB2,MC2,2023-06-04T11:15:00Z,0.905,22.3,86,0.25,21.9,0.2,0.925,86.13,118.1,69,8,450,0,15,454,0
FB2,MC2,2023-06-04T11:30:00Z,0.894,22.6,85.99,0.29,22.1,0.22,0.917,86.12,93.6,67.7,1,450,0,15,454,0
FB2,MC2,2023-06-04T11:45:00Z,0.882,22.8,85.98,0.33,22.4,0.26,0.904,86.1,113.3,82.9,1,449,0,15,453,0
FB2,MC2,2023-06-04T12:00:00Z,0.876,22.2,85.98,0.33,21.7,0.26,0.901,86.11,43.2,32.2,9,450,0,15,454,0
FB2,MC2,2023-06-04T12:15:00Z,0.894,20.8,85.98,0.26,20.5,0.2,0.915,86.1,33.9,27.5,15,451,0,15,454,0
FB2,MC2,2023-06-04T12:30:00Z,0.903,20.8,85.95,0.24,20.6,0.19,0.922,86.07,99.6,73.6,15,450,0,15,453,0
FB2,MC2,2023-06-04T12:45:00Z,0.882,21.4,85.93,0.3,21.3,0.25,0.902,86.06,115.9,79.3,13,450,0,15,453,0
FB2,MC2,2023-06-04T13:00:00Z,0.869,22.2,85.9,0.35,22,0.29,0.889,86.03,127.8,85.7,6,449,0,15,453,0
FB2,MC2,2023-06-04T13:15:00Z,0.851,22.9,85.88,0.41,22.6,0.35,0.871,86.01,98,65.6,0,450,0,15,453,0
FB2,MC2,2023-06-04T13:30:00Z,0.839,23.4,85.86,0.46,23.1,0.38,0.864,85.99,111.7,128.4,0,449,0,15,452,0
FB2,MC2,2023-06-04T13:45:00Z,0.849,23.2,85.85,0.43,22.8,0.36,0.871,85.97,56.9,52.6,2,450,0,15,452,0
FB2,MC2,2023-06-04T14:00:00Z,0.875,22.5,85.87,0.34,22.3,0.29,0.892,85.99,18.1,14.3,14,824,3,15,599,3
FB2,MC2,2023-06-04T14:15:00Z,0.924,19.4,85.87,0.17,19.6,0.17,0.926,85.99,10.4,7.1,15,703,15,15,643,15
FB2,MC2,2023-06-04T14:30:00Z,0.961,18,85.9,0.08,18.2,0.09,0.958,86.02,7.3,0,15,587,15,15,579,15
FB2,MC2,2023-06-04T14:45:00Z,0.964,17.6,85.91,0.07,17.7,0.08,0.963,86.03,6.8,0,15,980,15,15,696,15
FB2,MC2,2023-06-04T15:00:00Z,0.972,17.3,85.89,0.06,17.4,0.06,0.971,86.01,9.7,7,15,748,15,15,649,15
FB2,MC2,2023-06-04T15:15:00Z,0.987,17.6,85.82,0.03,17.5,0.04,0.982,85.95,17.2,13.5,15,599,15,15,585,15
FB2,MC2,2023-06-04T15:30:00Z,0.995,18.1,85.8,0.01,18.2,0.02,0.99,85.92,50,42.8,15,562,15,15,572,15
FB2,MC2,2023-06-04T15:45:00Z,0.995,18.7,85.84,0.01,18.7,0.01,0.993,85.97,59,46.1,15,533,15,15,546,15
FB2,MC2,2023-06-04T16:00:00Z,0.986,18.8,85.83,0.03,18.7,0.02,0.989,85.95,30.9,21.6,15,483,15,15,538,15
FB2,MC2,2023-06-04T16:15:00Z,0.977,19,85.87,0.05,19.1,0.06,0.974,85.99,22.9,14.6,15,475,15,15,526,15
