Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port5_Temp,Port5_VPD,Port5_RH,Port5_Atmos_pressure,Port1_Solar,Port2_Solar,Port4_LW_minutes,Port4_LWS_Count,Port4_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
FB2,MC2,2023-09-06T09:30:00Z,0.948,21.1,86.13,0.13,20.6,0.09,0.962,86.25,201.2,57.5,15,453,0,15,458,0
FB2,MC2,2023-09-06T09:45:00Z,0.938,21.2,86.15,0.15,20.8,0.12,0.953,86.26,126.9,69.2,15,453,0,15,457,0
FB2,MC2,2023-09-06T10:00:00Z,0.937,21.5,86.15,0.16,21.1,0.12,0.952,86.26,110.4,65.7,15,453,0,15,457,0
FB2,MC2,2023-09-06T10:15:00Z,0.945,21.4,86.12,0.14,21,0.1,0.96,86.24,149.6,87.5,15,452,0,15,457,0
FB2,MC2,2023-09-06T10:30:00Z,0.926,22.1,86.11,0.2,21.8,0.13,0.949,86.23,117,79.8,15,453,0,15,457,0
FB2,MC2,2023-09-06T10:45:00Z,0.928,22,86.11,0.19,21.7,0.15,0.943,86.22,117.7,79.3,15,452,0,15,457,0
FB2,MC2,2023-09-06T11:00:00Z,0.922,22.3,86.1,0.21,21.9,0.15,0.942,86.22,120.3,113,15,452,0,15,457,0
FB2,MC2,2023-09-06T11:15:00Z,0.917,22.3,86.1,0.22,22,0.17,0.937,86.22,111.3,256.3,15,452,0,15,456,0
FB2,MC2,2023-09-06T11:30:00Z,0.92,22.4,86.09,0.22,22.2,0.16,0.939,86.2,140.8,153.4,15,452,0,15,456,0
FB2,MC2,2023-09-06T11:45:00Z,0.914,23.1,86.06,0.24,22.7,0.18,0.936,86.18,208.6,139.3,15,452,0,15,456,0
FB2,MC2,2023-09-06T12:00:00Z,0.913,22.8,86.02,0.24,22.4,0.17,0.936,86.13,126.3,99.6,15,481,1,15,457,0
FB2,MC2,2023-09-06T12:15:00Z,0.943,22.4,85.99,0.16,22,0.11,0.959,86.11,93.4,75.4,15,566,15,15,473,7
FB2,MC2,2023-09-06T12:30:00Z,0.954,21.9,85.97,0.12,21.6,0.09,0.965,86.09,176.3,91.9,15,540,15,15,467,15
FB2,MC2,2023-09-06T12:45:00Z,0.92,22.6,85.96,0.22,22.4,0.19,0.932,86.08,118.7,87.2,15,524,15,15,459,13
FB2,MC2,2023-09-06T13:00:00Z,0.901,23,85.96,0.28,22.7,0.22,0.921,86.07,123.6,89.2,15,517,15,15,456,0
FB2,MC2,2023-09-06T13:15:00Z,0.899,23.3,85.93,0.29,23,0.22,0.921,86.04,121.4,91.2,15,512,15,15,455,0
FB2,MC2,2023-09-06T13:30:00Z,0.882,23.1,85.91,0.34,22.9,0.27,0.904,86.02,106,89.5,15,507,15,15,455,0
FB2,MC2,2023-09-06T13:45:00Z,0.888,22.7,85.9,0.31,22.4,0.24,0.912,86.01,101.3,86.1,15,502,15,15,455,0
FB2,MC2,2023-09-06T14:00:00Z,0.897,22.2,85.91,0.27,21.8,0.21,0.921,86.02,91.7,76.5,15,496,15,15,455,0
FB2,MC2,2023-09-06T14:15:00Z,0.916,21.6,85.9,0.22,21.3,0.16,0.936,86.01,80,64.3,15,492,15,15,456,0
FB2,MC2,2023-09-06T14:30:00Z,0.923,21.2,85.89,0.19,20.9,0.15,0.94,86,73.6,55.8,15,487,15,15,456,0
FB2,MC2,2023-09-06T14:45:00Z,0.935,20.7,85.88,0.16,20.4,0.12,0.951,85.99,38.1,29.5,15,485,15,15,456,0
FB2,MC2,2023-09-06T15:00:00Z,0.952,20,85.88,0.11,19.7,0.08,0.966,85.99,20.7,15.6,15,483,15,15,457,0
FB2,MC2,2023-09-06T15:15:00Z,0.971,19.5,85.88,0.07,19.2,0.04,0.983,85.99,19,14.5,15,482,15,15,458,0
FB2,MC2,2023-09-06T15:30:00Z,0.98,19.4,85.87,0.05,19.2,0.02,0.99,85.98,20.9,15.9,15,480,15,15,458,0
FB2,MC2,2023-09-06T15:45:00Z,0.985,19.3,85.86,0.03,19,0.01,0.996,85.97,14.5,11.2,15,478,15,15,458,0
FB2,MC2,2023-09-06T16:00:00Z,0.99,19.1,85.85,0.02,18.9,0,0.998,85.96,17.4,13.5,15,476,15,15,458,0
FB2,MC2,2023-09-06T16:15:00Z,0.99,19.1,85.86,0.02,18.9,0,1,85.97,15.4,11.5,15,474,15,15,458,0
FB2,MC2,2023-09-06T16:30:00Z,0.99,19.1,85.87,0.02,18.9,0,1,85.98,15.4,11.7,15,472,15,15,458,0
FB2,MC2,2023-09-06T16:45:00Z,0.991,19.1,85.87,0.02,18.9,0,0.998,85.99,10.1,7.7,15,471,15,15,458,0
FB2,MC2,2023-09-06T17:00:00Z,0.994,19,85.89,0.01,18.9,0,1,86,9.2,7.3,15,469,15,15,458,0
FB2,MC2,2023-09-06T17:15:00Z,0.994,19,85.92,0.01,18.8,0,0.999,86.03,8.6,6,15,468,15,15,458,0
FB2,MC2,2023-09-06T17:30:00Z,0.995,18.9,85.94,0.01,18.8,0,0.999,86.05,1.8,0.9,15,466,15,15,458,0
FB2,MC2,2023-09-06T17:45:00Z,0.995,18.9,85.95,0.01,18.8,0,0.999,86.06,2.9,0.7,15,465,15,15,458,0
FB2,MC2,2023-09-06T18:00:00Z,0.997,18.9,85.97,0.01,18.8,0,1,86.08,0,0,15,466,15,15,459,0
FB2,MC2,2023-09-06T18:15:00Z,1,18.9,85.97,0,18.9,0,1,86.08,0,0,15,465,15,15,459,0
FB2,MC2,2023-09-06T18:30:00Z,1,18.9,85.98,0,18.9,0,1,86.09,0,0,15,576,15,15,473,15
FB2,MC2,2023-09-06T18:45:00Z,1,18.8,85.99,0,18.7,0,0.999,86.1,0,0,15,573,15,15,476,15
FB2,MC2,2023-09-06T19:00:00Z,1,18.5,85.97,0,18.5,0,1,86.08,0,0,15,568,15,15,472,15
FB2,MC2,2023-09-06T19:15:00Z,1,18.4,85.99,0,18.4,0,1,86.1,0,0,15,565,15,15,469,15
FB2,MC2,2023-09-06T19:30:00Z,1,18.3,85.99,0,18.3,0,1,86.1,0,0,15,560,15,15,464,15
FB2,MC2,2023-09-06T19:45:00Z,1.001,18.3,85.98,0,18.3,0,1,86.09,0,0,15,556,15,15,462,15
FB2,MC2,2023-09-06T20:00:00Z,1.001,18.4,86,0,18.5,0,1,86.11,0,0,15,552,15,15,460,15
FB2,MC2,2023-09-06T20:15:00Z,0.999,18.5,86.02,0,18.5,0,1,86.12,0,0,15,549,15,15,460,11
FB2,MC2,2023-09-06T20:30:00Z,0.999,18.5,86.05,0,18.4,0,0.999,86.15,0,0,15,635,15,15,480,12
FB2,MC2,2023-09-06T20:45:00Z,1,18.4,86.06,0,18.4,0,1,86.18,0,0,15,686,15,15,620,15
FB2,MC2,2023-09-06T21:00:00Z,1,18.4,86.07,0,18.4,0,0.999,86.18,0,0,15,657,15,15,602,15
FB2,MC2,2023-09-06T21:15:00Z,1.001,18.5,86.09,0,18.5,0,0.999,86.2,0,0,15,662,15,15,564,15
FB2,MC2,2023-09-06T21:30:00Z,1.001,18.5,86.09,0,18.5,0,1.001,86.2,0,0,15,631,15,15,557,15
FB2,MC2,2023-09-06T21:45:00Z,1,18.5,86.09,0,18.5,0,0.999,86.2,0,0,15,639,15,15,589,15
FB2,MC2,2023-09-06T22:00:00Z,1.001,18.3,86.1,0,18.3,0,1,86.21,0,0,15,606,15,15,570,15
FB2,MC2,2023-09-06T22:15:00Z,1,18.4,86.09,0,18.4,0,1,86.2,0,0,15,592,15,15,551,15
FB2,MC2,2023-09-06T22:30:00Z,1,18.6,86.07,0,18.5,0,0.999,86.18,0,0,15,567,15,15,541,15
FB2,MC2,2023-09-06T22:45:00Z,1,18.5,86.09,0,18.5,0,1,86.2,0,0,15,557,15,15,534,15
FB2,MC2,2023-09-06T23:00:00Z,1,18.5,86.08,0,18.5,0,1,86.19,0,0,15,599,15,15,540,15
FB2,MC2,2023-09-06T23:15:00Z,0.999,18.6,86.08,0,18.5,0,1,86.19,0,0,15,630,15,15,603,15
FB2,MC2,2023-09-06T23:30:00Z,1,18.5,86.07,0,18.5,0,1,86.18,0,0,15,616,15,15,600,15
FB2,MC2,2023-09-06T23:45:00Z,1,18.3,86.03,0,18.3,0,1,86.14,0,0,15,642,15,15,583,15
FB2,MC2,2023-09-07T00:00:00Z,1,18.1,86.02,0,18,0,0.999,86.13,0,0,15,632,15,15,573,15
FB2,MC2,2023-09-07T00:15:00Z,1,17.8,86,0,17.7,0,1,86.11,0,0,15,636,15,15,589,15
FB2,MC2,2023-09-07T00:30:00Z,1,17.5,85.99,0,17.4,0,1,86.1,0,0,15,615,15,15,564,15
FB2,MC2,2023-09-07T00:45:00Z,1,17.4,85.98,0,17.4,0,1,86.09,0,0,15,598,15,15,564,15
FB2,MC2,2023-09-07T01:00:00Z,1,17.7,85.96,0,17.7,0,1,86.07,0,0,15,574,15,15,548,15
FB2,MC2,2023-09-07T01:15:00Z,1,18,85.92,0,18,0,1,86.03,0,0,15,567,15,15,532,15
FB2,MC2,2023-09-07T01:30:00Z,1,18.2,85.92,0,18.2,0,1.001,86.03,0,0,15,605,15,15,554,15
FB2,MC2,2023-09-07T01:45:00Z,1.001,18.4,85.89,0,18.3,0,1.001,86,0,0,15,591,15,15,561,15
FB2,MC2,2023-09-07T02:00:00Z,1.001,18.3,85.87,0,18.2,0,0.999,85.98,0,0,15,600,15,15,553,15
FB2,MC2,2023-09-07T02:15:00Z,1,17.8,85.85,0,17.7,0,1,85.96,0,0,15,576,15,15,540,15
FB2,MC2,2023-09-07T02:30:00Z,1,17.3,85.83,0,17.2,0,0.999,85.94,0,0,15,589,15,15,542,15
FB2,MC2,2023-09-07T02:45:00Z,1,17.3,85.81,0,17.3,0,1,85.91,0,0,15,580,15,15,531,15
FB2,MC2,2023-09-07T03:00:00Z,0.999,17.4,85.81,0,17.4,0,1,85.92,0,0,15,565,15,15,525,15
FB2,MC2,2023-09-07T03:15:00Z,0.999,17.4,85.81,0,17.4,0,1,85.92,0,0,15,583,15,15,527,15
FB2,MC2,2023-09-07T03:30:00Z,0.999,17.3,85.81,0,17.2,0,1,85.92,0,0,15,591,15,15,548,15
FB2,MC2,2023-09-07T03:45:00Z,1,17.4,85.85,0,17.4,0,0.999,85.96,0,0,15,596,15,15,546,15
FB2,MC2,2023-09-07T04:00:00Z,1,17.5,85.86,0,17.4,0,1,85.97,0,0,15,565,15,15,546,15
FB2,MC2,2023-09-07T04:15:00Z,1,17.2,85.88,0,17.2,0,1,85.98,0,0,15,559,15,15,528,15
FB2,MC2,2023-09-07T04:30:00Z,1.001,17.2,85.87,0,17.2,0,1,85.98,0,0,15,559,15,15,526,15
FB2,MC2,2023-09-07T04:45:00Z,1,17.4,85.86,0,17.4,0,0.999,85.97,0,0,15,566,15,15,529,15
FB2,MC2,2023-09-07T05:00:00Z,1,17.4,85.88,0,17.4,0,1,85.99,0,0,15,603,15,15,536,15
FB2,MC2,2023-09-07T05:15:00Z,1,17.5,85.88,0,17.4,0,1,85.99,0,0,15,615,15,15,552,15
FB2,MC2,2023-09-07T05:30:00Z,0.999,17.4,85.88,0,17.4,0,0.999,85.99,0,0,15,580,15,15,532,15
FB2,MC2,2023-09-07T05:45:00Z,1,17.4,85.88,0,17.4,0,0.999,86,0,0,15,574,15,15,526,15
FB2,MC2,2023-09-07T06:00:00Z,0.999,17.5,85.89,0,17.4,0,1,86,0,0,15,557,15,15,520,15
FB2,MC2,2023-09-07T06:15:00Z,1,17.5,85.89,0,17.4,0,1,86,3.1,1.1,15,555,15,15,517,15
FB2,MC2,2023-09-07T06:30:00Z,1,17.4,85.89,0,17.4,0,1,86,4.9,2.9,15,548,15,15,513,15
FB2,MC2,2023-09-07T06:45:00Z,1.001,17.5,85.92,0,17.4,0,1,86.03,18.7,15,15,541,15,15,507,15
FB2,MC2,2023-09-07T07:00:00Z,0.999,17.6,85.93,0,17.5,0,0.999,86.05,19.6,15.7,15,532,15,15,500,15
FB2,MC2,2023-09-07T07:15:00Z,1,17.6,85.97,0,17.5,0,0.999,86.08,27.5,18.7,15,528,15,15,495,15
FB2,MC2,2023-09-07T07:30:00Z,1,17.6,85.99,0,17.5,0,1,86.1,27.3,20,15,514,15,15,485,15
FB2,MC2,2023-09-07T07:45:00Z,1.001,17.7,86.02,0,17.6,0,1,86.13,34.6,25.5,15,506,15,15,477,15
FB2,MC2,2023-09-07T08:00:00Z,1,17.9,86.02,0,17.7,0,1,86.14,52.2,33,15,489,15,15,470,15
FB2,MC2,2023-09-07T08:15:00Z,1,18.1,86.02,0,17.9,0,1,86.14,100,41.4,15,485,15,15,467,15
FB2,MC2,2023-09-07T08:30:00Z,0.999,18.5,86.03,0,18.2,0,1,86.14,91,43.2,15,476,15,15,464,15
FB2,MC2,2023-09-07T08:45:00Z,0.999,19.2,86,0,18.6,0,1,86.11,111.5,50.2,15,474,15,15,462,15
FB2,MC2,2023-09-07T09:00:00Z,1,19.4,86,0,18.9,0,0.999,86.11,183.3,56.8,15,470,15,15,460,14
FB2,MC2,2023-09-07T09:15:00Z,1.001,19.8,86.02,0,19.2,0,1,86.13,91.4,54.4,15,468,15,15,459,0
FB2,MC2,2023-09-07T09:30:00Z,0.997,19.4,86.03,0.01,19,0,1,86.14,68.7,50.4,15,470,15,15,462,5
FB2,MC2,2023-09-07T09:45:00Z,0.998,19.5,86.03,0,19.2,0,1,86.15,120.5,67.7,15,466,15,15,459,13
FB2,MC2,2023-09-07T10:00:00Z,0.979,20.3,86.04,0.05,19.9,0,0.998,86.15,144.1,64.6,15,474,15,15,462,5
FB2,MC2,2023-09-07T10:15:00Z,0.974,20,86.02,0.06,19.8,0.03,0.988,86.13,111.1,79.5,15,464,15,15,460,15
FB2,MC2,2023-09-07T10:30:00Z,0.975,20.7,86,0.06,20.4,0.02,0.99,86.12,148.9,95.9,15,457,9,15,458,0
FB2,MC2,2023-09-07T10:45:00Z,0.936,21.2,85.99,0.16,21,0.12,0.952,86.1,128,88.1,15,454,0,15,457,0
FB2,MC2,2023-09-07T11:00:00Z,0.925,21.6,86,0.19,21.3,0.15,0.942,86.11,119.6,249.8,15,453,0,15,457,0
FB2,MC2,2023-09-07T11:15:00Z,0.924,22,85.98,0.2,21.8,0.16,0.939,86.1,117.7,121.4,15,454,0,15,458,0
FB2,MC2,2023-09-07T11:30:00Z,0.947,20.9,85.97,0.13,20.7,0.1,0.958,86.09,97.6,85,15,540,15,15,472,15
FB2,MC2,2023-09-07T11:45:00Z,0.974,20.9,85.95,0.06,20.4,0.04,0.985,86.07,166.6,113.9,15,495,15,15,459,13
FB2,MC2,2023-09-07T12:00:00Z,0.959,21,85.95,0.1,20.6,0.07,0.973,86.06,114.4,92.3,15,464,15,15,458,0
FB2,MC2,2023-09-07T12:15:00Z,0.957,20.7,85.92,0.1,20.4,0.07,0.969,86.03,76.7,60.6,15,461,15,15,458,0
FB2,MC2,2023-09-07T12:30:00Z,0.967,20.8,85.9,0.08,20.5,0.07,0.973,86.01,114.8,92.7,15,458,8,15,457,0
FB2,MC2,2023-09-07T12:45:00Z,0.956,21.1,85.88,0.11,20.8,0.08,0.965,85.99,91.7,76,15,456,0,15,457,0
FB2,MC2,2023-09-07T13:00:00Z,0.954,21.1,85.86,0.12,20.8,0.09,0.965,85.97,103.6,81.3,15,454,0,15,457,0
FB2,MC2,2023-09-07T13:15:00Z,0.939,21.4,85.84,0.16,21.2,0.12,0.951,85.96,126,90.5,15,453,0,15,456,0
FB2,MC2,2023-09-07T13:30:00Z,0.917,21.6,85.83,0.22,21.4,0.17,0.933,85.94,110.6,95.8,15,453,0,15,456,0
FB2,MC2,2023-09-07T13:45:00Z,0.916,21.7,85.83,0.22,21.6,0.17,0.934,85.94,91.4,77.6,15,463,1,15,458,0
FB2,MC2,2023-09-07T14:00:00Z,0.949,21.1,85.81,0.13,20.6,0.08,0.965,85.92,92.7,74.7,15,454,5,15,457,0
FB2,MC2,2023-09-07T14:15:00Z,0.956,21,85.81,0.11,20.6,0.07,0.971,85.92,83.7,65.7,15,455,0,15,457,0
FB2,MC2,2023-09-07T14:30:00Z,0.97,20.4,85.8,0.07,20.1,0.04,0.983,85.92,31.5,24.2,15,678,13,15,655,11
FB2,MC2,2023-09-07T14:45:00Z,0.989,19.7,85.81,0.03,19.5,0.01,0.995,85.92,30.8,23.6,15,575,15,15,528,15
FB2,MC2,2023-09-07T15:00:00Z,1,19.6,85.8,0,19.4,0,1.001,85.92,53.6,43.6,15,534,15,15,505,15
FB2,MC2,2023-09-07T15:15:00Z,1,19.8,85.8,0,19.6,0,0.999,85.91,55.1,44.5,15,504,15,15,487,15
FB2,MC2,2023-09-07T15:30:00Z,0.996,19.6,85.81,0.01,19.4,0,1,85.92,50.5,40.6,15,490,15,15,469,15
FB2,MC2,2023-09-07T15:45:00Z,0.993,19.5,85.8,0.02,19.4,0,0.998,85.91,55.1,44.3,15,494,15,15,462,15
FB2,MC2,2023-09-07T16:00:00Z,0.989,19.7,85.8,0.02,19.6,0.02,0.992,85.92,49.8,40.3,15,491,15,15,460,15
FB2,MC2,2023-09-07T16:15:00Z,0.986,19.6,85.82,0.03,19.5,0.03,0.989,85.94,32,25.3,15,490,15,15,460,15
FB2,MC2,2023-09-07T16:30:00Z,0.992,19.5,85.85,0.02,19.3,0.01,0.995,85.96,14.8,11.7,15,491,15,15,461,15
FB2,MC2,2023-09-07T16:45:00Z,0.998,19.4,85.85,0,19.2,0,1.001,85.96,13,10.3,15,492,15,15,462,15
FB2,MC2,2023-09-07T17:00:00Z,1,19.2,85.86,0,19.1,0,1.001,85.97,12.3,9.3,15,492,15,15,462,15
FB2,MC2,2023-09-07T17:15:00Z,0.999,19.2,85.87,0,19.1,0,1,85.98,2.7,0.4,15,497,15,15,465,15
FB2,MC2,2023-09-07T17:30:00Z,1,19.1,85.86,0,19,0,1,85.97,2.2,0.4,15,500,15,15,467,15
FB2,MC2,2023-09-07T17:45:00Z,1.001,19,85.87,0,18.9,0,1,85.98,0,0,15,600,15,15,481,15
FB2,MC2,2023-09-07T18:00:00Z,1.001,19,85.89,0,18.9,0,1,86,0,0,15,585,15,15,481,15
FB2,MC2,2023-09-07T18:15:00Z,1,18.9,85.88,0,18.7,0,1.001,85.99,0,0,15,572,15,15,480,15
FB2,MC2,2023-09-07T18:30:00Z,0.999,18.8,85.89,0,18.7,0,1,86,0,0,15,569,15,15,480,15
FB2,MC2,2023-09-07T18:45:00Z,1,18.7,85.91,0,18.6,0,1,86.02,0,0,15,569,15,15,480,15
FB2,MC2,2023-09-07T19:00:00Z,1,18.7,85.91,0,18.6,0,1.001,86.02,0,0,15,570,15,15,482,15
FB2,MC2,2023-09-07T19:15:00Z,1,18.7,85.93,0,18.6,0,1.001,86.04,0,0,15,569,15,15,482,15
FB2,MC2,2023-09-07T19:30:00Z,0.999,18.7,85.93,0,18.7,0,1.001,86.04,0,0,15,616,15,15,514,15
FB2,MC2,2023-09-07T19:45:00Z,1,18.8,85.94,0,18.8,0,1,86.05,0,0,15,595,15,15,576,15
FB2,MC2,2023-09-07T20:00:00Z,1.001,18.9,85.96,0,18.9,0,1.001,86.07,0,0,15,558,15,15,560,15
FB2,MC2,2023-09-07T20:15:00Z,0.999,18.9,85.95,0,18.9,0,0.999,86.07,0,0,15,555,15,15,554,15
FB2,MC2,2023-09-07T20:30:00Z,1.001,18.9,85.97,0,18.9,0,1.001,86.08,0,0,15,571,15,15,553,15
FB2,MC2,2023-09-07T20:45:00Z,1,19,85.98,0,18.9,0,1.001,86.09,0,0,15,588,15,15,560,15
FB2,MC2,2023-09-07T21:00:00Z,0.999,19.1,85.99,0,19,0,1.001,86.1,0,0,15,631,15,15,669,15
FB2,MC2,2023-09-07T21:15:00Z,1,19.1,85.99,0,19,0,1.001,86.1,0,0,15,602,15,15,569,15
FB2,MC2,2023-09-07T21:30:00Z,1,19,85.98,0,19,0,1,86.09,0,0,15,565,15,15,551,15
FB2,MC2,2023-09-07T21:45:00Z,1,19,85.97,0,18.9,0,1,86.09,0,0,15,559,15,15,573,15
FB2,MC2,2023-09-07T22:00:00Z,1,19,85.98,0,18.9,0,1.001,86.09,0,0,15,604,15,15,569,15
FB2,MC2,2023-09-07T22:15:00Z,1,18.9,85.98,0,18.8,0,1,86.09,0,0,15,683,15,15,607,15
FB2,MC2,2023-09-07T22:30:00Z,0.999,18.8,85.97,0,18.7,0,1,86.08,0,0,15,596,15,15,548,15
FB2,MC2,2023-09-07T22:45:00Z,1,18.6,85.96,0,18.6,0,0.999,86.07,0,0,15,585,15,15,541,15
FB2,MC2,2023-09-07T23:00:00Z,0.999,18.6,85.94,0,18.5,0,1,86.05,0,0,15,587,15,15,543,15
FB2,MC2,2023-09-07T23:15:00Z,1,18.5,85.92,0,18.4,0,0.999,86.04,0,0,15,581,15,15,541,15
FB2,MC2,2023-09-07T23:30:00Z,0.999,18.4,85.93,0,18.4,0,1,86.04,0,0,15,574,15,15,555,15
FB2,MC2,2023-09-07T23:45:00Z,1,18.4,85.93,0,18.3,0,1.001,86.04,0,0,15,560,15,15,557,15
FB2,MC2,2023-09-08T00:00:00Z,1.001,18.3,85.92,0,18.2,0,1.001,86.03,0,0,15,568,15,15,544,15
FB2,MC2,2023-09-08T00:15:00Z,1,18.2,85.9,0,18.1,0,1.001,86.01,0,0,15,568,15,15,540,15
FB2,MC2,2023-09-08T00:30:00Z,1,18,85.87,0,18,0,1,85.98,0,0,15,554,15,15,519,15
FB2,MC2,2023-09-08T00:45:00Z,0.999,17.8,85.87,0,17.8,0,1,85.98,0,0,15,552,15,15,517,15
FB2,MC2,2023-09-08T01:00:00Z,1,17.8,85.85,0,17.7,0,1.001,85.96,0,0,15,558,15,15,516,15
FB2,MC2,2023-09-08T01:15:00Z,1,17.8,85.83,0,17.7,0,1.001,85.94,0,0,15,562,15,15,518,15
FB2,MC2,2023-09-08T01:30:00Z,1,17.8,85.81,0,17.8,0,1,85.92,0,0,15,559,15,15,522,15
FB2,MC2,2023-09-08T01:45:00Z,1,17.8,85.8,0,17.7,0,1,85.91,0,0,15,552,15,15,519,15
FB2,MC2,2023-09-08T02:00:00Z,1,17.8,85.81,0,17.8,0,1.001,85.92,0,0,15,569,15,15,525,15
FB2,MC2,2023-09-08T02:15:00Z,1,18,85.82,0,17.9,0,1.001,85.93,0,0,15,586,15,15,547,15
FB2,MC2,2023-09-08T02:30:00Z,1.001,18.1,85.81,0,18.1,0,0.999,85.92,0,0,15,572,15,15,597,15
FB2,MC2,2023-09-08T02:45:00Z,1,18.1,85.81,0,18,0,1.001,85.92,0,0,15,557,15,15,545,15
FB2,MC2,2023-09-08T03:00:00Z,1,17.8,85.84,0,17.8,0,1.001,85.95,0,0,15,555,15,15,530,15
FB2,MC2,2023-09-08T03:15:00Z,1,17.8,85.86,0,17.8,0,1.001,85.98,0,0,15,548,15,15,528,15
FB2,MC2,2023-09-08T03:30:00Z,0.999,17.9,85.88,0,17.8,0,1.001,85.99,0,0,15,544,15,15,520,15
FB2,MC2,2023-09-08T03:45:00Z,1.001,17.9,85.86,0,17.9,0,1.001,85.97,0,0,15,542,15,15,523,15
FB2,MC2,2023-09-08T04:00:00Z,1,17.9,85.85,0,17.9,0,1,85.96,0,0,15,571,15,15,524,15
FB2,MC2,2023-09-08T04:15:00Z,1,18,85.87,0,18,0,0.999,85.98,0,0,15,680,15,15,591,15
FB2,MC2,2023-09-08T04:30:00Z,1.001,18.2,85.87,0,18.2,0,0.999,85.98,0,0,15,625,15,15,596,15
FB2,MC2,2023-09-08T04:45:00Z,1,18.4,85.87,0,18.4,0,0.999,85.98,0,0,15,643,15,15,583,15
FB2,MC2,2023-09-08T05:00:00Z,0.999,18.4,85.86,0,18.4,0,1.001,85.97,0,0,15,631,15,15,590,15
FB2,MC2,2023-09-08T05:15:00Z,1,18.2,85.9,0,18.2,0,1,86.01,0,0,15,604,15,15,565,15
FB2,MC2,2023-09-08T05:30:00Z,1.001,18.2,85.9,0,18.2,0,1,86.01,0,0,15,587,15,15,545,15
FB2,MC2,2023-09-08T05:45:00Z,1.001,18.2,85.89,0,18.2,0,1,86,0,0,15,573,15,15,539,15
FB2,MC2,2023-09-08T06:00:00Z,1,18.3,85.88,0,18.2,0,1.001,85.99,0,0,15,565,15,15,538,15
FB2,MC2,2023-09-08T06:15:00Z,1,18.3,85.88,0,18.3,0,1.001,85.99,1.8,0,15,707,15,15,635,15
FB2,MC2,2023-09-08T06:30:00Z,1,18.5,85.88,0,18.4,0,1,85.99,2.9,1.3,15,661,15,15,602,15
FB2,MC2,2023-09-08T06:45:00Z,1,18.6,85.89,0,18.6,0,1,86,1.8,0,15,795,15,15,613,15
FB2,MC2,2023-09-08T07:00:00Z,1,18.6,85.92,0,18.6,0,1,86.03,0,0,15,633,15,15,603,15
FB2,MC2,2023-09-08T07:15:00Z,1,18.6,85.96,0,18.5,0,1,86.07,0.7,0,15,672,15,15,600,15
FB2,MC2,2023-09-08T07:30:00Z,1,18.6,85.98,0,18.5,0,1,86.09,0,0,15,626,15,15,572,15
FB2,MC2,2023-09-08T07:45:00Z,1,18.6,86.03,0,18.6,0,1,86.14,0,0,15,825,15,15,698,15
FB2,MC2,2023-09-08T08:00:00Z,1,18.5,86.06,0,18.4,0,1,86.17,0,0,15,647,15,15,648,15
FB2,MC2,2023-09-08T08:15:00Z,1.001,18.2,86.07,0,18.2,0,0.999,86.18,0,0,15,665,15,15,626,15
FB2,MC2,2023-09-08T08:30:00Z,1,18,86.04,0,17.9,0,0.999,86.15,0,0,15,644,15,15,607,15
FB2,MC2,2023-09-08T08:45:00Z,0.999,18,86.04,0,17.9,0,1,86.15,0,0,15,624,15,15,570,15
FB2,MC2,2023-09-08T09:00:00Z,1,17.9,86.06,0,17.8,0,1.001,86.17,6.2,4,15,606,15,15,558,15
FB2,MC2,2023-09-08T09:15:00Z,1,17.9,86.08,0,17.8,0,1.001,86.19,10.3,8.2,15,639,15,15,589,15
FB2,MC2,2023-09-08T09:30:00Z,1,18,86.11,0,17.9,0,1,86.22,9.5,7.3,15,669,15,15,624,15
FB2,MC2,2023-09-08T09:45:00Z,1.001,18.1,86.1,0,18,0,1,86.21,12.1,9.7,15,708,15,15,619,15
FB2,MC2,2023-09-08T10:00:00Z,1,18.3,86.1,0,18.3,0,0.999,86.22,19.6,15.6,15,670,15,15,626,15
FB2,MC2,2023-09-08T10:15:00Z,1,18.5,86.1,0,18.4,0,0.999,86.21,21.4,16.8,15,599,15,15,573,15
FB2,MC2,2023-09-08T10:30:00Z,0.999,18.6,86.07,0,18.4,0,1,86.18,22.5,17.6,15,583,15,15,544,15
FB2,MC2,2023-09-08T10:45:00Z,1,18.6,86.05,0,18.5,0,1,86.16,18.1,13.7,15,594,15,15,544,15
FB2,MC2,2023-09-08T11:00:00Z,1,18.6,86.03,0,18.5,0,1,86.14,17.6,13.4,15,640,15,15,587,15
FB2,MC2,2023-09-08T11:15:00Z,0.999,18.6,86,0,18.5,0,1,86.11,22.7,17.4,15,613,15,15,592,15
FB2,MC2,2023-09-08T11:30:00Z,1,18.7,85.99,0,18.6,0,0.999,86.11,36.6,28.9,15,574,15,15,556,15
FB2,MC2,2023-09-08T11:45:00Z,1.001,18.8,85.98,0,18.6,0,1,86.09,62.6,52.6,15,561,15,15,528,15
FB2,MC2,2023-09-08T12:00:00Z,0.999,19.3,85.94,0,19.2,0,1.001,86.05,96.9,81.7,15,525,15,15,496,15
FB2,MC2,2023-09-08T12:15:00Z,1,19.7,85.93,0,19.6,0,1,86.05,109.5,87.2,15,499,15,15,469,15
