Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET2,MC3,2023-06-10T00:45:00Z,19,0.943,0.12,88.16,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T01:00:00Z,19,0.955,0.1,88.14,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T01:15:00Z,19,0.953,0.1,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T01:30:00Z,19.3,0.94,0.14,88.08,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T01:45:00Z,19.2,0.936,0.14,88.06,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T02:00:00Z,19,0.939,0.14,88.05,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T02:15:00Z,19.1,0.93,0.16,88.04,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T02:30:00Z,19.7,0.899,0.23,88.04,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T02:45:00Z,19.6,0.898,0.23,88.04,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T03:00:00Z,19.4,0.909,0.21,88.04,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T03:15:00Z,19.4,0.911,0.2,88.04,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T03:30:00Z,19.2,0.914,0.19,88.05,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T03:45:00Z,19.1,0.918,0.18,88.06,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T04:00:00Z,18.8,0.93,0.15,88.08,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T04:15:00Z,19,0.924,0.17,88.08,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T04:30:00Z,18.9,0.924,0.17,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T04:45:00Z,18.7,0.933,0.14,88.1,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T05:00:00Z,18.4,0.947,0.11,88.11,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T05:15:00Z,18.6,0.945,0.12,88.12,0,0,15,453,NA,NA
ET2,MC3,2023-06-10T05:30:00Z,18.9,0.933,0.15,88.13,1.3,0,15,454,NA,NA
ET2,MC3,2023-06-10T05:45:00Z,18.4,0.955,0.1,88.15,8.4,0,15,454,NA,NA
ET2,MC3,2023-06-10T06:00:00Z,18.4,0.968,0.07,88.15,16.3,0,15,454,NA,NA
ET2,MC3,2023-06-10T06:15:00Z,18.9,0.966,0.07,88.15,15.9,0,15,454,NA,NA
ET2,MC3,2023-06-10T06:30:00Z,19.2,0.962,0.08,88.17,25.8,0,15,454,NA,NA
ET2,MC3,2023-06-10T06:45:00Z,20.1,0.955,0.11,88.18,111.7,0,15,454,NA,NA
ET2,MC3,2023-06-10T07:00:00Z,20.8,0.947,0.13,88.2,265.5,0,15,454,NA,NA
ET2,MC3,2023-06-10T07:15:00Z,21.2,0.921,0.2,88.21,247.4,0,15,453,NA,NA
ET2,MC3,2023-06-10T07:30:00Z,21.7,0.894,0.27,88.21,131.8,0,15,452,NA,NA
ET2,MC3,2023-06-10T07:45:00Z,21.7,0.891,0.28,88.23,56.2,0,15,453,NA,NA
ET2,MC3,2023-06-10T08:00:00Z,21.2,0.893,0.27,88.25,62.4,0,15,453,NA,NA
ET2,MC3,2023-06-10T08:15:00Z,21.6,0.895,0.27,88.26,91.4,0,15,452,NA,NA
ET2,MC3,2023-06-10T08:30:00Z,21.6,0.905,0.24,88.27,75.3,0,15,453,NA,NA
ET2,MC3,2023-06-10T08:45:00Z,21.5,0.918,0.21,88.28,82,0,15,453,NA,NA
ET2,MC3,2023-06-10T09:00:00Z,21.4,0.933,0.17,88.3,65.2,0,15,453,NA,NA
ET2,MC3,2023-06-10T09:15:00Z,21.2,0.94,0.15,88.31,45,0,15,453,NA,NA
ET2,MC3,2023-06-10T09:30:00Z,21.6,0.94,0.16,88.31,72.3,0,15,453,NA,NA
ET2,MC3,2023-06-10T09:45:00Z,21.6,0.936,0.17,88.31,64.8,0,15,453,NA,NA
ET2,MC3,2023-06-10T10:00:00Z,21.7,0.945,0.14,88.3,100.2,0,15,453,NA,NA
ET2,MC3,2023-06-10T10:15:00Z,21.6,0.937,0.16,88.3,65.4,0,15,453,NA,NA
ET2,MC3,2023-06-10T10:30:00Z,21.8,0.946,0.14,88.29,71.4,9,15,666,NA,NA
ET2,MC3,2023-06-10T10:45:00Z,21.6,0.949,0.13,88.27,100.9,15,15,561,NA,NA
ET2,MC3,2023-06-10T11:00:00Z,21.5,0.947,0.13,88.25,115.2,15,15,524,NA,NA
ET2,MC3,2023-06-10T11:15:00Z,21.5,0.923,0.2,88.23,114.6,15,15,464,NA,NA
ET2,MC3,2023-06-10T11:30:00Z,21.7,0.951,0.13,88.22,105.5,2,15,454,NA,NA
ET2,MC3,2023-06-10T11:45:00Z,21.9,0.951,0.13,88.22,100.5,0,15,458,NA,NA
ET2,MC3,2023-06-10T12:00:00Z,22,0.956,0.12,88.22,106.9,15,15,526,NA,NA
ET2,MC3,2023-06-10T12:15:00Z,22.1,0.963,0.1,88.2,74.3,15,15,533,NA,NA
ET2,MC3,2023-06-10T12:30:00Z,22.1,0.971,0.08,88.17,61.3,15,15,511,NA,NA
ET2,MC3,2023-06-10T12:45:00Z,21.9,0.971,0.08,88.14,57.3,15,15,461,NA,NA
ET2,MC3,2023-06-10T13:00:00Z,21.9,0.976,0.06,88.12,102,1,15,461,NA,NA
ET2,MC3,2023-06-10T13:15:00Z,22.1,0.975,0.07,88.09,53.1,15,15,682,NA,NA
ET2,MC3,2023-06-10T13:30:00Z,21.5,0.991,0.02,88.08,21.4,15,15,599,NA,NA
ET2,MC3,2023-06-10T13:45:00Z,21.1,0.998,0,88.09,11.9,15,15,682,NA,NA
ET2,MC3,2023-06-10T14:00:00Z,20.3,0.999,0,88.09,36.1,15,15,559,NA,NA
ET2,MC3,2023-06-10T14:15:00Z,20.4,1.001,0,88.08,76.7,15,15,477,NA,NA
ET2,MC3,2023-06-10T14:30:00Z,20,0.999,0,88.07,48.9,15,15,499,NA,NA
ET2,MC3,2023-06-10T14:45:00Z,20.2,0.998,0.01,88.05,20.3,15,15,780,NA,NA
ET2,MC3,2023-06-10T15:00:00Z,19.8,0.997,0.01,88.07,7.1,15,15,588,NA,NA
ET2,MC3,2023-06-10T15:15:00Z,19.8,1,0,88.09,0,15,15,589,NA,NA
ET2,MC3,2023-06-10T15:30:00Z,19.6,1,0,88.12,0,15,15,561,NA,NA
ET2,MC3,2023-06-10T15:45:00Z,19.5,0.999,0,88.1,0,15,15,666,NA,NA
ET2,MC3,2023-06-10T16:00:00Z,19.5,0.999,0,88.11,0,15,15,575,NA,NA
ET2,MC3,2023-06-10T16:15:00Z,19.5,1,0,88.13,0,15,15,507,NA,NA
ET2,MC3,2023-06-10T16:30:00Z,19.4,0.999,0,88.14,0,15,15,509,NA,NA
ET2,MC3,2023-06-10T16:45:00Z,19.3,1.001,0,88.16,0,15,15,523,NA,NA
ET2,MC3,2023-06-10T17:00:00Z,19.3,1,0,88.17,0,15,15,576,NA,NA
ET2,MC3,2023-06-10T17:15:00Z,19.2,1,0,88.18,0,15,15,549,NA,NA
ET2,MC3,2023-06-10T17:30:00Z,19.1,1.001,0,88.19,0,15,15,541,NA,NA
ET2,MC3,2023-06-10T17:45:00Z,19,1,0,88.2,0,15,15,552,NA,NA
ET2,MC3,2023-06-10T18:00:00Z,19,1,0,88.2,0,15,15,533,NA,NA
ET2,MC3,2023-06-10T18:15:00Z,18.9,1.001,0,88.2,0,15,15,564,NA,NA
ET2,MC3,2023-06-10T18:30:00Z,18.8,1,0,88.21,0,15,15,590,NA,NA
ET2,MC3,2023-06-10T18:45:00Z,18.7,0.992,0.02,88.21,0,15,15,500,NA,NA
ET2,MC3,2023-06-10T19:00:00Z,18.7,0.985,0.03,88.21,0,15,15,487,NA,NA
ET2,MC3,2023-06-10T19:15:00Z,19,0.968,0.07,88.23,0,15,15,465,NA,NA
ET2,MC3,2023-06-10T19:30:00Z,18.8,0.965,0.08,88.25,0,11,15,459,NA,NA
ET2,MC3,2023-06-10T19:45:00Z,18.9,0.964,0.08,88.28,0,0,15,459,NA,NA
ET2,MC3,2023-06-10T20:00:00Z,18.7,0.97,0.06,88.3,0,0,15,458,NA,NA
ET2,MC3,2023-06-10T20:15:00Z,18.6,0.964,0.08,88.3,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T20:30:00Z,19,0.949,0.11,88.3,0,0,15,456,NA,NA
ET2,MC3,2023-06-10T20:45:00Z,19.4,0.944,0.13,88.3,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T21:00:00Z,19.6,0.944,0.13,88.28,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T21:15:00Z,19.8,0.937,0.15,88.27,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T21:30:00Z,19.9,0.935,0.15,88.27,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T21:45:00Z,20,0.934,0.15,88.28,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T22:00:00Z,19.9,0.922,0.18,88.26,0,0,15,455,NA,NA
ET2,MC3,2023-06-10T22:15:00Z,19.8,0.914,0.2,88.24,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T22:30:00Z,19.6,0.92,0.18,88.22,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T22:45:00Z,19.5,0.918,0.19,88.2,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T23:00:00Z,19.5,0.918,0.19,88.19,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T23:15:00Z,19.3,0.923,0.17,88.18,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T23:30:00Z,19.4,0.918,0.19,88.17,0,0,15,454,NA,NA
ET2,MC3,2023-06-10T23:45:00Z,19.3,0.919,0.18,88.17,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T00:00:00Z,19.5,0.906,0.21,88.16,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T00:15:00Z,19.4,0.906,0.21,88.15,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T00:30:00Z,19.4,0.909,0.2,88.15,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T00:45:00Z,19.3,0.911,0.2,88.15,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T01:00:00Z,19,0.931,0.15,88.14,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T01:15:00Z,19.1,0.932,0.15,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T01:30:00Z,19.2,0.933,0.15,88.1,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T01:45:00Z,19.2,0.937,0.14,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T02:00:00Z,19.4,0.932,0.15,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T02:15:00Z,19.5,0.926,0.17,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T02:30:00Z,19.1,0.945,0.12,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T02:45:00Z,19,0.948,0.11,88.1,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T03:00:00Z,19,0.946,0.12,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T03:15:00Z,19.2,0.933,0.15,88.11,0,0,15,453,NA,NA
ET2,MC3,2023-06-11T03:30:00Z,19.5,0.916,0.19,88.1,0,0,15,453,NA,NA
ET2,MC3,2023-06-11T03:45:00Z,19.2,0.929,0.16,88.11,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T04:00:00Z,18.9,0.944,0.12,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T04:15:00Z,18.8,0.951,0.11,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T04:30:00Z,18.7,0.957,0.09,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T04:45:00Z,18.6,0.965,0.08,88.11,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T05:00:00Z,18.7,0.966,0.07,88.11,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T05:15:00Z,18.8,0.956,0.09,88.14,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T05:30:00Z,18.8,0.961,0.08,88.14,0.9,0,15,454,NA,NA
ET2,MC3,2023-06-11T05:45:00Z,19.4,0.944,0.13,88.15,11,0,15,454,NA,NA
ET2,MC3,2023-06-11T06:00:00Z,19.2,0.952,0.11,88.15,19,0,15,454,NA,NA
ET2,MC3,2023-06-11T06:15:00Z,19.3,0.96,0.09,88.18,27.1,0,15,454,NA,NA
ET2,MC3,2023-06-11T06:30:00Z,19.5,0.967,0.08,88.19,43.4,0,15,454,NA,NA
ET2,MC3,2023-06-11T06:45:00Z,20.3,0.973,0.06,88.2,122.5,0,15,455,NA,NA
ET2,MC3,2023-06-11T07:00:00Z,20.7,0.967,0.08,88.2,242.4,0,15,454,NA,NA
ET2,MC3,2023-06-11T07:15:00Z,21.1,0.95,0.12,88.2,219.9,0,15,454,NA,NA
ET2,MC3,2023-06-11T07:30:00Z,21.8,0.924,0.2,88.22,113.7,0,15,453,NA,NA
ET2,MC3,2023-06-11T07:45:00Z,21.8,0.902,0.26,88.22,54.4,0,15,453,NA,NA
ET2,MC3,2023-06-11T08:00:00Z,22,0.905,0.25,88.23,59,0,15,454,NA,NA
ET2,MC3,2023-06-11T08:15:00Z,22.6,0.878,0.33,88.23,79.7,0,15,453,NA,NA
ET2,MC3,2023-06-11T08:30:00Z,22.6,0.852,0.41,88.23,68.8,0,15,452,NA,NA
ET2,MC3,2023-06-11T08:45:00Z,22.7,0.843,0.43,88.22,69.2,0,15,453,NA,NA
ET2,MC3,2023-06-11T09:00:00Z,22.8,0.84,0.44,88.22,72.9,0,15,452,NA,NA
ET2,MC3,2023-06-11T09:15:00Z,23.3,0.811,0.54,88.21,81.1,0,15,452,NA,NA
ET2,MC3,2023-06-11T09:30:00Z,23.7,0.786,0.63,88.21,346.1,0,15,451,NA,NA
ET2,MC3,2023-06-11T09:45:00Z,23.7,0.817,0.54,88.2,337.1,0,15,452,NA,NA
ET2,MC3,2023-06-11T10:00:00Z,23.4,0.86,0.4,88.2,234.7,0,15,452,NA,NA
ET2,MC3,2023-06-11T10:15:00Z,22.9,0.887,0.31,88.19,279.6,0,15,452,NA,NA
ET2,MC3,2023-06-11T10:30:00Z,23.5,0.888,0.32,88.17,144.7,0,15,452,NA,NA
ET2,MC3,2023-06-11T10:45:00Z,23.6,0.883,0.34,88.17,126.5,0,15,452,NA,NA
ET2,MC3,2023-06-11T11:00:00Z,23.8,0.882,0.35,88.16,136.8,0,15,452,NA,NA
ET2,MC3,2023-06-11T11:15:00Z,24,0.868,0.39,88.15,122.5,0,15,452,NA,NA
ET2,MC3,2023-06-11T11:30:00Z,24,0.867,0.4,88.15,145.2,0,15,452,NA,NA
ET2,MC3,2023-06-11T11:45:00Z,23.3,0.882,0.34,88.14,147.6,0,15,452,NA,NA
ET2,MC3,2023-06-11T12:00:00Z,22.6,0.891,0.3,88.14,133.1,0,15,452,NA,NA
ET2,MC3,2023-06-11T12:15:00Z,22.6,0.875,0.34,88.13,156.4,0,15,451,NA,NA
ET2,MC3,2023-06-11T12:30:00Z,22.7,0.867,0.37,88.11,161.3,0,15,451,NA,NA
ET2,MC3,2023-06-11T12:45:00Z,23.1,0.866,0.38,88.09,151.1,0,15,451,NA,NA
ET2,MC3,2023-06-11T13:00:00Z,23.2,0.882,0.34,88.09,172.5,0,15,451,NA,NA
ET2,MC3,2023-06-11T13:15:00Z,23.1,0.887,0.32,88.09,156.2,0,15,451,NA,NA
ET2,MC3,2023-06-11T13:30:00Z,23,0.889,0.31,88.08,192.3,0,15,451,NA,NA
ET2,MC3,2023-06-11T13:45:00Z,23.1,0.878,0.34,88.05,235.5,0,15,451,NA,NA
ET2,MC3,2023-06-11T14:00:00Z,22.6,0.897,0.28,88.06,187.7,0,15,451,NA,NA
ET2,MC3,2023-06-11T14:15:00Z,22.5,0.912,0.24,88.05,165.5,0,14,450,NA,NA
ET2,MC3,2023-06-11T14:30:00Z,22.8,0.902,0.27,88.02,145,0,13,451,NA,NA
ET2,MC3,2023-06-11T14:45:00Z,22.9,0.892,0.3,88.01,149.8,0,14,450,NA,NA
ET2,MC3,2023-06-11T15:00:00Z,23,0.872,0.36,88.02,209.5,0,14,451,NA,NA
ET2,MC3,2023-06-11T15:15:00Z,23.3,0.866,0.38,88.01,184,0,11,450,NA,NA
ET2,MC3,2023-06-11T15:30:00Z,23.7,0.85,0.44,87.99,104,0,12,451,NA,NA
ET2,MC3,2023-06-11T15:45:00Z,23.3,0.879,0.35,88.01,73.8,0,15,452,NA,NA
ET2,MC3,2023-06-11T16:00:00Z,23.1,0.883,0.33,88,66.5,0,15,451,NA,NA
ET2,MC3,2023-06-11T16:15:00Z,23.3,0.882,0.34,88.01,65.2,0,15,451,NA,NA
ET2,MC3,2023-06-11T16:30:00Z,23.2,0.9,0.28,88.02,131.3,0,15,451,NA,NA
ET2,MC3,2023-06-11T16:45:00Z,23,0.907,0.26,88.05,99.6,0,15,451,NA,NA
ET2,MC3,2023-06-11T17:00:00Z,22.6,0.931,0.19,88.09,39.2,0,15,452,NA,NA
ET2,MC3,2023-06-11T17:15:00Z,22.2,0.956,0.12,88.1,15.7,0,15,453,NA,NA
ET2,MC3,2023-06-11T17:30:00Z,21.9,0.972,0.07,88.11,7.5,0,15,453,NA,NA
ET2,MC3,2023-06-11T17:45:00Z,21.8,0.977,0.06,88.13,2.4,0,15,453,NA,NA
ET2,MC3,2023-06-11T18:00:00Z,21.7,0.977,0.06,88.14,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T18:15:00Z,21.6,0.976,0.06,88.15,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T18:30:00Z,21.6,0.978,0.06,88.16,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T18:45:00Z,21.5,0.98,0.05,88.17,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T19:00:00Z,21.4,0.985,0.04,88.17,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T19:15:00Z,21.4,0.988,0.03,88.18,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T19:30:00Z,21.3,0.988,0.03,88.17,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T19:45:00Z,21.1,0.99,0.02,88.18,0,0,15,458,NA,NA
ET2,MC3,2023-06-11T20:00:00Z,21,0.991,0.02,88.2,0,0,15,457,NA,NA
ET2,MC3,2023-06-11T20:15:00Z,21,0.993,0.02,88.19,0,0,15,456,NA,NA
ET2,MC3,2023-06-11T20:30:00Z,20.9,0.988,0.03,88.2,0,0,15,454,NA,NA
ET2,MC3,2023-06-11T20:45:00Z,20.8,0.978,0.05,88.19,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T21:00:00Z,20.7,0.98,0.05,88.19,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T21:15:00Z,20.6,0.983,0.04,88.19,0,0,15,456,NA,NA
ET2,MC3,2023-06-11T21:30:00Z,20.4,0.99,0.02,88.19,0,0,15,456,NA,NA
ET2,MC3,2023-06-11T21:45:00Z,20.3,0.992,0.02,88.19,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T22:00:00Z,20.2,0.992,0.02,88.18,0,0,15,457,NA,NA
ET2,MC3,2023-06-11T22:15:00Z,20.1,0.995,0.01,88.18,0,6,15,459,NA,NA
ET2,MC3,2023-06-11T22:30:00Z,20,0.999,0,88.19,0,0,15,458,NA,NA
ET2,MC3,2023-06-11T22:45:00Z,19.9,1.001,0,88.19,0,7,15,461,NA,NA
ET2,MC3,2023-06-11T23:00:00Z,19.7,1,0,88.2,0,5,15,455,NA,NA
ET2,MC3,2023-06-11T23:15:00Z,19.8,0.999,0,88.2,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T23:30:00Z,19.8,0.995,0.01,88.2,0,0,15,455,NA,NA
ET2,MC3,2023-06-11T23:45:00Z,19.9,0.987,0.03,88.2,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T00:00:00Z,20.1,0.978,0.05,88.18,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T00:15:00Z,20.2,0.976,0.06,88.17,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T00:30:00Z,20.2,0.977,0.05,88.17,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T00:45:00Z,20.4,0.981,0.05,88.15,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T01:00:00Z,20.5,0.982,0.04,88.12,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T01:15:00Z,20.3,0.981,0.05,88.11,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T01:30:00Z,20.3,0.982,0.04,88.09,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T01:45:00Z,20.3,0.985,0.04,88.09,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T02:00:00Z,20.2,0.988,0.03,88.1,0,0,15,458,NA,NA
ET2,MC3,2023-06-12T02:15:00Z,20.2,0.993,0.02,88.09,0,0,15,456,NA,NA
ET2,MC3,2023-06-12T02:30:00Z,20.1,0.993,0.02,88.07,0,0,15,459,NA,NA
ET2,MC3,2023-06-12T02:45:00Z,20,0.995,0.01,88.06,0,0,15,456,NA,NA
ET2,MC3,2023-06-12T03:00:00Z,20.2,0.998,0.01,88.05,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T03:15:00Z,20.3,0.995,0.01,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-12T03:30:00Z,20.1,0.994,0.01,88.07,0,0,15,456,NA,NA
ET2,MC3,2023-06-12T03:45:00Z,20.1,0.988,0.03,88.07,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T04:00:00Z,20.2,0.975,0.06,88.09,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T04:15:00Z,20.2,0.969,0.07,88.08,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T04:30:00Z,20.2,0.969,0.07,88.08,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T04:45:00Z,20.2,0.973,0.06,88.09,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T05:00:00Z,20.2,0.979,0.05,88.1,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T05:15:00Z,20,0.99,0.02,88.09,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T05:30:00Z,20,0.995,0.01,88.11,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T05:45:00Z,20.1,0.995,0.01,88.11,3.8,0,15,455,NA,NA
ET2,MC3,2023-06-12T06:00:00Z,20.2,0.992,0.02,88.12,9.5,0,15,455,NA,NA
ET2,MC3,2023-06-12T06:15:00Z,20.2,0.992,0.02,88.14,19.2,0,15,455,NA,NA
ET2,MC3,2023-06-12T06:30:00Z,20.4,0.976,0.06,88.15,24.9,0,15,454,NA,NA
ET2,MC3,2023-06-12T06:45:00Z,20.5,0.968,0.08,88.15,35.5,0,15,454,NA,NA
ET2,MC3,2023-06-12T07:00:00Z,20.6,0.97,0.07,88.15,74.2,0,15,454,NA,NA
ET2,MC3,2023-06-12T07:15:00Z,21.1,0.95,0.13,88.14,207.6,0,15,454,NA,NA
ET2,MC3,2023-06-12T07:30:00Z,21.5,0.922,0.2,88.13,170.3,0,15,453,NA,NA
ET2,MC3,2023-06-12T07:45:00Z,21.6,0.913,0.22,88.16,50.4,0,15,453,NA,NA
ET2,MC3,2023-06-12T08:00:00Z,21.7,0.899,0.26,88.17,52,0,15,453,NA,NA
ET2,MC3,2023-06-12T08:15:00Z,22,0.882,0.31,88.18,58.4,0,15,452,NA,NA
ET2,MC3,2023-06-12T08:30:00Z,22.2,0.874,0.34,88.18,61.7,0,15,452,NA,NA
ET2,MC3,2023-06-12T08:45:00Z,22.6,0.884,0.32,88.19,79.7,0,15,452,NA,NA
ET2,MC3,2023-06-12T09:00:00Z,22.2,0.908,0.25,88.21,68.1,0,15,452,NA,NA
ET2,MC3,2023-06-12T09:15:00Z,22.4,0.893,0.29,88.23,104.2,0,15,452,NA,NA
ET2,MC3,2023-06-12T09:30:00Z,22.5,0.902,0.27,88.23,307.3,0,15,452,NA,NA
ET2,MC3,2023-06-12T09:45:00Z,22.7,0.869,0.36,88.22,449.5,0,15,451,NA,NA
ET2,MC3,2023-06-12T10:00:00Z,23.3,0.858,0.41,88.21,280.2,0,15,451,NA,NA
ET2,MC3,2023-06-12T10:15:00Z,23.9,0.84,0.47,88.2,356.5,0,15,451,NA,NA
ET2,MC3,2023-06-12T10:30:00Z,23.6,0.859,0.41,88.19,142.6,0,15,451,NA,NA
ET2,MC3,2023-06-12T10:45:00Z,23,0.886,0.32,88.18,150.5,0,15,451,NA,NA
ET2,MC3,2023-06-12T11:00:00Z,23,0.887,0.32,88.19,143,0,15,451,NA,NA
ET2,MC3,2023-06-12T11:15:00Z,22.6,0.906,0.26,88.17,143.7,0,15,451,NA,NA
ET2,MC3,2023-06-12T11:30:00Z,23.2,0.898,0.29,88.13,158.2,0,15,451,NA,NA
ET2,MC3,2023-06-12T11:45:00Z,23.3,0.893,0.3,88.1,174.3,0,15,451,NA,NA
ET2,MC3,2023-06-12T12:00:00Z,23.1,0.889,0.31,88.06,177.6,0,15,451,NA,NA
ET2,MC3,2023-06-12T12:15:00Z,22.8,0.892,0.3,88.05,152.2,0,15,451,NA,NA
ET2,MC3,2023-06-12T12:30:00Z,23.3,0.883,0.34,88.02,150.7,0,15,451,NA,NA
ET2,MC3,2023-06-12T12:45:00Z,23.5,0.874,0.36,87.98,137.5,0,15,451,NA,NA
ET2,MC3,2023-06-12T13:00:00Z,23.8,0.86,0.41,87.97,169.4,0,15,450,NA,NA
ET2,MC3,2023-06-12T13:15:00Z,23.8,0.852,0.44,87.96,139.2,0,15,450,NA,NA
ET2,MC3,2023-06-12T13:30:00Z,24,0.852,0.44,87.95,189.3,0,15,450,NA,NA
ET2,MC3,2023-06-12T13:45:00Z,24,0.849,0.45,87.95,377.7,0,15,450,NA,NA
ET2,MC3,2023-06-12T14:00:00Z,24.1,0.836,0.49,87.94,181.3,0,4,449,NA,NA
ET2,MC3,2023-06-12T14:15:00Z,24,0.827,0.52,87.94,174.3,0,2,448,NA,NA
ET2,MC3,2023-06-12T14:30:00Z,24,0.833,0.5,87.93,184.6,0,1,449,NA,NA
ET2,MC3,2023-06-12T14:45:00Z,23.7,0.858,0.42,87.93,174,0,5,450,NA,NA
ET2,MC3,2023-06-12T15:00:00Z,23.6,0.865,0.39,87.92,264.2,0,3,449,NA,NA
ET2,MC3,2023-06-12T15:15:00Z,23.7,0.868,0.38,87.91,411.1,0,5,450,NA,NA
ET2,MC3,2023-06-12T15:30:00Z,23.6,0.883,0.34,87.89,169.9,0,15,450,NA,NA
ET2,MC3,2023-06-12T15:45:00Z,23.7,0.88,0.35,87.89,166.6,0,13,450,NA,NA
ET2,MC3,2023-06-12T16:00:00Z,23.5,0.892,0.31,87.89,187.1,5,15,790,NA,NA
ET2,MC3,2023-06-12T16:15:00Z,22.6,0.935,0.18,87.89,45.4,15,15,476,NA,NA
ET2,MC3,2023-06-12T16:30:00Z,22.2,0.961,0.1,87.9,29.1,15,15,460,NA,NA
ET2,MC3,2023-06-12T16:45:00Z,22,0.967,0.09,87.94,33.9,1,15,454,NA,NA
ET2,MC3,2023-06-12T17:00:00Z,22.1,0.957,0.12,87.93,43.9,0,15,458,NA,NA
ET2,MC3,2023-06-12T17:15:00Z,22,0.937,0.17,87.92,31.9,0,15,453,NA,NA
