Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H
TV2,MC1,2023-06-01T18:30:00Z,18.2,0.995,85.47,0.01,6.5,0.47,58,18.1,-6.6,1.28,0,520,15,15
TV2,MC1,2023-06-01T18:45:00Z,18.3,0.997,85.49,0.01,6.5,0.51,50,18.2,-6.6,1.28,0,524,15,15
TV2,MC1,2023-06-01T19:00:00Z,18.3,0.998,85.52,0.01,6.5,0.43,55,18.1,-6.7,1.79,0,533,15,15
TV2,MC1,2023-06-01T19:15:00Z,18.1,0.999,85.54,0,6.5,0.45,71,18,-6.7,1.09,0,538,15,15
TV2,MC1,2023-06-01T19:30:00Z,18.1,0.999,85.55,0,6.5,0.43,71,18,-6.7,1.47,0,544,15,15
TV2,MC1,2023-06-01T19:45:00Z,18.2,1,85.55,0,6.5,0.38,50,18.1,-6.8,1.23,0,626,15,15
TV2,MC1,2023-06-01T20:00:00Z,18.3,1.001,85.56,0,6.5,0.43,69,18.2,-6.6,1.19,0,620,15,15
TV2,MC1,2023-06-01T20:15:00Z,18.3,0.999,85.56,0,6.4,0.41,63,18.2,-6.7,1.32,0,668,15,15
TV2,MC1,2023-06-01T20:30:00Z,18.3,1.001,85.57,0,6.5,0.51,62,18.2,-6.7,1.3,0,628,15,15
TV2,MC1,2023-06-01T20:45:00Z,18.3,1,85.59,0,6.5,0.53,47,18.2,-6.7,1.54,0,736,15,15
TV2,MC1,2023-06-01T21:00:00Z,18.2,1,85.59,0,6.5,0.53,25,18.2,-6.6,1.81,0,651,15,15
TV2,MC1,2023-06-01T21:15:00Z,18.2,1.001,85.59,0,6.4,0.51,37,18.2,-6.7,0.96,0,838,15,15
TV2,MC1,2023-06-01T21:30:00Z,18.3,1.001,85.6,0,6.5,0.59,49,18.2,-6.7,2.11,0,769,15,15
TV2,MC1,2023-06-01T21:45:00Z,18.2,1,85.61,0,6.5,0.63,52,18.1,-6.6,1.84,0,637,15,15
TV2,MC1,2023-06-01T22:00:00Z,18,0.999,85.62,0,6.5,0.61,35,18,-6.7,1.95,0,579,15,15
TV2,MC1,2023-06-01T22:15:00Z,18,1,85.64,0,6.4,0.67,51,17.9,-6.8,1.5,0,575,15,15
TV2,MC1,2023-06-01T22:30:00Z,17.9,1,85.64,0,6.4,0.58,56,17.8,-6.5,1.78,0,786,15,15
TV2,MC1,2023-06-01T22:45:00Z,18,1,85.63,0,6.5,0.56,51,18,-6.7,1.46,0,634,15,15
TV2,MC1,2023-06-01T23:00:00Z,18,1,85.63,0,6.4,0.46,41,18,-6.6,1.1,0,647,15,15
TV2,MC1,2023-06-01T23:15:00Z,18.1,1,85.62,0,6.4,0.64,62,18,-6.6,1.77,0,715,15,15
TV2,MC1,2023-06-01T23:30:00Z,17.9,0.999,85.61,0,6.5,0.49,53,17.8,-6.6,1.31,0,568,15,15
TV2,MC1,2023-06-01T23:45:00Z,17.7,0.999,85.6,0,6.5,0.44,45,17.6,-6.6,1.2,0,587,15,15
TV2,MC1,2023-06-02T00:00:00Z,17.5,1,85.59,0,6.5,0.48,48,17.4,-6.7,1.39,0,591,15,15
TV2,MC1,2023-06-02T00:15:00Z,17.6,1,85.59,0,6.5,0.6,61,17.6,-6.7,1.59,0,586,15,15
TV2,MC1,2023-06-02T00:30:00Z,17.7,1,85.57,0,6.5,0.43,55,17.7,-6.6,1.08,0,598,15,15
TV2,MC1,2023-06-02T00:45:00Z,17.9,0.999,85.55,0,6.5,0.46,63,17.8,-6.6,1.24,0,556,15,15
TV2,MC1,2023-06-02T01:00:00Z,17.8,1,85.54,0,6.5,0.49,68,17.8,-6.6,1.59,0,554,15,15
TV2,MC1,2023-06-02T01:15:00Z,17.8,1.001,85.52,0,6.5,0.47,97,17.7,-6.6,1.12,0,590,15,15
TV2,MC1,2023-06-02T01:30:00Z,17.8,1,85.49,0,6.5,0.53,105,17.7,-6.6,1.24,0,592,15,15
TV2,MC1,2023-06-02T01:45:00Z,17.8,1,85.48,0,6.5,0.46,103,17.7,-6.7,1.26,0,580,15,15
TV2,MC1,2023-06-02T02:00:00Z,17.8,1,85.46,0,6.5,0.5,92,17.7,-6.6,1.09,0,570,15,15
TV2,MC1,2023-06-02T02:15:00Z,17.8,1,85.44,0,6.5,0.4,86,17.7,-6.7,0.78,0,562,15,15
TV2,MC1,2023-06-02T02:30:00Z,17.8,1,85.43,0,6.5,0.42,74,17.7,-6.7,1.01,0,556,15,15
TV2,MC1,2023-06-02T02:45:00Z,17.7,0.999,85.41,0,6.6,0.4,64,17.6,-6.7,0.99,0,549,15,15
TV2,MC1,2023-06-02T03:00:00Z,17.6,1,85.41,0,6.5,0.42,69,17.6,-6.7,1,0,523,15,15
TV2,MC1,2023-06-02T03:15:00Z,17.6,0.999,85.39,0,6.5,0.4,61,17.5,-6.7,1.36,0,520,15,15
TV2,MC1,2023-06-02T03:30:00Z,17.4,1.001,85.4,0,6.4,0.35,74,17.4,-6.6,0.84,0,516,15,15
TV2,MC1,2023-06-02T03:45:00Z,17.4,0.999,85.4,0,6.5,0.38,72,17.3,-6.6,0.67,0,512,15,15
TV2,MC1,2023-06-02T04:00:00Z,17.3,1,85.4,0,6.5,0.45,61,17.3,-6.7,1.11,0,507,15,15
TV2,MC1,2023-06-02T04:15:00Z,17.2,1.001,85.41,0,6.6,0.45,66,17.2,-6.7,1.29,0,502,15,15
TV2,MC1,2023-06-02T04:30:00Z,17.3,1,85.4,0,6.5,0.42,91,17.2,-6.6,1,0,494,15,15
TV2,MC1,2023-06-02T04:45:00Z,17.3,1,85.4,0,6.6,0.55,103,17.2,-6.7,1.46,0,488,15,15
TV2,MC1,2023-06-02T05:00:00Z,17.4,1.001,85.42,0,6.6,0.39,73,17.3,-6.7,1.49,0,489,15,15
TV2,MC1,2023-06-02T05:15:00Z,17.4,1,85.43,0,6.5,0.38,84,17.3,-6.6,1.21,0,554,15,15
TV2,MC1,2023-06-02T05:30:00Z,17.4,1.001,85.43,0,6.4,0.38,73,17.3,-6.7,1.12,0,541,15,15
TV2,MC1,2023-06-02T05:45:00Z,17.4,0.999,85.44,0,6.5,0.36,80,17.3,-6.7,0.99,1.3,534,15,15
TV2,MC1,2023-06-02T06:00:00Z,17.4,1,85.47,0,6.5,0.38,92,17.2,-6.6,1.44,7.5,523,15,15
TV2,MC1,2023-06-02T06:15:00Z,17.4,1,85.49,0,6.5,0.39,85,17.3,-6.7,1.03,10.1,520,15,15
TV2,MC1,2023-06-02T06:30:00Z,17.5,1,85.5,0,6.5,0.34,96,17.5,-6.7,0.94,11.5,516,15,15
TV2,MC1,2023-06-02T06:45:00Z,17.5,1,85.52,0,6.5,0.35,97,17.5,-6.7,0.86,8.4,517,15,15
TV2,MC1,2023-06-02T07:00:00Z,17.5,1,85.53,0,6.5,0.33,103,17.5,-6.6,0.54,5.3,657,15,15
TV2,MC1,2023-06-02T07:15:00Z,17.4,1,85.55,0,6.5,0.42,113,17.4,-6.7,0.81,0.7,798,15,15
TV2,MC1,2023-06-02T07:30:00Z,17.2,1.001,85.55,0,6.5,0.54,126,17.3,-6.6,0.91,0,683,15,15
TV2,MC1,2023-06-02T07:45:00Z,17.2,1,85.55,0,6.5,0.43,128,17.4,-6.8,0.8,0,635,15,15
TV2,MC1,2023-06-02T08:00:00Z,17.4,0.999,85.55,0,6.4,0.47,141,17.5,-6.6,0.88,4.9,626,15,15
TV2,MC1,2023-06-02T08:15:00Z,17.7,1,85.56,0,6.4,0.54,139,17.7,-6.7,1,6.4,779,15,15
TV2,MC1,2023-06-02T08:30:00Z,17.9,1,85.57,0,6.4,0.41,138,17.7,-6.5,1.15,7.9,608,15,15
TV2,MC1,2023-06-02T08:45:00Z,17.9,0.999,85.57,0,6.4,0.52,136,17.8,-6.6,1.11,10.1,629,15,15
TV2,MC1,2023-06-02T09:00:00Z,18.1,1,85.58,0,6.4,0.54,143,18,-6.7,1.18,13,623,15,15
TV2,MC1,2023-06-02T09:15:00Z,18.1,1.001,85.57,0,6.4,0.54,147,17.8,-6.6,0.93,18.3,611,15,15
TV2,MC1,2023-06-02T09:30:00Z,18.1,0.998,85.55,0,6.5,0.65,166,18.2,-6.5,1.04,26.9,573,15,15
TV2,MC1,2023-06-02T09:45:00Z,18.3,0.99,85.53,0.02,6.6,0.57,161,18.4,-6.6,0.93,40.6,543,15,15
TV2,MC1,2023-06-02T10:00:00Z,18.5,0.977,85.52,0.05,6.6,0.6,168,18.5,-6.6,1.07,48.7,531,15,15
TV2,MC1,2023-06-02T10:15:00Z,18.8,0.966,85.5,0.07,6.6,0.49,155,18.7,-6.7,1.15,55.5,517,15,15
TV2,MC1,2023-06-02T10:30:00Z,19,0.966,85.5,0.07,6.6,0.61,160,18.8,-6.6,1.71,65.2,515,15,15
TV2,MC1,2023-06-02T10:45:00Z,19.1,0.974,85.5,0.06,6.6,0.51,145,19,-6.6,1.76,84.2,505,15,15
TV2,MC1,2023-06-02T11:00:00Z,19.3,0.974,85.51,0.06,6.6,0.45,158,19.1,-6.6,1.52,102.9,499,15,15
TV2,MC1,2023-06-02T11:15:00Z,19.4,0.972,85.5,0.06,6.5,0.74,181,19.4,-6.7,1.7,125.4,491,15,15
TV2,MC1,2023-06-02T11:30:00Z,19.8,0.962,85.5,0.09,6.6,0.58,169,19.8,-6.8,1.46,123.2,480,15,15
TV2,MC1,2023-06-02T11:45:00Z,20.3,0.949,85.48,0.12,6.6,0.31,130,20.1,-6.7,0.89,122.3,470,15,15
TV2,MC1,2023-06-02T12:00:00Z,20.6,0.929,85.46,0.17,6.6,0.38,137,20.2,-6.7,1.44,111.7,457,15,10
TV2,MC1,2023-06-02T12:15:00Z,20.5,0.914,85.44,0.21,6.6,0.42,131,20.1,-6.6,1.73,103.5,454,15,0
TV2,MC1,2023-06-02T12:30:00Z,20.4,0.917,85.43,0.2,6.6,0.4,96,20.1,-6.7,1.26,96.9,452,15,0
TV2,MC1,2023-06-02T12:45:00Z,20.1,0.933,85.42,0.16,6.7,0.51,115,19.9,-6.8,2.32,97.2,453,15,0
TV2,MC1,2023-06-02T13:00:00Z,20.1,0.94,85.4,0.14,6.6,0.48,92,20.1,-6.8,1.33,121.2,452,15,0
TV2,MC1,2023-06-02T13:15:00Z,20.3,0.936,85.38,0.15,6.6,0.53,122,20.2,-6.7,1.9,130.7,452,15,0
TV2,MC1,2023-06-02T13:30:00Z,20.4,0.934,85.37,0.16,6.6,0.36,103,20.2,-6.7,0.99,75.4,453,15,0
TV2,MC1,2023-06-02T13:45:00Z,19.8,0.941,85.37,0.14,6.7,0.28,123,19.6,-6.7,0.73,49.4,453,15,0
TV2,MC1,2023-06-02T14:00:00Z,19.6,0.946,85.35,0.12,6.6,0.33,106,19.6,-6.7,1.82,72.3,452,15,0
TV2,MC1,2023-06-02T14:15:00Z,19.8,0.931,85.33,0.16,6.6,0.35,101,19.8,-6.7,1.01,82,452,15,0
TV2,MC1,2023-06-02T14:30:00Z,20.1,0.913,85.31,0.2,6.7,0.43,104,20,-6.7,1.38,89.5,452,15,0
TV2,MC1,2023-06-02T14:45:00Z,20.6,0.899,85.29,0.24,6.7,0.47,94,20.4,-6.7,2.42,89.2,451,15,0
TV2,MC1,2023-06-02T15:00:00Z,21.1,0.878,85.26,0.3,6.7,0.45,141,21,-6.7,1.48,81.3,451,15,0
TV2,MC1,2023-06-02T15:15:00Z,21.3,0.843,85.26,0.4,6.7,0.67,147,21.2,-6.7,2,82.6,451,15,0
TV2,MC1,2023-06-02T15:30:00Z,21.7,0.847,85.25,0.4,6.7,0.35,119,21.5,-6.7,1.61,144.3,450,4,0
TV2,MC1,2023-06-02T15:45:00Z,21.3,0.859,85.25,0.36,6.7,0.58,159,21.4,-6.8,1.4,62.3,450,15,0
TV2,MC1,2023-06-02T16:00:00Z,21.2,0.874,85.26,0.32,6.7,0.47,90,21.4,-6.7,1.24,61.9,451,15,0
TV2,MC1,2023-06-02T16:15:00Z,21,0.885,85.27,0.29,6.7,0.42,111,21.3,-6.8,1.74,51.6,451,15,0
TV2,MC1,2023-06-02T16:30:00Z,20.6,0.901,85.27,0.24,6.7,0.54,136,21,-6.8,1.29,35.3,452,15,0
TV2,MC1,2023-06-02T16:45:00Z,20,0.924,85.28,0.18,6.7,0.44,136,20.3,-6.8,1.09,15.4,452,15,0
TV2,MC1,2023-06-02T17:00:00Z,19.5,0.927,85.29,0.17,6.7,0.53,118,19.8,-6.7,1.13,16.5,452,15,0
TV2,MC1,2023-06-02T17:15:00Z,19.4,0.917,85.29,0.19,6.7,0.49,132,19.5,-6.8,1.3,12.8,452,15,0
TV2,MC1,2023-06-02T17:30:00Z,19.4,0.897,85.3,0.23,6.7,0.47,135,19.4,-6.8,1.05,10.1,452,15,0
TV2,MC1,2023-06-02T17:45:00Z,19.4,0.892,85.31,0.24,6.7,0.43,149,19.3,-6.7,0.91,7.3,452,15,0
TV2,MC1,2023-06-02T18:00:00Z,19.3,0.893,85.33,0.24,6.7,0.45,150,19,-6.8,0.97,0.7,452,15,0
TV2,MC1,2023-06-02T18:15:00Z,19.1,0.891,85.35,0.24,6.7,0.43,144,18.8,-6.8,0.83,0,452,15,0
TV2,MC1,2023-06-02T18:30:00Z,18.8,0.886,85.35,0.25,6.8,0.38,159,18.7,-6.8,0.71,0,452,15,0
TV2,MC1,2023-06-02T18:45:00Z,18.9,0.867,85.37,0.29,6.7,0.34,155,18.6,-6.8,0.86,0,451,15,0
TV2,MC1,2023-06-02T19:00:00Z,18.9,0.861,85.39,0.3,6.7,0.43,161,18.6,-6.8,0.8,0,451,15,0
TV2,MC1,2023-06-02T19:15:00Z,18.7,0.87,85.41,0.28,6.7,0.33,134,18.2,-6.8,0.73,0,452,15,0
TV2,MC1,2023-06-02T19:30:00Z,18.2,0.885,85.43,0.24,6.7,0.37,124,18,-6.8,0.73,0,452,15,0
TV2,MC1,2023-06-02T19:45:00Z,18.4,0.876,85.41,0.26,6.8,0.39,150,18.1,-6.8,0.83,0,451,15,0
