Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET8,MC2,2023-09-17T18:00:00Z,0.01,0.994,18.2,87.77,2,3.96,1.99,18.3,127,-1.5,0,15,15,529,0.066,18.2
ET8,MC2,2023-09-17T18:15:00Z,0.01,0.997,18.3,87.77,2.1,4.37,2.19,18.4,122,-1.4,0,15,15,491,0.066,18.1
ET8,MC2,2023-09-17T18:30:00Z,0.02,0.991,18.5,87.78,2.1,4.52,2.3,18.7,127,-1.4,0,15,15,478,0.065,18.1
ET8,MC2,2023-09-17T18:45:00Z,0.03,0.985,18.6,87.79,2.1,4.98,2.39,18.7,128,-1.5,0,15,15,473,0.065,18
ET8,MC2,2023-09-17T19:00:00Z,0.04,0.983,18.8,87.82,2.3,5.08,2.35,18.9,127,-1.5,0,15,14,459,0.064,18
ET8,MC2,2023-09-17T19:15:00Z,0.04,0.98,18.8,87.86,2,4.3,2.44,18.9,128,-1.3,0,15,2,458,0.063,18
ET8,MC2,2023-09-17T19:30:00Z,0.06,0.973,18.8,87.91,1.9,5.17,2.03,19,129,-1.4,0,15,0,458,0.063,18
ET8,MC2,2023-09-17T19:45:00Z,0.07,0.968,18.9,87.94,2,4.91,2.48,19,126,-1.3,0,15,0,457,0.062,18
ET8,MC2,2023-09-17T20:00:00Z,0.11,0.951,19,87.95,2.1,4.4,2.51,19.2,131,-1.3,0,15,0,458,0.061,18
ET8,MC2,2023-09-17T20:15:00Z,0.09,0.96,19,87.98,1.9,5.01,2.29,19.1,128,-1.3,0,15,0,457,0.06,18
ET8,MC2,2023-09-17T20:30:00Z,0.1,0.956,19,87.99,1.9,4.53,2.29,19.2,129,-1.2,0,15,0,458,0.059,18
ET8,MC2,2023-09-17T20:45:00Z,0.1,0.955,19.1,87.98,1.9,4.78,2.21,19.2,127,-1.3,0,15,0,457,0.059,18
ET8,MC2,2023-09-17T21:00:00Z,0.08,0.965,19,87.98,2,4.27,2.48,19.2,125,-1.2,0,15,0,457,0.058,18
ET8,MC2,2023-09-17T21:15:00Z,0.08,0.965,19.1,87.98,1.9,4.07,2.23,19.2,127,-1.2,0,15,0,457,0.057,18
ET8,MC2,2023-09-17T21:30:00Z,0.05,0.975,19,87.99,1.9,4.5,1.86,19.1,115,-1.1,0,15,0,457,0.057,18.1
ET8,MC2,2023-09-17T21:45:00Z,0.05,0.978,18.9,87.99,2,4.05,2.02,19.1,122,-1.1,0,15,0,457,0.056,18.1
ET8,MC2,2023-09-17T22:00:00Z,0.06,0.974,19,87.96,1.9,3.71,1.94,19.2,120,-1.2,0,15,0,457,0.056,18.1
ET8,MC2,2023-09-17T22:15:00Z,0.07,0.966,19,87.93,1.9,4.05,1.87,19.2,120,-1.2,0,15,0,457,0.055,18.1
ET8,MC2,2023-09-17T22:30:00Z,0.11,0.95,19.2,87.91,1.7,3.74,1.68,19.4,137,-1,0,15,0,456,0.055,18.1
ET8,MC2,2023-09-17T22:45:00Z,0.2,0.911,19.7,87.87,1.7,3.23,1.29,19.8,137,-1,0,15,0,455,0.054,18.1
ET8,MC2,2023-09-17T23:00:00Z,0.31,0.871,20.2,87.84,1.8,3.1,1.39,20.3,133,-1.1,0,15,0,454,0.053,18.1
ET8,MC2,2023-09-17T23:15:00Z,0.25,0.891,19.8,87.83,1.7,3.55,1.65,19.8,109,-1.1,0,15,0,455,0.053,18.1
ET8,MC2,2023-09-17T23:30:00Z,0.26,0.886,19.7,87.81,1.7,3.32,1.21,20,133,-1.1,0,15,0,454,0.053,18.1
ET8,MC2,2023-09-17T23:45:00Z,0.38,0.842,20.4,87.77,1.7,3.06,1.24,20.4,127,-1.1,0,15,0,454,0.052,18.1
ET8,MC2,2023-09-18T00:00:00Z,0.41,0.828,20.5,87.75,1.6,3.57,1.23,20.6,129,-1,0,15,0,454,0.052,18.1
ET8,MC2,2023-09-18T00:15:00Z,0.47,0.807,20.8,87.72,1.7,3.81,1.83,21,136,-0.9,0,15,0,453,0.051,18
ET8,MC2,2023-09-18T00:30:00Z,0.51,0.793,20.8,87.69,1.6,3.07,1.63,21,139,-0.9,0,15,0,453,0.051,18
ET8,MC2,2023-09-18T00:45:00Z,0.6,0.763,21.3,87.65,1.6,3.52,1.48,21.5,138,-0.9,0,15,0,452,0.051,18
ET8,MC2,2023-09-18T01:00:00Z,0.71,0.731,21.9,87.64,1.6,3.32,1.3,21.9,141,-0.8,0,15,0,452,0.05,18
ET8,MC2,2023-09-18T01:15:00Z,0.62,0.755,21.4,87.63,1.5,2.47,1.05,21.4,126,-0.9,0,15,0,452,0.05,18
ET8,MC2,2023-09-18T01:30:00Z,0.6,0.764,21.4,87.64,1.5,2.23,1.11,21.6,128,-0.9,0,15,0,452,0.049,17.9
ET8,MC2,2023-09-18T01:45:00Z,0.43,0.82,20.5,87.66,1.6,4.3,1.54,20.5,121,-0.8,0,15,0,454,0.049,17.9
ET8,MC2,2023-09-18T02:00:00Z,0.15,0.932,18.8,87.7,1.7,3.31,1.68,18.8,122,-1,0,15,0,457,0.049,17.9
ET8,MC2,2023-09-18T02:15:00Z,0.03,0.984,18.2,87.69,1.7,4.13,1.89,18.5,121,-1.1,0,15,0,457,0.049,17.8
ET8,MC2,2023-09-18T02:30:00Z,0.01,0.995,18.2,87.69,2,5.41,1.9,18.2,111,-1.2,0,15,4,460,0.049,17.8
ET8,MC2,2023-09-18T02:45:00Z,0,1,18,87.68,1.9,4.33,2.27,18.2,124,-1.2,0,15,15,463,0.05,17.8
ET8,MC2,2023-09-18T03:00:00Z,0,1,18.1,87.67,1.8,4.89,2.43,18.3,126,-1.2,0,15,14,460,0.05,17.8
ET8,MC2,2023-09-18T03:15:00Z,0,1,18.2,87.66,1.7,5.14,1.84,18.5,123,-1.2,0,15,0,456,0.051,17.8
ET8,MC2,2023-09-18T03:30:00Z,0.13,0.941,18.6,87.68,1.8,6.26,1.95,18.8,125,-1.2,0,15,0,457,0.051,17.8
ET8,MC2,2023-09-18T03:45:00Z,0.19,0.91,18.6,87.68,1.8,4.12,1.84,18.7,120,-1.1,0,15,0,455,0.051,17.7
ET8,MC2,2023-09-18T04:00:00Z,0.19,0.912,18.4,87.69,1.8,4.76,2.05,18.6,117,-1,0,15,0,455,0.05,17.7
ET8,MC2,2023-09-18T04:15:00Z,0.16,0.924,18.3,87.69,1.6,2.73,1.18,18.4,123,-1.1,0,15,0,455,0.05,17.6
ET8,MC2,2023-09-18T04:30:00Z,0.13,0.936,18.2,87.72,1.7,3.57,1.46,18.3,119,-1,0,15,0,456,0.049,17.5
ET8,MC2,2023-09-18T04:45:00Z,0.12,0.944,18,87.76,1.6,3.33,1.07,18.2,118,-1,0,15,0,456,0.049,17.5
ET8,MC2,2023-09-18T05:00:00Z,0.14,0.932,18.2,87.79,1.7,5.22,1.48,18.4,124,-1,0,15,0,455,0.049,17.4
ET8,MC2,2023-09-18T05:15:00Z,0.25,0.885,18.8,87.81,1.8,4.1,2.07,19,119,-1.1,0,15,0,454,0.049,17.4
ET8,MC2,2023-09-18T05:30:00Z,0.28,0.874,18.9,87.82,2,5.52,2.58,19.1,118,-1,0,15,0,454,0.049,17.3
ET8,MC2,2023-09-18T05:45:00Z,0.27,0.88,19.1,87.82,1.6,4.34,1.63,19.2,119,-0.9,0,15,0,454,0.048,17.3
ET8,MC2,2023-09-18T06:00:00Z,0.28,0.873,19.3,87.82,1.7,4.92,1.98,19.4,120,-1,5.9,15,0,454,0.048,17.2
ET8,MC2,2023-09-18T06:15:00Z,0.29,0.869,19.3,87.84,1.7,4.76,2.17,19.4,121,-1,11.5,15,0,454,0.048,17.2
ET8,MC2,2023-09-18T06:30:00Z,0.26,0.882,19.3,87.86,1.6,4.67,1.68,19.4,115,-1,12.3,15,0,454,0.048,17.2
ET8,MC2,2023-09-18T06:45:00Z,0.24,0.891,19.2,87.87,1.7,5.25,2.02,19.3,118,-0.9,17,15,0,454,0.047,17.2
ET8,MC2,2023-09-18T07:00:00Z,0.22,0.901,19,87.88,1.8,4.76,2.09,19.1,119,-1,21.1,15,0,454,0.047,17.2
ET8,MC2,2023-09-18T07:15:00Z,0.21,0.907,19.1,87.89,1.7,4.88,1.61,19.2,123,-0.9,29.1,15,0,454,0.047,17.2
ET8,MC2,2023-09-18T07:30:00Z,0.2,0.912,19.2,87.91,1.5,3.88,1.24,19.2,118,-1,39.7,15,0,455,0.047,17.3
ET8,MC2,2023-09-18T07:45:00Z,0.19,0.915,19.2,87.91,1.7,5.47,1.68,19.4,115,-1,95.9,15,0,454,0.047,17.3
ET8,MC2,2023-09-18T08:00:00Z,0.21,0.906,19.6,87.91,1.6,4.88,1.71,19.7,115,-1.1,166.6,15,0,454,0.047,17.4
ET8,MC2,2023-09-18T08:15:00Z,0.24,0.897,20,87.9,1.7,4.65,1.72,20.2,118,-1,319.3,15,0,454,0.047,17.6
ET8,MC2,2023-09-18T08:30:00Z,0.21,0.911,19.8,87.91,1.7,4.39,2.04,19.9,116,-0.9,105.8,15,0,455,0.046,17.7
ET8,MC2,2023-09-18T08:45:00Z,0.17,0.925,19.7,87.92,1.7,4.81,2.2,19.9,120,-0.8,122.7,15,0,455,0.046,17.8
ET8,MC2,2023-09-18T09:00:00Z,0.16,0.931,19.7,87.93,1.6,3.45,1.67,19.8,116,-1,122.9,15,0,455,0.046,18
ET8,MC2,2023-09-18T09:15:00Z,0.12,0.945,19.5,87.95,1.7,4.41,1.98,19.6,121,-0.9,112.8,15,0,455,0.045,18
ET8,MC2,2023-09-18T09:30:00Z,0.15,0.932,19.6,87.95,1.7,4.46,1.99,19.8,121,-0.9,127.8,15,0,455,0.045,18.1
ET8,MC2,2023-09-18T09:45:00Z,0.15,0.933,19.6,87.95,1.7,5.86,2.45,19.7,119,-1,158.8,15,0,455,0.045,18.2
ET8,MC2,2023-09-18T10:00:00Z,0.15,0.934,19.9,87.94,1.7,5.08,2.04,20.1,117,-1,181.1,15,0,454,0.045,18.3
ET8,MC2,2023-09-18T10:15:00Z,0.21,0.91,20.4,87.94,1.7,4.25,2.18,20.6,120,-0.9,188.4,15,0,454,0.045,18.4
ET8,MC2,2023-09-18T10:30:00Z,0.21,0.914,20.3,87.95,2,5.13,2.06,20.5,121,-0.9,197.2,15,0,454,0.045,18.5
ET8,MC2,2023-09-18T10:45:00Z,0.21,0.911,20.5,87.94,1.8,5.42,2.2,20.7,118,-0.9,191,15,0,454,0.045,18.7
ET8,MC2,2023-09-18T11:00:00Z,0.22,0.908,20.6,87.93,1.8,6.71,2.05,20.8,123,-0.9,209.3,15,0,454,0.044,18.8
ET8,MC2,2023-09-18T11:15:00Z,0.3,0.879,21,87.91,1.9,5.44,2.26,21.1,124,-0.6,230.9,15,0,454,0.044,18.9
ET8,MC2,2023-09-18T11:30:00Z,0.33,0.868,21,87.9,1.8,8.96,2.42,21.1,126,-0.7,177.1,15,0,453,0.044,19
ET8,MC2,2023-09-18T11:45:00Z,0.33,0.869,21.1,87.88,1.7,5.9,2.37,21.2,124,-0.8,170.5,15,0,453,0.044,19
ET8,MC2,2023-09-18T12:00:00Z,0.37,0.853,21.4,87.86,1.7,4.61,2.07,21.4,121,-0.7,190.6,15,0,453,0.044,19.1
ET8,MC2,2023-09-18T12:15:00Z,0.16,0.932,20.3,87.84,1.5,4.07,1.05,20.4,51,-0.8,229.1,15,0,454,0.043,19.1
ET8,MC2,2023-09-18T12:30:00Z,0.1,0.958,20.1,87.82,1.6,4.46,1.06,20.4,112,-0.8,334.7,15,0,453,0.043,19.2
ET8,MC2,2023-09-18T12:45:00Z,0.19,0.924,20.8,87.8,1.5,4.09,1.61,20.9,117,-0.8,671.4,15,0,452,0.043,19.2
ET8,MC2,2023-09-18T13:00:00Z,0.26,0.896,21.3,87.78,1.5,3.85,1.63,21.1,123,-0.7,536.3,15,0,453,0.042,19.4
ET8,MC2,2023-09-18T13:15:00Z,0.15,0.937,20.4,87.77,1.4,3.01,0.9,20.4,122,-0.8,246.1,15,0,454,0.042,19.5
ET8,MC2,2023-09-18T13:30:00Z,0.15,0.936,20,87.74,1.7,4.12,1.94,20.2,125,-0.8,341.9,15,0,453,0.042,19.5
ET8,MC2,2023-09-18T13:45:00Z,0.24,0.902,20.4,87.72,1.7,4.83,2.07,20.4,123,-0.7,635,15,0,450,0.042,19.5
ET8,MC2,2023-09-18T14:00:00Z,0.26,0.893,20.5,87.7,1.6,4.35,2.12,20.5,122,-0.8,556.1,15,0,451,0.041,19.5
ET8,MC2,2023-09-18T14:15:00Z,0.27,0.888,20.6,87.68,1.7,5.85,2.54,20.6,118,-0.6,607.7,15,0,452,0.041,19.5
ET8,MC2,2023-09-18T14:30:00Z,0.28,0.886,20.6,87.68,1.6,6.84,2.45,20.7,121,-0.8,434.1,15,0,453,0.041,19.5
ET8,MC2,2023-09-18T14:45:00Z,0.26,0.894,20.6,87.67,1.8,4.44,2.2,20.7,121,-0.8,351.2,15,0,453,0.041,19.5
ET8,MC2,2023-09-18T15:00:00Z,0.25,0.899,20.6,87.65,1.6,4.9,2.24,20.7,123,-0.8,83.9,15,0,454,0.04,19.5
ET8,MC2,2023-09-18T15:15:00Z,0.27,0.889,20.8,87.65,1.7,5.54,2.47,20.9,123,-0.8,69.4,15,0,453,0.04,19.3
ET8,MC2,2023-09-18T15:30:00Z,0.31,0.874,20.9,87.64,1.7,5.24,2.32,21.1,123,-0.6,73.6,15,0,453,0.039,19.2
ET8,MC2,2023-09-18T15:45:00Z,0.28,0.886,21,87.64,1.7,7.13,2.26,21.1,123,-0.5,106.6,15,0,454,0.039,19.2
ET8,MC2,2023-09-18T16:00:00Z,0.25,0.9,20.8,87.64,1.6,4.07,1.94,20.9,122,-0.7,79.8,15,0,454,0.039,19.1
ET8,MC2,2023-09-18T16:15:00Z,0.26,0.893,20.7,87.65,1.6,3.84,1.73,20.8,125,-0.7,59.1,15,0,454,0.039,19.1
ET8,MC2,2023-09-18T16:30:00Z,0.28,0.884,20.5,87.67,1.6,4.52,1.91,20.7,119,-0.6,52.4,15,0,454,0.038,19.1
ET8,MC2,2023-09-18T16:45:00Z,0.27,0.885,20.4,87.68,1.8,6.84,2.46,20.5,121,-0.7,44.7,15,0,454,0.038,19
ET8,MC2,2023-09-18T17:00:00Z,0.24,0.9,20.2,87.68,1.6,5.01,1.95,20.3,122,-0.6,36.8,15,0,454,0.038,19
ET8,MC2,2023-09-18T17:15:00Z,0.2,0.915,20,87.7,1.7,5.63,2.17,20.1,117,-0.7,23.6,15,0,454,0.038,18.9
ET8,MC2,2023-09-18T17:30:00Z,0.17,0.926,19.9,87.71,1.6,4.87,2.23,20,114,-0.9,13.9,15,0,455,0.038,18.8
ET8,MC2,2023-09-18T17:45:00Z,0.14,0.937,19.7,87.71,1.9,4.87,2.17,19.8,114,-1,0.4,15,0,455,0.038,18.7
ET8,MC2,2023-09-18T18:00:00Z,0.2,0.912,19.5,87.72,1.8,5.27,2.26,19.7,117,-1,0,15,0,454,0.038,18.6
ET8,MC2,2023-09-18T18:15:00Z,0.22,0.9,19.4,87.74,1.7,4.51,2.44,19.5,120,-0.8,0,15,0,454,0.037,18.5
ET8,MC2,2023-09-18T18:30:00Z,0.23,0.897,19.3,87.74,1.7,4.37,2.37,19.4,118,-0.8,0,15,0,454,0.037,18.4
ET8,MC2,2023-09-18T18:45:00Z,0.27,0.88,19.3,87.77,1.7,5.69,2.74,19.4,117,-0.8,0,15,0,454,0.037,18.3
ET8,MC2,2023-09-18T19:00:00Z,0.31,0.863,19.3,87.79,1.6,5.44,2.11,19.4,117,-0.8,0,15,0,453,0.037,18.1
ET8,MC2,2023-09-18T19:15:00Z,0.36,0.84,19.3,87.81,1.6,4.04,1.44,19.4,121,-0.6,0,15,0,453,0.037,18
ET8,MC2,2023-09-18T19:30:00Z,0.37,0.835,19.4,87.83,1.6,4.32,1.75,19.5,116,-0.8,0,15,0,453,0.037,17.9
ET8,MC2,2023-09-18T19:45:00Z,0.37,0.838,19.4,87.84,1.5,3.83,1.49,19.5,119,-0.8,0,15,0,453,0.037,17.8
ET8,MC2,2023-09-18T20:00:00Z,0.38,0.834,19.5,87.84,1.5,4.04,1.64,19.7,128,-0.7,0,15,0,453,0.037,17.7
ET8,MC2,2023-09-18T20:15:00Z,0.4,0.824,19.6,87.86,1.5,3.42,1.33,19.7,125,-0.6,0,15,0,453,0.036,17.7
ET8,MC2,2023-09-18T20:30:00Z,0.44,0.808,19.8,87.87,1.6,4.21,1.86,19.9,123,-0.7,0,15,0,453,0.036,17.6
ET8,MC2,2023-09-18T20:45:00Z,0.47,0.798,19.9,87.89,1.8,5.24,2.01,20,120,-0.7,0,15,0,452,0.036,17.6
ET8,MC2,2023-09-18T21:00:00Z,0.5,0.786,20,87.9,1.7,4.6,2.08,20.1,117,-0.9,0,15,0,452,0.036,17.5
ET8,MC2,2023-09-18T21:15:00Z,0.52,0.778,20.1,87.91,1.5,4.86,1.97,20.2,119,-0.6,0,15,0,452,0.036,17.4
ET8,MC2,2023-09-18T21:30:00Z,0.53,0.775,20.1,87.91,1.7,5.85,2.53,20.2,118,-0.7,0,15,0,452,0.036,17.3
ET8,MC2,2023-09-18T21:45:00Z,0.52,0.777,20,87.91,1.6,5.24,2.31,20.1,117,-0.7,0,15,0,452,0.035,17.2
ET8,MC2,2023-09-18T22:00:00Z,0.52,0.777,20.1,87.91,1.6,4.78,2.07,20.2,119,-0.6,0,15,0,452,0.035,17.1
ET8,MC2,2023-09-18T22:15:00Z,0.5,0.785,20,87.9,1.4,4.91,1.93,20.1,118,-0.7,0,15,0,452,0.035,17
ET8,MC2,2023-09-18T22:30:00Z,0.49,0.791,20,87.89,1.6,4.26,2.28,20.1,118,-0.7,0,15,0,452,0.035,17
ET8,MC2,2023-09-18T22:45:00Z,0.49,0.792,20,87.89,1.6,3.28,1.83,20.1,117,-0.7,0,15,0,452,0.035,17
ET8,MC2,2023-09-18T23:00:00Z,0.5,0.788,20,87.88,1.5,4.47,1.89,20.1,117,-0.7,0,15,0,452,0.034,17
ET8,MC2,2023-09-18T23:15:00Z,0.5,0.786,20,87.87,1.4,3.74,1.43,20.1,121,-0.6,0,15,0,452,0.034,17
ET8,MC2,2023-09-18T23:30:00Z,0.5,0.784,19.9,87.86,1.5,3.8,1.78,20,118,-0.7,0,15,0,452,0.034,16.9
ET8,MC2,2023-09-18T23:45:00Z,0.48,0.79,19.8,87.84,1.4,3.1,1.18,19.9,125,-0.6,0,15,0,452,0.034,16.9
ET8,MC2,2023-09-19T00:00:00Z,0.52,0.778,19.9,87.82,1.4,2.96,1.28,20,132,-0.5,0,15,0,452,0.034,16.9
ET8,MC2,2023-09-19T00:15:00Z,0.52,0.776,19.9,87.8,1.3,2.69,1.05,19.9,131,-0.5,0,15,0,452,0.034,17
ET8,MC2,2023-09-19T00:30:00Z,0.49,0.785,19.7,87.76,1.4,2.91,1.04,19.8,125,-0.6,0,15,0,452,0.034,17
ET8,MC2,2023-09-19T00:45:00Z,0.51,0.781,19.8,87.74,1.3,2.62,1.22,19.9,127,-0.6,0,15,0,452,0.033,17
ET8,MC2,2023-09-19T01:00:00Z,0.5,0.783,19.8,87.72,1.3,2.54,1.15,19.9,118,-0.7,0,15,0,452,0.033,17
ET8,MC2,2023-09-19T01:15:00Z,0.47,0.793,19.6,87.71,1.4,2.73,1.13,19.6,118,-0.7,0,15,0,452,0.033,17
ET8,MC2,2023-09-19T01:30:00Z,0.48,0.789,19.6,87.7,1.3,2.28,0.62,19.6,131,-0.6,0,15,0,452,0.033,16.9
ET8,MC2,2023-09-19T01:45:00Z,0.47,0.793,19.4,87.68,1.3,1.84,0.41,19.4,142,-0.7,0,15,0,452,0.033,16.9
ET8,MC2,2023-09-19T02:00:00Z,0.5,0.783,19.7,87.69,1.3,1.91,0.6,19.6,131,-0.6,0,15,0,452,0.033,16.9
ET8,MC2,2023-09-19T02:15:00Z,0.45,0.8,19.4,87.69,1.3,1.92,0.78,19.3,119,-0.7,0,15,0,452,0.033,16.9
ET8,MC2,2023-09-19T02:30:00Z,0.4,0.817,19.1,87.69,1.4,2.26,1.18,19.2,117,-0.7,0,15,0,452,0.032,16.9
ET8,MC2,2023-09-19T02:45:00Z,0.38,0.829,19,87.68,1.4,2.88,1.4,19.1,113,-0.7,0,15,0,453,0.032,16.9
ET8,MC2,2023-09-19T03:00:00Z,0.35,0.84,19,87.69,1.5,3.51,1.57,19.1,111,-0.8,0,15,0,453,0.032,16.9
ET8,MC2,2023-09-19T03:15:00Z,0.32,0.854,18.9,87.7,1.5,3.33,1.58,19,115,-0.7,0,15,0,453,0.032,16.9
ET8,MC2,2023-09-19T03:30:00Z,0.29,0.869,18.9,87.71,1.5,3.44,1.76,18.9,112,-0.7,0,15,0,453,0.032,16.8
ET8,MC2,2023-09-19T03:45:00Z,0.24,0.888,18.8,87.71,1.6,3.69,1.79,18.9,116,-0.7,0,15,0,454,0.032,16.8
ET8,MC2,2023-09-19T04:00:00Z,0.21,0.902,18.8,87.71,1.6,3.68,2,18.9,118,-0.7,0,15,0,454,0.032,16.9
ET8,MC2,2023-09-19T04:15:00Z,0.2,0.908,18.8,87.71,1.6,4.65,2.15,18.9,119,-0.8,0,15,0,454,0.032,16.9
ET8,MC2,2023-09-19T04:30:00Z,0.21,0.904,18.8,87.7,1.8,4.66,2.52,18.9,118,-0.7,0,15,0,454,0.032,16.9
ET8,MC2,2023-09-19T04:45:00Z,0.2,0.907,18.8,87.69,1.6,4.59,2.05,18.8,119,-0.7,0,15,0,454,0.032,17
ET8,MC2,2023-09-19T05:00:00Z,0.2,0.909,18.7,87.69,1.4,3.5,1.58,18.8,126,-0.7,0,15,0,454,0.032,17
ET8,MC2,2023-09-19T05:15:00Z,0.19,0.912,18.7,87.7,1.5,3.7,1.31,18.8,117,-0.7,0,15,0,454,0.032,17.1
ET8,MC2,2023-09-19T05:30:00Z,0.2,0.909,18.8,87.7,1.6,4.3,1.96,19,121,-0.7,0,15,0,454,0.032,17.1
ET8,MC2,2023-09-19T05:45:00Z,0.2,0.906,18.9,87.69,1.5,3.46,1.78,18.9,117,-0.7,7.7,15,0,454,0.032,17.1
ET8,MC2,2023-09-19T06:00:00Z,0.2,0.909,18.8,87.71,1.6,4.32,1.85,18.9,119,-0.8,14.8,15,0,454,0.032,17.2
ET8,MC2,2023-09-19T06:15:00Z,0.19,0.913,18.8,87.73,1.6,4.4,1.9,18.9,120,-0.7,26,15,0,454,0.032,17.2
ET8,MC2,2023-09-19T06:30:00Z,0.18,0.916,18.9,87.74,1.5,4.05,1.53,19,120,-0.7,44.9,15,0,454,0.032,17.3
ET8,MC2,2023-09-19T06:45:00Z,0.2,0.908,19.1,87.75,1.5,4.45,2.01,19.2,117,-0.6,38.8,15,0,454,0.032,17.3
ET8,MC2,2023-09-19T07:00:00Z,0.2,0.91,19.2,87.75,1.7,4.5,2.07,19.3,118,-0.8,60.4,15,0,454,0.032,17.4
ET8,MC2,2023-09-19T07:15:00Z,0.21,0.908,19.4,87.77,1.7,4.65,1.87,19.5,117,-0.6,106.2,15,0,454,0.032,17.6
ET8,MC2,2023-09-19T07:30:00Z,0.2,0.912,19.5,87.78,1.6,4.52,1.93,19.5,115,-0.7,187.9,15,0,454,0.032,17.7
ET8,MC2,2023-09-19T07:45:00Z,0.19,0.917,19.4,87.8,1.5,4.51,2.13,19.5,119,-0.6,228.9,15,0,454,0.032,17.8
ET8,MC2,2023-09-19T08:00:00Z,0.22,0.905,19.8,87.81,1.7,5.24,2.33,19.9,120,-0.6,304.3,15,0,454,0.031,18
ET8,MC2,2023-09-19T08:15:00Z,0.2,0.912,19.7,87.81,1.7,4.41,2.51,19.9,119,-0.7,328.9,15,0,454,0.031,18.2
ET8,MC2,2023-09-19T08:30:00Z,0.13,0.94,19.3,87.83,1.6,3.89,2.18,19.5,120,-0.7,92.7,15,0,455,0.031,18.2
ET8,MC2,2023-09-19T08:45:00Z,0.12,0.945,19.3,87.83,1.7,5.06,2.64,19.5,121,-0.7,142.3,15,0,454,0.031,18.3
ET8,MC2,2023-09-19T09:00:00Z,0.18,0.923,19.9,87.82,1.6,4.36,2.01,20.1,123,-0.6,391.3,15,0,454,0.031,18.4
ET8,MC2,2023-09-19T09:15:00Z,0.21,0.913,20.2,87.83,1.5,4.09,1.57,20.4,123,-0.6,200.3,15,0,454,0.031,18.6
ET8,MC2,2023-09-19T09:30:00Z,0.22,0.91,20.4,87.83,1.5,3.24,1.53,20.6,124,-0.7,216.4,15,0,454,0.031,18.9
ET8,MC2,2023-09-19T09:45:00Z,0.26,0.895,21.1,87.83,1.4,3.24,1.28,21.4,122,-0.6,196.3,15,0,453,0.03,19.1
ET8,MC2,2023-09-19T10:00:00Z,0.29,0.883,21.1,87.83,1.5,6.35,2.06,21.1,124,-0.5,198.1,15,0,454,0.03,19.2
ET8,MC2,2023-09-19T10:15:00Z,0.22,0.908,20.7,87.82,1.4,3.58,1.47,20.9,128,-0.6,197.9,15,0,454,0.03,19.3
ET8,MC2,2023-09-19T10:30:00Z,0.28,0.888,21.2,87.81,1.5,4.82,1.68,21.4,119,-0.6,193.5,15,0,453,0.03,19.4
ET8,MC2,2023-09-19T10:45:00Z,0.3,0.883,21.4,87.81,1.4,2.69,1.18,21.6,126,-0.5,192.1,15,0,453,0.029,19.5
ET8,MC2,2023-09-19T11:00:00Z,0.29,0.886,21.6,87.81,1.3,1.93,0.78,21.8,132,-0.6,175.2,15,0,453,0.029,19.6
ET8,MC2,2023-09-19T11:15:00Z,0.23,0.908,21.1,87.82,1.3,3.31,0.87,21.4,123,-0.6,128.4,15,0,454,0.029,19.7
ET8,MC2,2023-09-19T11:30:00Z,0.24,0.905,21.5,87.79,1.3,2.17,0.89,21.7,117,-0.5,232.7,15,0,453,0.029,19.9
ET8,MC2,2023-09-19T11:45:00Z,0.21,0.917,21,87.77,1.4,3.57,1.22,21.1,98,-0.7,218.6,15,0,454,0.029,19.9
ET8,MC2,2023-09-19T12:00:00Z,0.16,0.934,21.1,87.74,1.3,2.18,0.68,21.6,127,-0.6,264.6,15,0,452,0.029,20
ET8,MC2,2023-09-19T12:15:00Z,0.24,0.905,21.3,87.73,1.4,2.83,1.03,21.3,116,-0.6,206.5,15,0,453,0.028,20.2
ET8,MC2,2023-09-19T12:30:00Z,0.26,0.9,21.9,87.7,1.2,3.22,0.66,21.9,40,-0.6,647.8,14,0,450,0.029,20.4
ET8,MC2,2023-09-19T12:45:00Z,0.4,0.857,23.1,87.66,1.3,2.19,0.76,22.5,96,-0.6,959.7,8,0,449,0.028,20.6
ET8,MC2,2023-09-19T13:00:00Z,0.36,0.871,22.7,87.66,1.3,2.79,0.97,22.4,124,-0.5,775.8,4,0,449,0.028,20.7
ET8,MC2,2023-09-19T13:15:00Z,0.36,0.868,22.4,87.64,1.4,4.23,1.33,22,122,-0.5,694.2,7,0,450,0.028,20.8
ET8,MC2,2023-09-19T13:30:00Z,0.3,0.886,22,87.6,1.3,2.6,0.87,21.9,132,-0.5,337.6,9,0,451,0.027,20.8
ET8,MC2,2023-09-19T13:45:00Z,0.21,0.916,21.2,87.6,1.3,3.27,0.64,21.2,327,-0.6,36.4,15,0,455,0.027,20.7
ET8,MC2,2023-09-19T14:00:00Z,0.09,0.96,20.2,87.62,1.3,2.84,0.97,20.5,344,-0.6,21.2,15,0,455,0.027,20.5
