Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET8,MC2,2023-09-19T14:15:00Z,0.07,0.969,20,87.62,1.3,1.28,0.41,20.4,314,-0.6,15.4,15,1,476,0.026,20.3
ET8,MC2,2023-09-19T14:30:00Z,0.06,0.976,20,87.63,1.3,1.76,0.35,20.2,316,-0.6,12.3,15,15,487,0.027,20.2
ET8,MC2,2023-09-19T14:45:00Z,0.04,0.983,19.8,87.64,1.3,1.5,0.35,20.1,293,-0.7,16.8,15,15,514,0.026,20.1
ET8,MC2,2023-09-19T15:00:00Z,0.04,0.984,19.9,87.64,1.3,1.5,0.34,20.1,284,-0.7,17.8,15,15,762,0.027,20.1
ET8,MC2,2023-09-19T15:15:00Z,0.04,0.985,19.8,87.64,1.3,1.29,0.47,19.9,155,-0.8,7.9,15,15,900,0.035,20
ET8,MC2,2023-09-19T15:30:00Z,0.04,0.983,19.6,87.65,1.5,1.79,0.5,19.4,166,-1.2,11,15,15,822,0.065,19.9
ET8,MC2,2023-09-19T15:45:00Z,0.05,0.978,19.4,87.66,1.4,1.23,0.55,19.1,150,-1.3,10.4,15,15,772,0.069,19.8
ET8,MC2,2023-09-19T16:00:00Z,0.03,0.985,19.3,87.65,1.6,1.34,0.61,19.2,143,-1.4,17.2,15,15,721,0.069,19.6
ET8,MC2,2023-09-19T16:15:00Z,0.02,0.991,19.4,87.64,1.6,1.5,0.46,19.2,146,-1.4,21.6,15,15,620,0.066,19.5
ET8,MC2,2023-09-19T16:30:00Z,0.01,0.994,19.4,87.66,1.6,1.33,0.47,19.3,148,-1.3,15.2,15,15,602,0.065,19.4
ET8,MC2,2023-09-19T16:45:00Z,0.01,0.996,19.4,87.67,1.5,1.39,0.63,19.3,142,-1.3,9.7,15,15,560,0.063,19.4
ET8,MC2,2023-09-19T17:00:00Z,0,0.999,19.4,87.68,1.6,2.17,0.79,19.4,138,-1.3,2.9,15,15,521,0.062,19.4
ET8,MC2,2023-09-19T17:15:00Z,0,1,19.4,87.71,1.7,2.59,1.1,19.4,135,-1.3,2,15,15,507,0.062,19.4
ET8,MC2,2023-09-19T17:30:00Z,0,0.999,19.3,87.73,1.6,1.82,0.87,19.4,132,-1.3,0,15,15,510,0.061,19.3
ET8,MC2,2023-09-19T17:45:00Z,0,1,19.3,87.74,1.6,2.73,1.13,19.3,129,-1.2,0,15,15,516,0.061,19.3
ET8,MC2,2023-09-19T18:00:00Z,0,1,19.2,87.75,1.6,1.74,0.62,19.2,129,-1.3,0,15,15,525,0.06,19.3
ET8,MC2,2023-09-19T18:15:00Z,0,1,19.2,87.75,1.6,1.73,0.5,19.2,141,-1.3,0,15,15,511,0.06,19.3
ET8,MC2,2023-09-19T18:30:00Z,0,1,19.2,87.77,1.6,1.59,0.44,19.1,22,-1.4,0,15,15,615,0.06,19.2
ET8,MC2,2023-09-19T18:45:00Z,0,0.999,19.1,87.79,1.6,1.97,0.75,19.1,131,-1.3,0,15,15,745,0.06,19.2
ET8,MC2,2023-09-19T19:00:00Z,0,1,19,87.79,1.6,2.98,0.67,19,112,-1.3,0,15,15,676,0.062,19.2
ET8,MC2,2023-09-19T19:15:00Z,0,1,18.9,87.81,1.6,2.18,0.78,18.9,120,-1.4,0,15,15,691,0.063,19.2
ET8,MC2,2023-09-19T19:30:00Z,0,1,18.8,87.83,1.7,2.03,0.94,19,135,-1.4,0,15,15,725,0.064,19.1
ET8,MC2,2023-09-19T19:45:00Z,0,1,18.9,87.84,1.6,2.95,0.76,18.9,138,-1.4,0,15,15,763,0.066,19.1
ET8,MC2,2023-09-19T20:00:00Z,0,0.998,18.9,87.86,1.6,2.29,0.8,18.7,147,-1.4,0,15,15,720,0.068,19
ET8,MC2,2023-09-19T20:15:00Z,0.06,0.973,19,87.87,1.6,2.41,0.83,18.8,149,-1.4,0,15,15,787,0.069,19
ET8,MC2,2023-09-19T20:30:00Z,0.09,0.957,18.9,87.88,1.6,1.49,0.58,18.6,150,-1.5,0,15,15,688,0.07,18.9
ET8,MC2,2023-09-19T20:45:00Z,0.1,0.954,18.9,87.9,1.7,1.97,0.75,18.6,150,-1.5,0,15,15,783,0.069,18.8
ET8,MC2,2023-09-19T21:00:00Z,0.08,0.963,18.8,87.91,1.6,2.42,0.92,18.7,135,-1.5,0,15,15,748,0.068,18.7
ET8,MC2,2023-09-19T21:15:00Z,0.07,0.965,18.8,87.92,1.7,2.03,0.77,18.5,121,-1.5,0,15,15,731,0.069,18.6
ET8,MC2,2023-09-19T21:30:00Z,0.04,0.981,18.6,87.93,1.7,3.67,1.26,18.5,125,-1.5,0,15,15,740,0.068,18.5
ET8,MC2,2023-09-19T21:45:00Z,0,0.998,18.4,87.93,1.9,3.2,1.8,18.4,129,-1.4,0,15,15,738,0.068,18.5
ET8,MC2,2023-09-19T22:00:00Z,0,1,18.5,87.92,1.8,3.82,1.96,18.6,124,-1.5,0,15,15,581,0.068,18.4
ET8,MC2,2023-09-19T22:15:00Z,0,0.999,18.6,87.91,1.8,3.74,1.88,18.7,130,-1.5,0,15,15,535,0.067,18.4
ET8,MC2,2023-09-19T22:30:00Z,0.04,0.981,18.8,87.89,2,4.1,2.09,18.8,129,-1.5,0,15,15,487,0.067,18.4
ET8,MC2,2023-09-19T22:45:00Z,0.09,0.961,19,87.87,1.8,3.86,1.57,19,127,-1.4,0,15,15,473,0.066,18.3
ET8,MC2,2023-09-19T23:00:00Z,0.11,0.951,19.1,87.86,1.6,2.84,0.88,19,143,-1.3,0,15,15,469,0.065,18.3
ET8,MC2,2023-09-19T23:15:00Z,0.13,0.941,19.1,87.84,1.7,2.61,0.82,19,134,-1.3,0,15,15,465,0.064,18.3
ET8,MC2,2023-09-19T23:30:00Z,0.16,0.928,19.2,87.82,1.6,3.25,0.85,19,130,-1.3,0,15,10,459,0.063,18.3
ET8,MC2,2023-09-19T23:45:00Z,0.17,0.923,19.3,87.81,1.7,3.07,1.31,19.4,122,-1.3,0,15,0,456,0.062,18.2
ET8,MC2,2023-09-20T00:00:00Z,0.2,0.913,19.6,87.79,1.7,4.05,1.29,19.7,129,-1.2,0,15,0,456,0.061,18.2
ET8,MC2,2023-09-20T00:15:00Z,0.21,0.909,19.9,87.78,1.6,2.64,1,19.8,126,-1.3,0,15,0,456,0.06,18.2
ET8,MC2,2023-09-20T00:30:00Z,0.24,0.9,20.1,87.77,1.7,3.04,1.44,20.1,120,-1.2,0,15,0,455,0.059,18.2
ET8,MC2,2023-09-20T00:45:00Z,0.22,0.904,20,87.75,1.7,3.99,1.51,20,116,-1.3,0,15,0,455,0.058,18.2
ET8,MC2,2023-09-20T01:00:00Z,0.19,0.916,19.7,87.73,1.7,3.28,1.54,19.8,122,-1.2,0,15,0,456,0.057,18.2
ET8,MC2,2023-09-20T01:15:00Z,0.18,0.92,19.6,87.71,1.7,3.72,1.1,19.8,124,-1.1,0,15,0,455,0.056,18.2
ET8,MC2,2023-09-20T01:30:00Z,0.25,0.894,20,87.69,1.6,3.4,1.18,20.1,125,-1.1,0,15,0,455,0.056,18.2
ET8,MC2,2023-09-20T01:45:00Z,0.27,0.884,20.1,87.67,1.6,3.47,1.4,20.2,128,-1.1,0,15,0,454,0.055,18.2
ET8,MC2,2023-09-20T02:00:00Z,0.27,0.883,20.1,87.65,1.6,2.78,1.25,20.2,128,-1.1,0,15,0,455,0.054,18.2
ET8,MC2,2023-09-20T02:15:00Z,0.25,0.893,19.9,87.64,1.6,3.34,1.12,19.9,121,-1.1,0,15,0,455,0.053,18.2
ET8,MC2,2023-09-20T02:30:00Z,0.17,0.924,19.3,87.64,1.6,2.78,1.18,19.4,118,-1.1,0,15,0,455,0.053,18.2
ET8,MC2,2023-09-20T02:45:00Z,0.14,0.939,19.1,87.63,1.6,2.65,1.01,19.2,116,-1.2,0,15,0,455,0.053,18.2
ET8,MC2,2023-09-20T03:00:00Z,0.18,0.921,19.4,87.61,1.6,2.65,1.17,19.7,127,-1.1,0,15,0,455,0.052,18.2
ET8,MC2,2023-09-20T03:15:00Z,0.23,0.899,19.8,87.59,1.6,3.26,1.16,19.8,139,-1,0,15,0,455,0.052,18.1
ET8,MC2,2023-09-20T03:30:00Z,0.25,0.893,19.8,87.59,1.6,3.36,0.99,19.8,141,-1,0,15,0,455,0.052,18.1
ET8,MC2,2023-09-20T03:45:00Z,0.24,0.895,19.8,87.61,1.5,2.56,0.68,19.6,145,-1,0,15,0,455,0.051,18.1
ET8,MC2,2023-09-20T04:00:00Z,0.22,0.905,19.6,87.62,1.6,2.06,0.89,19.6,138,-1.1,0,15,0,455,0.051,18.1
ET8,MC2,2023-09-20T04:15:00Z,0.25,0.893,19.7,87.61,1.6,2.66,1.08,19.8,145,-1,0,15,0,454,0.051,18.1
ET8,MC2,2023-09-20T04:30:00Z,0.34,0.856,20.3,87.61,1.6,2.53,1.17,20.2,145,-0.9,0,15,0,454,0.05,18.1
ET8,MC2,2023-09-20T04:45:00Z,0.33,0.861,20.1,87.63,1.6,2.48,0.76,20,140,-1,0,15,0,454,0.05,18.1
ET8,MC2,2023-09-20T05:00:00Z,0.29,0.874,19.8,87.63,1.6,2.16,0.96,20,140,-1,0,15,0,454,0.05,18.1
ET8,MC2,2023-09-20T05:15:00Z,0.35,0.853,20.2,87.62,1.6,1.86,0.78,20,149,-0.9,0,15,0,454,0.05,18.1
ET8,MC2,2023-09-20T05:30:00Z,0.4,0.831,20.4,87.62,1.6,2.37,0.87,20.3,147,-0.9,0,15,0,453,0.049,18
ET8,MC2,2023-09-20T05:45:00Z,0.46,0.811,20.7,87.63,1.5,2.02,0.67,20.4,148,-0.9,4.9,15,0,453,0.049,18
ET8,MC2,2023-09-20T06:00:00Z,0.45,0.815,20.7,87.67,1.5,2.22,0.64,20.7,135,-1,24.9,15,0,453,0.049,18
ET8,MC2,2023-09-20T06:15:00Z,0.42,0.826,20.7,87.69,1.6,1.85,0.68,21.3,134,-0.9,51.5,15,0,453,0.049,18.1
ET8,MC2,2023-09-20T06:30:00Z,0.36,0.85,20.6,87.72,1.6,1.82,0.57,21.4,110,-0.9,66.7,15,0,453,0.049,18.3
ET8,MC2,2023-09-20T06:45:00Z,0.26,0.891,20.4,87.75,1.6,2.15,0.58,21.3,101,-1,78.4,15,0,454,0.049,18.5
ET8,MC2,2023-09-20T07:00:00Z,0.21,0.913,20.3,87.78,1.6,2.94,1.08,20.6,115,-0.9,83.9,15,0,454,0.048,18.7
ET8,MC2,2023-09-20T07:15:00Z,0.15,0.934,19.9,87.8,1.5,2.6,1.35,20.2,124,-1,150.5,15,0,454,0.048,18.8
ET8,MC2,2023-09-20T07:30:00Z,0.15,0.936,20.2,87.82,1.5,2.56,1.03,20.4,128,-1,199.4,15,0,454,0.048,19
ET8,MC2,2023-09-20T07:45:00Z,0.14,0.939,20,87.82,1.5,2.13,0.81,20.2,128,-0.9,140.8,15,0,455,0.047,19.1
ET8,MC2,2023-09-20T08:00:00Z,0.11,0.95,19.8,87.82,1.5,2.89,1.01,20.1,130,-0.9,118.5,15,0,455,0.047,19.2
ET8,MC2,2023-09-20T08:15:00Z,0.11,0.95,19.7,87.83,1.5,2.73,1.4,19.9,127,-0.9,136.8,15,0,455,0.047,19.2
ET8,MC2,2023-09-20T08:30:00Z,0.11,0.952,19.7,87.86,1.5,3.05,1.23,19.9,130,-0.9,118.5,15,0,455,0.047,19.2
ET8,MC2,2023-09-20T08:45:00Z,0.11,0.951,19.7,87.87,1.5,2.32,0.89,19.9,119,-0.9,99.4,15,0,455,0.047,19.2
ET8,MC2,2023-09-20T09:00:00Z,0.17,0.929,20.3,87.87,1.6,2.24,1.1,20.6,117,-1,197.9,15,0,454,0.047,19.3
ET8,MC2,2023-09-20T09:15:00Z,0.25,0.9,21.3,87.87,1.6,3.83,1.37,21.4,113,-0.9,143.9,15,0,454,0.047,19.6
ET8,MC2,2023-09-20T09:30:00Z,0.25,0.901,21,87.88,1.6,3.72,1.5,21.2,115,-0.9,182.6,15,0,454,0.046,19.9
ET8,MC2,2023-09-20T09:45:00Z,0.2,0.918,20.6,87.91,1.5,2.49,1.06,20.9,117,-0.9,205.8,15,0,454,0.045,19.9
ET8,MC2,2023-09-20T10:00:00Z,0.23,0.909,20.9,87.92,1.5,1.7,0.67,21.1,119,-0.9,153.4,15,0,454,0.045,19.9
ET8,MC2,2023-09-20T10:15:00Z,0.23,0.908,20.7,87.9,1.5,2.5,0.82,20.9,113,-0.8,149,15,0,454,0.045,19.9
ET8,MC2,2023-09-20T10:30:00Z,0.23,0.908,21.1,87.88,1.4,2.15,0.75,21.3,76,-0.9,238.8,15,0,454,0.044,19.9
ET8,MC2,2023-09-20T10:45:00Z,0.24,0.904,21.1,87.88,1.4,2.12,0.64,21.3,118,-0.8,139.9,15,0,453,0.044,19.9
ET8,MC2,2023-09-20T11:00:00Z,0.25,0.899,21.2,87.87,1.5,2.06,0.81,21.3,114,-0.9,177.4,15,0,454,0.044,20
ET8,MC2,2023-09-20T11:15:00Z,0.26,0.898,21.6,87.84,1.4,1.59,0.62,21.8,119,-0.8,258.5,15,0,453,0.044,20
ET8,MC2,2023-09-20T11:30:00Z,0.31,0.884,22.1,87.82,1.4,1.99,0.83,22,112,-0.8,230.9,15,0,453,0.044,20.2
ET8,MC2,2023-09-20T11:45:00Z,0.28,0.891,21.6,87.8,1.5,2.12,1.14,21.8,135,-0.8,224.5,15,0,453,0.043,20.2
ET8,MC2,2023-09-20T12:00:00Z,0.25,0.906,21.9,87.77,1.4,2.21,0.86,22,134,-0.8,206.9,15,0,454,0.043,20.3
ET8,MC2,2023-09-20T12:15:00Z,0.2,0.922,21.6,87.75,1.4,1.73,0.77,21.8,124,-0.8,300.3,15,0,453,0.043,20.4
ET8,MC2,2023-09-20T12:30:00Z,0.25,0.907,22.2,87.71,1.4,3.9,0.84,22.2,349,-0.8,392.4,15,0,453,0.043,20.6
ET8,MC2,2023-09-20T12:45:00Z,0.17,0.935,21.7,87.69,1.4,1.46,0.4,22,138,-0.8,201.2,15,0,453,0.043,20.7
ET8,MC2,2023-09-20T13:00:00Z,0.2,0.923,21.9,87.66,1.4,2.87,0.84,22.2,339,-0.8,416.4,15,0,453,0.043,20.8
ET8,MC2,2023-09-20T13:15:00Z,0.19,0.927,22,87.66,1.4,3.16,0.81,22.2,351,-0.8,270.6,15,0,454,0.043,20.9
ET8,MC2,2023-09-20T13:30:00Z,0.19,0.928,21.9,87.64,1.4,3.06,0.69,22.2,0,-0.8,164.6,15,0,454,0.042,20.9
ET8,MC2,2023-09-20T13:45:00Z,0.15,0.941,21.4,87.62,1.4,1.32,0.39,21.8,265,-0.8,117.4,15,4,469,0.042,20.9
ET8,MC2,2023-09-20T14:00:00Z,0.13,0.947,21.1,87.63,1.4,2.08,0.6,21.4,342,-0.8,94.8,15,15,464,0.042,20.8
ET8,MC2,2023-09-20T14:15:00Z,0.14,0.946,21.2,87.63,1.4,1.57,0.52,21.6,146,-0.8,133.9,15,1,454,0.042,20.8
ET8,MC2,2023-09-20T14:30:00Z,0.12,0.952,21.2,87.64,1.4,2.25,0.7,21.3,85,-0.9,68.8,15,7,698,0.041,20.8
ET8,MC2,2023-09-20T14:45:00Z,0.06,0.973,20.3,87.66,1.5,2.42,0.86,20.4,82,-1.1,67.6,15,15,726,0.05,20.7
ET8,MC2,2023-09-20T15:00:00Z,0.05,0.98,19.6,87.65,1.6,2.47,1.22,19.8,139,-1.1,26.2,15,15,552,0.057,20.5
ET8,MC2,2023-09-20T15:15:00Z,0.07,0.971,19.6,87.66,1.5,1.61,0.66,19.6,150,-1.2,14.1,15,15,522,0.057,20.4
ET8,MC2,2023-09-20T15:30:00Z,0.07,0.968,19.6,87.64,1.5,2.26,0.89,19.7,146,-1.2,12.5,15,15,636,0.057,20.2
ET8,MC2,2023-09-20T15:45:00Z,0.08,0.966,19.6,87.61,1.5,2.25,0.78,19.6,134,-1.2,16.8,15,15,716,0.058,20.1
ET8,MC2,2023-09-20T16:00:00Z,0.05,0.976,19.4,87.61,1.6,3.61,1.4,19.4,131,-1.3,25.1,15,15,621,0.061,20
ET8,MC2,2023-09-20T16:15:00Z,0.06,0.974,19.5,87.61,1.7,4.27,2.07,19.6,139,-1.2,28.7,15,15,540,0.064,19.9
ET8,MC2,2023-09-20T16:30:00Z,0.06,0.972,19.7,87.62,1.6,3.74,1.67,19.7,139,-1.2,24.9,15,15,495,0.063,19.8
ET8,MC2,2023-09-20T16:45:00Z,0.07,0.97,19.7,87.64,1.5,2.01,0.68,19.6,157,-1.2,20.9,15,15,483,0.063,19.6
ET8,MC2,2023-09-20T17:00:00Z,0.06,0.975,19.7,87.67,1.5,2.54,0.77,19.6,147,-1.1,8.1,15,15,480,0.062,19.6
ET8,MC2,2023-09-20T17:15:00Z,0.03,0.989,19.5,87.68,1.5,2.21,0.89,19.5,154,-1.2,6,15,15,476,0.062,19.5
ET8,MC2,2023-09-20T17:30:00Z,0.02,0.99,19.5,87.7,1.5,2.77,1.09,19.6,145,-1.2,1.3,15,15,495,0.062,19.5
ET8,MC2,2023-09-20T17:45:00Z,0.02,0.991,19.6,87.71,1.6,3.01,1.09,19.6,148,-1.2,0,15,15,490,0.062,19.4
ET8,MC2,2023-09-20T18:00:00Z,0.02,0.992,19.5,87.71,1.6,2.3,0.81,19.6,154,-1.2,0,15,15,570,0.062,19.4
ET8,MC2,2023-09-20T18:15:00Z,0.02,0.992,19.5,87.72,1.5,1.99,0.66,19.5,163,-1.2,0,15,15,544,0.062,19.4
ET8,MC2,2023-09-20T18:30:00Z,0.02,0.993,19.5,87.72,1.5,1.59,0.68,19.5,159,-1.2,0,15,15,512,0.062,19.4
ET8,MC2,2023-09-20T18:45:00Z,0.02,0.993,19.4,87.73,1.5,2.64,0.73,19.5,155,-1.2,0,15,15,502,0.062,19.4
ET8,MC2,2023-09-20T19:00:00Z,0.04,0.982,19.4,87.74,1.5,2.37,0.82,19.6,151,-1.2,0,15,15,493,0.062,19.3
ET8,MC2,2023-09-20T19:15:00Z,0.1,0.957,19.6,87.76,1.5,2.33,0.92,19.6,155,-1.1,0,15,15,490,0.061,19.3
ET8,MC2,2023-09-20T19:30:00Z,0.13,0.945,19.8,87.77,1.5,2.06,0.84,19.6,154,-1.1,0,15,15,489,0.061,19.2
ET8,MC2,2023-09-20T19:45:00Z,0.11,0.951,19.7,87.77,1.5,2.64,1.14,19.6,150,-1,0,15,15,482,0.06,19.2
ET8,MC2,2023-09-20T20:00:00Z,0.12,0.949,19.6,87.78,1.5,1.79,0.83,19.6,153,-1.1,0,15,15,479,0.06,19.2
ET8,MC2,2023-09-20T20:15:00Z,0.11,0.952,19.5,87.8,1.5,1.86,0.78,19.5,154,-1.1,0,15,15,476,0.059,19.1
ET8,MC2,2023-09-20T20:30:00Z,0.12,0.946,19.6,87.83,1.5,1.7,0.59,19.4,162,-1,0,15,15,470,0.059,19.1
ET8,MC2,2023-09-20T20:45:00Z,0.15,0.935,19.6,87.83,1.4,1.42,0.35,19.3,185,-1,0,15,15,468,0.058,19.1
ET8,MC2,2023-09-20T21:00:00Z,0.13,0.943,19.2,87.83,1.4,0.71,0.32,19,177,-1.1,0,15,15,467,0.058,19
ET8,MC2,2023-09-20T21:15:00Z,0.09,0.959,18.8,87.84,1.5,0.61,0.29,18.8,180,-1.1,0,15,15,466,0.057,19
ET8,MC2,2023-09-20T21:30:00Z,0.06,0.97,18.5,87.86,1.4,0.65,0.32,18.5,171,-1.2,0,15,15,466,0.057,18.9
ET8,MC2,2023-09-20T21:45:00Z,0.09,0.961,18.7,87.86,1.4,1.81,0.58,18.8,163,-1.1,0,15,6,457,0.057,18.8
ET8,MC2,2023-09-20T22:00:00Z,0.14,0.936,19,87.86,1.5,1.66,0.55,18.9,162,-1.1,0,15,0,457,0.056,18.8
ET8,MC2,2023-09-20T22:15:00Z,0.17,0.925,19.2,87.85,1.4,0.92,0.36,18.8,185,-1.1,0,15,0,457,0.056,18.7
ET8,MC2,2023-09-20T22:30:00Z,0.17,0.923,19.2,87.85,1.5,2.96,0.9,19.1,139,-1.1,0,15,0,456,0.055,18.7
ET8,MC2,2023-09-20T22:45:00Z,0.23,0.9,19.6,87.83,1.5,1.18,0.52,19.1,159,-1,0,15,0,455,0.055,18.6
ET8,MC2,2023-09-20T23:00:00Z,0.23,0.897,19.5,87.83,1.4,1.29,0.56,19.1,155,-1,0,15,0,455,0.054,18.6
ET8,MC2,2023-09-20T23:15:00Z,0.25,0.892,19.6,87.83,1.5,1.84,0.92,19.4,145,-1,0,15,0,455,0.054,18.6
ET8,MC2,2023-09-20T23:30:00Z,0.23,0.897,19.4,87.83,1.4,1.01,0.37,19,171,-1,0,15,0,455,0.053,18.5
ET8,MC2,2023-09-20T23:45:00Z,0.23,0.896,19.5,87.82,1.4,0.51,0.28,18.8,184,-1.1,0,15,0,455,0.053,18.5
ET8,MC2,2023-09-21T00:00:00Z,0.23,0.898,19.4,87.79,1.5,0.92,0.3,18.7,181,-1,0,15,0,455,0.053,18.4
ET8,MC2,2023-09-21T00:15:00Z,0.25,0.892,19.6,87.77,1.5,1,0.37,18.8,166,-1.1,0,15,0,455,0.052,18.4
ET8,MC2,2023-09-21T00:30:00Z,0.22,0.903,19.4,87.77,1.4,1.35,0.38,18.8,166,-1,0,15,0,455,0.052,18.3
ET8,MC2,2023-09-21T00:45:00Z,0.2,0.91,19.5,87.77,1.4,0.64,0.29,18.8,172,-1.1,0,15,0,455,0.052,18.3
ET8,MC2,2023-09-21T01:00:00Z,0.16,0.929,19.4,87.75,1.5,1.82,0.49,18.9,153,-1,0,15,0,456,0.052,18.3
ET8,MC2,2023-09-21T01:15:00Z,0.12,0.946,19.3,87.72,1.4,1.56,0.48,19.1,116,-1.1,0,15,0,456,0.052,18.3
ET8,MC2,2023-09-21T01:30:00Z,0.1,0.956,19,87.72,1.5,1.65,0.49,18.9,57,-1,0,15,0,456,0.051,18.3
ET8,MC2,2023-09-21T01:45:00Z,0.06,0.972,18.8,87.69,1.4,2.54,0.6,18.8,134,-1,0,15,0,457,0.051,18.3
ET8,MC2,2023-09-21T02:00:00Z,0.02,0.989,18.8,87.69,1.5,3.34,1.44,18.8,128,-1,0,15,0,458,0.051,18.3
ET8,MC2,2023-09-21T02:15:00Z,0,0.998,18.7,87.69,1.5,2.57,1.07,18.8,130,-1.1,0,15,0,458,0.051,18.3
ET8,MC2,2023-09-21T02:30:00Z,0,0.999,18.6,87.69,1.6,4.12,1.81,18.8,127,-1,0,15,0,457,0.051,18.4
ET8,MC2,2023-09-21T02:45:00Z,0,1.001,18.8,87.69,1.6,3.95,1.69,18.9,129,-1,0,15,0,458,0.051,18.4
ET8,MC2,2023-09-21T03:00:00Z,0,1,18.8,87.69,1.6,3.22,1.83,18.9,131,-1.1,0,15,13,464,0.051,18.4
ET8,MC2,2023-09-21T03:15:00Z,0,1,18.8,87.68,1.7,4.19,1.85,18.9,132,-1,0,15,15,692,0.055,18.4
ET8,MC2,2023-09-21T03:30:00Z,0,1,18.8,87.67,1.8,4.79,2.23,18.9,132,-1.2,0,15,15,552,0.061,18.4
ET8,MC2,2023-09-21T03:45:00Z,0,0.999,18.8,87.66,1.7,4.83,1.98,19,137,-1,0,15,15,537,0.061,18.4
ET8,MC2,2023-09-21T04:00:00Z,0,1,19,87.67,1.7,5.26,1.72,19.1,131,-1.3,0,15,15,508,0.061,18.4
ET8,MC2,2023-09-21T04:15:00Z,0,1,19,87.67,1.6,4.39,1.91,19.1,133,-1.2,0,15,15,499,0.061,18.5
ET8,MC2,2023-09-21T04:30:00Z,0,1,18.9,87.65,1.8,4.51,1.96,19,130,-1.2,0,15,15,494,0.061,18.5
ET8,MC2,2023-09-21T04:45:00Z,0,1,18.9,87.65,1.7,3.98,1.77,19,130,-1.1,0,15,15,487,0.061,18.5
ET8,MC2,2023-09-21T05:00:00Z,0,1,18.9,87.66,1.6,3.47,1.66,19,128,-1.3,0,15,15,479,0.061,18.5
ET8,MC2,2023-09-21T05:15:00Z,0.01,0.997,19,87.66,1.6,4.27,1.9,19.1,131,-1.1,0,15,15,470,0.06,18.5
ET8,MC2,2023-09-21T05:30:00Z,0.04,0.982,19.1,87.67,1.6,4.82,1.93,19.2,135,-1.1,0,15,15,461,0.06,18.5
ET8,MC2,2023-09-21T05:45:00Z,0.03,0.985,19.1,87.7,1.8,4.41,1.98,19.2,132,-1.1,6.2,15,4,458,0.06,18.5
ET8,MC2,2023-09-21T06:00:00Z,0.03,0.985,19.1,87.71,2,4.6,2.63,19.3,130,-1.1,21.1,15,0,457,0.06,18.5
ET8,MC2,2023-09-21T06:15:00Z,0.07,0.968,19.4,87.72,1.9,4.28,2.07,19.6,127,-1.2,37.9,15,0,456,0.059,18.5
ET8,MC2,2023-09-21T06:30:00Z,0.12,0.946,19.7,87.73,1.7,4.06,1.75,20,126,-1.1,61.9,15,0,456,0.059,18.5
ET8,MC2,2023-09-21T06:45:00Z,0.14,0.938,19.8,87.75,1.7,4.85,2.03,19.9,116,-1.1,58.2,15,0,456,0.058,18.5
ET8,MC2,2023-09-21T07:00:00Z,0.11,0.951,19.6,87.78,1.9,4.93,2.48,19.8,122,-1.1,52.6,15,0,456,0.057,18.5
ET8,MC2,2023-09-21T07:15:00Z,0.11,0.953,19.6,87.8,1.7,3.9,1.79,19.8,117,-1.1,80.4,15,0,456,0.056,18.5
ET8,MC2,2023-09-21T07:30:00Z,0.11,0.953,19.7,87.82,2,5.13,2.36,19.9,121,-1.1,192.6,15,0,456,0.056,18.6
ET8,MC2,2023-09-21T07:45:00Z,0.12,0.947,19.9,87.83,1.9,4.27,2.29,20.1,122,-1,273,15,0,456,0.055,18.7
ET8,MC2,2023-09-21T08:00:00Z,0.14,0.939,20.3,87.84,1.7,4.03,1.87,20.6,121,-1.1,349.2,15,0,455,0.054,18.9
ET8,MC2,2023-09-21T08:15:00Z,0.23,0.909,21.2,87.86,1.7,3.81,1.39,21.5,126,-0.9,496.8,15,0,454,0.053,19.2
ET8,MC2,2023-09-21T08:30:00Z,0.27,0.894,21.3,87.87,1.7,4.01,1.66,21.4,118,-1,380.5,15,0,454,0.052,19.4
ET8,MC2,2023-09-21T08:45:00Z,0.21,0.916,20.8,87.88,1.7,4.51,1.95,21,117,-0.9,378.1,15,0,455,0.051,19.4
ET8,MC2,2023-09-21T09:00:00Z,0.21,0.914,20.8,87.88,1.9,5.65,2.77,21,123,-1,448.8,15,0,454,0.051,19.5
ET8,MC2,2023-09-21T09:15:00Z,0.25,0.899,21.1,87.87,1.8,3.9,2.22,21.4,122,-0.9,165.9,15,0,454,0.051,19.7
ET8,MC2,2023-09-21T09:30:00Z,0.32,0.878,21.7,87.86,1.7,4.81,2.03,22,124,-0.8,134.4,15,0,454,0.05,20
ET8,MC2,2023-09-21T09:45:00Z,0.32,0.879,21.9,87.86,1.8,3.42,1.85,22.2,116,-0.9,163,15,0,454,0.049,20.1
ET8,MC2,2023-09-21T10:00:00Z,0.29,0.887,21.8,87.86,1.7,4.33,1.82,22,117,-0.8,163.3,15,0,454,0.049,20.1
ET8,MC2,2023-09-21T10:15:00Z,0.31,0.881,21.9,87.86,1.6,4.34,1.95,22.1,123,-0.7,170.3,15,0,454,0.049,20.1
ET8,MC2,2023-09-21T10:30:00Z,0.34,0.872,22,87.85,1.7,5.32,1.85,22.3,118,-0.8,234.6,15,0,454,0.048,20.1
