Tree,MC,Timestamp,Port5_Temp,Port5_Atmos_pressure,Port5_VPD,Port5_RH,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port2_ATM22_temp,Port2_ATM22_Xaxis,Port2_Wind_direction,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_Yaxis,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET3,MC3,2023-09-19T22:00:00Z,18.2,87.86,0,0.999,18.4,1.001,0,87.91,18.5,2.4,87,3.79,1.87,1.7,0,708,15,15,778,15,15
ET3,MC3,2023-09-19T22:15:00Z,18.2,87.85,0,1,18.4,1,0,87.9,18.5,2.3,75,5.35,2.29,1.6,0,682,15,15,672,15,15
ET3,MC3,2023-09-19T22:30:00Z,18.1,87.82,0,1,18.6,0.999,0,87.88,18.7,2.3,77,6.93,2.75,1.7,0,628,15,15,617,15,15
ET3,MC3,2023-09-19T22:45:00Z,18.2,87.81,0,1,19,0.988,0.03,87.86,19,2.3,86,5.44,2.43,1.8,0,598,15,15,581,15,15
ET3,MC3,2023-09-19T23:00:00Z,18.2,87.8,0,1,19.2,0.96,0.09,87.85,18.9,2.4,115,2.78,1.41,1.6,0,546,15,15,547,15,15
ET3,MC3,2023-09-19T23:15:00Z,18.2,87.78,0,1,19.1,0.955,0.1,87.83,19,2.3,97,4.54,1.91,1.6,0,485,15,15,491,15,15
ET3,MC3,2023-09-19T23:30:00Z,18.4,87.76,0.01,0.996,19.4,0.933,0.15,87.81,19.1,2.3,98,3.8,1.82,1.6,0,457,15,8,460,15,15
ET3,MC3,2023-09-19T23:45:00Z,18.7,87.75,0.06,0.973,19.4,0.931,0.16,87.8,19.4,2.3,80,6.21,2.59,1.8,0,457,15,0,459,15,2
ET3,MC3,2023-09-20T00:00:00Z,19.2,87.73,0.13,0.944,19.8,0.921,0.18,87.78,19.6,2.3,79,5.69,2.61,1.7,0,456,15,0,459,15,0
ET3,MC3,2023-09-20T00:15:00Z,19.5,87.72,0.16,0.928,20,0.913,0.2,87.77,19.9,2.4,78,6.7,2.48,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-09-20T00:30:00Z,19.8,87.7,0.2,0.914,20.2,0.905,0.22,87.76,20.1,2.2,69,6.82,2.66,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-09-20T00:45:00Z,19.8,87.69,0.21,0.91,20.1,0.906,0.22,87.74,20,2.3,62,7.55,2.91,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-09-20T01:00:00Z,19.5,87.67,0.18,0.922,19.6,0.928,0.16,87.72,19.6,2.2,67,4.29,2.18,1.7,0,457,15,0,459,15,0
ET3,MC3,2023-09-20T01:15:00Z,19.5,87.65,0.18,0.922,19.7,0.927,0.17,87.7,19.7,2.3,74,4.59,2.17,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-09-20T01:30:00Z,19.8,87.63,0.23,0.901,20,0.904,0.22,87.68,19.9,2.3,70,5.25,2.06,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-09-20T01:45:00Z,19.8,87.61,0.25,0.893,20,0.895,0.25,87.66,20.1,2.2,68,6.35,2.5,1.7,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T02:00:00Z,19.9,87.6,0.26,0.888,20.1,0.891,0.26,87.65,20,2.3,72,5.86,2.12,1.7,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T02:15:00Z,19.7,87.59,0.24,0.896,19.8,0.903,0.23,87.63,19.7,2.2,63,5.57,2.15,1.7,0,456,15,0,459,15,0
ET3,MC3,2023-09-20T02:30:00Z,19.2,87.58,0.17,0.924,19.3,0.934,0.15,87.63,19.3,2.3,60,4.62,1.99,1.7,0,458,15,0,460,15,2
ET3,MC3,2023-09-20T02:45:00Z,19,87.57,0.13,0.939,19.2,0.949,0.11,87.62,19.3,2.3,60,5.14,2.56,1.7,0,457,15,0,460,15,11
ET3,MC3,2023-09-20T03:00:00Z,19.2,87.55,0.17,0.922,19.5,0.928,0.16,87.59,19.6,2.3,75,4.75,2.04,1.7,0,456,15,0,459,15,3
ET3,MC3,2023-09-20T03:15:00Z,19.5,87.53,0.21,0.906,19.8,0.908,0.21,87.58,19.7,2.3,78,4.45,1.93,1.7,0,455,15,0,459,15,0
ET3,MC3,2023-09-20T03:30:00Z,19.5,87.53,0.22,0.902,19.8,0.905,0.22,87.57,19.7,2.4,80,4.12,1.68,1.7,0,456,15,0,459,15,0
ET3,MC3,2023-09-20T03:45:00Z,19.4,87.55,0.21,0.908,19.7,0.909,0.21,87.59,19.7,2.3,74,4.45,1.77,1.6,0,456,15,0,460,15,0
ET3,MC3,2023-09-20T04:00:00Z,19.3,87.56,0.19,0.914,19.6,0.916,0.19,87.61,19.5,2.3,75,3.82,1.63,1.6,0,456,15,0,460,15,12
ET3,MC3,2023-09-20T04:15:00Z,19.2,87.55,0.2,0.912,19.6,0.91,0.21,87.6,19.6,2.4,97,2.56,1.18,1.6,0,455,15,0,460,15,0
ET3,MC3,2023-09-20T04:30:00Z,19.3,87.56,0.22,0.9,19.7,0.896,0.24,87.6,19.6,2.3,84,4.03,1.26,1.7,0,455,15,0,459,15,0
ET3,MC3,2023-09-20T04:45:00Z,19.3,87.57,0.23,0.896,19.7,0.892,0.25,87.62,19.6,2.3,74,3.25,1.53,1.7,0,455,15,0,459,15,0
ET3,MC3,2023-09-20T05:00:00Z,19.3,87.58,0.24,0.893,19.7,0.889,0.25,87.62,19.7,2.4,89,3.83,1.2,1.7,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T05:15:00Z,19.6,87.57,0.29,0.872,20.1,0.861,0.33,87.61,20,2.5,119,3.13,0.93,1.7,0,454,15,0,457,15,0
ET3,MC3,2023-09-20T05:30:00Z,19.9,87.56,0.36,0.847,20.4,0.836,0.39,87.61,20.2,2.4,95,2.43,1.01,1.7,0,454,15,0,457,15,0
ET3,MC3,2023-09-20T05:45:00Z,20.1,87.57,0.4,0.829,20.6,0.819,0.44,87.62,20.5,2.4,86,3.31,1.3,1.7,1.6,453,15,0,456,15,0
ET3,MC3,2023-09-20T06:00:00Z,20.2,87.61,0.41,0.826,20.5,0.82,0.44,87.65,20.6,2.4,72,4,1.45,1.7,46,452,15,0,456,15,0
ET3,MC3,2023-09-20T06:15:00Z,20,87.63,0.38,0.839,20.6,0.829,0.41,87.67,20.8,2.3,73,3.88,1.58,1.7,79.5,451,15,0,456,15,0
ET3,MC3,2023-09-20T06:30:00Z,20,87.66,0.31,0.866,20.6,0.849,0.37,87.71,20.8,2.4,67,3.62,1.19,1.7,37.9,454,15,0,457,15,0
ET3,MC3,2023-09-20T06:45:00Z,20,87.69,0.23,0.903,20.2,0.907,0.22,87.74,21.1,2.3,57,2.83,0.89,1.7,42.8,455,15,0,457,15,0
ET3,MC3,2023-09-20T07:00:00Z,20.3,87.73,0.21,0.913,20.1,0.931,0.16,87.77,21.1,2.4,62,3.43,1.17,1.7,50,456,15,0,456,15,0
ET3,MC3,2023-09-20T07:15:00Z,20.2,87.75,0.18,0.922,19.7,0.951,0.11,87.79,20.1,2.4,61,4.77,1.39,1.6,43.6,457,15,0,457,15,0
ET3,MC3,2023-09-20T07:30:00Z,20,87.76,0.15,0.936,19.4,0.974,0.06,87.81,19.7,2.3,56,4.88,1.42,1.6,47.1,458,15,0,456,15,0
ET3,MC3,2023-09-20T07:45:00Z,20.5,87.76,0.16,0.932,19.5,0.982,0.04,87.81,19.8,2.3,40,1.99,0.53,1.6,52.4,458,15,0,455,15,0
ET3,MC3,2023-09-20T08:00:00Z,20.7,87.76,0.21,0.916,19.4,0.983,0.04,87.81,19.8,2.4,89,4.68,0.97,1.7,61,457,15,0,455,15,0
ET3,MC3,2023-09-20T08:15:00Z,20.6,87.77,0.21,0.915,19.6,0.976,0.06,87.82,19.9,2.4,105,2.41,1.09,1.6,70.5,457,15,0,454,15,0
ET3,MC3,2023-09-20T08:30:00Z,20.4,87.8,0.19,0.92,19.6,0.973,0.06,87.85,19.8,2.4,102,2.9,1.13,1.7,61,457,15,0,455,15,0
ET3,MC3,2023-09-20T08:45:00Z,20.4,87.82,0.19,0.919,19.6,0.972,0.06,87.86,19.8,2.3,72,4.15,1.64,1.7,57.3,456,15,0,455,15,0
ET3,MC3,2023-09-20T09:00:00Z,21.3,87.81,0.28,0.891,20.2,0.946,0.13,87.86,20.5,2.4,73,4.29,1.53,1.7,133.3,453,15,0,449,14,0
ET3,MC3,2023-09-20T09:15:00Z,23.7,87.8,0.56,0.81,21.2,0.913,0.22,87.86,21.3,2.3,63,6.53,2.2,1.7,152.5,453,15,0,447,0,0
ET3,MC3,2023-09-20T09:30:00Z,23.5,87.82,0.56,0.807,20.8,0.918,0.2,87.88,21,2.3,65,6.01,2.26,1.8,145.2,455,15,0,450,1,0
ET3,MC3,2023-09-20T09:45:00Z,22.8,87.85,0.46,0.834,20.6,0.934,0.16,87.9,20.8,2.4,76,4.34,1.64,1.6,125.2,454,15,0,448,3,0
ET3,MC3,2023-09-20T10:00:00Z,22.3,87.86,0.45,0.834,20.6,0.918,0.2,87.91,20.7,2.3,66,5.33,2.18,1.6,87.3,455,15,0,454,9,0
ET3,MC3,2023-09-20T10:15:00Z,21.8,87.84,0.36,0.863,20.5,0.926,0.18,87.89,20.6,2.4,77,4.13,1.32,1.7,81.5,455,15,0,452,15,0
ET3,MC3,2023-09-20T10:30:00Z,22.7,87.82,0.43,0.843,20.8,0.927,0.18,87.87,21,2.4,85,4.79,1.47,1.6,156.2,454,15,0,449,5,0
ET3,MC3,2023-09-20T10:45:00Z,22.6,87.82,0.44,0.84,20.8,0.924,0.19,87.87,21,2.5,77,3.61,1.3,1.7,83.7,454,15,0,451,14,0
ET3,MC3,2023-09-20T11:00:00Z,23,87.81,0.46,0.837,21.2,0.917,0.21,87.86,21.3,2.4,82,2.88,1.1,1.6,102.4,454,15,0,450,14,0
ET3,MC3,2023-09-20T11:15:00Z,24,87.79,0.56,0.812,21.6,0.908,0.24,87.84,21.9,2.5,70,2.97,1.27,1.6,326.1,452,15,0,446,6,0
ET3,MC3,2023-09-20T11:30:00Z,24.4,87.76,0.65,0.788,21.8,0.897,0.27,87.81,22,2.4,69,3.15,1.66,1.7,131.5,454,15,0,448,0,0
ET3,MC3,2023-09-20T11:45:00Z,24.2,87.74,0.54,0.82,21.8,0.923,0.2,87.79,22,2.5,108,1.99,0.77,1.6,125.8,454,15,0,448,0,0
ET3,MC3,2023-09-20T12:00:00Z,25.6,87.71,0.68,0.792,21.8,0.936,0.17,87.76,22,2.5,109,1.23,0.47,1.6,117,454,15,0,448,0,0
ET3,MC3,2023-09-20T12:15:00Z,24.8,87.69,0.62,0.802,21.3,0.948,0.13,87.74,21.6,2.5,62,2.13,0.69,1.6,139.2,454,15,0,447,5,0
ET3,MC3,2023-09-20T12:30:00Z,26.3,87.66,0.84,0.755,21.6,0.938,0.16,87.71,21.8,2.5,47,2.45,0.65,1.6,130.6,455,15,0,449,0,0
ET3,MC3,2023-09-20T12:45:00Z,24.8,87.63,0.63,0.799,21.3,0.954,0.12,87.68,21.5,2.5,69,3.55,0.85,1.6,98.7,455,15,0,450,11,0
ET3,MC3,2023-09-20T13:00:00Z,24.8,87.61,0.6,0.809,21.4,0.954,0.12,87.66,21.8,2.4,50,2.56,0.76,1.6,158.6,454,15,0,446,0,0
ET3,MC3,2023-09-20T13:15:00Z,25.6,87.61,0.71,0.784,21.7,0.95,0.13,87.66,21.9,2.6,45,2.23,0.59,1.6,120.5,454,15,0,449,0,0
ET3,MC3,2023-09-20T13:30:00Z,24.8,87.59,0.61,0.805,21.5,0.953,0.12,87.64,21.6,2.4,47,4.93,0.93,1.6,76.9,457,15,0,452,5,0
ET3,MC3,2023-09-20T13:45:00Z,23,87.57,0.37,0.867,21.1,0.967,0.08,87.61,21.4,2.5,101,1.71,0.56,1.6,62.6,462,15,1,550,15,4
ET3,MC3,2023-09-20T14:00:00Z,22.4,87.58,0.31,0.885,20.8,0.966,0.08,87.62,21,2.4,35,2.1,0.69,1.6,62.6,457,15,10,540,15,15
ET3,MC3,2023-09-20T14:15:00Z,22.8,87.58,0.32,0.886,21.1,0.97,0.07,87.62,21.4,2.5,132,0.98,0.6,1.6,76.4,457,15,0,452,15,7
ET3,MC3,2023-09-20T14:30:00Z,23.2,87.58,0.36,0.874,21.1,0.975,0.06,87.63,21.1,2.4,62,2.61,0.76,1.6,39.2,509,15,5,982,15,5
ET3,MC3,2023-09-20T14:45:00Z,20.8,87.61,0.16,0.935,20.1,0.986,0.03,87.65,19.9,2.4,46,3.84,1.35,1.5,38.8,705,15,15,825,15,15
ET3,MC3,2023-09-20T15:00:00Z,19.6,87.6,0.07,0.969,19.6,0.997,0.01,87.64,19.6,2.5,121,2.15,1.08,1.5,19.2,629,15,15,638,15,15
ET3,MC3,2023-09-20T15:15:00Z,19.2,87.61,0.04,0.983,19.6,0.987,0.03,87.65,19.6,2.5,117,2,1.06,1.5,11.9,608,15,15,626,15,15
ET3,MC3,2023-09-20T15:30:00Z,19,87.59,0.02,0.989,19.7,0.979,0.05,87.63,19.5,2.4,109,2.5,1.13,1.5,10.4,740,15,15,800,15,15
ET3,MC3,2023-09-20T15:45:00Z,19,87.57,0.01,0.994,19.6,0.978,0.05,87.61,19.5,2.4,77,4.39,1.56,1.5,11.2,900,15,15,865,15,15
ET3,MC3,2023-09-20T16:00:00Z,18.9,87.56,0.01,0.996,19.3,0.988,0.03,87.61,19.3,2.4,72,4.26,1.98,1.6,14.6,903,15,15,823,15,15
ET3,MC3,2023-09-20T16:15:00Z,19,87.55,0,1,19.4,0.992,0.02,87.59,19.4,2.4,84,3.6,2.06,1.7,16.7,641,15,15,588,15,15
ET3,MC3,2023-09-20T16:30:00Z,19.1,87.57,0,0.999,19.5,0.993,0.02,87.61,19.5,2.4,89,3.55,1.61,1.6,14.6,606,15,15,541,15,15
ET3,MC3,2023-09-20T16:45:00Z,19.2,87.59,0,0.999,19.6,0.99,0.02,87.64,19.7,2.4,94,3.68,1.29,1.6,11.9,605,15,15,595,15,15
ET3,MC3,2023-09-20T17:00:00Z,19.2,87.62,0,0.999,19.7,0.991,0.02,87.66,19.5,2.4,117,2.07,0.77,1.5,4,608,15,15,602,15,15
ET3,MC3,2023-09-20T17:15:00Z,19.2,87.63,0,1.001,19.4,1,0,87.67,19.4,2.4,105,2.94,1.02,1.5,0,618,15,15,633,15,15
ET3,MC3,2023-09-20T17:30:00Z,19.2,87.64,0,1,19.4,1.001,0,87.69,19.5,2.4,105,2.78,1.08,1.6,0,688,15,15,667,15,15
ET3,MC3,2023-09-20T17:45:00Z,19.2,87.65,0,1.001,19.5,1,0,87.7,19.4,2.4,131,2.32,0.95,1.5,0,695,15,15,746,15,15
ET3,MC3,2023-09-20T18:00:00Z,19.1,87.65,0,1.001,19.5,1,0,87.7,19.4,2.4,119,1.6,0.82,1.6,0,641,15,15,690,15,15
ET3,MC3,2023-09-20T18:15:00Z,19.1,87.66,0,1,19.4,1,0,87.71,19.4,2.4,146,1.78,0.73,1.5,0,629,15,15,618,15,15
ET3,MC3,2023-09-20T18:30:00Z,19.1,87.67,0,1,19.4,1,0,87.71,19.4,2.3,129,2.19,0.81,1.5,0,623,15,15,577,15,15
ET3,MC3,2023-09-20T18:45:00Z,19,87.67,0,1,19.4,1,0,87.72,19.4,2.3,107,1.79,0.9,1.5,0,634,15,15,575,15,15
ET3,MC3,2023-09-20T19:00:00Z,18.9,87.68,0,1.001,19.5,0.997,0.01,87.73,19.6,2.4,99,2.73,1.42,1.6,0,593,15,15,554,15,15
ET3,MC3,2023-09-20T19:15:00Z,18.9,87.7,0,1,19.8,0.967,0.08,87.75,19.5,2.4,128,1.97,0.94,1.6,0,577,15,15,546,15,15
ET3,MC3,2023-09-20T19:30:00Z,18.9,87.71,0,1,19.7,0.962,0.09,87.76,19.4,2.4,128,1.84,0.88,1.6,0,550,15,15,539,15,15
ET3,MC3,2023-09-20T19:45:00Z,19,87.71,0.01,0.997,19.7,0.964,0.08,87.76,19.5,2.5,124,2.37,1.11,1.6,0,494,15,15,519,15,15
ET3,MC3,2023-09-20T20:00:00Z,19.2,87.72,0.04,0.983,19.8,0.955,0.1,87.77,19.6,2.4,125,2.71,1.06,1.6,0,460,15,13,501,15,15
ET3,MC3,2023-09-20T20:15:00Z,19.1,87.74,0.05,0.976,19.7,0.957,0.1,87.79,19.4,2.4,137,1.95,0.88,1.6,0,459,15,0,497,15,15
ET3,MC3,2023-09-20T20:30:00Z,19.2,87.77,0.07,0.968,19.8,0.95,0.12,87.82,19.6,2.4,121,3.3,1.03,1.6,0,457,15,0,464,15,15
ET3,MC3,2023-09-20T20:45:00Z,19.4,87.77,0.13,0.942,19.9,0.929,0.16,87.82,19.6,2.4,148,2.64,0.96,1.6,0,457,15,0,461,15,11
ET3,MC3,2023-09-20T21:00:00Z,19.4,87.78,0.15,0.933,19.8,0.925,0.17,87.82,19.4,2.4,151,1.56,0.84,1.6,0,459,15,0,464,15,12
ET3,MC3,2023-09-20T21:15:00Z,18.9,87.78,0.13,0.943,19.2,0.951,0.11,87.83,19,2.4,158,1.41,0.67,1.6,0,457,15,2,468,15,15
ET3,MC3,2023-09-20T21:30:00Z,18.5,87.81,0.09,0.96,19.1,0.951,0.11,87.85,18.8,2.3,155,1.55,0.66,1.6,0,461,15,3,469,15,15
ET3,MC3,2023-09-20T21:45:00Z,19.1,87.81,0.14,0.935,19.3,0.94,0.13,87.85,19.2,2.4,165,2.54,0.93,1.6,0,456,15,1,459,15,2
ET3,MC3,2023-09-20T22:00:00Z,19.3,87.81,0.19,0.914,19.6,0.912,0.2,87.85,19.2,2.4,157,1.66,0.59,1.6,0,456,15,0,458,15,0
ET3,MC3,2023-09-20T22:15:00Z,19.6,87.8,0.24,0.896,20,0.888,0.26,87.84,19.5,2.4,163,2.78,0.87,1.6,0,458,15,0,459,15,0
ET3,MC3,2023-09-20T22:30:00Z,19.6,87.79,0.25,0.891,19.8,0.894,0.25,87.84,19.3,2.4,125,2.35,0.79,1.6,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T22:45:00Z,19.6,87.78,0.26,0.886,19.9,0.886,0.27,87.82,19.5,2.4,147,2,0.74,1.6,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T23:00:00Z,19.5,87.78,0.25,0.891,19.7,0.894,0.24,87.82,19.3,2.5,152,1.99,0.64,1.6,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T23:15:00Z,19.5,87.77,0.26,0.887,19.8,0.886,0.26,87.81,19.4,2.4,146,2.81,0.71,1.6,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T23:30:00Z,19.4,87.78,0.25,0.888,19.8,0.889,0.25,87.82,19.4,2.4,161,1.89,0.73,1.6,0,455,15,0,458,15,0
ET3,MC3,2023-09-20T23:45:00Z,19.3,87.76,0.24,0.893,19.6,0.897,0.23,87.81,19.2,2.4,159,1.24,0.58,1.5,0,456,15,0,459,15,0
ET3,MC3,2023-09-21T00:00:00Z,19,87.74,0.21,0.905,19.5,0.902,0.22,87.78,19.2,2.3,157,1.75,0.65,1.6,0,455,15,0,459,15,0
ET3,MC3,2023-09-21T00:15:00Z,19.1,87.72,0.2,0.907,19.7,0.897,0.24,87.76,19.3,2.4,156,1.96,0.6,1.6,0,456,15,0,459,15,0
ET3,MC3,2023-09-21T00:30:00Z,19.2,87.71,0.2,0.911,19.5,0.911,0.2,87.76,19.2,2.3,164,2.25,0.76,1.6,0,456,15,0,458,15,0
ET3,MC3,2023-09-21T00:45:00Z,19.2,87.71,0.18,0.919,19.7,0.917,0.19,87.76,19.3,2.3,138,1.22,0.5,1.6,0,456,15,0,460,15,2
ET3,MC3,2023-09-21T01:00:00Z,19.2,87.69,0.14,0.936,19.5,0.935,0.15,87.74,19.2,2.3,166,1.68,0.8,1.6,0,458,15,0,460,15,12
ET3,MC3,2023-09-21T01:15:00Z,19.1,87.67,0.11,0.949,19.3,0.955,0.1,87.71,19.2,2.4,77,2.41,0.6,1.6,0,458,15,0,462,15,15
ET3,MC3,2023-09-21T01:30:00Z,18.9,87.66,0.09,0.959,19,0.968,0.07,87.71,19,2.4,53,2.31,0.61,1.6,0,460,15,7,461,15,15
ET3,MC3,2023-09-21T01:45:00Z,18.8,87.63,0.06,0.974,18.8,0.989,0.02,87.68,18.8,2.2,62,4.58,1.63,1.7,0,463,15,15,462,15,15
ET3,MC3,2023-09-21T02:00:00Z,18.7,87.63,0.03,0.985,18.7,1,0,87.68,18.7,2.3,66,3.78,1.56,1.6,0,464,15,15,463,15,15
ET3,MC3,2023-09-21T02:15:00Z,18.7,87.63,0.02,0.991,18.7,1,0,87.68,18.7,2.4,71,2.68,1.25,1.6,0,464,15,15,464,15,15
ET3,MC3,2023-09-21T02:30:00Z,18.6,87.63,0.01,0.995,18.6,0.999,0,87.68,18.6,2.3,77,5.05,1.79,1.7,0,463,15,15,464,15,15
ET3,MC3,2023-09-21T02:45:00Z,18.7,87.63,0.01,0.997,18.7,0.999,0,87.68,18.8,2.3,67,5.85,2.33,1.7,0,470,15,15,480,15,15
ET3,MC3,2023-09-21T03:00:00Z,18.8,87.63,0,0.998,18.8,1,0,87.68,18.8,2.3,71,5.82,2.41,1.7,0,547,15,15,631,15,15
ET3,MC3,2023-09-21T03:15:00Z,18.7,87.62,0,1,18.8,1,0,87.67,18.8,2.4,73,5.45,2.09,1.6,0,908,15,15,966,15,15
ET3,MC3,2023-09-21T03:30:00Z,18.8,87.61,0,1,18.8,1,0,87.66,18.8,2.3,74,7.42,2.67,1.7,0,647,15,15,661,15,15
ET3,MC3,2023-09-21T03:45:00Z,18.7,87.6,0,1,18.8,1,0,87.65,18.9,2.4,78,5.87,2.24,1.7,0,608,15,15,613,15,15
ET3,MC3,2023-09-21T04:00:00Z,18.7,87.61,0,1,18.8,1,0,87.66,18.9,2.3,76,4.86,1.82,1.6,0,618,15,15,636,15,15
ET3,MC3,2023-09-21T04:15:00Z,18.7,87.61,0,1,18.8,1.001,0,87.66,18.9,2.3,74,6.31,2.07,1.6,0,600,15,15,591,15,15
ET3,MC3,2023-09-21T04:30:00Z,18.7,87.59,0,1,18.8,0.999,0,87.64,18.8,2.3,79,4.06,2.03,1.7,0,592,15,15,574,15,15
ET3,MC3,2023-09-21T04:45:00Z,18.7,87.59,0,1.001,18.8,1,0,87.64,18.9,2.4,75,5.47,2.14,1.8,0,588,15,15,565,15,15
ET3,MC3,2023-09-21T05:00:00Z,18.7,87.6,0,1.001,18.8,1,0,87.65,18.9,2.4,86,4.9,1.68,1.6,0,577,15,15,558,15,15
ET3,MC3,2023-09-21T05:15:00Z,18.7,87.6,0,0.999,18.9,1,0,87.65,19,2.3,78,5.51,2.19,1.7,0,548,15,15,549,15,15
ET3,MC3,2023-09-21T05:30:00Z,18.8,87.61,0,1,19,0.999,0,87.66,19,2.2,69,5.71,2.1,1.8,0,516,15,15,532,15,15
ET3,MC3,2023-09-21T05:45:00Z,18.8,87.64,0,0.999,19,1,0,87.69,19,2.3,62,6.65,2.36,1.7,2.2,487,15,15,513,15,15
ET3,MC3,2023-09-21T06:00:00Z,19,87.65,0.01,0.996,19,1,0,87.7,19.1,2.3,76,5.53,2.78,1.9,12.6,461,15,15,467,15,15
