Tree,MC,Timestamp,Port5_Temp,Port5_Atmos_pressure,Port5_VPD,Port5_RH,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port2_ATM22_temp,Port2_ATM22_Xaxis,Port2_Wind_direction,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_Yaxis,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET3,MC3,2023-06-19T04:00:00Z,19.6,87.61,0.17,0.926,19.7,0.936,0.15,87.66,19.8,2.2,64,8.16,3.52,1.8,0,454,15,0,457,15,0
ET3,MC3,2023-06-19T04:15:00Z,19.7,87.62,0.18,0.922,19.8,0.932,0.16,87.67,19.8,2,64,7.86,3.11,1.7,0,454,15,0,457,15,0
ET3,MC3,2023-06-19T04:30:00Z,19.6,87.64,0.16,0.931,19.7,0.943,0.13,87.68,19.6,2.1,64,5.51,2.4,1.5,0,455,15,0,458,15,0
ET3,MC3,2023-06-19T04:45:00Z,19.2,87.66,0.1,0.954,19.2,0.966,0.08,87.71,19,2.1,66,5.66,2.38,1.7,0,540,15,10,566,15,15
ET3,MC3,2023-06-19T05:00:00Z,19.1,87.67,0.07,0.97,19.1,0.985,0.03,87.72,19.2,2.2,69,5.11,2.73,1.7,0,493,15,15,549,15,15
ET3,MC3,2023-06-19T05:15:00Z,19.1,87.67,0.06,0.975,19.1,0.992,0.02,87.73,19.1,2.1,69,6.75,2.82,1.7,0,490,15,15,567,15,15
ET3,MC3,2023-06-19T05:30:00Z,19,87.69,0.04,0.981,19.1,0.997,0.01,87.74,19,2.1,76,5.09,2.28,1.7,0,501,15,15,591,15,15
ET3,MC3,2023-06-19T05:45:00Z,19,87.7,0.04,0.98,19.1,0.997,0.01,87.75,19.2,2.1,67,5.16,2.41,1.6,0,463,15,15,596,15,15
ET3,MC3,2023-06-19T06:00:00Z,19.1,87.72,0.05,0.98,19.2,0.996,0.01,87.76,19.2,2.1,84,4.49,1.98,1.6,0,456,15,2,592,15,15
ET3,MC3,2023-06-19T06:15:00Z,19.1,87.73,0.05,0.977,19.2,0.993,0.02,87.77,19.3,2.2,86,4.12,1.97,1.6,7.9,455,15,0,585,15,15
ET3,MC3,2023-06-19T06:30:00Z,19.3,87.73,0.08,0.964,19.4,0.978,0.05,87.78,19.6,2.2,84,3.89,1.83,1.6,14.5,454,15,0,555,15,15
ET3,MC3,2023-06-19T06:45:00Z,19.7,87.72,0.12,0.95,19.8,0.96,0.09,87.77,20,2.2,78,4.33,1.73,1.6,29.1,454,15,0,516,15,15
ET3,MC3,2023-06-19T07:00:00Z,20,87.72,0.13,0.946,20.1,0.957,0.1,87.77,20.2,2.1,70,4.5,1.74,1.6,30.8,454,15,0,486,15,15
ET3,MC3,2023-06-19T07:15:00Z,20.2,87.73,0.14,0.943,20.2,0.955,0.11,87.78,20.4,2.1,63,4.81,2.36,1.6,30.9,454,15,0,455,15,12
ET3,MC3,2023-06-19T07:30:00Z,20.5,87.75,0.16,0.935,20.2,0.96,0.1,87.8,20.3,2.1,66,7.44,2.81,1.7,37,454,15,0,455,15,0
ET3,MC3,2023-06-19T07:45:00Z,20.3,87.76,0.13,0.944,20.1,0.968,0.07,87.81,20.3,2.2,72,7.37,2.8,1.6,52.6,454,15,0,455,15,0
ET3,MC3,2023-06-19T08:00:00Z,20.5,87.79,0.13,0.944,20.3,0.965,0.08,87.84,20.7,2.2,72,8.91,3.19,1.7,77.5,453,15,0,455,15,0
ET3,MC3,2023-06-19T08:15:00Z,21,87.81,0.2,0.921,20.8,0.942,0.14,87.86,21,2.3,74,6.86,2.91,1.9,87.5,453,15,0,454,15,0
ET3,MC3,2023-06-19T08:30:00Z,21.2,87.81,0.19,0.922,20.8,0.947,0.13,87.86,21.1,2.3,85,4.32,2.28,1.8,95.2,453,15,0,454,15,0
ET3,MC3,2023-06-19T08:45:00Z,21.1,87.8,0.21,0.917,21,0.937,0.16,87.85,21.3,2.2,79,5.63,2.73,1.7,205.4,452,15,0,453,15,0
ET3,MC3,2023-06-19T09:00:00Z,21.4,87.8,0.22,0.913,21.2,0.934,0.17,87.85,21.5,2.4,71,6.52,2.81,1.7,80.9,453,15,0,451,15,0
ET3,MC3,2023-06-19T09:15:00Z,21.8,87.78,0.26,0.9,21.2,0.934,0.17,87.83,21.5,2.3,75,6.19,2.76,1.7,81.3,453,15,0,450,13,0
ET3,MC3,2023-06-19T09:30:00Z,22.5,87.78,0.33,0.879,21.5,0.925,0.19,87.83,21.8,2.2,64,6.74,3.04,1.7,70.1,453,15,0,449,0,0
ET3,MC3,2023-06-19T09:45:00Z,22.4,87.79,0.32,0.884,21.6,0.927,0.19,87.85,21.7,2.2,72,4.78,1.82,1.6,100,453,15,0,450,5,0
ET3,MC3,2023-06-19T10:00:00Z,22.6,87.81,0.3,0.891,21.2,0.952,0.12,87.86,21.4,2.3,40,4.15,1.05,1.5,98.7,453,15,0,450,8,0
ET3,MC3,2023-06-19T10:15:00Z,22.9,87.79,0.33,0.883,21.1,0.961,0.1,87.84,21.4,2.3,40,5.08,1.2,1.6,100.7,453,15,0,450,1,0
ET3,MC3,2023-06-19T10:30:00Z,23,87.78,0.32,0.884,21.6,0.96,0.1,87.83,22.1,2.3,70,4.88,1.82,1.5,99.1,452,15,0,447,2,0
ET3,MC3,2023-06-19T10:45:00Z,23.2,87.79,0.39,0.861,22,0.921,0.21,87.84,22.1,2.3,65,6.72,2.44,1.6,84.6,452,15,0,449,0,0
ET3,MC3,2023-06-19T11:00:00Z,23.3,87.79,0.39,0.863,21.8,0.93,0.18,87.84,22,2.3,51,7.92,2,1.6,123.2,453,15,0,447,0,0
ET3,MC3,2023-06-19T11:15:00Z,23,87.79,0.33,0.882,21.5,0.954,0.12,87.84,21.9,2.3,77,4.9,1.47,1.6,128,452,15,0,447,0,0
ET3,MC3,2023-06-19T11:30:00Z,23.9,87.8,0.45,0.847,21.8,0.943,0.15,87.84,22.1,2.2,55,5.56,1.34,1.5,103.5,452,15,0,445,0,0
ET3,MC3,2023-06-19T11:45:00Z,23.4,87.79,0.45,0.844,21.7,0.924,0.2,87.84,22,2.2,35,4.19,1.51,1.6,88.6,452,15,0,447,0,0
ET3,MC3,2023-06-19T12:00:00Z,23.4,87.78,0.43,0.852,21.9,0.922,0.2,87.83,22.2,2.3,40,3.68,1.01,1.5,96.1,452,15,0,447,0,0
ET3,MC3,2023-06-19T12:15:00Z,23.9,87.77,0.47,0.843,21.9,0.932,0.18,87.82,22.2,2.3,68,5.12,1.04,1.5,108.6,452,15,0,448,0,0
ET3,MC3,2023-06-19T12:30:00Z,23,87.76,0.38,0.863,21.5,0.937,0.16,87.81,21.8,2.2,50,3.91,1.25,1.6,69,453,15,0,451,1,0
ET3,MC3,2023-06-19T12:45:00Z,22.4,87.76,0.3,0.89,21.4,0.947,0.14,87.8,21.8,2.3,109,2.2,0.69,1.5,74.3,453,15,0,449,12,0
ET3,MC3,2023-06-19T13:00:00Z,23.2,87.73,0.36,0.873,21.6,0.948,0.13,87.77,21.8,2.3,47,3.64,1.11,1.5,92.8,452,15,0,449,0,0
ET3,MC3,2023-06-19T13:15:00Z,23.6,87.7,0.39,0.866,21.8,0.948,0.13,87.75,22.1,2.3,86,2.86,0.94,1.5,99.4,452,15,0,448,0,0
ET3,MC3,2023-06-19T13:30:00Z,23.6,87.7,0.41,0.859,21.9,0.943,0.15,87.74,22.1,2.3,80,3.05,0.74,1.5,91,453,15,0,449,0,0
ET3,MC3,2023-06-19T13:45:00Z,23.2,87.69,0.38,0.867,21.7,0.945,0.14,87.74,21.9,2.3,51,2.96,0.93,1.5,98.3,453,15,0,450,1,0
ET3,MC3,2023-06-19T14:00:00Z,22.7,87.67,0.3,0.892,21.6,0.952,0.12,87.72,21.8,2.3,74,4.37,1.08,1.5,61.5,453,15,0,450,15,0
ET3,MC3,2023-06-19T14:15:00Z,22.8,87.67,0.29,0.895,21.7,0.956,0.12,87.71,21.9,2.3,71,3.31,0.74,1.5,75.3,453,15,0,450,15,0
ET3,MC3,2023-06-19T14:30:00Z,22.8,87.66,0.29,0.894,21.7,0.957,0.11,87.7,21.8,2.3,89,3.75,1.03,1.5,41.7,454,15,0,458,15,0
ET3,MC3,2023-06-19T14:45:00Z,22,87.65,0.2,0.923,21.2,0.97,0.07,87.69,21.3,2.2,45,6.64,1.71,1.5,52,454,15,0,452,15,0
ET3,MC3,2023-06-19T15:00:00Z,22,87.63,0.2,0.923,21.1,0.975,0.06,87.68,21.3,2.1,42,4.15,1.25,1.6,58.6,454,15,0,452,15,0
ET3,MC3,2023-06-19T15:15:00Z,23.2,87.62,0.33,0.884,21.4,0.967,0.08,87.67,21.8,2.3,90,3.53,0.93,1.5,94.5,453,15,0,449,5,0
ET3,MC3,2023-06-19T15:30:00Z,23.2,87.63,0.38,0.867,21.6,0.949,0.13,87.68,21.7,2.1,45,4.69,1.42,1.5,61.2,453,15,0,451,12,0
ET3,MC3,2023-06-19T15:45:00Z,22.4,87.63,0.27,0.9,21.4,0.96,0.1,87.68,21.6,2.3,85,4.41,1.04,1.5,54.7,454,15,0,451,15,0
ET3,MC3,2023-06-19T16:00:00Z,22.2,87.63,0.23,0.914,21.4,0.965,0.09,87.67,21.6,2.2,54,3.28,0.95,1.5,70.9,453,15,0,451,15,3
ET3,MC3,2023-06-19T16:15:00Z,23,87.61,0.36,0.874,21.4,0.956,0.11,87.65,21.6,2.3,46,3.88,1.25,1.5,96.5,482,15,5,588,15,6
ET3,MC3,2023-06-19T16:30:00Z,21.5,87.6,0.2,0.923,20.9,0.966,0.08,87.64,21,2.2,34,4.91,1.31,1.5,18.1,541,15,15,562,15,15
ET3,MC3,2023-06-19T16:45:00Z,20.9,87.6,0.1,0.961,20.6,0.987,0.03,87.64,20.7,2.1,34,4.15,1.33,1.5,38.8,497,15,15,484,15,15
ET3,MC3,2023-06-19T17:00:00Z,20.9,87.59,0.11,0.958,20.5,0.99,0.02,87.63,20.7,2.1,35,6.28,1.88,1.6,31.1,469,15,15,488,15,15
ET3,MC3,2023-06-19T17:15:00Z,20.8,87.59,0.1,0.96,20.5,0.993,0.02,87.63,20.6,2.1,31,5.12,1.55,1.5,32,475,15,15,597,15,15
ET3,MC3,2023-06-19T17:30:00Z,20.6,87.58,0.07,0.97,20.5,0.999,0,87.62,20.5,2.2,54,5.88,1.37,1.6,0.9,515,15,15,578,15,15
ET3,MC3,2023-06-19T17:45:00Z,20.4,87.58,0.05,0.979,20.3,1.001,0,87.62,20.5,2.1,73,5.1,2.09,1.7,7.7,474,15,15,526,15,15
ET3,MC3,2023-06-19T18:00:00Z,20.3,87.6,0.05,0.98,20.3,1,0,87.65,20.4,2.2,75,4.89,1.62,1.6,1.8,458,15,11,512,15,15
ET3,MC3,2023-06-19T18:15:00Z,20.3,87.62,0.04,0.982,20.3,1,0,87.67,20.4,2.1,62,6.96,2.35,1.6,0,456,15,0,490,15,15
ET3,MC3,2023-06-19T18:30:00Z,20.2,87.63,0.04,0.984,20.3,1,0,87.68,20.3,2.1,73,7.78,1.94,1.6,0,461,15,1,490,15,15
ET3,MC3,2023-06-19T18:45:00Z,20.2,87.65,0.03,0.987,20.2,1,0,87.69,20.2,2.1,61,4.78,1.54,1.5,0,475,15,15,563,15,15
ET3,MC3,2023-06-19T19:00:00Z,20.2,87.67,0.02,0.993,20.2,1.001,0,87.71,20.1,2,33,6.01,2.09,1.6,0,481,15,15,586,15,15
ET3,MC3,2023-06-19T19:15:00Z,19.9,87.68,0.01,0.995,19.9,0.999,0,87.72,20,2.1,42,6.63,1.59,1.5,0,470,15,15,562,15,15
ET3,MC3,2023-06-19T19:30:00Z,19.8,87.69,0,0.998,19.8,1,0,87.73,19.9,2.1,50,4.59,1.63,1.6,0,464,15,15,552,15,15
ET3,MC3,2023-06-19T19:45:00Z,19.8,87.68,0,0.999,19.8,1,0,87.72,20,2.2,86,8.34,1.81,1.8,0,593,15,15,561,15,15
ET3,MC3,2023-06-19T20:00:00Z,19.8,87.68,0,1,19.8,1,0,87.73,19.9,2.2,79,6.23,2.37,1.8,0,565,15,15,521,15,15
ET3,MC3,2023-06-19T20:15:00Z,19.7,87.71,0,1,19.8,0.999,0,87.76,19.9,2.1,70,7.55,2.58,1.6,0,526,15,15,501,15,15
ET3,MC3,2023-06-19T20:30:00Z,19.7,87.73,0,0.999,19.8,0.998,0,87.78,20,2.1,80,5.38,2.09,1.7,0,481,15,15,472,15,15
ET3,MC3,2023-06-19T20:45:00Z,19.8,87.75,0.01,0.995,19.8,0.999,0,87.79,20,2.2,79,6.27,2.06,1.7,0,461,15,15,460,15,14
ET3,MC3,2023-06-19T21:00:00Z,19.8,87.75,0.02,0.99,19.8,0.999,0,87.8,19.9,2,78,5.89,2.19,1.7,0,456,15,0,459,15,0
ET3,MC3,2023-06-19T21:15:00Z,19.8,87.76,0.04,0.984,19.8,0.999,0,87.81,20,2.2,73,6.21,2.32,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-06-19T21:30:00Z,19.7,87.78,0.05,0.976,19.7,0.995,0.01,87.83,19.8,2.1,77,7.94,2.21,1.6,0,456,15,0,457,15,0
ET3,MC3,2023-06-19T21:45:00Z,19.7,87.78,0.06,0.973,19.8,0.99,0.02,87.83,19.9,2.3,82,5.11,2.31,1.7,0,455,15,0,458,15,0
ET3,MC3,2023-06-19T22:00:00Z,19.8,87.77,0.08,0.966,19.8,0.981,0.04,87.82,19.9,2.2,68,6.41,2.28,1.7,0,456,15,0,460,15,1
ET3,MC3,2023-06-19T22:15:00Z,19.5,87.77,0.07,0.97,19.6,0.984,0.04,87.82,19.7,2.1,68,6.68,1.96,1.6,0,455,15,0,467,15,15
ET3,MC3,2023-06-19T22:30:00Z,19.5,87.76,0.07,0.969,19.6,0.981,0.04,87.8,19.7,2.1,68,6.5,2.27,1.6,0,455,15,0,462,15,15
ET3,MC3,2023-06-19T22:45:00Z,19.6,87.75,0.08,0.963,19.7,0.977,0.05,87.8,19.8,2,78,7.48,2.32,1.7,0,455,15,0,457,15,2
ET3,MC3,2023-06-19T23:00:00Z,19.6,87.75,0.1,0.958,19.7,0.973,0.06,87.8,19.8,2.1,68,7.3,2.79,1.8,0,455,15,0,457,15,0
ET3,MC3,2023-06-19T23:15:00Z,19.7,87.76,0.1,0.955,19.8,0.968,0.07,87.8,19.9,2.1,75,6,2.26,1.7,0,454,15,0,456,15,0
ET3,MC3,2023-06-19T23:30:00Z,19.8,87.76,0.12,0.95,19.8,0.964,0.08,87.81,19.9,2.1,80,5.83,1.86,1.6,0,479,15,6,569,15,6
ET3,MC3,2023-06-19T23:45:00Z,19.6,87.74,0.08,0.967,19.6,0.984,0.04,87.79,19.6,2.2,78,5.39,1.58,1.6,0,467,15,15,598,15,15
ET3,MC3,2023-06-20T00:00:00Z,19.6,87.7,0.05,0.979,19.6,0.997,0.01,87.75,19.7,2.2,69,8.01,2.34,1.7,0,456,15,5,572,15,15
ET3,MC3,2023-06-20T00:15:00Z,19.6,87.65,0.05,0.978,19.6,0.995,0.01,87.69,19.7,2.1,68,5.63,2.61,1.7,0,456,15,0,532,15,15
ET3,MC3,2023-06-20T00:30:00Z,19.7,87.61,0.06,0.972,19.7,0.991,0.02,87.67,19.8,1.9,73,7.98,3.17,1.9,0,455,15,0,497,15,15
ET3,MC3,2023-06-20T00:45:00Z,19.8,87.6,0.09,0.962,19.8,0.978,0.05,87.65,20,2,71,7.98,2.92,1.8,0,455,15,0,471,15,15
ET3,MC3,2023-06-20T01:00:00Z,19.8,87.61,0.08,0.964,19.8,0.981,0.04,87.66,19.8,2.1,65,8.99,2.41,1.6,0,457,15,0,458,15,9
ET3,MC3,2023-06-20T01:15:00Z,19.6,87.61,0.05,0.98,19.5,0.998,0.01,87.66,19.5,2,62,6.37,2.22,1.5,0,457,15,0,458,15,0
ET3,MC3,2023-06-20T01:30:00Z,19.6,87.61,0.03,0.987,19.5,1,0,87.66,19.6,2.2,67,8.6,2.93,1.9,0,456,15,0,458,15,0
ET3,MC3,2023-06-20T01:45:00Z,19.6,87.62,0.03,0.985,19.6,1,0,87.67,19.6,2.1,67,7.77,2.21,1.7,0,495,15,7,586,15,7
ET3,MC3,2023-06-20T02:00:00Z,19.5,87.61,0.03,0.989,19.5,1,0,87.66,19.5,2.1,70,6.33,2.63,1.7,0,475,15,15,572,15,15
ET3,MC3,2023-06-20T02:15:00Z,19.5,87.59,0.02,0.991,19.5,1,0,87.64,19.6,2,75,6.66,2.79,1.7,0,469,15,15,558,15,15
ET3,MC3,2023-06-20T02:30:00Z,19.6,87.58,0.03,0.986,19.6,1,0,87.63,19.7,2.1,66,10.55,3.6,1.8,0,456,15,7,533,15,15
ET3,MC3,2023-06-20T02:45:00Z,19.6,87.58,0.04,0.984,19.6,1,0,87.63,19.6,2,67,7.58,2.79,1.6,0,457,15,0,507,15,15
ET3,MC3,2023-06-20T03:00:00Z,19.6,87.58,0.04,0.982,19.6,1,0,87.63,19.6,2.1,69,9.04,2.55,1.6,0,456,15,0,484,15,15
ET3,MC3,2023-06-20T03:15:00Z,19.6,87.57,0.04,0.982,19.5,1,0,87.62,19.6,2.3,80,6.02,2.42,1.7,0,456,15,0,468,15,15
ET3,MC3,2023-06-20T03:30:00Z,19.6,87.57,0.05,0.979,19.6,1,0,87.62,19.6,2.3,79,6.78,2.45,1.6,0,456,15,0,459,15,14
ET3,MC3,2023-06-20T03:45:00Z,19.6,87.56,0.05,0.979,19.6,0.998,0,87.62,19.7,2,67,8.31,3.14,1.8,0,456,15,0,459,15,4
ET3,MC3,2023-06-20T04:00:00Z,19.6,87.56,0.06,0.976,19.6,0.996,0.01,87.61,19.7,2.1,67,9.25,2.91,1.7,0,456,15,0,458,15,0
ET3,MC3,2023-06-20T04:15:00Z,19.6,87.53,0.05,0.977,19.6,0.997,0.01,87.58,19.7,2.2,76,7.72,3.06,1.9,0,456,15,0,458,15,0
ET3,MC3,2023-06-20T04:30:00Z,19.6,87.52,0.05,0.977,19.6,0.997,0.01,87.57,19.7,2,72,7.59,3.49,1.9,0,456,15,0,457,15,0
ET3,MC3,2023-06-20T04:45:00Z,19.6,87.52,0.06,0.975,19.6,0.994,0.01,87.57,19.6,2,75,5.13,2.8,2,0,462,15,9,460,15,4
ET3,MC3,2023-06-20T05:00:00Z,19.5,87.53,0.04,0.981,19.4,0.999,0,87.58,19.4,2.3,72,8.99,3.2,1.8,0,501,15,15,536,15,13
ET3,MC3,2023-06-20T05:15:00Z,19.6,87.53,0.03,0.985,19.5,1.001,0,87.59,19.6,1.8,72,9.95,3.7,1.9,0,462,15,15,508,15,15
ET3,MC3,2023-06-20T05:30:00Z,19.6,87.55,0.04,0.981,19.6,0.999,0,87.6,19.7,2.2,70,9.31,3.67,1.9,0,456,15,2,475,15,15
ET3,MC3,2023-06-20T05:45:00Z,19.7,87.58,0.07,0.97,19.7,0.988,0.03,87.63,19.8,2,72,8.04,3.65,1.7,0.4,456,15,0,458,15,10
ET3,MC3,2023-06-20T06:00:00Z,19.7,87.59,0.07,0.971,19.6,0.99,0.02,87.64,19.7,2,72,9.57,3.72,2.1,10.4,466,15,15,517,15,15
ET3,MC3,2023-06-20T06:15:00Z,19.8,87.59,0.07,0.971,19.8,0.99,0.02,87.65,19.9,1.8,69,9.87,4.26,2.1,16.7,455,15,2,466,15,15
ET3,MC3,2023-06-20T06:30:00Z,19.9,87.61,0.1,0.957,19.9,0.975,0.06,87.66,20,1.7,67,11.44,4.65,2.1,19.8,455,15,0,456,15,2
ET3,MC3,2023-06-20T06:45:00Z,20,87.62,0.12,0.95,19.9,0.97,0.07,87.68,20,2.1,60,11.18,5.69,2.2,24,454,15,0,456,15,0
ET3,MC3,2023-06-20T07:00:00Z,20.2,87.62,0.14,0.941,20.1,0.961,0.09,87.68,20.2,2,68,10.76,4.96,2.3,40.3,454,15,0,455,15,0
ET3,MC3,2023-06-20T07:15:00Z,20.4,87.63,0.16,0.931,20.2,0.951,0.12,87.68,20.4,2.1,72,9.48,4.05,2,42.3,454,15,0,455,15,0
ET3,MC3,2023-06-20T07:30:00Z,20.6,87.62,0.2,0.918,20.4,0.936,0.15,87.68,20.6,2.2,66,12.07,4.88,2.1,52,453,15,0,454,15,0
ET3,MC3,2023-06-20T07:45:00Z,20.9,87.63,0.23,0.907,20.7,0.927,0.18,87.68,21,2.2,67,12.28,3.94,1.9,59.3,453,15,0,455,15,0
ET3,MC3,2023-06-20T08:00:00Z,20.9,87.64,0.23,0.908,20.8,0.926,0.18,87.69,21,2.3,76,12.41,3.46,2,61.2,453,15,0,454,15,0
ET3,MC3,2023-06-20T08:15:00Z,21,87.66,0.22,0.912,20.8,0.932,0.17,87.71,21,2.1,74,14.64,3.33,2,73.1,453,15,0,454,15,0
ET3,MC3,2023-06-20T08:30:00Z,21,87.67,0.21,0.917,20.7,0.939,0.15,87.72,20.9,1.9,77,10.49,3.46,1.9,74.9,453,15,0,454,15,0
ET3,MC3,2023-06-20T08:45:00Z,21,87.67,0.21,0.915,20.9,0.936,0.16,87.72,21.1,2.3,72,12.12,3.9,2,113.2,452,15,0,453,15,0
ET3,MC3,2023-06-20T09:00:00Z,21.3,87.68,0.23,0.907,21,0.927,0.18,87.73,21.2,2.1,74,8.16,3.24,1.9,83.3,453,15,0,453,15,0
ET3,MC3,2023-06-20T09:15:00Z,21.4,87.68,0.26,0.899,21,0.925,0.19,87.74,21.3,2,70,12.39,4.05,1.9,83.1,453,15,0,451,15,0
ET3,MC3,2023-06-20T09:30:00Z,21.8,87.68,0.32,0.879,21.3,0.907,0.23,87.73,21.6,2.1,73,12.18,3.83,2.3,91,452,15,0,449,8,0
ET3,MC3,2023-06-20T09:45:00Z,22.4,87.68,0.35,0.872,21.6,0.91,0.23,87.73,22,2.3,80,8.55,2.6,1.8,109.3,452,15,0,448,2,0
ET3,MC3,2023-06-20T10:00:00Z,22.8,87.68,0.41,0.854,21.9,0.897,0.27,87.73,22.2,2.3,74,7.73,3.1,1.8,111.3,452,15,0,448,0,0
ET3,MC3,2023-06-20T10:15:00Z,22.9,87.68,0.41,0.854,21.9,0.905,0.25,87.73,22.3,2.4,80,7.72,2.62,1.8,387.3,451,15,0,447,0,0
ET3,MC3,2023-06-20T10:30:00Z,23,87.67,0.46,0.837,22.1,0.884,0.31,87.72,22.6,2.3,75,10.3,2.73,1.8,160.9,451,15,0,448,0,0
ET3,MC3,2023-06-20T10:45:00Z,23.3,87.67,0.47,0.835,22.3,0.885,0.31,87.71,22.7,2.3,79,7.59,2.77,1.8,124.7,451,15,0,448,0,0
ET3,MC3,2023-06-20T11:00:00Z,23.2,87.66,0.47,0.835,22.1,0.887,0.3,87.71,22.5,2.4,71,8.55,3.68,1.8,109.5,451,15,0,446,0,0
ET3,MC3,2023-06-20T11:15:00Z,23.7,87.64,0.53,0.819,22.5,0.875,0.34,87.69,22.9,2.6,72,10.15,3.59,1.9,100.2,451,15,0,446,0,0
ET3,MC3,2023-06-20T11:30:00Z,24.2,87.63,0.6,0.801,22.9,0.858,0.4,87.67,23.3,2.4,81,6.25,2.48,1.7,101.6,451,15,0,445,0,0
ET3,MC3,2023-06-20T11:45:00Z,24.2,87.63,0.58,0.807,23,0.861,0.39,87.67,23.2,2.4,70,6.4,2.52,1.7,100.7,451,15,0,447,0,0
ET3,MC3,2023-06-20T12:00:00Z,24.5,87.62,0.57,0.813,23,0.876,0.35,87.66,23.2,2.3,67,6.89,1.55,1.7,124.1,451,15,0,446,0,0
ET3,MC3,2023-06-20T12:15:00Z,24.7,87.6,0.63,0.798,22.9,0.875,0.35,87.64,23.2,2.3,48,7.02,1.85,1.6,103.1,451,15,0,444,0,0
ET3,MC3,2023-06-20T12:30:00Z,24.8,87.58,0.64,0.797,23.2,0.866,0.38,87.62,23.7,2.3,81,4.76,1.78,1.6,102.2,451,15,0,445,0,0
ET3,MC3,2023-06-20T12:45:00Z,25.4,87.56,0.69,0.788,23.4,0.872,0.37,87.61,23.8,2.4,68,7.91,1.88,1.6,106,451,15,0,445,0,0
ET3,MC3,2023-06-20T13:00:00Z,25.5,87.55,0.72,0.779,23.6,0.862,0.4,87.6,24,2.3,64,3.93,1.46,1.6,119.4,451,15,0,445,0,0
ET3,MC3,2023-06-20T13:15:00Z,25.9,87.55,0.78,0.767,23.4,0.864,0.39,87.59,23.7,2.2,36,3.79,1.41,1.5,135.1,451,15,0,443,0,0
ET3,MC3,2023-06-20T13:30:00Z,25.3,87.55,0.69,0.786,23.2,0.883,0.33,87.59,23.4,2.3,46,5.32,1.3,1.5,122.7,451,15,0,447,0,0
ET3,MC3,2023-06-20T13:45:00Z,24.3,87.54,0.55,0.82,23.2,0.881,0.34,87.58,23.4,2.3,91,3.61,1.51,1.6,236.9,451,15,0,448,0,0
ET3,MC3,2023-06-20T14:00:00Z,25,87.52,0.61,0.808,23.4,0.883,0.34,87.56,23.5,2.3,57,5.87,1.32,1.5,465.8,452,15,0,448,0,0
ET3,MC3,2023-06-20T14:15:00Z,24.1,87.51,0.42,0.859,22.7,0.924,0.21,87.55,22.9,2.2,33,6.68,1.78,1.6,107.3,452,15,0,448,0,0
ET3,MC3,2023-06-20T14:30:00Z,25.2,87.49,0.55,0.827,22.8,0.931,0.19,87.54,23,2.2,49,4.72,1.23,1.5,136.8,451,15,0,446,0,0
ET3,MC3,2023-06-20T14:45:00Z,24.7,87.49,0.52,0.833,22.9,0.924,0.21,87.53,23,2.1,48,5.13,1.8,1.6,70.7,453,15,0,452,3,0
ET3,MC3,2023-06-20T15:00:00Z,23.4,87.49,0.32,0.889,22.6,0.945,0.15,87.52,22.6,2.3,65,2.68,0.9,1.5,48.5,453,15,0,450,15,0
ET3,MC3,2023-06-20T15:15:00Z,24.2,87.45,0.42,0.861,22.4,0.948,0.14,87.5,22.6,2.3,35,5.89,1.33,1.6,93.9,453,15,0,449,0,0
ET3,MC3,2023-06-20T15:30:00Z,24.8,87.44,0.5,0.84,22.6,0.941,0.16,87.48,22.8,2.2,38,4.92,1.04,1.5,90.1,452,15,0,449,0,0
ET3,MC3,2023-06-20T15:45:00Z,24.2,87.44,0.43,0.857,22.5,0.943,0.16,87.48,22.6,2.3,24,4.18,1.05,1.5,52.9,469,15,6,588,10,7
ET3,MC3,2023-06-20T16:00:00Z,22.4,87.45,0.2,0.926,21.8,0.972,0.07,87.49,21.9,2.2,35,5.9,1.63,1.6,17.6,459,15,11,594,15,15
ET3,MC3,2023-06-20T16:15:00Z,21.8,87.45,0.11,0.959,21.6,0.989,0.03,87.49,21.7,2.2,29,6.25,1.66,1.5,15.6,491,15,15,572,15,15
ET3,MC3,2023-06-20T16:30:00Z,21.6,87.46,0.07,0.971,21.5,0.997,0.01,87.5,21.5,2.2,38,4.24,1.19,1.6,10.4,476,15,15,565,15,15
ET3,MC3,2023-06-20T16:45:00Z,21.4,87.48,0.05,0.979,21.4,1,0,87.52,21.3,2.1,51,6.74,1.82,1.4,11.7,792,15,15,586,15,15
ET3,MC3,2023-06-20T17:00:00Z,21.1,87.48,0.03,0.988,21.2,1,0,87.52,21.2,2.2,37,5.32,1.63,1.4,9,616,15,15,622,15,15
ET3,MC3,2023-06-20T17:15:00Z,21.1,87.48,0.02,0.993,21.2,1,0,87.53,21.1,2.2,65,6.16,1.56,1.4,2.2,659,15,15,558,15,15
ET3,MC3,2023-06-20T17:30:00Z,21,87.51,0.01,0.996,21,1,0,87.55,21,2.1,59,5.84,1.18,1.4,1.3,698,15,15,571,15,15
ET3,MC3,2023-06-20T17:45:00Z,20.8,87.53,0.01,0.998,20.9,0.999,0,87.57,20.8,2.3,62,5.22,1.31,1.4,0.9,637,15,15,656,15,15
